@relation penbased
@Attribute At1 integer [0,  100]
@Attribute At2 integer [0,  100]
@Attribute At3 integer [0,  100]
@Attribute At4 integer [0,  100]
@Attribute At5 integer [0,  100]
@Attribute At6 integer [0,  100]
@Attribute At7 integer [0,  100]
@Attribute At8 integer [0,  100]
@Attribute At9 integer [0,  100]
@Attribute At10 integer [0,  100]
@Attribute At11 integer [0,  100]
@Attribute At12 integer [0,  100]
@Attribute At13 integer [0,  100]
@Attribute At14 integer [0,  100]
@Attribute At15 integer [0,  100]
@Attribute At16 integer [0,  100]
@Attribute Class {0,1,2,3,4,5,6,7,8,9}
@data
12, 83, 8, 54, 56, 31, 22, 0, 4, 24, 0, 63, 37, 94, 100, 100, 5
68, 100, 23, 77, 0, 41, 7, 3, 64, 0, 100, 31, 56, 39, 14, 11, 6
33, 95, 4, 69, 0, 27, 39, 0, 88, 16, 100, 56, 69, 89, 17, 100, 0
45, 79, 57, 100, 100, 93, 86, 66, 70, 44, 87, 20, 46, 6, 0, 0, 3
10, 86, 51, 100, 84, 78, 53, 48, 85, 40, 100, 14, 52, 0, 0, 0, 3
100, 100, 51, 95, 16, 64, 0, 28, 36, 0, 98, 12, 68, 35, 6, 24, 6
86, 90, 28, 100, 0, 52, 46, 4, 26, 0, 25, 51, 100, 83, 73, 99, 8
66, 100, 33, 78, 11, 53, 0, 25, 20, 0, 77, 1, 100, 24, 41, 26, 6
15, 72, 0, 39, 57, 42, 43, 0, 16, 15, 11, 62, 36, 93, 100, 100, 5
59, 85, 84, 100, 82, 79, 60, 56, 100, 48, 74, 28, 37, 14, 0, 0, 3
56, 97, 42, 100, 0, 74, 52, 60, 100, 81, 74, 60, 50, 30, 33, 0, 4
100, 100, 65, 79, 39, 56, 17, 32, 8, 5, 49, 0, 47, 18, 0, 12, 6
40, 63, 60, 100, 100, 82, 85, 40, 44, 11, 0, 0, 45, 19, 93, 3, 2
60, 72, 89, 100, 73, 83, 62, 49, 44, 15, 0, 0, 47, 4, 100, 5, 1
48, 99, 9, 100, 44, 82, 64, 89, 92, 56, 100, 18, 55, 0, 0, 5, 9
85, 69, 47, 100, 0, 75, 44, 38, 72, 0, 16, 16, 57, 55, 100, 87, 8
30, 76, 53, 100, 82, 74, 66, 39, 31, 12, 0, 3, 50, 3, 100, 0, 2
0, 76, 53, 85, 100, 100, 76, 81, 60, 61, 44, 40, 27, 20, 5, 0, 1
100, 75, 47, 100, 0, 79, 49, 41, 66, 0, 3, 25, 27, 66, 98, 91, 8
0, 91, 26, 57, 52, 22, 8, 0, 4, 39, 4, 81, 41, 100, 100, 98, 5
0, 97, 41, 100, 68, 77, 64, 38, 51, 0, 28, 34, 56, 40, 100, 37, 7
18, 92, 66, 100, 93, 81, 49, 56, 0, 35, 14, 16, 75, 10, 100, 0, 2
25, 89, 65, 55, 100, 21, 20, 0, 0, 30, 55, 62, 94, 95, 22, 100, 8
0, 55, 53, 77, 100, 100, 87, 95, 87, 71, 87, 47, 87, 23, 80, 0, 1
25, 100, 0, 69, 1, 20, 43, 0, 87, 16, 100, 61, 72, 100, 29, 96, 0
10, 76, 39, 100, 88, 87, 55, 62, 100, 43, 98, 13, 43, 0, 0, 8, 3
100, 97, 58, 100, 21, 70, 0, 34, 21, 0, 71, 1, 57, 28, 11, 14, 6
0, 71, 20, 100, 54, 91, 51, 55, 29, 22, 3, 0, 54, 3, 100, 9, 2
60, 80, 12, 50, 3, 0, 57, 10, 97, 50, 100, 100, 46, 92, 0, 59, 0
0, 91, 36, 100, 62, 83, 57, 60, 70, 39, 100, 22, 78, 4, 39, 0, 3
71, 92, 48, 62, 100, 82, 59, 100, 87, 75, 87, 47, 55, 0, 0, 5, 9
34, 100, 15, 78, 0, 43, 56, 37, 100, 43, 78, 70, 54, 36, 41, 0, 4
27, 82, 5, 39, 30, 0, 80, 15, 100, 59, 74, 100, 23, 95, 0, 53, 0
98, 78, 44, 76, 40, 100, 91, 98, 100, 69, 79, 42, 44, 18, 0, 0, 9
94, 77, 54, 100, 0, 74, 47, 52, 85, 76, 100, 38, 82, 0, 5, 0, 9
41, 75, 62, 100, 100, 94, 74, 67, 37, 43, 0, 20, 23, 2, 83, 0, 2
0, 77, 26, 100, 49, 87, 39, 54, 15, 26, 24, 11, 62, 4, 100, 0, 2
0, 96, 51, 100, 98, 88, 87, 61, 53, 42, 100, 27, 68, 7, 17, 0, 3
0, 99, 91, 100, 79, 69, 60, 35, 50, 0, 17, 3, 9, 28, 100, 37, 7
0, 98, 5, 73, 70, 39, 100, 0, 43, 9, 53, 50, 84, 90, 26, 100, 8
100, 100, 70, 93, 37, 68, 11, 41, 0, 11, 38, 0, 48, 25, 2, 35, 6
28, 61, 59, 27, 33, 0, 2, 20, 63, 46, 100, 79, 48, 100, 0, 74, 8
34, 71, 16, 65, 17, 23, 0, 0, 1, 42, 44, 75, 100, 100, 46, 91, 8
34, 29, 0, 51, 37, 76, 92, 100, 100, 80, 84, 53, 74, 26, 74, 0, 1
21, 68, 48, 83, 100, 100, 83, 80, 59, 60, 41, 40, 17, 19, 0, 0, 1
38, 78, 52, 100, 97, 79, 58, 52, 78, 41, 100, 11, 38, 0, 0, 20, 3
49, 84, 55, 100, 100, 98, 72, 72, 48, 50, 81, 31, 49, 8, 0, 0, 3
27, 99, 50, 100, 40, 57, 19, 21, 0, 14, 33, 15, 65, 0, 100, 12, 2
7, 100, 0, 73, 57, 81, 49, 80, 76, 52, 100, 23, 65, 0, 1, 2, 9
100, 67, 66, 100, 0, 89, 10, 55, 70, 70, 87, 50, 74, 9, 12, 0, 9
99, 100, 54, 77, 26, 52, 17, 23, 51, 0, 100, 14, 61, 35, 0, 27, 6
40, 100, 7, 84, 72, 47, 100, 5, 22, 0, 52, 45, 84, 90, 0, 94, 8
54, 100, 24, 79, 6, 48, 13, 16, 59, 0, 100, 15, 54, 30, 0, 23, 6
7, 78, 78, 100, 100, 93, 98, 51, 98, 9, 22, 0, 0, 1, 93, 2, 1
15, 66, 14, 100, 50, 89, 37, 51, 7, 18, 0, 12, 50, 8, 100, 0, 2
79, 100, 35, 80, 6, 52, 0, 22, 43, 0, 100, 6, 75, 31, 17, 31, 6
16, 68, 31, 100, 76, 82, 70, 40, 28, 13, 0, 4, 55, 3, 100, 0, 2
73, 100, 45, 79, 18, 49, 7, 16, 49, 0, 100, 14, 55, 21, 0, 12, 6
43, 100, 30, 87, 0, 57, 51, 61, 100, 75, 80, 62, 50, 31, 23, 0, 4
0, 89, 26, 100, 35, 51, 32, 0, 13, 13, 22, 32, 60, 40, 100, 46, 7
15, 58, 80, 78, 100, 100, 88, 69, 73, 38, 56, 7, 0, 0, 98, 4, 1
81, 69, 63, 100, 0, 82, 41, 41, 81, 0, 19, 3, 41, 44, 100, 74, 8
89, 92, 20, 100, 11, 67, 43, 34, 54, 0, 0, 24, 34, 56, 100, 82, 8
100, 100, 40, 83, 2, 51, 0, 16, 67, 9, 89, 38, 18, 32, 11, 0, 6
56, 100, 42, 78, 0, 52, 29, 33, 100, 37, 90, 59, 70, 30, 59, 0, 4
99, 74, 100, 100, 45, 90, 44, 65, 100, 66, 92, 35, 57, 8, 0, 0, 9
68, 100, 27, 81, 0, 51, 45, 29, 99, 43, 100, 63, 77, 32, 69, 0, 4
78, 100, 36, 78, 6, 40, 13, 0, 71, 1, 100, 35, 43, 28, 0, 3, 6
63, 66, 58, 100, 11, 76, 36, 38, 63, 0, 0, 3, 36, 36, 100, 62, 8
84, 92, 41, 91, 37, 46, 66, 0, 0, 9, 46, 49, 100, 85, 33, 100, 8
17, 100, 36, 93, 0, 59, 50, 48, 98, 63, 100, 63, 84, 25, 76, 0, 4
38, 100, 16, 80, 3, 50, 0, 20, 48, 5, 100, 20, 47, 24, 22, 0, 6
33, 94, 60, 64, 99, 100, 38, 99, 79, 85, 100, 55, 73, 11, 0, 0, 9
100, 75, 60, 100, 0, 85, 14, 53, 75, 68, 88, 78, 73, 39, 71, 0, 9
0, 76, 34, 100, 70, 87, 48, 49, 16, 18, 11, 0, 55, 5, 100, 10, 2
100, 98, 49, 100, 13, 69, 6, 30, 40, 0, 93, 13, 61, 41, 0, 41, 6
39, 92, 89, 100, 95, 77, 53, 57, 91, 45, 100, 17, 55, 0, 0, 2, 3
43, 100, 9, 64, 0, 19, 44, 0, 90, 22, 100, 66, 66, 99, 15, 88, 0
16, 76, 2, 44, 16, 0, 84, 12, 100, 57, 75, 100, 9, 88, 0, 44, 0
35, 92, 61, 100, 81, 75, 59, 60, 100, 43, 86, 10, 40, 0, 0, 7, 3
29, 83, 60, 100, 78, 64, 56, 27, 13, 2, 0, 19, 52, 18, 100, 0, 2
31, 85, 51, 100, 78, 80, 64, 63, 100, 41, 84, 11, 41, 0, 0, 10, 3
35, 64, 58, 100, 63, 91, 57, 50, 48, 10, 0, 1, 50, 0, 100, 1, 1
30, 59, 17, 78, 80, 100, 100, 98, 67, 74, 30, 50, 3, 25, 0, 0, 1
58, 100, 21, 71, 1, 35, 15, 0, 66, 2, 100, 28, 50, 32, 0, 19, 6
25, 40, 21, 0, 60, 4, 89, 35, 100, 75, 71, 100, 30, 90, 0, 63, 0
48, 97, 89, 100, 77, 71, 49, 46, 16, 23, 0, 0, 50, 3, 100, 7, 2
40, 78, 30, 100, 79, 88, 71, 54, 42, 24, 0, 0, 43, 4, 100, 10, 2
25, 77, 15, 82, 0, 40, 21, 0, 73, 0, 100, 38, 85, 79, 37, 100, 0
0, 47, 23, 66, 61, 83, 100, 100, 89, 75, 72, 50, 53, 25, 48, 0, 1
51, 60, 47, 100, 16, 68, 75, 35, 83, 0, 0, 2, 31, 39, 100, 68, 8
48, 100, 89, 100, 76, 77, 69, 56, 100, 35, 89, 11, 45, 0, 0, 8, 3
64, 89, 100, 100, 47, 87, 7, 64, 25, 53, 74, 43, 51, 14, 0, 0, 5
30, 94, 0, 58, 4, 14, 52, 0, 94, 29, 100, 71, 60, 100, 10, 86, 0
0, 73, 12, 26, 49, 0, 92, 13, 100, 60, 73, 98, 29, 100, 8, 60, 0
12, 71, 15, 50, 29, 100, 32, 76, 34, 25, 0, 0, 47, 4, 100, 5, 1
0, 90, 41, 100, 83, 88, 65, 65, 69, 43, 100, 22, 66, 5, 14, 0, 3
11, 80, 0, 54, 47, 32, 36, 0, 11, 24, 3, 62, 46, 87, 100, 100, 5
49, 85, 84, 100, 89, 81, 48, 61, 90, 49, 100, 30, 51, 14, 0, 0, 3
81, 100, 55, 92, 17, 61, 3, 26, 41, 0, 100, 14, 65, 44, 0, 60, 6
90, 78, 43, 100, 0, 73, 63, 68, 95, 94, 100, 51, 79, 11, 16, 0, 9
0, 66, 25, 100, 48, 70, 43, 23, 26, 0, 21, 33, 60, 46, 100, 61, 7
38, 100, 43, 85, 0, 60, 28, 51, 100, 61, 98, 54, 73, 25, 46, 0, 4
100, 83, 64, 100, 50, 65, 75, 26, 35, 0, 0, 22, 46, 53, 100, 78, 8
18, 100, 23, 69, 57, 39, 29, 0, 0, 27, 0, 75, 40, 94, 100, 99, 5
37, 78, 79, 100, 89, 68, 60, 36, 16, 13, 0, 22, 56, 22, 100, 0, 2
12, 76, 27, 98, 45, 48, 28, 0, 0, 14, 54, 56, 100, 100, 30, 96, 8
7, 54, 8, 14, 56, 0, 99, 24, 100, 68, 63, 100, 12, 97, 0, 56, 0
88, 100, 48, 94, 59, 69, 100, 85, 90, 56, 80, 23, 46, 0, 0, 12, 9
22, 71, 41, 100, 51, 93, 46, 54, 40, 15, 0, 1, 46, 2, 100, 0, 1
20, 100, 13, 72, 0, 43, 29, 26, 88, 28, 100, 45, 68, 29, 69, 0, 4
59, 100, 37, 69, 0, 34, 46, 33, 100, 38, 81, 51, 63, 43, 46, 0, 4
53, 100, 25, 70, 0, 39, 50, 34, 100, 42, 85, 64, 77, 32, 80, 0, 4
0, 62, 32, 73, 69, 91, 100, 100, 80, 75, 59, 51, 39, 26, 27, 0, 1
69, 98, 53, 83, 85, 98, 46, 100, 81, 65, 100, 27, 42, 11, 0, 0, 9
22, 100, 66, 50, 100, 94, 45, 95, 5, 41, 58, 0, 78, 42, 0, 46, 8
35, 78, 48, 100, 76, 78, 57, 41, 24, 11, 0, 8, 50, 7, 100, 0, 2
35, 100, 0, 74, 1, 45, 68, 36, 100, 58, 88, 54, 79, 24, 72, 0, 4
80, 100, 34, 87, 69, 69, 100, 90, 81, 74, 74, 45, 44, 20, 0, 0, 9
100, 100, 54, 80, 21, 50, 14, 13, 61, 0, 100, 19, 48, 22, 0, 8, 6
67, 66, 56, 100, 10, 74, 59, 38, 70, 0, 0, 15, 29, 54, 100, 82, 8
5, 55, 79, 87, 5, 100, 38, 53, 67, 6, 0, 0, 27, 47, 100, 84, 8
65, 64, 9, 63, 20, 92, 73, 100, 100, 75, 80, 46, 42, 22, 0, 0, 9
24, 81, 57, 100, 85, 76, 59, 47, 82, 41, 100, 15, 53, 0, 0, 5, 3
0, 89, 36, 100, 56, 72, 38, 40, 8, 13, 1, 0, 51, 1, 100, 0, 2
0, 34, 43, 67, 74, 100, 68, 54, 59, 9, 5, 1, 32, 0, 100, 3, 1
25, 79, 59, 100, 100, 88, 63, 63, 35, 41, 80, 21, 54, 0, 0, 6, 3
16, 68, 0, 40, 26, 0, 73, 10, 100, 50, 82, 93, 32, 100, 1, 73, 0
39, 58, 100, 79, 88, 100, 6, 80, 0, 54, 89, 68, 63, 39, 31, 0, 9
17, 96, 0, 63, 6, 20, 50, 0, 95, 22, 100, 64, 71, 100, 25, 86, 0
88, 100, 82, 82, 45, 49, 0, 22, 38, 34, 94, 36, 100, 42, 98, 0, 4
34, 100, 5, 59, 0, 46, 100, 47, 94, 81, 64, 86, 62, 43, 50, 0, 4
25, 67, 41, 100, 80, 91, 61, 53, 24, 26, 0, 15, 49, 6, 100, 0, 2
35, 86, 56, 65, 100, 27, 23, 0, 6, 28, 65, 64, 98, 100, 0, 85, 8
0, 91, 49, 96, 100, 100, 67, 62, 54, 18, 38, 0, 21, 38, 83, 40, 7
0, 89, 20, 97, 64, 100, 100, 90, 95, 66, 78, 44, 57, 22, 40, 0, 7
55, 61, 81, 100, 68, 79, 56, 33, 30, 0, 0, 1, 51, 2, 100, 6, 1
25, 100, 5, 70, 0, 40, 72, 44, 100, 57, 70, 64, 72, 32, 60, 0, 4
13, 88, 10, 56, 54, 29, 30, 0, 10, 35, 0, 79, 46, 99, 100, 100, 5
48, 99, 8, 92, 50, 73, 63, 100, 100, 67, 99, 23, 53, 0, 0, 3, 9
37, 92, 6, 59, 0, 13, 39, 0, 78, 25, 100, 65, 75, 100, 30, 100, 0
45, 98, 13, 71, 13, 21, 59, 0, 100, 34, 81, 79, 28, 100, 0, 67, 0
82, 87, 36, 100, 0, 60, 10, 8, 62, 0, 100, 37, 93, 90, 47, 92, 0
26, 88, 33, 56, 93, 36, 64, 0, 11, 10, 0, 55, 31, 88, 100, 100, 5
27, 90, 0, 65, 55, 44, 62, 5, 19, 0, 24, 50, 29, 95, 100, 100, 5
25, 100, 8, 84, 0, 63, 0, 44, 33, 30, 83, 34, 87, 18, 100, 0, 4
37, 94, 53, 48, 41, 6, 0, 0, 4, 45, 17, 90, 57, 100, 100, 100, 5
35, 73, 63, 100, 97, 87, 58, 64, 100, 44, 100, 11, 50, 0, 0, 8, 3
41, 100, 6, 89, 0, 57, 12, 25, 54, 4, 100, 24, 55, 25, 17, 0, 6
100, 100, 74, 85, 34, 59, 0, 31, 7, 1, 68, 0, 60, 18, 0, 18, 6
77, 100, 28, 80, 63, 41, 59, 0, 0, 10, 47, 44, 100, 75, 61, 94, 8
100, 100, 39, 84, 58, 51, 88, 20, 25, 0, 0, 24, 42, 54, 98, 81, 8
0, 100, 52, 98, 100, 88, 56, 59, 41, 19, 60, 0, 41, 30, 92, 36, 7
0, 93, 64, 100, 100, 80, 76, 44, 52, 8, 27, 0, 30, 24, 96, 31, 7
0, 85, 19, 63, 86, 31, 94, 0, 3, 15, 39, 50, 100, 83, 29, 100, 8
54, 92, 90, 100, 100, 95, 63, 89, 33, 66, 52, 33, 32, 2, 0, 0, 5
0, 76, 49, 100, 100, 82, 58, 41, 28, 0, 82, 15, 28, 51, 34, 88, 8
100, 100, 100, 96, 79, 80, 50, 64, 36, 48, 14, 31, 0, 16, 7, 0, 1
36, 96, 23, 54, 42, 5, 86, 0, 100, 49, 76, 95, 31, 100, 0, 62, 0
69, 79, 48, 57, 69, 19, 0, 0, 30, 34, 93, 63, 100, 100, 37, 76, 8
32, 100, 9, 63, 0, 21, 30, 0, 70, 14, 100, 43, 87, 79, 47, 90, 0
41, 71, 32, 40, 100, 76, 34, 100, 36, 57, 89, 68, 70, 4, 0, 0, 9
35, 100, 32, 97, 0, 73, 4, 46, 51, 42, 100, 48, 88, 29, 72, 0, 4
17, 73, 35, 43, 37, 10, 0, 0, 7, 36, 18, 70, 58, 87, 100, 100, 5
31, 81, 54, 46, 51, 6, 7, 0, 0, 42, 13, 84, 55, 96, 100, 100, 5
5, 100, 31, 93, 0, 63, 52, 50, 100, 72, 62, 61, 31, 31, 1, 0, 4
0, 84, 30, 100, 36, 75, 28, 52, 89, 52, 100, 27, 64, 6, 6, 0, 3
100, 97, 57, 100, 26, 87, 21, 51, 63, 45, 75, 12, 37, 0, 0, 3, 5
55, 65, 100, 87, 61, 100, 53, 66, 71, 29, 40, 0, 0, 21, 39, 47, 8
27, 100, 43, 66, 67, 31, 45, 0, 0, 27, 47, 59, 100, 91, 20, 97, 8
93, 100, 59, 79, 95, 68, 100, 90, 100, 60, 88, 32, 52, 10, 0, 0, 9
73, 100, 0, 91, 49, 63, 100, 31, 58, 0, 16, 28, 45, 69, 30, 98, 8
0, 86, 35, 100, 66, 81, 66, 55, 51, 30, 26, 8, 49, 0, 100, 1, 2
19, 74, 75, 62, 78, 23, 3, 0, 28, 38, 94, 72, 100, 100, 0, 80, 8
15, 67, 0, 24, 32, 0, 76, 24, 100, 62, 86, 100, 37, 90, 3, 57, 0
44, 68, 79, 100, 26, 93, 59, 67, 100, 71, 95, 25, 56, 0, 0, 12, 9
97, 100, 65, 82, 33, 53, 15, 20, 54, 0, 100, 19, 58, 39, 0, 35, 6
0, 66, 20, 100, 56, 88, 44, 47, 14, 15, 13, 0, 56, 5, 100, 11, 2
25, 72, 15, 31, 47, 0, 93, 8, 100, 50, 73, 87, 28, 100, 0, 68, 0
65, 100, 19, 69, 22, 53, 95, 56, 100, 72, 48, 94, 26, 46, 0, 0, 4
66, 100, 43, 66, 0, 37, 33, 39, 100, 42, 78, 68, 51, 35, 39, 0, 4
7, 66, 43, 92, 42, 100, 43, 58, 55, 17, 0, 0, 22, 0, 100, 1, 1
49, 84, 49, 62, 48, 22, 7, 0, 0, 30, 9, 72, 53, 90, 100, 100, 5
47, 72, 69, 100, 100, 83, 83, 46, 47, 17, 0, 0, 40, 7, 94, 4, 2
0, 91, 32, 100, 49, 77, 39, 50, 21, 25, 20, 5, 60, 3, 100, 0, 2
50, 100, 7, 82, 0, 54, 57, 42, 100, 57, 74, 55, 48, 28, 39, 0, 4
27, 76, 62, 100, 84, 76, 66, 41, 37, 11, 0, 3, 50, 1, 100, 0, 2
34, 100, 90, 97, 100, 73, 64, 45, 34, 15, 15, 0, 0, 32, 57, 30, 7
18, 100, 13, 78, 0, 46, 57, 37, 100, 50, 85, 66, 83, 33, 84, 0, 4
0, 28, 35, 51, 67, 75, 100, 100, 96, 81, 77, 54, 58, 27, 46, 0, 1
20, 100, 5, 78, 0, 55, 64, 63, 100, 83, 81, 55, 61, 25, 45, 0, 4
72, 100, 26, 94, 0, 62, 0, 28, 38, 0, 100, 4, 67, 24, 21, 1, 6
0, 51, 27, 72, 61, 85, 95, 100, 100, 91, 82, 61, 67, 30, 72, 0, 1
32, 85, 60, 100, 88, 81, 47, 59, 81, 43, 100, 15, 54, 0, 0, 4, 3
48, 100, 31, 64, 3, 31, 0, 21, 62, 16, 100, 35, 93, 37, 89, 0, 4
63, 78, 59, 100, 100, 94, 70, 68, 91, 48, 94, 27, 48, 12, 0, 0, 3
18, 62, 98, 74, 92, 100, 0, 93, 15, 73, 100, 62, 91, 31, 71, 0, 9
0, 30, 46, 60, 59, 100, 21, 81, 67, 50, 100, 16, 38, 0, 7, 28, 8
0, 73, 26, 100, 56, 72, 40, 31, 3, 10, 19, 22, 63, 13, 100, 0, 2
0, 88, 5, 100, 67, 98, 50, 67, 63, 60, 100, 36, 70, 7, 5, 0, 3
