@relation penbased
@Attribute At1 integer [0,  100]
@Attribute At2 integer [0,  100]
@Attribute At3 integer [0,  100]
@Attribute At4 integer [0,  100]
@Attribute At5 integer [0,  100]
@Attribute At6 integer [0,  100]
@Attribute At7 integer [0,  100]
@Attribute At8 integer [0,  100]
@Attribute At9 integer [0,  100]
@Attribute At10 integer [0,  100]
@Attribute At11 integer [0,  100]
@Attribute At12 integer [0,  100]
@Attribute At13 integer [0,  100]
@Attribute At14 integer [0,  100]
@Attribute At15 integer [0,  100]
@Attribute At16 integer [0,  100]
@Attribute Class {0,1,2,3,4,5,6,7,8,9}
@data
100, 75, 79, 100, 47, 82, 79, 84, 66, 64, 62, 23, 36, 0, 0, 5, 9
29, 94, 2, 59, 0, 17, 47, 0, 90, 25, 100, 66, 71, 100, 19, 98, 0
47, 74, 68, 100, 100, 88, 74, 60, 62, 34, 96, 18, 52, 0, 0, 4, 3
7, 76, 27, 45, 48, 7, 8, 0, 0, 40, 8, 81, 52, 98, 100, 100, 5
0, 65, 49, 81, 91, 100, 100, 90, 78, 67, 56, 45, 36, 22, 16, 0, 1
0, 87, 36, 100, 56, 71, 37, 40, 1, 19, 15, 19, 61, 16, 100, 0, 2
63, 65, 35, 100, 1, 69, 61, 36, 79, 0, 0, 15, 33, 54, 100, 86, 8
100, 100, 47, 79, 14, 53, 0, 26, 24, 0, 93, 2, 95, 25, 14, 25, 6
11, 100, 8, 93, 0, 60, 17, 33, 60, 41, 100, 57, 85, 32, 76, 0, 4
21, 69, 49, 100, 87, 85, 69, 45, 32, 16, 0, 8, 50, 7, 100, 0, 2
98, 100, 50, 76, 20, 42, 21, 5, 77, 0, 100, 34, 45, 37, 0, 10, 6
16, 100, 10, 59, 57, 35, 27, 0, 0, 29, 2, 86, 45, 96, 100, 96, 5
100, 81, 52, 62, 17, 77, 57, 100, 79, 68, 75, 31, 52, 0, 0, 12, 9
100, 100, 67, 76, 39, 51, 15, 23, 29, 0, 73, 10, 46, 26, 0, 22, 6
59, 99, 16, 72, 89, 38, 91, 0, 28, 18, 73, 58, 100, 100, 0, 95, 8
0, 54, 38, 77, 82, 100, 76, 88, 65, 63, 70, 38, 70, 13, 100, 0, 1
23, 67, 31, 94, 90, 100, 80, 75, 76, 44, 100, 14, 56, 0, 0, 5, 3
100, 100, 31, 89, 36, 55, 70, 22, 23, 0, 0, 28, 43, 58, 86, 89, 8
40, 89, 0, 25, 46, 0, 100, 49, 70, 100, 44, 78, 95, 62, 34, 22, 0
0, 91, 0, 97, 52, 100, 100, 93, 100, 69, 78, 47, 58, 24, 44, 0, 7
0, 80, 8, 100, 37, 81, 32, 49, 11, 22, 23, 6, 62, 5, 100, 0, 2
94, 82, 45, 100, 1, 63, 0, 9, 53, 0, 100, 30, 97, 85, 47, 97, 0
4, 86, 54, 100, 85, 72, 80, 32, 76, 0, 100, 37, 48, 40, 0, 38, 7
23, 100, 9, 78, 0, 45, 57, 28, 100, 38, 58, 62, 42, 32, 43, 0, 4
44, 89, 62, 48, 61, 0, 0, 6, 35, 47, 100, 72, 81, 100, 14, 84, 8
87, 100, 31, 76, 100, 91, 38, 80, 22, 62, 0, 0, 73, 9, 33, 64, 8
0, 74, 13, 100, 55, 100, 100, 98, 79, 80, 59, 55, 45, 28, 42, 0, 7
0, 98, 10, 100, 61, 98, 100, 85, 77, 63, 47, 43, 20, 23, 3, 0, 7
4, 100, 23, 65, 89, 36, 100, 0, 20, 8, 32, 49, 79, 85, 0, 89, 8
100, 100, 58, 83, 30, 57, 20, 26, 42, 0, 80, 9, 47, 31, 0, 39, 6
26, 92, 0, 49, 10, 4, 61, 0, 100, 31, 95, 76, 50, 100, 4, 83, 0
0, 58, 36, 71, 87, 91, 100, 100, 87, 75, 77, 50, 72, 25, 77, 0, 1
52, 75, 69, 100, 93, 77, 68, 43, 34, 15, 0, 1, 50, 2, 100, 0, 2
6, 85, 48, 100, 83, 83, 60, 56, 100, 38, 86, 13, 34, 0, 0, 2, 3
36, 81, 36, 70, 80, 36, 52, 0, 0, 22, 29, 63, 35, 94, 100, 100, 5
0, 56, 34, 77, 69, 100, 100, 95, 84, 72, 62, 47, 41, 24, 25, 0, 1
10, 80, 12, 37, 38, 0, 90, 4, 100, 44, 72, 82, 24, 100, 0, 62, 0
88, 99, 18, 100, 0, 69, 75, 81, 100, 95, 86, 62, 73, 30, 76, 0, 9
25, 84, 0, 62, 8, 17, 52, 0, 92, 26, 100, 69, 66, 100, 20, 88, 0
83, 100, 36, 82, 11, 61, 0, 39, 78, 35, 100, 41, 67, 21, 53, 0, 4
41, 95, 44, 61, 58, 30, 13, 0, 0, 30, 3, 80, 44, 100, 100, 94, 5
94, 95, 44, 100, 12, 77, 29, 53, 80, 45, 100, 11, 52, 0, 0, 8, 5
88, 100, 30, 79, 5, 54, 0, 28, 25, 3, 100, 0, 92, 25, 15, 26, 6
62, 44, 98, 76, 65, 100, 3, 84, 0, 52, 70, 49, 100, 35, 84, 0, 9
24, 68, 51, 60, 96, 97, 32, 100, 60, 75, 100, 49, 70, 0, 0, 3, 9
0, 92, 50, 96, 100, 100, 79, 70, 54, 36, 36, 0, 29, 26, 79, 31, 7
79, 100, 46, 75, 22, 48, 22, 18, 65, 0, 100, 17, 51, 32, 0, 20, 6
0, 63, 61, 38, 67, 0, 20, 14, 56, 50, 100, 85, 50, 100, 2, 71, 8
82, 83, 100, 100, 54, 76, 17, 47, 0, 13, 46, 0, 50, 30, 0, 27, 6
0, 72, 52, 84, 100, 100, 94, 96, 85, 72, 81, 48, 79, 24, 75, 0, 1
70, 92, 0, 83, 57, 49, 100, 13, 16, 0, 5, 37, 48, 74, 64, 100, 8
33, 93, 0, 55, 61, 58, 91, 25, 37, 0, 29, 53, 36, 100, 100, 93, 5
87, 93, 59, 100, 21, 86, 6, 53, 69, 56, 100, 31, 59, 4, 0, 0, 5
100, 100, 44, 84, 17, 56, 8, 27, 34, 0, 84, 17, 53, 35, 0, 15, 6
23, 96, 5, 56, 0, 15, 41, 0, 83, 25, 100, 63, 81, 100, 34, 98, 0
15, 76, 23, 100, 81, 95, 78, 62, 43, 35, 0, 10, 38, 0, 100, 3, 2
0, 100, 44, 97, 54, 61, 41, 23, 23, 0, 9, 38, 52, 44, 100, 41, 7
46, 79, 37, 60, 59, 22, 0, 0, 19, 35, 78, 64, 100, 97, 29, 100, 8
0, 55, 39, 74, 76, 95, 100, 100, 87, 75, 72, 50, 61, 25, 57, 0, 1
0, 100, 57, 98, 100, 100, 76, 62, 58, 23, 53, 0, 30, 36, 88, 43, 7
46, 92, 45, 62, 38, 22, 0, 0, 9, 39, 57, 70, 100, 100, 27, 98, 8
41, 100, 25, 97, 0, 54, 61, 46, 100, 47, 83, 87, 55, 45, 36, 0, 4
58, 62, 8, 46, 12, 0, 67, 15, 100, 56, 90, 100, 34, 81, 0, 41, 0
40, 100, 27, 71, 65, 89, 13, 90, 60, 62, 100, 30, 62, 0, 0, 1, 9
26, 100, 21, 65, 91, 32, 66, 0, 38, 25, 91, 61, 100, 99, 0, 98, 8
19, 77, 0, 37, 13, 0, 63, 9, 97, 41, 100, 82, 58, 100, 15, 77, 0
0, 80, 35, 100, 80, 89, 58, 61, 68, 39, 100, 15, 55, 0, 2, 3, 3
0, 3, 28, 0, 62, 18, 87, 43, 100, 71, 89, 100, 54, 98, 78, 80, 9
28, 77, 62, 100, 100, 85, 67, 58, 96, 40, 92, 9, 41, 0, 0, 18, 3
82, 73, 61, 100, 0, 80, 35, 55, 100, 77, 99, 61, 87, 23, 98, 0, 9
32, 98, 8, 71, 56, 25, 28, 0, 0, 42, 77, 69, 100, 100, 15, 92, 8
0, 83, 42, 100, 100, 86, 75, 43, 50, 0, 11, 15, 2, 27, 69, 29, 7
6, 100, 0, 93, 0, 67, 18, 43, 65, 46, 92, 50, 83, 24, 100, 0, 4
0, 45, 27, 61, 63, 81, 100, 100, 84, 74, 63, 49, 41, 24, 20, 0, 1
40, 90, 87, 100, 81, 93, 39, 71, 70, 46, 100, 23, 52, 6, 0, 0, 5
0, 100, 53, 95, 80, 66, 69, 30, 66, 0, 100, 30, 61, 36, 7, 39, 7
54, 63, 45, 100, 1, 53, 11, 0, 75, 18, 100, 74, 44, 98, 0, 54, 0
18, 91, 0, 48, 22, 6, 66, 0, 100, 30, 91, 76, 52, 100, 16, 76, 0
62, 98, 22, 72, 0, 29, 28, 0, 77, 15, 100, 57, 86, 100, 37, 97, 0
67, 99, 0, 95, 29, 61, 100, 36, 87, 0, 43, 21, 70, 60, 83, 100, 8
60, 91, 14, 80, 50, 59, 56, 7, 0, 0, 4, 45, 41, 91, 100, 100, 5
4, 88, 0, 43, 25, 4, 70, 0, 100, 35, 94, 79, 53, 100, 8, 86, 0
0, 79, 21, 100, 31, 68, 22, 34, 7, 2, 34, 0, 69, 8, 100, 11, 2
100, 100, 63, 90, 26, 63, 2, 33, 0, 0, 54, 1, 60, 31, 7, 30, 6
23, 96, 27, 54, 64, 35, 33, 0, 12, 42, 0, 93, 50, 96, 100, 100, 5
33, 91, 79, 100, 100, 79, 79, 56, 41, 37, 0, 20, 37, 7, 93, 0, 2
14, 79, 37, 100, 56, 79, 30, 52, 0, 27, 0, 2, 50, 0, 100, 4, 2
0, 96, 46, 100, 64, 67, 45, 31, 12, 0, 10, 30, 50, 55, 100, 68, 7
100, 94, 29, 100, 0, 72, 70, 79, 88, 98, 64, 65, 50, 33, 43, 0, 9
0, 26, 57, 56, 98, 94, 31, 100, 45, 63, 100, 31, 78, 0, 9, 16, 8
17, 37, 24, 0, 73, 14, 100, 50, 89, 90, 43, 100, 11, 66, 0, 25, 0
0, 51, 33, 75, 68, 100, 51, 85, 53, 59, 58, 33, 65, 7, 100, 0, 1
28, 87, 1, 56, 76, 75, 67, 28, 1, 0, 0, 46, 18, 94, 100, 100, 5
0, 54, 40, 67, 78, 88, 100, 100, 82, 74, 69, 49, 58, 24, 40, 0, 1
7, 90, 57, 100, 86, 81, 46, 62, 92, 45, 100, 18, 58, 0, 0, 0, 3
33, 65, 68, 100, 73, 89, 56, 40, 37, 0, 0, 8, 50, 5, 100, 6, 1
13, 100, 20, 71, 59, 39, 44, 0, 0, 16, 7, 61, 42, 93, 100, 97, 5
0, 98, 43, 100, 68, 70, 66, 35, 56, 0, 39, 32, 49, 51, 100, 55, 7
0, 85, 34, 100, 85, 78, 75, 38, 56, 0, 14, 16, 29, 37, 100, 37, 7
52, 100, 26, 68, 0, 36, 52, 36, 100, 40, 84, 69, 62, 35, 48, 0, 4
69, 98, 89, 64, 97, 100, 62, 79, 99, 77, 100, 29, 60, 2, 0, 0, 9
0, 93, 60, 100, 65, 66, 51, 33, 35, 0, 11, 23, 31, 37, 100, 38, 7
38, 79, 69, 100, 88, 80, 61, 56, 87, 38, 100, 13, 53, 0, 0, 2, 3
100, 79, 64, 100, 30, 86, 63, 73, 77, 63, 72, 27, 42, 0, 0, 5, 9
59, 86, 60, 100, 96, 91, 71, 63, 87, 47, 100, 21, 57, 2, 0, 0, 3
29, 100, 11, 85, 0, 65, 3, 45, 46, 39, 83, 39, 84, 19, 100, 0, 4
49, 100, 17, 82, 0, 61, 0, 40, 49, 38, 100, 42, 88, 21, 84, 0, 4
100, 86, 79, 89, 15, 100, 8, 60, 71, 53, 99, 19, 43, 0, 0, 13, 5
47, 89, 20, 55, 36, 6, 80, 0, 100, 45, 77, 90, 32, 100, 0, 67, 0
100, 100, 57, 81, 23, 58, 0, 35, 7, 9, 61, 0, 68, 20, 20, 22, 6
56, 100, 19, 76, 0, 33, 24, 0, 74, 25, 100, 65, 70, 87, 23, 60, 0
100, 95, 74, 100, 25, 89, 17, 53, 72, 45, 99, 19, 53, 3, 0, 0, 5
76, 69, 24, 51, 0, 72, 39, 100, 91, 99, 100, 66, 93, 32, 87, 0, 9
4, 85, 39, 100, 83, 85, 57, 60, 59, 41, 100, 21, 62, 0, 0, 1, 3
0, 39, 35, 58, 69, 76, 100, 100, 86, 88, 69, 60, 52, 30, 45, 0, 1
44, 75, 21, 38, 0, 0, 18, 28, 56, 60, 100, 90, 82, 100, 28, 81, 8
92, 100, 57, 80, 21, 53, 0, 22, 37, 0, 100, 14, 76, 37, 7, 32, 6
47, 100, 38, 94, 12, 68, 0, 42, 48, 39, 100, 52, 80, 26, 83, 0, 4
27, 81, 43, 100, 86, 84, 52, 60, 84, 43, 100, 16, 54, 0, 0, 1, 3
0, 66, 47, 100, 81, 98, 79, 50, 85, 0, 27, 0, 23, 8, 100, 0, 1
100, 100, 59, 83, 24, 57, 0, 29, 12, 1, 73, 0, 62, 26, 7, 43, 6
27, 95, 1, 56, 41, 32, 16, 0, 0, 24, 12, 75, 55, 93, 100, 100, 5
80, 89, 54, 100, 40, 68, 81, 78, 100, 46, 92, 10, 46, 0, 0, 6, 9
22, 93, 0, 70, 69, 37, 100, 0, 15, 20, 51, 60, 77, 94, 42, 100, 8
13, 100, 59, 98, 64, 58, 37, 21, 15, 0, 0, 41, 49, 49, 100, 55, 7
78, 88, 4, 100, 0, 73, 86, 85, 100, 91, 76, 61, 58, 30, 64, 0, 9
1, 99, 58, 100, 100, 91, 69, 61, 33, 30, 1, 0, 0, 33, 57, 36, 7
56, 100, 29, 74, 0, 40, 51, 38, 100, 44, 77, 73, 58, 36, 35, 0, 4
100, 100, 44, 81, 11, 53, 0, 22, 42, 0, 95, 21, 56, 40, 2, 18, 6
43, 100, 10, 75, 0, 45, 46, 34, 100, 35, 93, 60, 88, 29, 78, 0, 4
0, 93, 43, 100, 66, 77, 59, 39, 59, 0, 40, 22, 54, 42, 100, 50, 7
41, 69, 71, 100, 67, 71, 54, 31, 41, 1, 0, 0, 50, 1, 100, 3, 1
10, 55, 33, 86, 95, 100, 88, 70, 48, 43, 0, 18, 28, 0, 100, 2, 2
98, 100, 51, 77, 21, 49, 7, 18, 49, 0, 100, 16, 42, 23, 0, 1, 6
72, 100, 32, 76, 5, 47, 0, 15, 47, 0, 100, 12, 59, 24, 3, 17, 6
31, 100, 5, 81, 0, 59, 27, 41, 72, 41, 100, 43, 81, 22, 69, 0, 4
60, 90, 43, 68, 52, 22, 21, 0, 0, 39, 52, 66, 100, 95, 38, 100, 8
12, 87, 58, 100, 77, 74, 43, 45, 5, 20, 0, 3, 55, 1, 100, 0, 2
22, 79, 30, 53, 54, 24, 32, 0, 13, 42, 0, 86, 49, 96, 100, 100, 5
31, 81, 49, 43, 38, 7, 0, 0, 5, 42, 25, 73, 62, 90, 100, 100, 5
0, 96, 41, 100, 86, 89, 99, 57, 95, 23, 87, 0, 64, 30, 100, 44, 7
0, 87, 47, 100, 96, 94, 100, 57, 77, 22, 49, 0, 26, 29, 76, 37, 7
30, 100, 23, 69, 66, 33, 59, 0, 19, 27, 0, 67, 8, 100, 100, 97, 5
0, 86, 27, 100, 46, 77, 43, 45, 31, 16, 34, 0, 66, 1, 100, 2, 2
43, 81, 72, 100, 100, 78, 77, 49, 41, 25, 0, 5, 39, 0, 93, 2, 2
14, 73, 60, 100, 100, 93, 74, 55, 38, 20, 0, 0, 2, 35, 63, 28, 7
79, 100, 31, 77, 0, 51, 68, 43, 100, 68, 76, 53, 41, 27, 14, 0, 4
0, 58, 35, 62, 70, 83, 100, 100, 91, 74, 82, 49, 74, 23, 78, 0, 1
2, 100, 58, 99, 63, 67, 38, 34, 19, 0, 0, 32, 42, 44, 100, 44, 7
58, 100, 0, 85, 51, 50, 79, 11, 14, 0, 44, 39, 100, 71, 51, 83, 8
0, 92, 49, 100, 100, 83, 80, 45, 71, 6, 64, 0, 36, 31, 100, 42, 7
17, 72, 16, 36, 40, 0, 86, 12, 100, 53, 79, 92, 31, 100, 0, 67, 0
100, 63, 71, 100, 10, 85, 24, 43, 56, 4, 0, 0, 26, 38, 88, 55, 8
47, 98, 5, 67, 0, 23, 46, 0, 95, 23, 100, 67, 60, 100, 10, 83, 0
6, 82, 49, 100, 100, 89, 70, 63, 30, 40, 85, 26, 60, 4, 0, 0, 3
46, 94, 16, 98, 0, 48, 30, 1, 87, 0, 100, 51, 80, 100, 27, 85, 0
0, 95, 21, 65, 86, 30, 54, 0, 14, 25, 68, 62, 100, 100, 0, 90, 8
0, 52, 23, 0, 79, 5, 100, 58, 59, 60, 74, 64, 79, 100, 27, 74, 0
55, 68, 71, 40, 100, 6, 5, 0, 14, 35, 66, 68, 89, 100, 0, 83, 8
54, 73, 92, 92, 100, 100, 65, 80, 42, 61, 19, 41, 8, 20, 0, 0, 1
0, 0, 42, 18, 77, 43, 100, 73, 84, 100, 29, 92, 24, 64, 79, 53, 9
