@relation page-blocks
@attribute Height integer [1,  804]
@attribute Lenght integer [1,  553]
@attribute Area integer [7,  143993]
@attribute Eccen real [0.0070,  537.0]
@attribute P_black real [0.052,  1.0]
@attribute P_and real [0.062,  1.0]
@attribute Mean_tr real [1.0,  4955.0]
@attribute Blackpix integer [1,  33017]
@attribute Blackand integer [7,  46133]
@attribute Wb_trans integer [1,  3212]
@attribute Class {1, 2, 3, 4, 5}
@data
1, 52, 52, 52.0, 0.788, 1.0, 10.25, 41, 52, 4, 2
9, 12, 108, 1.333, 0.407, 0.88, 1.69, 44, 95, 26, 1
9, 97, 873, 10.778, 0.328, 0.921, 1.77, 286, 804, 162, 1
12, 13, 156, 1.083, 0.372, 0.981, 2.32, 58, 153, 25, 1
12, 43, 516, 3.583, 0.293, 0.791, 2.29, 151, 408, 66, 1
8, 6, 48, 0.75, 0.5, 0.646, 8.0, 24, 31, 3, 1
9, 20, 180, 2.222, 0.339, 0.772, 1.74, 61, 139, 35, 1
11, 96, 1056, 8.727, 0.331, 0.954, 4.32, 350, 1007, 81, 1
10, 20, 200, 2.0, 0.435, 0.89, 2.9, 87, 178, 30, 1
12, 118, 1416, 9.833, 0.253, 0.767, 1.95, 358, 1086, 184, 1
11, 49, 539, 4.455, 0.343, 0.666, 4.3, 185, 359, 43, 1
9, 69, 621, 7.667, 0.343, 0.876, 1.75, 213, 544, 122, 1
9, 82, 738, 9.111, 0.385, 0.935, 2.29, 284, 690, 124, 1
22, 47, 1034, 2.136, 0.319, 0.753, 2.13, 330, 779, 155, 1
9, 41, 369, 4.556, 0.425, 0.962, 2.71, 157, 355, 58, 1
1, 115, 115, 115.0, 0.2, 1.0, 4.6, 23, 115, 5, 2
10, 131, 1310, 13.1, 0.439, 0.845, 2.79, 575, 1107, 206, 1
7, 17, 119, 2.429, 0.412, 0.933, 2.72, 49, 111, 18, 1
8, 16, 128, 2.0, 0.477, 0.906, 2.44, 61, 116, 25, 1
12, 8, 96, 0.667, 0.792, 1.0, 15.2, 76, 96, 5, 1
11, 86, 946, 7.818, 0.332, 0.808, 2.2, 314, 764, 143, 1
10, 37, 370, 3.7, 0.354, 0.708, 3.2, 131, 262, 41, 1
11, 92, 1012, 8.364, 0.361, 0.851, 2.3, 365, 861, 159, 1
9, 47, 423, 5.222, 0.385, 0.917, 2.51, 163, 388, 65, 1
9, 98, 882, 10.889, 0.491, 0.974, 2.78, 433, 859, 156, 1
3, 286, 858, 95.333, 0.406, 0.427, 87.0, 348, 366, 4, 2
9, 82, 738, 9.111, 0.428, 0.936, 2.38, 316, 691, 133, 1
12, 102, 1224, 8.5, 0.292, 0.764, 2.09, 357, 935, 171, 1
23, 26, 598, 1.13, 0.278, 0.96, 1.8, 166, 574, 92, 1
9, 83, 747, 9.222, 0.292, 0.909, 2.42, 218, 679, 90, 1
12, 13, 156, 1.083, 0.391, 0.981, 2.35, 61, 153, 26, 1
10, 42, 420, 4.2, 0.317, 0.85, 2.22, 133, 357, 60, 1
1, 35, 35, 35.0, 0.829, 1.0, 9.67, 29, 35, 3, 2
7, 8, 56, 1.143, 0.161, 0.518, 1.8, 9, 29, 5, 1
8, 36, 288, 4.5, 0.465, 0.885, 2.13, 134, 255, 63, 1
8, 16, 128, 2.0, 0.156, 0.859, 5.0, 20, 110, 4, 5
9, 10, 90, 1.111, 0.144, 0.522, 6.5, 13, 47, 2, 5
11, 118, 1298, 10.727, 0.29, 0.798, 1.99, 376, 1036, 189, 1
9, 126, 1134, 14.0, 0.466, 0.907, 2.84, 528, 1029, 186, 1
8, 47, 376, 5.875, 0.324, 0.896, 2.18, 122, 337, 56, 1
11, 22, 242, 2.0, 0.417, 0.694, 4.04, 101, 168, 25, 1
9, 53, 477, 5.889, 0.317, 0.805, 1.66, 151, 384, 91, 1
11, 84, 924, 7.636, 0.291, 0.843, 1.74, 269, 779, 155, 1
11, 14, 154, 1.273, 0.442, 0.981, 2.43, 68, 151, 28, 1
8, 36, 288, 4.5, 0.615, 0.938, 3.22, 177, 270, 55, 1
10, 122, 1220, 12.2, 0.294, 0.689, 2.1, 359, 840, 171, 1
12, 118, 1416, 9.833, 0.266, 0.734, 1.99, 377, 1039, 189, 1
9, 42, 378, 4.667, 0.381, 0.931, 2.48, 144, 352, 58, 1
1, 44, 44, 44.0, 0.909, 1.0, 20.0, 40, 44, 2, 2
1, 17, 17, 17.0, 0.765, 1.0, 6.5, 13, 17, 2, 2
11, 9, 99, 0.818, 0.384, 0.727, 3.8, 38, 72, 10, 1
1, 29, 29, 29.0, 1.0, 1.0, 29.0, 29, 29, 1, 2
9, 36, 324, 4.0, 0.577, 0.948, 3.02, 187, 307, 62, 1
10, 67, 670, 6.7, 0.3, 0.745, 2.14, 201, 499, 94, 1
7, 11, 77, 1.571, 0.143, 0.558, 1.57, 11, 43, 7, 1
9, 32, 288, 3.556, 0.413, 0.993, 1.72, 119, 286, 69, 1
12, 43, 516, 3.583, 0.31, 0.793, 2.32, 160, 409, 69, 1
8, 41, 328, 5.125, 0.393, 0.976, 2.19, 129, 320, 59, 1
8, 5, 40, 0.625, 0.325, 0.9, 6.5, 13, 36, 2, 1
10, 8, 80, 0.8, 0.6, 1.0, 6.0, 48, 80, 8, 1
1, 69, 69, 69.0, 0.841, 1.0, 8.29, 58, 69, 7, 2
9, 20, 180, 2.222, 0.3, 0.972, 1.74, 54, 175, 31, 1
8, 84, 672, 10.5, 0.36, 0.954, 1.94, 242, 641, 125, 1
8, 83, 664, 10.375, 0.357, 0.979, 1.98, 237, 650, 120, 1
9, 46, 414, 5.111, 0.338, 0.872, 1.67, 140, 361, 84, 1
9, 83, 747, 9.222, 0.293, 0.751, 2.28, 219, 561, 96, 1
11, 43, 473, 3.909, 0.281, 0.774, 2.18, 133, 366, 61, 1
9, 83, 747, 9.222, 0.289, 0.751, 1.93, 216, 561, 112, 1
9, 126, 1134, 14.0, 0.484, 0.953, 2.83, 549, 1081, 194, 1
26, 1, 26, 0.038, 1.0, 1.0, 26.0, 26, 26, 1, 4
13, 65, 845, 5.0, 0.302, 0.677, 2.58, 255, 572, 99, 1
7, 9, 63, 1.286, 0.143, 0.238, 9.0, 9, 15, 1, 5
2, 6, 12, 3.0, 0.667, 1.0, 4.0, 8, 12, 2, 2
10, 108, 1080, 10.8, 0.319, 0.746, 2.14, 345, 806, 161, 1
6, 172, 1032, 28.667, 0.294, 0.907, 1.73, 303, 936, 175, 1
15, 1, 15, 0.067, 1.0, 1.0, 15.0, 15, 15, 1, 4
14, 44, 616, 3.143, 0.398, 0.766, 2.5, 245, 472, 98, 1
13, 408, 5304, 31.385, 0.281, 0.677, 2.58, 1492, 3591, 579, 1
8, 17, 136, 2.125, 0.456, 0.824, 2.38, 62, 112, 26, 1
8, 70, 560, 8.75, 0.371, 0.911, 1.7, 208, 510, 122, 1
8, 44, 352, 5.5, 0.415, 0.949, 2.06, 146, 334, 71, 1
13, 116, 1508, 8.923, 0.292, 0.703, 2.49, 441, 1060, 177, 1
10, 128, 1280, 12.8, 0.355, 0.751, 2.25, 455, 961, 202, 1
7, 14, 98, 2.0, 0.49, 0.939, 2.53, 48, 92, 19, 1
6, 50, 300, 8.333, 0.397, 0.713, 2.38, 119, 214, 50, 1
5, 29, 145, 5.8, 0.538, 0.89, 2.36, 78, 129, 33, 1
13, 409, 5317, 31.462, 0.277, 0.573, 2.65, 1475, 3049, 556, 1
13, 277, 3601, 21.308, 0.293, 0.636, 2.59, 1054, 2292, 407, 1
3, 11, 33, 3.667, 0.364, 0.667, 3.0, 12, 22, 4, 2
31, 71, 2201, 2.29, 0.159, 0.296, 10.29, 350, 651, 34, 5
10, 33, 330, 3.3, 0.327, 0.742, 2.35, 108, 245, 46, 1
9, 108, 972, 12.0, 0.449, 0.868, 2.55, 436, 844, 171, 1
7, 16, 112, 2.286, 0.464, 0.884, 3.25, 52, 99, 16, 1
9, 91, 819, 10.111, 0.321, 0.908, 1.95, 263, 744, 135, 1
8, 62, 496, 7.75, 0.363, 0.925, 2.12, 180, 459, 85, 1
6, 46, 276, 7.667, 0.315, 0.75, 2.12, 87, 207, 41, 1
9, 12, 108, 1.333, 0.62, 0.944, 4.79, 67, 102, 14, 1
12, 122, 1464, 10.167, 0.26, 0.881, 2.3, 381, 1290, 166, 1
9, 5, 45, 0.556, 0.467, 0.556, 10.5, 21, 25, 2, 1
5, 39, 195, 7.8, 0.328, 0.744, 2.06, 64, 145, 31, 1
4, 89, 356, 22.25, 0.34, 0.916, 1.64, 121, 326, 74, 1
8, 123, 984, 15.375, 0.255, 0.827, 1.71, 251, 814, 147, 1
8, 68, 544, 8.5, 0.336, 0.868, 1.91, 183, 472, 96, 1
10, 127, 1270, 12.7, 0.388, 0.798, 2.35, 493, 1014, 210, 1
7, 100, 700, 14.286, 0.294, 0.633, 1.67, 206, 443, 123, 1
6, 50, 300, 8.333, 0.327, 0.777, 2.0, 98, 233, 49, 1
10, 33, 330, 3.3, 0.294, 0.791, 1.83, 97, 261, 53, 1
11, 101, 1111, 9.182, 0.33, 0.734, 2.68, 367, 815, 137, 1
8, 28, 224, 3.5, 0.308, 0.835, 3.14, 69, 187, 22, 1
8, 132, 1056, 16.5, 0.36, 0.921, 2.1, 380, 973, 181, 1
13, 414, 5382, 31.846, 0.357, 0.653, 3.08, 1919, 3514, 623, 1
85, 69, 5865, 0.812, 0.165, 0.441, 1.44, 969, 2588, 674, 5
10, 272, 2720, 27.2, 0.279, 0.789, 1.98, 758, 2147, 382, 1
9, 271, 2439, 30.111, 0.284, 0.677, 1.93, 692, 1651, 358, 1
5, 3, 15, 0.6, 0.467, 0.6, 3.5, 7, 9, 2, 5
8, 240, 1920, 30.0, 0.193, 0.635, 1.4, 370, 1220, 264, 1
10, 236, 2360, 23.6, 0.183, 0.572, 1.31, 432, 1349, 330, 1
10, 272, 2720, 27.2, 0.191, 0.578, 1.49, 520, 1571, 348, 1
8, 98, 784, 12.25, 0.282, 0.864, 1.42, 221, 677, 156, 1
5, 12, 60, 2.4, 0.267, 0.733, 1.78, 16, 44, 9, 1
9, 258, 2322, 28.667, 0.173, 0.581, 1.28, 401, 1350, 313, 1
11, 243, 2673, 22.091, 0.117, 0.342, 1.41, 314, 914, 223, 1
8, 26, 208, 3.25, 0.264, 0.62, 1.45, 55, 129, 38, 1
8, 80, 640, 10.0, 0.184, 0.544, 1.4, 118, 348, 84, 1
5, 34, 170, 6.8, 0.224, 0.606, 1.31, 38, 103, 29, 1
6, 2, 12, 0.333, 0.583, 1.0, 7.0, 7, 12, 1, 1
7, 8, 56, 1.143, 0.357, 1.0, 2.86, 20, 56, 7, 1
9, 29, 261, 3.222, 0.234, 0.709, 1.3, 61, 185, 47, 1
6, 50, 300, 8.333, 0.213, 0.577, 1.31, 64, 173, 49, 1
9, 16, 144, 1.778, 0.222, 0.479, 1.33, 32, 69, 24, 1
1, 114, 114, 114.0, 0.939, 1.0, 21.4, 107, 114, 5, 2
7, 37, 259, 5.286, 0.243, 0.71, 1.34, 63, 184, 47, 1
7, 41, 287, 5.857, 0.209, 0.652, 1.36, 60, 187, 44, 1
4, 12, 48, 3.0, 0.146, 1.0, 1.0, 7, 48, 7, 1
6, 40, 240, 6.667, 0.313, 0.996, 1.27, 75, 239, 59, 1
7, 37, 259, 5.286, 0.301, 0.691, 1.81, 78, 179, 43, 1
7, 41, 287, 5.857, 0.185, 0.638, 1.51, 53, 183, 35, 1
1, 41, 41, 41.0, 0.78, 1.0, 4.57, 32, 41, 7, 2
7, 19, 133, 2.714, 0.406, 1.0, 1.69, 54, 133, 32, 1
6, 6, 36, 1.0, 0.361, 0.778, 1.63, 13, 28, 8, 1
7, 29, 203, 4.143, 0.286, 0.67, 1.71, 58, 136, 34, 1
8, 26, 208, 3.25, 0.25, 0.808, 1.37, 52, 168, 38, 1
7, 6, 42, 0.857, 0.452, 1.0, 1.9, 19, 42, 10, 1
8, 38, 304, 4.75, 0.25, 0.73, 1.38, 76, 222, 55, 1
9, 49, 441, 5.444, 0.265, 0.744, 1.6, 117, 328, 73, 1
7, 21, 147, 3.0, 0.354, 0.939, 1.63, 52, 138, 32, 1
7, 19, 133, 2.714, 0.346, 1.0, 1.44, 46, 133, 32, 1
9, 135, 1215, 15.0, 0.249, 0.626, 1.56, 302, 761, 193, 1
7, 35, 245, 5.0, 0.31, 1.0, 1.55, 76, 245, 49, 1
9, 214, 1926, 23.778, 0.23, 0.748, 1.44, 443, 1440, 307, 1
7, 11, 77, 1.571, 0.312, 0.987, 1.2, 24, 76, 20, 1
7, 49, 343, 7.0, 0.3, 0.72, 1.34, 103, 247, 77, 1
10, 38, 380, 3.8, 0.195, 0.55, 1.48, 74, 209, 50, 1
9, 49, 441, 5.444, 0.272, 0.791, 1.38, 120, 349, 87, 1
7, 19, 133, 2.714, 0.361, 0.917, 1.5, 48, 122, 32, 1
7, 29, 203, 4.143, 0.365, 0.946, 2.0, 74, 192, 37, 1
6, 26, 156, 4.333, 0.34, 0.974, 1.33, 53, 152, 40, 1
7, 42, 294, 6.0, 0.333, 0.844, 1.46, 98, 248, 67, 1
9, 21, 189, 2.333, 0.206, 0.778, 1.22, 39, 147, 32, 1
9, 49, 441, 5.444, 0.265, 0.653, 1.36, 117, 288, 86, 1
7, 56, 392, 8.0, 0.227, 0.602, 1.25, 89, 236, 71, 1
8, 54, 432, 6.75, 0.275, 0.778, 1.37, 119, 336, 87, 1
7, 38, 266, 5.429, 0.259, 0.688, 1.5, 69, 183, 46, 1
7, 13, 91, 1.857, 0.396, 1.0, 1.33, 36, 91, 27, 1
9, 65, 585, 7.222, 0.222, 0.786, 1.35, 130, 460, 96, 1
5, 13, 65, 2.6, 0.4, 1.0, 1.18, 26, 65, 22, 1
8, 93, 744, 11.625, 0.185, 0.538, 1.24, 138, 400, 111, 1
7, 24, 168, 3.429, 0.232, 0.851, 1.22, 39, 143, 32, 1
5, 28, 140, 5.6, 0.307, 0.814, 1.3, 43, 114, 33, 1
5, 32, 160, 6.4, 0.35, 0.863, 1.33, 56, 138, 42, 1
7, 7, 49, 1.0, 0.245, 0.878, 1.71, 12, 43, 7, 1
7, 48, 336, 6.857, 0.268, 0.652, 1.61, 90, 219, 56, 1
7, 8, 56, 1.143, 0.268, 0.679, 1.15, 15, 38, 13, 1
7, 10, 70, 1.429, 0.286, 0.829, 1.33, 20, 58, 15, 1
7, 34, 238, 4.857, 0.273, 0.584, 1.55, 65, 139, 42, 1
7, 52, 364, 7.429, 0.272, 0.788, 1.22, 99, 287, 81, 1
5, 36, 180, 7.2, 0.406, 0.961, 1.35, 73, 173, 54, 1
7, 16, 112, 2.286, 0.295, 0.92, 1.18, 33, 103, 28, 1
5, 14, 70, 2.8, 0.457, 1.0, 1.52, 32, 70, 21, 1
7, 19, 133, 2.714, 0.406, 0.94, 1.74, 54, 125, 31, 1
7, 20, 140, 2.857, 0.257, 0.75, 1.33, 36, 105, 27, 1
5, 19, 95, 3.8, 0.389, 0.895, 1.32, 37, 85, 28, 1
7, 14, 98, 2.0, 0.306, 0.959, 1.3, 30, 94, 23, 1
8, 15, 120, 1.875, 0.267, 0.908, 1.23, 32, 109, 26, 1
7, 21, 147, 3.0, 0.32, 0.714, 1.68, 47, 105, 28, 1
5, 8, 40, 1.6, 0.35, 0.975, 1.0, 14, 39, 14, 1
6, 10, 60, 1.667, 0.4, 0.967, 1.5, 24, 58, 16, 1
5, 20, 100, 4.0, 0.49, 0.99, 1.58, 49, 99, 31, 1
7, 14, 98, 2.0, 0.316, 0.847, 1.48, 31, 83, 21, 1
6, 6, 36, 1.0, 0.417, 1.0, 1.88, 15, 36, 8, 1
7, 20, 140, 2.857, 0.25, 0.657, 1.46, 35, 92, 24, 1
7, 31, 217, 4.429, 0.286, 0.673, 1.55, 62, 146, 40, 1
6, 44, 264, 7.333, 0.254, 0.689, 1.68, 67, 182, 40, 1
6, 25, 150, 4.167, 0.313, 1.0, 1.38, 47, 150, 34, 1
10, 37, 370, 3.7, 0.154, 0.457, 1.39, 57, 169, 41, 1
7, 23, 161, 3.286, 0.273, 0.839, 1.47, 44, 135, 30, 1
6, 40, 240, 6.667, 0.296, 0.729, 1.37, 71, 175, 52, 1
7, 23, 161, 3.286, 0.329, 0.938, 1.39, 53, 151, 38, 1
7, 5, 35, 0.714, 0.429, 0.886, 2.5, 15, 31, 6, 1
7, 11, 77, 1.571, 0.364, 0.948, 1.47, 28, 73, 19, 1
9, 53, 477, 5.889, 0.252, 0.677, 1.54, 120, 323, 78, 1
9, 16, 144, 1.778, 0.208, 0.715, 1.5, 30, 103, 20, 1
7, 16, 112, 2.286, 0.25, 1.0, 1.56, 28, 112, 18, 1
7, 7, 49, 1.0, 0.388, 0.939, 1.9, 19, 46, 10, 1
7, 18, 126, 2.571, 0.214, 0.929, 1.13, 27, 117, 24, 1
7, 10, 70, 1.429, 0.286, 0.7, 1.25, 20, 49, 16, 1
8, 19, 152, 2.375, 0.309, 0.98, 1.52, 47, 149, 31, 1
6, 10, 60, 1.667, 0.267, 0.55, 1.78, 16, 33, 9, 1
6, 20, 120, 3.333, 0.367, 0.967, 1.38, 44, 116, 32, 1
5, 4, 20, 0.8, 0.45, 0.75, 2.25, 9, 15, 4, 1
5, 6, 30, 1.2, 0.433, 0.9, 1.63, 13, 27, 8, 1
8, 10, 80, 1.25, 0.35, 1.0, 2.0, 28, 80, 14, 1
9, 36, 324, 4.0, 0.349, 0.707, 1.82, 113, 229, 62, 1
8, 9, 72, 1.125, 0.375, 0.889, 1.8, 27, 64, 15, 1
10, 29, 290, 2.9, 0.307, 0.855, 1.85, 89, 248, 48, 1
8, 16, 128, 2.0, 0.383, 0.867, 1.96, 49, 111, 25, 1
8, 20, 160, 2.5, 0.506, 1.0, 2.45, 81, 160, 33, 1
8, 4, 32, 0.5, 0.469, 0.875, 5.0, 15, 28, 3, 1
10, 60, 600, 6.0, 0.365, 0.788, 2.35, 219, 473, 93, 1
8, 9, 72, 1.125, 0.389, 0.736, 2.15, 28, 53, 13, 1
10, 29, 290, 2.9, 0.383, 0.834, 2.47, 111, 242, 45, 1
8, 141, 1128, 17.625, 0.371, 0.977, 1.84, 418, 1102, 227, 1
1, 13, 13, 13.0, 0.846, 1.0, 5.5, 11, 13, 2, 2
10, 4, 40, 0.4, 0.35, 0.9, 1.75, 14, 36, 8, 1
6, 13, 78, 2.167, 0.551, 0.923, 2.53, 43, 72, 17, 1
10, 18, 180, 1.8, 0.306, 0.617, 2.5, 55, 111, 22, 1
9, 20, 180, 2.222, 0.367, 0.9, 2.2, 66, 162, 30, 1
11, 30, 330, 2.727, 0.297, 0.6, 2.39, 98, 198, 41, 1
54, 48, 2592, 0.889, 0.143, 0.264, 6.85, 370, 685, 54, 5
52, 48, 2496, 0.923, 0.138, 0.248, 7.67, 345, 619, 45, 5
10, 59, 590, 5.9, 0.269, 0.69, 1.81, 159, 407, 88, 1
27, 4, 108, 0.148, 0.38, 0.75, 2.56, 41, 81, 16, 4
9, 38, 342, 4.222, 0.371, 0.874, 1.87, 127, 299, 68, 1
11, 45, 495, 4.091, 0.267, 0.733, 2.0, 132, 363, 66, 1
4, 19, 76, 4.75, 0.276, 0.382, 5.25, 21, 29, 4, 2
8, 37, 296, 4.625, 0.375, 0.753, 2.22, 111, 223, 50, 1
8, 25, 200, 3.125, 0.365, 0.73, 1.83, 73, 146, 40, 1
8, 15, 120, 1.875, 0.517, 0.867, 2.48, 62, 104, 25, 1
11, 272, 2992, 24.727, 0.279, 0.681, 1.97, 835, 2039, 423, 1
9, 1, 9, 0.111, 1.0, 1.0, 9.0, 9, 9, 1, 1
10, 51, 510, 5.1, 0.308, 0.841, 1.89, 157, 429, 83, 1
8, 16, 128, 2.0, 0.453, 0.68, 2.9, 58, 87, 20, 1
8, 24, 192, 3.0, 0.406, 0.818, 2.23, 78, 157, 35, 1
5, 18, 90, 3.6, 0.689, 1.0, 3.44, 62, 90, 18, 1
8, 9, 72, 1.125, 0.528, 0.958, 3.17, 38, 69, 12, 1
5, 7, 35, 1.4, 0.657, 0.886, 3.83, 23, 31, 6, 1
11, 271, 2981, 24.636, 0.278, 0.728, 1.99, 829, 2171, 417, 1
9, 17, 153, 1.889, 0.451, 0.941, 2.46, 69, 144, 28, 1
9, 20, 180, 2.222, 0.35, 0.728, 1.91, 63, 131, 33, 1
8, 26, 208, 3.25, 0.394, 1.0, 2.16, 82, 208, 38, 1
8, 36, 288, 4.5, 0.427, 0.924, 1.98, 123, 266, 62, 1
8, 18, 144, 2.25, 0.403, 0.896, 2.52, 58, 129, 23, 1
10, 34, 340, 3.4, 0.356, 0.744, 1.98, 121, 253, 61, 1
11, 36, 396, 3.273, 0.283, 0.79, 2.07, 112, 313, 54, 1
11, 73, 803, 6.636, 0.27, 0.844, 2.03, 217, 678, 107, 1
8, 27, 216, 3.375, 0.407, 1.0, 2.05, 88, 216, 43, 1
11, 91, 1001, 8.273, 0.286, 0.597, 2.33, 286, 598, 123, 1
8, 39, 312, 4.875, 0.388, 0.933, 2.2, 121, 291, 55, 1
10, 30, 300, 3.0, 0.367, 0.783, 2.29, 110, 235, 48, 1
8, 26, 208, 3.25, 0.389, 1.0, 2.31, 81, 208, 35, 1
10, 53, 530, 5.3, 0.306, 0.889, 1.84, 162, 471, 88, 1
9, 49, 441, 5.444, 0.306, 0.773, 1.82, 135, 341, 74, 1
8, 45, 360, 5.625, 0.367, 0.783, 1.89, 132, 282, 70, 1
10, 25, 250, 2.5, 0.268, 0.588, 1.91, 67, 147, 35, 1
8, 33, 264, 4.125, 0.424, 0.867, 2.24, 112, 229, 50, 1
8, 12, 96, 1.5, 0.438, 0.927, 2.1, 42, 89, 20, 1
7, 33, 231, 4.714, 0.385, 0.922, 2.23, 89, 213, 40, 1
8, 50, 400, 6.25, 0.405, 0.993, 1.93, 162, 397, 84, 1
8, 38, 304, 4.75, 0.408, 0.964, 1.65, 124, 293, 75, 1
11, 26, 286, 2.364, 0.262, 0.804, 1.79, 75, 230, 42, 1
9, 10, 90, 1.111, 0.344, 0.789, 2.07, 31, 71, 15, 1
11, 25, 275, 2.273, 0.298, 0.811, 2.05, 82, 223, 40, 1
10, 30, 300, 3.0, 0.3, 0.73, 2.14, 90, 219, 42, 1
8, 9, 72, 1.125, 0.417, 1.0, 2.31, 30, 72, 13, 1
8, 29, 232, 3.625, 0.345, 0.681, 2.0, 80, 158, 40, 1
6, 221, 1326, 36.833, 0.268, 0.536, 1.95, 356, 711, 183, 1
6, 49, 294, 8.167, 0.32, 0.527, 2.94, 94, 155, 32, 1
9, 41, 369, 4.556, 0.336, 0.694, 1.91, 124, 256, 65, 1
2, 14, 28, 7.0, 0.464, 0.536, 13.0, 13, 15, 1, 2
37, 20, 740, 0.541, 0.131, 0.193, 4.22, 97, 143, 23, 5
6, 14, 84, 2.333, 0.512, 1.0, 3.07, 43, 84, 14, 1
36, 43, 1548, 1.194, 0.117, 0.183, 3.07, 181, 283, 59, 5
8, 14, 112, 1.75, 0.411, 0.991, 2.56, 46, 111, 18, 1
7, 34, 238, 4.857, 0.403, 0.849, 1.81, 96, 202, 53, 1
7, 20, 140, 2.857, 0.493, 0.979, 1.82, 69, 137, 38, 1
11, 221, 2431, 20.091, 0.25, 0.544, 1.95, 607, 1323, 312, 1
7, 35, 245, 5.0, 0.445, 0.771, 2.48, 109, 189, 44, 1
7, 20, 140, 2.857, 0.429, 0.993, 2.0, 60, 139, 30, 1
6, 15, 90, 2.5, 0.467, 0.711, 3.23, 42, 64, 13, 1
5, 19, 95, 3.8, 0.505, 0.8, 2.18, 48, 76, 22, 1
10, 41, 410, 4.1, 0.356, 0.956, 2.15, 146, 392, 68, 1
10, 9, 90, 0.9, 0.356, 0.933, 1.6, 32, 84, 20, 1
10, 15, 150, 1.5, 0.3, 1.0, 1.88, 45, 150, 24, 1
7, 20, 140, 2.857, 0.464, 0.9, 2.71, 65, 126, 24, 1
9, 18, 162, 2.0, 0.321, 0.654, 2.26, 52, 106, 23, 1
8, 9, 72, 1.125, 0.375, 0.736, 2.45, 27, 53, 11, 1
8, 21, 168, 2.625, 0.435, 0.917, 2.35, 73, 154, 31, 1
5, 5, 25, 1.0, 0.52, 1.0, 2.17, 13, 25, 6, 1
8, 33, 264, 4.125, 0.371, 0.795, 1.92, 98, 210, 51, 1
8, 92, 736, 11.5, 0.359, 0.913, 1.75, 264, 672, 151, 1
8, 15, 120, 1.875, 0.458, 0.908, 2.5, 55, 109, 22, 1
8, 12, 96, 1.5, 0.385, 0.896, 1.68, 37, 86, 22, 1
8, 24, 192, 3.0, 0.318, 0.688, 2.65, 61, 132, 23, 1
8, 8, 64, 1.0, 0.438, 0.813, 4.67, 28, 52, 6, 1
10, 46, 460, 4.6, 0.317, 0.683, 1.85, 146, 314, 79, 1
10, 260, 2600, 26.0, 0.282, 0.737, 1.78, 732, 1916, 412, 1
