@relation page-blocks
@attribute Height integer [1,  804]
@attribute Lenght integer [1,  553]
@attribute Area integer [7,  143993]
@attribute Eccen real [0.0070,  537.0]
@attribute P_black real [0.052,  1.0]
@attribute P_and real [0.062,  1.0]
@attribute Mean_tr real [1.0,  4955.0]
@attribute Blackpix integer [1,  33017]
@attribute Blackand integer [7,  46133]
@attribute Wb_trans integer [1,  3212]
@attribute Class {1, 2, 3, 4, 5}
@data
9, 122, 1098, 13.556, 0.333, 0.829, 2.54, 366, 910, 144, 1
6, 28, 168, 4.667, 0.143, 0.53, 1.71, 24, 89, 14, 1
13, 77, 1001, 5.923, 0.258, 0.564, 3.04, 258, 565, 85, 1
9, 21, 189, 2.333, 0.519, 0.942, 3.27, 98, 178, 30, 1
1, 15, 15, 15.0, 0.867, 1.0, 6.5, 13, 15, 2, 2
12, 98, 1176, 8.167, 0.245, 0.624, 2.23, 288, 734, 129, 1
8, 18, 144, 2.25, 0.472, 1.0, 2.52, 68, 144, 27, 1
15, 300, 4500, 20.0, 0.252, 0.576, 2.36, 1136, 2594, 481, 1
14, 34, 476, 2.429, 0.279, 0.851, 3.09, 133, 405, 43, 1
11, 22, 242, 2.0, 0.293, 0.798, 2.37, 71, 193, 30, 1
11, 9, 99, 0.818, 0.545, 0.818, 9.0, 54, 81, 6, 1
9, 21, 189, 2.333, 0.497, 0.958, 3.62, 94, 181, 26, 1
9, 24, 216, 2.667, 0.356, 0.907, 2.2, 77, 196, 35, 1
9, 37, 333, 4.111, 0.444, 0.898, 2.08, 148, 299, 71, 1
9, 12, 108, 1.333, 0.444, 1.0, 1.85, 48, 108, 26, 1
8, 14, 112, 1.75, 0.321, 0.938, 1.71, 36, 105, 21, 1
10, 38, 380, 3.8, 0.397, 0.887, 2.7, 151, 337, 56, 1
10, 84, 840, 8.4, 0.279, 0.896, 1.65, 234, 753, 142, 1
10, 64, 640, 6.4, 0.439, 0.889, 2.58, 281, 569, 109, 1
9, 76, 684, 8.444, 0.358, 0.795, 2.19, 245, 544, 112, 1
13, 487, 6331, 37.462, 0.247, 0.63, 2.1, 1564, 3988, 745, 1
12, 168, 2016, 14.0, 0.255, 0.719, 2.1, 515, 1449, 245, 1
7, 29, 203, 4.143, 0.266, 0.813, 2.7, 54, 165, 20, 1
22, 72, 1584, 3.273, 0.52, 0.856, 10.04, 823, 1356, 82, 1
8, 64, 512, 8.0, 0.336, 0.846, 2.12, 172, 433, 81, 1
8, 132, 1056, 16.5, 0.31, 0.861, 1.84, 327, 909, 178, 1
9, 59, 531, 6.556, 0.492, 0.861, 3.22, 261, 457, 81, 1
14, 410, 5740, 29.286, 0.241, 0.592, 2.4, 1382, 3400, 576, 1
12, 307, 3684, 25.583, 0.29, 0.771, 2.41, 1068, 2842, 444, 1
49, 79, 3871, 1.612, 0.084, 0.179, 7.36, 324, 694, 44, 5
8, 14, 112, 1.75, 0.518, 0.964, 3.22, 58, 108, 18, 1
9, 76, 684, 8.444, 0.352, 0.813, 2.27, 241, 556, 106, 1
23, 87, 2001, 3.783, 0.286, 0.671, 2.36, 572, 1342, 242, 1
8, 133, 1064, 16.625, 0.272, 0.825, 1.78, 289, 878, 162, 1
6, 43, 258, 7.167, 0.337, 0.969, 1.67, 87, 250, 52, 1
8, 40, 320, 5.0, 0.481, 0.988, 2.61, 154, 316, 59, 1
13, 77, 1001, 5.923, 0.298, 0.7, 2.4, 298, 701, 124, 1
12, 104, 1248, 8.667, 0.335, 0.758, 2.46, 418, 946, 170, 1
39, 70, 2730, 1.795, 0.09, 0.255, 7.0, 245, 697, 35, 5
7, 27, 189, 3.857, 0.344, 1.0, 1.97, 65, 189, 33, 1
9, 71, 639, 7.889, 0.39, 0.768, 2.44, 249, 491, 102, 1
26, 412, 10712, 15.846, 0.32, 0.664, 3.0, 3424, 7118, 1142, 1
13, 121, 1573, 9.308, 0.376, 0.69, 3.72, 591, 1086, 159, 1
10, 90, 900, 9.0, 0.501, 0.868, 3.92, 451, 781, 115, 1
13, 291, 3783, 22.385, 0.285, 0.627, 2.68, 1080, 2371, 403, 1
12, 67, 804, 5.583, 0.403, 0.704, 3.68, 324, 566, 88, 1
12, 84, 1008, 7.0, 0.43, 0.703, 3.52, 433, 709, 123, 1
12, 498, 5976, 41.5, 0.307, 0.639, 2.44, 1833, 3818, 752, 1
9, 35, 315, 3.889, 0.59, 0.86, 3.88, 186, 271, 48, 1
7, 172, 1204, 24.571, 0.294, 0.967, 2.07, 354, 1164, 171, 1
9, 42, 378, 4.667, 0.384, 0.817, 2.38, 145, 309, 61, 1
10, 35, 350, 3.5, 0.331, 0.686, 1.93, 116, 240, 60, 1
9, 33, 297, 3.667, 0.33, 0.845, 1.81, 98, 251, 54, 1
5, 88, 440, 17.6, 0.364, 0.775, 1.67, 160, 341, 96, 1
22, 70, 1540, 3.182, 0.525, 0.838, 11.54, 808, 1290, 70, 1
7, 191, 1337, 27.286, 0.307, 0.748, 1.66, 411, 1000, 247, 1
5, 29, 145, 5.8, 0.4, 0.89, 1.87, 58, 129, 31, 1
10, 35, 350, 3.5, 0.434, 0.803, 2.34, 152, 281, 65, 1
43, 62, 2666, 1.442, 0.08, 0.17, 6.63, 212, 454, 32, 5
7, 116, 812, 16.571, 0.309, 0.676, 2.2, 251, 549, 114, 1
8, 46, 368, 5.75, 0.291, 0.886, 2.23, 107, 326, 48, 1
22, 71, 1562, 3.227, 0.499, 0.836, 10.99, 780, 1306, 71, 1
8, 192, 1536, 24.0, 0.316, 0.746, 1.74, 485, 1146, 279, 1
6, 45, 270, 7.5, 0.456, 0.967, 1.64, 123, 261, 75, 1
33, 28, 924, 0.848, 0.098, 0.271, 5.69, 91, 250, 16, 5
9, 108, 972, 12.0, 0.389, 0.88, 2.22, 378, 855, 170, 1
24, 96, 2304, 4.0, 0.208, 0.504, 3.18, 480, 1161, 151, 1
9, 77, 693, 8.556, 0.251, 0.56, 1.87, 174, 388, 93, 1
4, 8, 32, 2.0, 0.344, 0.531, 5.5, 11, 17, 2, 5
8, 35, 280, 4.375, 0.321, 0.775, 1.76, 90, 217, 51, 1
9, 272, 2448, 30.222, 0.269, 0.696, 1.93, 659, 1704, 342, 1
10, 271, 2710, 27.1, 0.249, 0.704, 1.89, 675, 1908, 358, 1
4, 5, 20, 1.25, 0.35, 0.8, 2.33, 7, 16, 3, 5
23, 271, 6233, 11.783, 0.126, 0.359, 1.87, 786, 2239, 420, 1
8, 7, 56, 0.875, 0.304, 0.946, 1.55, 17, 53, 11, 1
8, 11, 88, 1.375, 0.318, 0.864, 1.33, 28, 76, 21, 1
8, 240, 1920, 30.0, 0.194, 0.515, 1.34, 373, 988, 279, 1
11, 272, 2992, 24.727, 0.168, 0.595, 1.43, 504, 1781, 352, 1
5, 9, 45, 1.8, 0.178, 0.533, 1.6, 8, 24, 5, 5
7, 12, 84, 1.714, 0.369, 0.857, 1.55, 31, 72, 20, 1
6, 9, 54, 1.5, 0.352, 0.87, 1.58, 19, 47, 12, 1
8, 37, 296, 4.625, 0.334, 0.993, 1.29, 99, 294, 77, 1
7, 11, 77, 1.571, 0.351, 0.87, 1.8, 27, 67, 15, 1
7, 38, 266, 5.429, 0.308, 0.789, 1.55, 82, 210, 53, 1
10, 125, 1250, 12.5, 0.19, 0.526, 1.39, 237, 657, 170, 1
8, 37, 296, 4.625, 0.182, 0.649, 1.35, 54, 192, 40, 1
10, 93, 930, 9.3, 0.206, 0.794, 1.48, 192, 738, 130, 1
7, 38, 266, 5.429, 0.327, 0.951, 1.38, 87, 253, 63, 1
9, 238, 2142, 26.444, 0.168, 0.614, 1.26, 359, 1316, 285, 1
10, 215, 2150, 21.5, 0.133, 0.464, 1.2, 287, 997, 239, 1
2, 7, 14, 3.5, 0.5, 0.929, 3.5, 7, 13, 2, 1
5, 6, 30, 1.2, 0.367, 0.767, 3.67, 11, 23, 3, 1
6, 28, 168, 4.667, 0.149, 0.375, 1.47, 25, 63, 17, 1
6, 49, 294, 8.167, 0.241, 0.633, 1.42, 71, 186, 50, 1
4, 28, 112, 7.0, 0.455, 1.0, 1.27, 51, 112, 40, 1
7, 27, 189, 3.857, 0.164, 0.397, 2.58, 31, 75, 12, 1
7, 54, 378, 7.714, 0.267, 0.619, 1.42, 101, 234, 71, 1
5, 13, 65, 2.6, 0.262, 0.692, 1.42, 17, 45, 12, 1
7, 125, 875, 17.857, 0.27, 0.858, 1.4, 236, 751, 168, 1
5, 3, 15, 0.6, 0.6, 1.0, 4.5, 9, 15, 2, 1
7, 16, 112, 2.286, 0.304, 0.696, 1.36, 34, 78, 25, 1
7, 18, 126, 2.571, 0.206, 0.651, 2.17, 26, 82, 12, 1
7, 4, 28, 0.571, 0.286, 0.964, 8.0, 8, 27, 1, 1
9, 251, 2259, 27.889, 0.187, 0.672, 1.33, 423, 1517, 317, 1
7, 13, 91, 1.857, 0.264, 0.648, 1.41, 24, 59, 17, 1
7, 7, 49, 1.0, 0.408, 0.857, 2.22, 20, 42, 9, 1
8, 41, 328, 5.125, 0.232, 0.527, 1.55, 76, 173, 49, 1
8, 63, 504, 7.875, 0.256, 0.694, 1.52, 129, 350, 85, 1
9, 56, 504, 6.222, 0.21, 0.603, 1.26, 106, 304, 84, 1
7, 20, 140, 2.857, 0.35, 0.757, 1.58, 49, 106, 31, 1
7, 9, 63, 1.286, 0.302, 0.905, 1.46, 19, 57, 13, 1
6, 9, 54, 1.5, 0.296, 0.796, 1.23, 16, 43, 13, 1
8, 16, 128, 2.0, 0.234, 0.922, 1.58, 30, 118, 19, 1
9, 19, 171, 2.111, 0.251, 0.977, 1.34, 43, 167, 32, 1
7, 38, 266, 5.429, 0.248, 0.955, 1.32, 66, 254, 50, 1
10, 47, 470, 4.7, 0.198, 0.781, 1.29, 93, 367, 72, 1
7, 39, 273, 5.571, 0.253, 0.853, 1.33, 69, 233, 52, 1
7, 11, 77, 1.571, 0.403, 0.974, 1.48, 31, 75, 21, 1
7, 20, 140, 2.857, 0.257, 0.879, 1.13, 36, 123, 32, 1
6, 6, 36, 1.0, 0.361, 1.0, 1.44, 13, 36, 9, 1
7, 51, 357, 7.286, 0.322, 0.784, 1.49, 115, 280, 77, 1
7, 17, 119, 2.429, 0.227, 0.891, 1.5, 27, 106, 18, 1
8, 30, 240, 3.75, 0.225, 0.671, 1.23, 54, 161, 44, 1
5, 18, 90, 3.6, 0.467, 0.867, 1.91, 42, 78, 22, 1
7, 8, 56, 1.143, 0.357, 0.786, 1.54, 20, 44, 13, 1
7, 16, 112, 2.286, 0.286, 0.705, 1.88, 32, 79, 17, 1
7, 11, 77, 1.571, 0.351, 0.727, 1.5, 27, 56, 18, 1
7, 14, 98, 2.0, 0.286, 0.755, 1.56, 28, 74, 18, 1
7, 7, 49, 1.0, 0.265, 0.796, 1.44, 13, 39, 9, 1
9, 24, 216, 2.667, 0.218, 0.588, 1.38, 47, 127, 34, 1
7, 18, 126, 2.571, 0.278, 0.976, 1.35, 35, 123, 26, 1
9, 24, 216, 2.667, 0.213, 0.468, 1.28, 46, 101, 36, 1
7, 20, 140, 2.857, 0.329, 1.0, 1.48, 46, 140, 31, 1
9, 9, 81, 1.0, 0.272, 0.753, 1.38, 22, 61, 16, 1
7, 11, 77, 1.571, 0.299, 1.0, 1.77, 23, 77, 13, 1
10, 31, 310, 3.1, 0.197, 0.652, 1.3, 61, 202, 47, 1
7, 7, 49, 1.0, 0.286, 1.0, 1.27, 14, 49, 11, 1
5, 12, 60, 2.4, 0.483, 1.0, 1.38, 29, 60, 21, 1
5, 21, 105, 4.2, 0.333, 0.79, 1.46, 35, 83, 24, 1
8, 8, 64, 1.0, 0.219, 0.875, 1.56, 14, 56, 9, 1
8, 7, 56, 0.875, 0.268, 0.786, 1.67, 15, 44, 9, 1
7, 11, 77, 1.571, 0.364, 0.896, 1.47, 28, 69, 19, 1
7, 19, 133, 2.714, 0.278, 0.662, 1.37, 37, 88, 27, 1
7, 11, 77, 1.571, 0.312, 1.0, 1.33, 24, 77, 18, 1
9, 45, 405, 5.0, 0.259, 0.805, 1.4, 105, 326, 75, 1
8, 47, 376, 5.875, 0.266, 0.604, 1.56, 100, 227, 64, 1
5, 33, 165, 6.6, 0.376, 0.903, 1.44, 62, 149, 43, 1
10, 11, 110, 1.1, 0.2, 0.545, 2.2, 22, 60, 10, 1
7, 11, 77, 1.571, 0.416, 0.818, 2.0, 32, 63, 16, 1
7, 33, 231, 4.714, 0.346, 0.879, 1.36, 80, 203, 59, 1
6, 12, 72, 2.0, 0.361, 0.903, 1.44, 26, 65, 18, 1
7, 41, 287, 5.857, 0.307, 0.808, 1.52, 88, 232, 58, 1
7, 18, 126, 2.571, 0.238, 0.714, 1.15, 30, 90, 26, 1
9, 24, 216, 2.667, 0.287, 0.912, 1.72, 62, 197, 36, 1
8, 48, 384, 6.0, 0.221, 0.557, 1.37, 85, 214, 62, 1
9, 30, 270, 3.333, 0.285, 0.6, 1.51, 77, 162, 51, 1
7, 11, 77, 1.571, 0.364, 0.909, 1.75, 28, 70, 16, 1
9, 92, 828, 10.222, 0.24, 0.641, 1.54, 199, 531, 129, 1
7, 11, 77, 1.571, 0.299, 1.0, 1.21, 23, 77, 19, 1
10, 262, 2620, 26.2, 0.185, 0.655, 1.31, 484, 1715, 369, 1
7, 13, 91, 1.857, 0.308, 0.824, 1.33, 28, 75, 21, 1
7, 18, 126, 2.571, 0.254, 0.841, 1.39, 32, 106, 23, 1
7, 54, 378, 7.714, 0.286, 0.878, 1.4, 108, 332, 77, 1
9, 16, 144, 1.778, 0.174, 0.819, 1.32, 25, 118, 19, 1
7, 53, 371, 7.571, 0.299, 0.927, 1.29, 111, 344, 86, 1
7, 14, 98, 2.0, 0.367, 0.786, 1.57, 36, 77, 23, 1
6, 29, 174, 4.833, 0.305, 0.966, 1.26, 53, 168, 42, 1
9, 35, 315, 3.889, 0.26, 0.924, 1.37, 82, 291, 60, 1
6, 5, 30, 0.833, 0.367, 0.867, 2.75, 11, 26, 4, 1
5, 33, 165, 6.6, 0.315, 0.909, 1.27, 52, 150, 41, 1
7, 13, 91, 1.857, 0.407, 0.978, 1.76, 37, 89, 21, 1
6, 20, 120, 3.333, 0.258, 0.975, 1.29, 31, 117, 24, 1
6, 44, 264, 7.333, 0.265, 0.811, 1.23, 70, 214, 57, 1
5, 43, 215, 8.6, 0.33, 0.819, 1.16, 71, 176, 61, 1
8, 398, 3184, 49.75, 0.279, 0.664, 1.7, 887, 2113, 521, 1
8, 20, 160, 2.5, 0.375, 0.725, 1.88, 60, 116, 32, 1
8, 46, 368, 5.75, 0.34, 0.611, 1.79, 125, 225, 70, 1
8, 48, 384, 6.0, 0.341, 0.737, 1.96, 131, 283, 67, 1
8, 8, 64, 1.0, 0.516, 1.0, 2.54, 33, 64, 13, 1
10, 25, 250, 2.5, 0.32, 0.648, 2.0, 80, 162, 40, 1
36, 48, 1728, 1.333, 0.143, 0.437, 3.58, 247, 755, 69, 5
8, 22, 176, 2.75, 0.398, 0.784, 1.94, 70, 138, 36, 1
9, 15, 135, 1.667, 0.378, 0.963, 2.43, 51, 130, 21, 1
10, 33, 330, 3.3, 0.391, 0.982, 2.05, 129, 324, 63, 1
9, 18, 162, 2.0, 0.414, 0.877, 2.31, 67, 142, 29, 1
8, 9, 72, 1.125, 0.431, 0.958, 2.07, 31, 69, 15, 1
8, 23, 184, 2.875, 0.359, 0.94, 1.65, 66, 173, 40, 1
6, 27, 162, 4.5, 0.475, 0.809, 2.33, 77, 131, 33, 1
6, 5, 30, 0.833, 0.367, 1.0, 2.2, 11, 30, 5, 5
10, 18, 180, 1.8, 0.389, 0.817, 1.89, 70, 147, 37, 1
4, 11, 44, 2.75, 0.159, 0.932, 1.75, 7, 41, 4, 5
9, 25, 225, 2.778, 0.378, 0.938, 2.13, 85, 211, 40, 1
9, 1, 9, 0.111, 1.0, 1.0, 9.0, 9, 9, 1, 4
6, 47, 282, 7.833, 0.202, 0.202, 57.0, 57, 57, 1, 2
10, 22, 220, 2.2, 0.377, 0.614, 2.44, 83, 135, 34, 1
6, 31, 186, 5.167, 0.5, 1.0, 1.94, 93, 186, 48, 1
8, 12, 96, 1.5, 0.51, 0.844, 2.58, 49, 81, 19, 1
8, 4, 32, 0.5, 0.406, 1.0, 2.17, 13, 32, 6, 1
8, 202, 1616, 25.25, 0.313, 0.689, 1.83, 505, 1114, 276, 1
12, 272, 3264, 22.667, 0.249, 0.602, 2.01, 812, 1965, 404, 1
8, 17, 136, 2.125, 0.346, 1.0, 2.47, 47, 136, 19, 1
9, 34, 306, 3.778, 0.386, 0.706, 2.41, 118, 216, 49, 1
8, 12, 96, 1.5, 0.469, 0.948, 2.14, 45, 91, 21, 1
6, 33, 198, 5.5, 0.52, 0.995, 2.24, 103, 197, 46, 1
8, 15, 120, 1.875, 0.5, 1.0, 2.14, 60, 120, 28, 1
8, 21, 168, 2.625, 0.411, 0.994, 2.56, 69, 167, 27, 1
8, 18, 144, 2.25, 0.396, 0.882, 1.84, 57, 127, 31, 1
6, 9, 54, 1.5, 0.556, 1.0, 2.14, 30, 54, 14, 1
8, 8, 64, 1.0, 0.516, 1.0, 2.36, 33, 64, 14, 1
10, 19, 190, 1.9, 0.337, 0.911, 2.0, 64, 173, 32, 1
9, 43, 387, 4.778, 0.3, 0.713, 1.78, 116, 276, 65, 1
8, 22, 176, 2.75, 0.477, 1.0, 2.27, 84, 176, 37, 1
8, 47, 376, 5.875, 0.34, 0.753, 2.0, 128, 283, 64, 1
9, 24, 216, 2.667, 0.352, 0.722, 2.17, 76, 156, 35, 1
9, 59, 531, 6.556, 0.335, 0.821, 1.96, 178, 436, 91, 1
8, 7, 56, 0.875, 0.464, 1.0, 2.36, 26, 56, 11, 1
8, 9, 72, 1.125, 0.361, 0.972, 1.73, 26, 70, 15, 1
11, 32, 352, 2.909, 0.256, 0.534, 2.0, 90, 188, 45, 1
12, 272, 3264, 22.667, 0.219, 0.589, 1.8, 715, 1922, 397, 1
10, 15, 150, 1.5, 0.36, 0.813, 2.08, 54, 122, 26, 1
7, 26, 182, 3.714, 0.396, 1.0, 2.0, 72, 182, 36, 1
7, 8, 56, 1.143, 0.429, 0.964, 1.85, 24, 54, 13, 1
9, 105, 945, 11.667, 0.236, 0.579, 1.91, 223, 547, 117, 1
10, 12, 120, 1.2, 0.35, 0.867, 2.33, 42, 104, 18, 1
8, 29, 232, 3.625, 0.444, 1.0, 2.15, 103, 232, 48, 1
11, 53, 583, 4.818, 0.249, 0.734, 1.93, 145, 428, 75, 1
7, 12, 84, 1.714, 0.476, 0.81, 2.11, 40, 68, 19, 1
7, 15, 105, 2.143, 0.438, 0.895, 2.3, 46, 94, 20, 1
8, 16, 128, 2.0, 0.328, 0.969, 1.91, 42, 124, 22, 1
10, 15, 150, 1.5, 0.313, 0.78, 2.24, 47, 117, 21, 1
8, 12, 96, 1.5, 0.458, 0.667, 3.67, 44, 64, 12, 1
5, 30, 150, 6.0, 0.587, 0.96, 2.44, 88, 144, 36, 1
10, 16, 160, 1.6, 0.3, 1.0, 1.85, 48, 160, 26, 1
10, 76, 760, 7.6, 0.322, 0.689, 1.99, 245, 524, 123, 1
8, 59, 472, 7.375, 0.307, 0.775, 1.84, 145, 366, 79, 1
8, 8, 64, 1.0, 0.469, 0.844, 2.73, 30, 54, 11, 1
10, 66, 660, 6.6, 0.27, 0.638, 1.87, 178, 421, 95, 1
5, 27, 135, 5.4, 0.607, 0.993, 2.34, 82, 134, 35, 1
6, 18, 108, 3.0, 0.444, 0.991, 1.71, 48, 107, 28, 1
9, 32, 288, 3.556, 0.33, 0.889, 1.79, 95, 256, 53, 1
8, 17, 136, 2.125, 0.382, 0.86, 2.48, 52, 117, 21, 1
9, 15, 135, 1.667, 0.244, 0.83, 1.57, 33, 112, 21, 1
10, 52, 520, 5.2, 0.298, 0.752, 2.09, 155, 391, 74, 1
8, 17, 136, 2.125, 0.419, 0.956, 2.11, 57, 130, 27, 1
6, 4, 24, 0.667, 0.542, 1.0, 1.86, 13, 24, 7, 1
7, 21, 147, 3.0, 0.313, 0.667, 2.09, 46, 98, 22, 1
8, 5, 40, 0.625, 0.425, 1.0, 1.55, 17, 40, 11, 1
8, 25, 200, 3.125, 0.335, 0.77, 1.68, 67, 154, 40, 1
6, 23, 138, 3.833, 0.377, 0.862, 2.36, 52, 119, 22, 1
8, 7, 56, 0.875, 0.429, 1.0, 2.67, 24, 56, 9, 1
10, 52, 520, 5.2, 0.294, 0.675, 2.13, 153, 351, 72, 1
8, 17, 136, 2.125, 0.441, 0.978, 1.67, 60, 133, 36, 1
10, 41, 410, 4.1, 0.324, 0.81, 1.87, 133, 332, 71, 1
9, 64, 576, 7.111, 0.177, 0.479, 2.32, 102, 276, 44, 1
9, 29, 261, 3.222, 0.307, 0.648, 1.95, 80, 169, 41, 1
8, 12, 96, 1.5, 0.385, 0.698, 2.47, 37, 67, 15, 1
7, 41, 287, 5.857, 0.422, 1.0, 1.73, 121, 287, 70, 1
10, 171, 1710, 17.1, 0.126, 0.452, 1.78, 215, 773, 121, 1
5, 16, 80, 3.2, 0.563, 0.925, 2.65, 45, 74, 17, 1
8, 12, 96, 1.5, 0.396, 0.844, 2.11, 38, 81, 18, 1
8, 32, 256, 4.0, 0.387, 0.895, 1.62, 99, 229, 61, 1
10, 23, 230, 2.3, 0.343, 0.791, 1.88, 79, 182, 42, 1
