@relation page-blocks
@attribute Height integer [1,  804]
@attribute Lenght integer [1,  553]
@attribute Area integer [7,  143993]
@attribute Eccen real [0.0070,  537.0]
@attribute P_black real [0.052,  1.0]
@attribute P_and real [0.062,  1.0]
@attribute Mean_tr real [1.0,  4955.0]
@attribute Blackpix integer [1,  33017]
@attribute Blackand integer [7,  46133]
@attribute Wb_trans integer [1,  3212]
@attribute Class {1, 2, 3, 4, 5}
@data
8, 47, 376, 5.875, 0.362, 0.88, 2.0, 136, 331, 68, 1
7, 100, 700, 14.286, 0.411, 0.849, 1.83, 288, 594, 157, 1
12, 83, 996, 6.917, 0.301, 0.814, 1.99, 300, 811, 151, 1
12, 43, 516, 3.583, 0.357, 0.849, 2.71, 184, 438, 68, 1
8, 46, 368, 5.75, 0.318, 0.818, 2.09, 117, 301, 56, 1
8, 28, 224, 3.5, 0.259, 0.844, 1.93, 58, 189, 30, 1
11, 123, 1353, 11.182, 0.25, 0.514, 1.95, 338, 695, 173, 1
10, 11, 110, 1.1, 0.427, 1.0, 1.52, 47, 110, 31, 1
12, 42, 504, 3.5, 0.355, 0.788, 2.71, 179, 397, 66, 1
9, 76, 684, 8.444, 0.38, 0.95, 2.2, 260, 650, 118, 1
11, 100, 1100, 9.091, 0.473, 0.882, 3.29, 520, 970, 158, 1
1, 7, 7, 7.0, 1.0, 1.0, 7.0, 7, 7, 1, 2
24, 340, 8160, 14.167, 0.211, 0.468, 2.67, 1718, 3822, 643, 1
7, 2, 14, 0.286, 0.5, 0.929, 7.0, 7, 13, 1, 1
9, 20, 180, 2.222, 0.461, 1.0, 2.59, 83, 180, 32, 1
21, 106, 2226, 5.048, 0.136, 0.396, 1.99, 302, 881, 152, 1
8, 38, 304, 4.75, 0.349, 0.757, 1.93, 106, 230, 55, 1
12, 90, 1080, 7.5, 0.183, 0.716, 1.92, 198, 773, 103, 1
9, 81, 729, 9.0, 0.287, 0.826, 2.22, 209, 602, 94, 1
12, 43, 516, 3.583, 0.328, 0.789, 2.56, 169, 407, 66, 1
1, 79, 79, 79.0, 0.608, 1.0, 6.86, 48, 79, 7, 2
8, 21, 168, 2.625, 0.381, 0.845, 1.88, 64, 142, 34, 1
8, 40, 320, 5.0, 0.409, 0.997, 2.22, 131, 319, 59, 1
9, 130, 1170, 14.444, 0.448, 0.877, 2.63, 524, 1026, 199, 1
3, 14, 42, 4.667, 0.381, 0.881, 3.2, 16, 37, 5, 1
7, 40, 280, 5.714, 0.186, 0.754, 2.26, 52, 211, 23, 1
14, 38, 532, 2.714, 0.244, 0.489, 2.95, 130, 260, 44, 1
15, 31, 465, 2.067, 0.204, 0.465, 3.96, 95, 216, 24, 1
52, 461, 23972, 8.865, 0.192, 0.248, 11.52, 4607, 5938, 400, 5
9, 97, 873, 10.778, 0.455, 0.939, 2.28, 397, 820, 174, 1
9, 49, 441, 5.444, 0.58, 0.995, 2.98, 256, 439, 86, 1
9, 21, 189, 2.333, 0.317, 0.778, 2.61, 60, 147, 23, 1
9, 92, 828, 10.222, 0.35, 0.917, 2.07, 290, 759, 140, 1
9, 12, 108, 1.333, 0.444, 1.0, 1.78, 48, 108, 27, 1
9, 12, 108, 1.333, 0.426, 1.0, 1.59, 46, 108, 29, 1
9, 9, 81, 1.0, 0.16, 0.864, 1.63, 13, 70, 8, 1
10, 64, 640, 6.4, 0.477, 0.914, 2.8, 305, 585, 109, 1
9, 40, 360, 4.444, 0.386, 0.889, 2.44, 139, 320, 57, 1
69, 3, 207, 0.043, 0.643, 0.952, 2.08, 133, 197, 64, 4
5, 31, 155, 6.2, 0.239, 0.974, 2.06, 37, 151, 18, 1
17, 77, 1309, 4.529, 0.314, 0.76, 2.94, 411, 995, 140, 1
12, 8, 96, 0.667, 0.438, 0.51, 42.0, 42, 49, 1, 1
10, 97, 970, 9.7, 0.423, 0.832, 2.48, 410, 807, 165, 1
12, 83, 996, 6.917, 0.253, 0.756, 1.75, 252, 753, 144, 1
12, 73, 876, 6.083, 0.259, 0.743, 2.1, 227, 651, 108, 1
9, 81, 729, 9.0, 0.322, 0.819, 2.22, 235, 597, 106, 1
10, 29, 290, 2.9, 0.221, 0.572, 3.56, 64, 166, 18, 1
9, 43, 387, 4.778, 0.481, 0.953, 3.15, 186, 369, 59, 1
8, 43, 344, 5.375, 0.392, 0.927, 2.21, 135, 319, 61, 1
10, 97, 970, 9.7, 0.425, 0.825, 2.71, 412, 800, 152, 1
9, 50, 450, 5.556, 0.32, 0.716, 2.67, 144, 322, 54, 1
8, 18, 144, 2.25, 0.472, 1.0, 2.52, 68, 144, 27, 1
10, 118, 1180, 11.8, 0.277, 0.745, 2.02, 327, 879, 162, 1
8, 42, 336, 5.25, 0.423, 0.979, 2.37, 142, 329, 60, 1
38, 70, 2660, 1.842, 0.059, 0.062, 19.63, 157, 165, 8, 5
1, 147, 147, 147.0, 0.864, 1.0, 11.55, 127, 147, 11, 2
1, 17, 17, 17.0, 0.941, 1.0, 16.0, 16, 17, 1, 2
9, 1, 9, 0.111, 1.0, 1.0, 9.0, 9, 9, 1, 4
7, 190, 1330, 27.143, 0.293, 0.847, 1.79, 390, 1126, 218, 1
7, 116, 812, 16.571, 0.262, 0.788, 1.84, 213, 640, 116, 1
10, 94, 940, 9.4, 0.25, 0.721, 1.7, 235, 678, 138, 1
11, 79, 869, 7.182, 0.342, 0.841, 2.2, 297, 731, 135, 1
5, 39, 195, 7.8, 0.344, 0.728, 2.09, 67, 142, 32, 1
9, 84, 756, 9.333, 0.407, 0.878, 2.75, 308, 664, 112, 1
6, 29, 174, 4.833, 0.333, 0.799, 1.53, 58, 139, 38, 1
5, 115, 575, 23.0, 0.417, 0.92, 2.03, 240, 529, 118, 1
13, 83, 1079, 6.385, 0.373, 0.628, 3.5, 403, 678, 115, 1
10, 124, 1240, 12.4, 0.473, 0.814, 3.43, 587, 1009, 171, 1
10, 119, 1190, 11.9, 0.39, 0.81, 2.75, 464, 964, 169, 1
7, 189, 1323, 27.0, 0.339, 0.704, 1.89, 449, 932, 237, 1
3, 259, 777, 86.333, 0.411, 0.481, 13.29, 319, 374, 24, 2
10, 22, 220, 2.2, 0.491, 0.932, 3.72, 108, 205, 29, 1
13, 498, 6474, 38.308, 0.281, 0.688, 2.28, 1820, 4453, 799, 1
12, 497, 5964, 41.417, 0.269, 0.594, 2.44, 1605, 3544, 658, 1
9, 60, 540, 6.667, 0.413, 0.822, 2.75, 223, 444, 81, 1
9, 118, 1062, 13.111, 0.372, 0.818, 2.41, 395, 869, 164, 1
25, 115, 2875, 4.6, 0.296, 0.65, 2.56, 851, 1868, 333, 1
7, 183, 1281, 26.143, 0.265, 0.664, 1.88, 340, 850, 181, 1
5, 27, 135, 5.4, 0.407, 0.815, 2.12, 55, 110, 26, 1
8, 74, 592, 9.25, 0.412, 0.845, 2.14, 244, 500, 114, 1
5, 38, 190, 7.6, 0.316, 0.695, 2.07, 60, 132, 29, 1
13, 348, 4524, 26.769, 0.308, 0.721, 2.57, 1395, 3262, 543, 1
10, 121, 1210, 12.1, 0.402, 0.849, 2.7, 486, 1027, 180, 1
10, 98, 980, 9.8, 0.392, 0.849, 2.49, 384, 832, 154, 1
18, 79, 1422, 4.389, 0.257, 0.616, 3.17, 365, 876, 115, 1
9, 68, 612, 7.556, 0.335, 0.789, 2.33, 205, 483, 88, 1
7, 55, 385, 7.857, 0.374, 0.821, 2.09, 144, 316, 69, 1
8, 67, 536, 8.375, 0.392, 0.724, 2.31, 210, 388, 91, 1
7, 15, 105, 2.143, 0.114, 0.295, 2.4, 12, 31, 5, 5
4, 7, 28, 1.75, 0.286, 1.0, 2.0, 8, 28, 4, 5
7, 22, 154, 3.143, 0.156, 0.519, 1.6, 24, 80, 15, 1
8, 34, 272, 4.25, 0.309, 0.908, 1.5, 84, 247, 56, 1
6, 5, 30, 0.833, 0.233, 0.633, 1.75, 7, 19, 4, 5
6, 9, 54, 1.5, 0.148, 0.296, 4.0, 8, 16, 2, 5
10, 271, 2710, 27.1, 0.199, 0.717, 1.42, 540, 1942, 381, 1
2, 49, 98, 24.5, 0.51, 0.51, 50.0, 50, 50, 1, 2
11, 272, 2992, 24.727, 0.171, 0.61, 1.47, 511, 1824, 348, 1
8, 108, 864, 13.5, 0.235, 0.618, 1.41, 203, 534, 144, 1
7, 23, 161, 3.286, 0.373, 0.851, 1.71, 60, 137, 35, 1
7, 48, 336, 6.857, 0.292, 0.804, 1.53, 98, 270, 64, 1
6, 187, 1122, 31.167, 0.188, 0.591, 1.26, 211, 663, 168, 1
6, 15, 90, 2.5, 0.278, 0.744, 1.92, 25, 67, 13, 1
5, 21, 105, 4.2, 0.295, 0.733, 1.48, 31, 77, 21, 1
5, 6, 30, 1.2, 0.333, 0.967, 2.5, 10, 29, 4, 1
7, 32, 224, 4.571, 0.339, 0.786, 1.46, 76, 176, 52, 1
5, 8, 40, 1.6, 0.425, 0.975, 1.55, 17, 39, 11, 1
6, 32, 192, 5.333, 0.292, 0.698, 1.37, 56, 134, 41, 1
6, 12, 72, 2.0, 0.319, 0.653, 2.09, 23, 47, 11, 1
6, 41, 246, 6.833, 0.224, 0.85, 1.2, 55, 209, 46, 1
7, 40, 280, 5.714, 0.229, 0.686, 1.28, 64, 192, 50, 1
6, 24, 144, 4.0, 0.257, 0.771, 1.42, 37, 111, 26, 1
9, 15, 135, 1.667, 0.178, 0.556, 1.6, 24, 75, 15, 1
5, 17, 85, 3.4, 0.4, 0.965, 1.31, 34, 82, 26, 1
7, 33, 231, 4.714, 0.342, 0.74, 1.49, 79, 171, 53, 1
5, 11, 55, 2.2, 0.345, 0.873, 1.46, 19, 48, 13, 1
6, 17, 102, 2.833, 0.275, 0.824, 1.33, 28, 84, 21, 1
7, 8, 56, 1.143, 0.357, 0.893, 2.22, 20, 50, 9, 1
6, 49, 294, 8.167, 0.286, 0.694, 1.38, 84, 204, 61, 1
6, 10, 60, 1.667, 0.333, 0.75, 1.54, 20, 45, 13, 1
9, 23, 207, 2.556, 0.222, 0.816, 1.35, 46, 169, 34, 1
5, 7, 35, 1.4, 0.429, 0.971, 1.36, 15, 34, 11, 1
8, 16, 128, 2.0, 0.258, 0.945, 1.18, 33, 121, 28, 1
7, 26, 182, 3.714, 0.302, 0.912, 1.53, 55, 166, 36, 1
7, 11, 77, 1.571, 0.364, 0.727, 1.56, 28, 56, 18, 1
7, 5, 35, 0.714, 0.371, 0.829, 1.86, 13, 29, 7, 1
7, 54, 378, 7.714, 0.235, 0.799, 1.53, 89, 302, 58, 1
8, 10, 80, 1.25, 0.238, 0.925, 1.73, 19, 74, 11, 1
7, 27, 189, 3.857, 0.37, 0.841, 1.79, 70, 159, 39, 1
7, 18, 126, 2.571, 0.286, 0.627, 1.57, 36, 79, 23, 1
1, 14, 14, 14.0, 0.571, 1.0, 2.67, 8, 14, 3, 1
9, 37, 333, 4.111, 0.228, 0.586, 1.27, 76, 195, 60, 1
8, 26, 208, 3.25, 0.236, 0.779, 1.26, 49, 162, 39, 1
7, 11, 77, 1.571, 0.299, 0.727, 1.35, 23, 56, 17, 1
5, 7, 35, 1.4, 0.4, 1.0, 1.17, 14, 35, 12, 1
7, 5, 35, 0.714, 0.257, 1.0, 1.13, 9, 35, 8, 1
7, 6, 42, 0.857, 0.381, 1.0, 2.29, 16, 42, 7, 1
10, 63, 630, 6.3, 0.184, 0.617, 1.4, 116, 389, 83, 1
7, 21, 147, 3.0, 0.388, 0.912, 1.84, 57, 134, 31, 1
7, 13, 91, 1.857, 0.33, 0.835, 1.58, 30, 76, 19, 1
7, 33, 231, 4.714, 0.351, 0.987, 1.53, 81, 228, 53, 1
10, 38, 380, 3.8, 0.187, 0.463, 1.37, 71, 176, 52, 1
7, 19, 133, 2.714, 0.203, 0.406, 2.25, 27, 54, 12, 1
7, 16, 112, 2.286, 0.313, 0.973, 1.75, 35, 109, 20, 1
7, 11, 77, 1.571, 0.403, 0.961, 1.55, 31, 74, 20, 1
7, 20, 140, 2.857, 0.307, 0.85, 1.48, 43, 119, 29, 1
7, 25, 175, 3.571, 0.303, 0.709, 1.51, 53, 124, 35, 1
6, 13, 78, 2.167, 0.359, 0.782, 1.33, 28, 61, 21, 1
4, 11, 44, 2.75, 0.432, 1.0, 1.36, 19, 44, 14, 1
4, 6, 24, 1.5, 0.542, 1.0, 1.63, 13, 24, 8, 1
5, 17, 85, 3.4, 0.388, 0.859, 1.83, 33, 73, 18, 1
5, 12, 60, 2.4, 0.55, 0.983, 2.2, 33, 59, 15, 1
9, 34, 306, 3.778, 0.209, 0.493, 1.42, 64, 151, 45, 1
5, 13, 65, 2.6, 0.431, 0.923, 1.87, 28, 60, 15, 1
6, 12, 72, 2.0, 0.375, 0.944, 1.5, 27, 68, 18, 1
6, 18, 108, 3.0, 0.315, 1.0, 1.62, 34, 108, 21, 1
7, 15, 105, 2.143, 0.371, 0.829, 1.77, 39, 87, 22, 1
7, 26, 182, 3.714, 0.346, 0.725, 1.5, 63, 132, 42, 1
7, 17, 119, 2.429, 0.361, 0.782, 1.65, 43, 93, 26, 1
5, 23, 115, 4.6, 0.322, 1.0, 1.32, 37, 115, 28, 1
9, 11, 99, 1.222, 0.283, 0.939, 1.56, 28, 93, 18, 1
6, 31, 186, 5.167, 0.263, 0.812, 1.4, 49, 151, 35, 1
6, 23, 138, 3.833, 0.283, 0.891, 1.11, 39, 123, 35, 1
7, 4, 28, 0.571, 0.321, 0.679, 9.0, 9, 19, 1, 1
5, 10, 50, 2.0, 0.36, 1.0, 1.29, 18, 50, 14, 1
7, 29, 203, 4.143, 0.281, 0.783, 1.33, 57, 159, 43, 1
10, 39, 390, 3.9, 0.285, 0.546, 1.91, 111, 213, 58, 1
7, 12, 84, 1.714, 0.417, 0.738, 1.84, 35, 62, 19, 1
7, 9, 63, 1.286, 0.429, 0.683, 2.45, 27, 43, 11, 1
7, 17, 119, 2.429, 0.429, 0.908, 1.89, 51, 108, 27, 1
7, 34, 238, 4.857, 0.462, 0.941, 2.34, 110, 224, 47, 1
8, 12, 96, 1.5, 0.427, 1.0, 1.64, 41, 96, 25, 1
14, 17, 238, 1.214, 0.113, 0.387, 1.8, 27, 92, 15, 5
8, 26, 208, 3.25, 0.423, 0.851, 2.44, 88, 177, 36, 1
55, 48, 2640, 0.873, 0.142, 0.364, 4.26, 375, 960, 88, 5
12, 271, 3252, 22.583, 0.246, 0.615, 1.95, 799, 1999, 410, 1
8, 9, 72, 1.125, 0.431, 0.903, 2.07, 31, 65, 15, 1
9, 59, 531, 6.556, 0.348, 0.829, 2.26, 185, 440, 82, 1
9, 17, 153, 1.889, 0.392, 0.935, 2.22, 60, 143, 27, 1
10, 42, 420, 4.2, 0.355, 0.862, 2.13, 149, 362, 70, 1
8, 36, 288, 4.5, 0.458, 0.875, 2.03, 132, 252, 65, 1
2, 46, 92, 23.0, 0.511, 0.554, 47.0, 47, 51, 1, 2
1, 127, 127, 127.0, 0.646, 1.0, 13.67, 82, 127, 6, 2
3, 129, 387, 43.0, 0.305, 0.377, 11.8, 118, 146, 10, 2
10, 25, 250, 2.5, 0.384, 0.836, 2.46, 96, 209, 39, 1
5, 4, 20, 0.8, 0.45, 0.65, 4.5, 9, 13, 2, 5
9, 47, 423, 5.222, 0.362, 0.905, 2.01, 153, 383, 76, 1
11, 25, 275, 2.273, 0.327, 0.84, 1.96, 90, 231, 46, 1
11, 79, 869, 7.182, 0.321, 0.713, 2.11, 279, 620, 132, 1
1, 86, 86, 86.0, 0.93, 1.0, 40.0, 80, 86, 2, 2
11, 29, 319, 2.636, 0.298, 0.752, 2.21, 95, 240, 43, 1
8, 15, 120, 1.875, 0.475, 0.992, 2.59, 57, 119, 22, 1
8, 10, 80, 1.25, 0.4, 0.825, 2.0, 32, 66, 16, 1
8, 12, 96, 1.5, 0.385, 0.802, 2.18, 37, 77, 17, 1
8, 31, 248, 3.875, 0.411, 0.742, 2.04, 102, 184, 50, 1
8, 23, 184, 2.875, 0.38, 0.989, 1.75, 70, 182, 40, 1
8, 18, 144, 2.25, 0.403, 0.931, 1.81, 58, 134, 32, 1
11, 98, 1078, 8.909, 0.276, 0.602, 2.15, 297, 649, 138, 1
8, 5, 40, 0.625, 0.45, 1.0, 3.0, 18, 40, 6, 1
11, 25, 275, 2.273, 0.36, 0.909, 2.11, 99, 250, 47, 1
8, 17, 136, 2.125, 0.463, 0.735, 2.86, 63, 100, 22, 1
8, 38, 304, 4.75, 0.461, 0.803, 2.3, 140, 244, 61, 1
8, 12, 96, 1.5, 0.448, 0.896, 2.05, 43, 86, 21, 1
8, 16, 128, 2.0, 0.398, 0.828, 2.68, 51, 106, 19, 1
10, 48, 480, 4.8, 0.36, 0.863, 2.16, 173, 414, 80, 1
8, 8, 64, 1.0, 0.5, 1.0, 2.91, 32, 64, 11, 1
9, 23, 207, 2.556, 0.362, 0.831, 1.92, 75, 172, 39, 1
8, 13, 104, 1.625, 0.49, 0.913, 2.68, 51, 95, 19, 1
11, 261, 2871, 23.727, 0.257, 0.644, 2.01, 738, 1849, 368, 1
11, 32, 352, 2.909, 0.332, 0.815, 1.86, 117, 287, 63, 1
6, 36, 216, 6.0, 0.509, 0.991, 2.0, 110, 214, 55, 1
11, 52, 572, 4.727, 0.262, 0.858, 1.79, 150, 491, 84, 1
6, 8, 48, 1.333, 0.563, 0.958, 3.38, 27, 46, 8, 1
11, 61, 671, 5.545, 0.294, 0.735, 2.21, 197, 493, 89, 1
8, 19, 152, 2.375, 0.368, 1.0, 1.75, 56, 152, 32, 1
10, 50, 500, 5.0, 0.326, 0.868, 2.01, 163, 434, 81, 1
11, 272, 2992, 24.727, 0.26, 0.681, 1.82, 778, 2038, 428, 1
8, 32, 256, 4.0, 0.352, 0.973, 1.8, 90, 249, 50, 1
8, 8, 64, 1.0, 0.359, 0.766, 1.64, 23, 49, 14, 1
11, 40, 440, 3.636, 0.27, 0.618, 1.8, 119, 272, 66, 1
8, 15, 120, 1.875, 0.375, 0.85, 1.88, 45, 102, 24, 1
10, 6, 60, 0.6, 0.333, 0.817, 2.5, 20, 49, 8, 1
11, 57, 627, 5.182, 0.271, 0.577, 1.87, 170, 362, 91, 1
8, 17, 136, 2.125, 0.36, 0.831, 1.96, 49, 113, 25, 1
8, 26, 208, 3.25, 0.346, 0.909, 1.85, 72, 189, 39, 1
11, 29, 319, 2.636, 0.32, 0.618, 2.22, 102, 197, 46, 1
6, 10, 60, 1.667, 0.433, 0.867, 1.86, 26, 52, 14, 1
10, 44, 440, 4.4, 0.318, 0.87, 1.75, 140, 383, 80, 1
7, 35, 245, 5.0, 0.339, 0.833, 1.93, 83, 204, 43, 1
9, 101, 909, 11.222, 0.256, 0.688, 1.71, 233, 625, 136, 1
5, 10, 50, 2.0, 0.5, 0.84, 2.08, 25, 42, 12, 1
10, 46, 460, 4.6, 0.278, 0.583, 1.66, 128, 268, 77, 1
11, 261, 2871, 23.727, 0.233, 0.637, 1.75, 668, 1830, 381, 1
6, 17, 102, 2.833, 0.137, 0.627, 2.8, 14, 64, 5, 5
10, 15, 150, 1.5, 0.273, 0.947, 1.41, 41, 142, 29, 1
2, 6, 12, 3.0, 0.583, 0.917, 7.0, 7, 11, 1, 1
8, 28, 224, 3.5, 0.442, 0.795, 2.48, 99, 178, 40, 1
4, 2, 8, 0.5, 0.875, 0.875, 7.0, 7, 7, 1, 1
8, 9, 72, 1.125, 0.375, 0.681, 1.69, 27, 49, 16, 1
8, 39, 312, 4.875, 0.362, 0.881, 1.74, 113, 275, 65, 1
8, 20, 160, 2.5, 0.394, 0.863, 2.1, 63, 138, 30, 1
8, 23, 184, 2.875, 0.348, 0.723, 2.0, 64, 133, 32, 1
5, 14, 70, 2.8, 0.443, 0.743, 2.21, 31, 52, 14, 1
8, 10, 80, 1.25, 0.35, 0.763, 1.75, 28, 61, 16, 1
11, 54, 594, 4.909, 0.316, 0.697, 2.07, 188, 414, 91, 1
10, 16, 160, 1.6, 0.288, 0.744, 2.19, 46, 119, 21, 1
6, 16, 96, 2.667, 0.281, 0.542, 2.45, 27, 52, 11, 1
4, 24, 96, 6.0, 0.573, 0.958, 2.04, 55, 92, 27, 1
10, 51, 510, 5.1, 0.337, 0.773, 2.12, 172, 394, 81, 1
10, 41, 410, 4.1, 0.302, 0.69, 2.07, 124, 283, 60, 1
10, 12, 120, 1.2, 0.333, 0.958, 1.82, 40, 115, 22, 1
6, 18, 108, 3.0, 0.491, 0.88, 2.04, 53, 95, 26, 1
7, 20, 140, 2.857, 0.436, 0.736, 2.35, 61, 103, 26, 1
10, 28, 280, 2.8, 0.336, 0.85, 1.68, 94, 238, 56, 1
10, 33, 330, 3.3, 0.345, 0.779, 1.9, 114, 257, 60, 1
6, 14, 84, 2.333, 0.536, 1.0, 2.05, 45, 84, 22, 1
8, 5, 40, 0.625, 0.4, 1.0, 2.67, 16, 40, 6, 1
8, 12, 96, 1.5, 0.396, 0.969, 1.65, 38, 93, 23, 1
6, 4, 24, 0.667, 0.667, 1.0, 4.0, 16, 24, 4, 1
8, 11, 88, 1.375, 0.477, 0.966, 2.0, 42, 85, 21, 1
8, 33, 264, 4.125, 0.326, 0.848, 2.0, 86, 224, 43, 1
8, 53, 424, 6.625, 0.347, 0.767, 1.93, 147, 325, 76, 1
8, 30, 240, 3.75, 0.363, 0.85, 2.29, 87, 204, 38, 1
9, 52, 468, 5.778, 0.286, 0.652, 1.84, 134, 305, 73, 1
10, 22, 220, 2.2, 0.309, 0.582, 2.34, 68, 128, 29, 1
8, 19, 152, 2.375, 0.428, 0.961, 1.76, 65, 146, 37, 1
5, 26, 130, 5.2, 0.523, 0.985, 1.89, 68, 128, 36, 1
8, 15, 120, 1.875, 0.417, 0.925, 2.17, 50, 111, 23, 1
8, 25, 200, 3.125, 0.31, 0.67, 1.63, 62, 134, 38, 1
10, 31, 310, 3.1, 0.284, 0.835, 1.69, 88, 259, 52, 1
10, 120, 1200, 12.0, 0.279, 0.765, 1.7, 335, 918, 197, 1
8, 50, 400, 6.25, 0.36, 0.728, 1.97, 144, 291, 73, 1
7, 9, 63, 1.286, 0.365, 0.698, 1.64, 23, 44, 14, 1
8, 108, 864, 13.5, 0.348, 0.868, 1.65, 301, 750, 182, 1
10, 44, 440, 4.4, 0.35, 0.957, 1.9, 154, 421, 81, 1
7, 20, 140, 2.857, 0.429, 1.0, 1.94, 60, 140, 31, 1
10, 212, 2120, 21.2, 0.24, 0.61, 1.85, 508, 1293, 274, 1
8, 18, 144, 2.25, 0.403, 1.0, 1.61, 58, 144, 36, 1
6, 16, 96, 2.667, 0.49, 0.844, 1.96, 47, 81, 24, 1
8, 31, 248, 3.875, 0.347, 0.734, 1.79, 86, 182, 48, 1
8, 16, 128, 2.0, 0.367, 0.969, 1.88, 47, 124, 25, 1
10, 39, 390, 3.9, 0.31, 0.779, 1.95, 121, 304, 62, 1
8, 14, 112, 1.75, 0.402, 1.0, 1.55, 45, 112, 29, 1
8, 39, 312, 4.875, 0.304, 0.756, 1.38, 95, 236, 69, 1
10, 116, 1160, 11.6, 0.246, 0.759, 1.6, 285, 881, 178, 1
101, 99, 9999, 0.98, 0.14, 0.778, 2.02, 1398, 7780, 691, 5
9, 103, 927, 11.444, 0.369, 0.877, 2.55, 342, 813, 134, 1
7, 11, 77, 1.571, 0.234, 0.545, 2.57, 18, 42, 7, 1
10, 509, 5090, 50.9, 0.097, 0.388, 1.23, 492, 1974, 401, 1
8, 135, 1080, 16.875, 0.131, 0.671, 1.22, 142, 725, 116, 1
