@relation page-blocks
@attribute Height integer [1,  804]
@attribute Lenght integer [1,  553]
@attribute Area integer [7,  143993]
@attribute Eccen real [0.0070,  537.0]
@attribute P_black real [0.052,  1.0]
@attribute P_and real [0.062,  1.0]
@attribute Mean_tr real [1.0,  4955.0]
@attribute Blackpix integer [1,  33017]
@attribute Blackand integer [7,  46133]
@attribute Wb_trans integer [1,  3212]
@attribute Class {1, 2, 3, 4, 5}
@data
11, 271, 2981, 24.636, 0.162, 0.542, 1.36, 483, 1616, 355, 1
10, 47, 470, 4.7, 0.223, 0.706, 1.62, 105, 332, 65, 1
8, 65, 520, 8.125, 0.269, 0.725, 1.4, 140, 377, 100, 1
11, 271, 2981, 24.636, 0.168, 0.598, 1.35, 502, 1784, 371, 1
10, 197, 1970, 19.7, 0.144, 0.589, 1.25, 284, 1160, 228, 1
8, 96, 768, 12.0, 0.111, 0.479, 1.35, 85, 368, 63, 1
10, 271, 2710, 27.1, 0.193, 0.693, 1.37, 522, 1878, 380, 1
7, 14, 98, 2.0, 0.357, 0.959, 1.84, 35, 94, 19, 1
7, 7, 49, 1.0, 0.286, 0.633, 1.56, 14, 31, 9, 1
7, 18, 126, 2.571, 0.31, 0.96, 1.39, 39, 121, 28, 1
5, 12, 60, 2.4, 0.383, 0.883, 1.92, 23, 53, 12, 1
7, 14, 98, 2.0, 0.337, 0.99, 1.65, 33, 97, 20, 1
10, 12, 120, 1.2, 0.183, 0.392, 2.2, 22, 47, 10, 1
6, 13, 78, 2.167, 0.308, 0.872, 1.6, 24, 68, 15, 1
10, 12, 120, 1.2, 0.225, 0.558, 2.7, 27, 67, 10, 1
10, 58, 580, 5.8, 0.081, 0.224, 1.62, 47, 130, 29, 1
9, 73, 657, 8.111, 0.174, 0.434, 1.44, 114, 285, 79, 1
9, 18, 162, 2.0, 0.278, 0.716, 1.67, 45, 116, 27, 1
9, 21, 189, 2.333, 0.243, 0.757, 1.31, 46, 143, 35, 1
5, 17, 85, 3.4, 0.412, 0.941, 1.75, 35, 80, 20, 1
7, 19, 133, 2.714, 0.331, 0.767, 1.42, 44, 102, 31, 1
7, 30, 210, 4.286, 0.352, 0.79, 1.54, 74, 166, 48, 1
9, 46, 414, 5.111, 0.242, 0.575, 1.43, 100, 238, 70, 1
7, 54, 378, 7.714, 0.254, 0.608, 1.39, 96, 230, 69, 1
7, 8, 56, 1.143, 0.375, 1.0, 1.62, 21, 56, 13, 1
6, 6, 36, 1.0, 0.417, 0.944, 1.5, 15, 34, 10, 1
7, 23, 161, 3.286, 0.329, 1.0, 1.39, 53, 161, 38, 1
8, 11, 88, 1.375, 0.25, 0.83, 1.29, 22, 73, 17, 1
7, 15, 105, 2.143, 0.229, 0.981, 1.41, 24, 103, 17, 1
7, 17, 119, 2.429, 0.286, 0.916, 1.31, 34, 109, 26, 1
7, 13, 91, 1.857, 0.297, 0.857, 1.17, 27, 78, 23, 1
7, 7, 49, 1.0, 0.245, 1.0, 1.71, 12, 49, 7, 1
7, 31, 217, 4.429, 0.313, 0.853, 1.58, 68, 185, 43, 1
5, 11, 55, 2.2, 0.455, 1.0, 1.67, 25, 55, 15, 1
9, 58, 522, 6.444, 0.203, 0.531, 1.34, 106, 277, 79, 1
9, 19, 171, 2.111, 0.222, 0.673, 1.31, 38, 115, 29, 1
8, 25, 200, 3.125, 0.285, 0.88, 1.36, 57, 176, 42, 1
7, 23, 161, 3.286, 0.329, 0.845, 1.66, 53, 136, 32, 1
7, 13, 91, 1.857, 0.308, 0.934, 1.65, 28, 85, 17, 1
5, 24, 120, 4.8, 0.375, 0.95, 1.45, 45, 114, 31, 1
7, 10, 70, 1.429, 0.329, 1.0, 1.77, 23, 70, 13, 1
7, 32, 224, 4.571, 0.277, 0.83, 1.41, 62, 186, 44, 1
7, 31, 217, 4.429, 0.318, 0.839, 1.35, 69, 182, 51, 1
10, 13, 130, 1.3, 0.231, 0.8, 1.76, 30, 104, 17, 1
7, 11, 77, 1.571, 0.299, 0.779, 1.64, 23, 60, 14, 1
6, 13, 78, 2.167, 0.269, 0.667, 1.5, 21, 52, 14, 1
7, 9, 63, 1.286, 0.238, 0.619, 1.5, 15, 39, 10, 1
7, 12, 84, 1.714, 0.357, 0.81, 1.67, 30, 68, 18, 1
7, 14, 98, 2.0, 0.408, 0.98, 1.74, 40, 96, 23, 1
6, 24, 144, 4.0, 0.292, 0.778, 1.35, 42, 112, 31, 1
7, 38, 266, 5.429, 0.286, 0.748, 1.69, 76, 199, 45, 1
9, 11, 99, 1.222, 0.253, 0.778, 1.92, 25, 77, 13, 1
6, 30, 180, 5.0, 0.311, 0.8, 1.22, 56, 144, 46, 1
7, 36, 252, 5.143, 0.278, 0.937, 1.25, 70, 236, 56, 1
7, 6, 42, 0.857, 0.333, 0.643, 1.75, 14, 27, 8, 1
7, 17, 119, 2.429, 0.311, 0.908, 1.54, 37, 108, 24, 1
7, 42, 294, 6.0, 0.235, 0.571, 1.33, 69, 168, 52, 1
8, 4, 32, 0.5, 0.25, 0.344, 8.0, 8, 11, 1, 1
7, 34, 238, 4.857, 0.298, 0.937, 1.31, 71, 223, 54, 1
7, 11, 77, 1.571, 0.39, 0.766, 1.76, 30, 59, 17, 1
7, 74, 518, 10.571, 0.276, 0.683, 1.57, 143, 354, 91, 1
6, 19, 114, 3.167, 0.333, 0.93, 1.27, 38, 106, 30, 1
9, 65, 585, 7.222, 0.265, 0.73, 1.67, 155, 427, 93, 1
7, 11, 77, 1.571, 0.377, 0.961, 1.45, 29, 74, 20, 1
6, 11, 66, 1.833, 0.379, 0.818, 1.67, 25, 54, 15, 1
7, 7, 49, 1.0, 0.347, 1.0, 1.42, 17, 49, 12, 1
5, 43, 215, 8.6, 0.456, 1.0, 1.42, 98, 215, 69, 1
5, 6, 30, 1.2, 0.433, 1.0, 1.63, 13, 30, 8, 1
9, 157, 1413, 17.444, 0.222, 0.54, 1.58, 313, 763, 198, 1
6, 16, 96, 2.667, 0.354, 1.0, 1.48, 34, 96, 23, 1
5, 4, 20, 0.8, 0.45, 0.8, 3.0, 9, 16, 3, 1
9, 48, 432, 5.333, 0.227, 0.657, 1.42, 98, 284, 69, 1
7, 30, 210, 4.286, 0.324, 0.948, 1.55, 68, 199, 44, 1
7, 31, 217, 4.429, 0.281, 0.682, 1.56, 61, 148, 39, 1
7, 25, 175, 3.571, 0.371, 1.0, 1.63, 65, 175, 40, 1
9, 17, 153, 1.889, 0.307, 0.987, 1.38, 47, 151, 34, 1
7, 38, 266, 5.429, 0.252, 0.628, 1.4, 67, 167, 48, 1
9, 262, 2358, 29.111, 0.209, 0.703, 1.38, 492, 1657, 356, 1
6, 19, 114, 3.167, 0.316, 0.886, 1.8, 36, 101, 20, 1
8, 41, 328, 5.125, 0.21, 0.662, 1.44, 69, 217, 48, 1
9, 14, 126, 1.556, 0.238, 0.897, 1.36, 30, 113, 22, 1
7, 14, 98, 2.0, 0.337, 0.898, 1.94, 33, 88, 17, 1
9, 16, 144, 1.778, 0.215, 0.764, 1.55, 31, 110, 20, 1
9, 13, 117, 1.444, 0.308, 0.88, 1.71, 36, 103, 21, 1
6, 37, 222, 6.167, 0.306, 0.811, 1.42, 68, 180, 48, 1
5, 9, 45, 1.8, 0.444, 0.956, 1.43, 20, 43, 14, 1
9, 7, 63, 0.778, 0.286, 0.778, 2.0, 18, 49, 9, 1
7, 31, 217, 4.429, 0.313, 0.71, 1.51, 68, 154, 45, 1
9, 53, 477, 5.889, 0.218, 0.591, 1.24, 104, 282, 84, 1
9, 29, 261, 3.222, 0.188, 0.502, 1.48, 49, 131, 33, 1
8, 15, 120, 1.875, 0.467, 0.783, 2.24, 56, 94, 25, 1
10, 33, 330, 3.3, 0.321, 0.852, 2.47, 106, 281, 43, 1
8, 6, 48, 0.75, 0.458, 0.833, 2.75, 22, 40, 8, 1
16, 4, 64, 0.25, 0.156, 0.531, 5.0, 10, 34, 2, 5
8, 9, 72, 1.125, 0.458, 1.0, 3.0, 33, 72, 11, 1
8, 43, 344, 5.375, 0.398, 0.939, 2.4, 137, 323, 57, 1
8, 13, 104, 1.625, 0.423, 0.99, 1.76, 44, 103, 25, 1
9, 37, 333, 4.111, 0.3, 0.694, 2.0, 100, 231, 50, 1
8, 7, 56, 0.875, 0.375, 1.0, 2.1, 21, 56, 10, 1
10, 79, 790, 7.9, 0.324, 0.671, 2.19, 256, 530, 117, 1
27, 4, 108, 0.148, 0.333, 0.667, 2.57, 36, 72, 14, 4
7, 46, 322, 6.571, 0.177, 0.304, 8.14, 57, 98, 7, 2
9, 16, 144, 1.778, 0.375, 1.0, 2.08, 54, 144, 26, 1
11, 46, 506, 4.182, 0.283, 0.84, 1.81, 143, 425, 79, 1
9, 91, 819, 10.111, 0.32, 0.773, 2.2, 262, 633, 119, 1
10, 19, 190, 1.9, 0.379, 0.816, 2.12, 72, 155, 34, 1
6, 18, 108, 3.0, 0.5, 0.991, 2.45, 54, 107, 22, 1
9, 15, 135, 1.667, 0.407, 0.844, 2.29, 55, 114, 24, 1
6, 13, 78, 2.167, 0.103, 0.449, 4.0, 8, 35, 2, 5
9, 26, 234, 2.889, 0.385, 0.85, 1.88, 90, 199, 48, 1
6, 14, 84, 2.333, 0.571, 0.976, 2.4, 48, 82, 20, 1
11, 84, 924, 7.636, 0.279, 0.679, 2.35, 258, 627, 110, 1
11, 272, 2992, 24.727, 0.275, 0.743, 2.1, 824, 2222, 392, 1
8, 34, 272, 4.25, 0.426, 0.985, 1.84, 116, 268, 63, 1
10, 28, 280, 2.8, 0.375, 0.657, 2.33, 105, 184, 45, 1
8, 51, 408, 6.375, 0.37, 0.743, 2.19, 151, 303, 69, 1
8, 36, 288, 4.5, 0.427, 1.0, 2.05, 123, 288, 60, 1
7, 26, 182, 3.714, 0.445, 0.978, 2.25, 81, 178, 36, 1
9, 20, 180, 2.222, 0.361, 0.7, 2.32, 65, 126, 28, 1
9, 64, 576, 7.111, 0.345, 0.694, 2.29, 199, 400, 87, 1
11, 51, 561, 4.636, 0.294, 0.824, 2.06, 165, 462, 80, 1
11, 60, 660, 5.455, 0.32, 0.608, 2.01, 211, 401, 105, 1
8, 12, 96, 1.5, 0.438, 1.0, 1.91, 42, 96, 22, 1
10, 26, 260, 2.6, 0.296, 0.942, 2.2, 77, 245, 35, 1
10, 18, 180, 1.8, 0.383, 1.0, 2.3, 69, 180, 30, 1
11, 213, 2343, 19.364, 0.264, 0.698, 1.95, 619, 1635, 317, 1
11, 96, 1056, 8.727, 0.277, 0.68, 1.83, 292, 718, 160, 1
10, 61, 610, 6.1, 0.305, 0.952, 1.98, 186, 581, 94, 1
10, 52, 520, 5.2, 0.319, 0.802, 1.87, 166, 417, 89, 1
10, 37, 370, 3.7, 0.324, 0.692, 1.85, 120, 256, 65, 1
8, 8, 64, 1.0, 0.359, 0.969, 1.53, 23, 62, 15, 1
8, 12, 96, 1.5, 0.396, 0.927, 1.65, 38, 89, 23, 1
8, 27, 216, 3.375, 0.343, 0.778, 1.76, 74, 168, 42, 1
8, 52, 416, 6.5, 0.325, 0.877, 1.75, 135, 365, 77, 1
10, 18, 180, 1.8, 0.294, 0.911, 1.89, 53, 164, 28, 1
8, 64, 512, 8.0, 0.385, 0.912, 1.93, 197, 467, 102, 1
6, 21, 126, 3.5, 0.246, 0.254, 31.0, 31, 32, 1, 2
8, 30, 240, 3.75, 0.354, 0.75, 2.02, 85, 180, 42, 1
6, 12, 72, 2.0, 0.486, 0.944, 2.19, 35, 68, 16, 1
11, 154, 1694, 14.0, 0.187, 0.522, 1.94, 317, 884, 163, 1
10, 7, 70, 0.7, 0.314, 0.857, 1.83, 22, 60, 12, 1
10, 10, 100, 1.0, 0.35, 0.89, 1.94, 35, 89, 18, 1
10, 30, 300, 3.0, 0.33, 0.843, 1.9, 99, 253, 52, 1
7, 20, 140, 2.857, 0.4, 1.0, 1.87, 56, 140, 30, 1
8, 4, 32, 0.5, 0.469, 0.719, 3.75, 15, 23, 4, 1
8, 39, 312, 4.875, 0.378, 0.962, 1.64, 118, 300, 72, 1
5, 14, 70, 2.8, 0.329, 0.5, 2.56, 23, 35, 9, 1
10, 39, 390, 3.9, 0.295, 0.908, 2.09, 115, 354, 55, 1
10, 61, 610, 6.1, 0.333, 0.954, 1.85, 203, 582, 110, 1
10, 31, 310, 3.1, 0.316, 0.752, 1.66, 98, 233, 59, 1
8, 20, 160, 2.5, 0.406, 0.906, 1.86, 65, 145, 35, 1
8, 12, 96, 1.5, 0.406, 0.917, 1.56, 39, 88, 25, 1
10, 29, 290, 2.9, 0.303, 0.731, 2.1, 88, 212, 42, 1
8, 31, 248, 3.875, 0.351, 0.839, 1.98, 87, 208, 44, 1
8, 12, 96, 1.5, 0.396, 0.99, 1.9, 38, 95, 20, 1
10, 28, 280, 2.8, 0.311, 0.957, 1.78, 87, 268, 49, 1
8, 15, 120, 1.875, 0.475, 1.0, 2.38, 57, 120, 24, 1
6, 26, 156, 4.333, 0.423, 0.769, 2.36, 66, 120, 28, 1
8, 71, 568, 8.875, 0.289, 0.574, 1.64, 164, 326, 100, 1
10, 16, 160, 1.6, 0.338, 0.888, 2.08, 54, 142, 26, 1
7, 25, 175, 3.571, 0.354, 0.606, 2.14, 62, 106, 29, 1
8, 16, 128, 2.0, 0.383, 0.742, 2.33, 49, 95, 21, 1
5, 4, 20, 0.8, 0.7, 1.0, 2.33, 14, 20, 6, 1
8, 14, 112, 1.75, 0.509, 0.768, 3.0, 57, 86, 19, 1
8, 20, 160, 2.5, 0.363, 0.931, 1.93, 58, 149, 30, 1
8, 34, 272, 4.25, 0.357, 0.75, 1.87, 97, 204, 52, 1
8, 30, 240, 3.75, 0.342, 0.896, 2.0, 82, 215, 41, 1
8, 9, 72, 1.125, 0.361, 0.792, 2.17, 26, 57, 12, 1
9, 89, 801, 9.889, 0.3, 0.559, 2.18, 240, 448, 110, 1
8, 16, 128, 2.0, 0.422, 0.992, 1.86, 54, 127, 29, 1
8, 12, 96, 1.5, 0.417, 0.927, 1.74, 40, 89, 23, 1
10, 262, 2620, 26.2, 0.281, 0.691, 1.89, 736, 1811, 390, 1
7, 14, 98, 2.0, 0.5, 1.0, 2.72, 49, 98, 18, 1
10, 53, 530, 5.3, 0.294, 0.908, 1.75, 156, 481, 89, 1
8, 80, 640, 10.0, 0.347, 0.933, 1.75, 222, 597, 127, 1
9, 29, 261, 3.222, 0.318, 0.893, 1.73, 83, 233, 48, 1
11, 262, 2882, 23.818, 0.242, 0.618, 1.91, 697, 1781, 364, 1
8, 13, 104, 1.625, 0.365, 0.933, 1.65, 38, 97, 23, 1
9, 18, 162, 2.0, 0.327, 0.765, 1.83, 53, 124, 29, 1
8, 25, 200, 3.125, 0.38, 0.795, 1.81, 76, 159, 42, 1
6, 7, 42, 1.167, 0.5, 1.0, 1.75, 21, 42, 12, 1
8, 43, 344, 5.375, 0.34, 0.892, 1.83, 117, 307, 64, 1
7, 16, 112, 2.286, 0.438, 0.857, 2.04, 49, 96, 24, 1
10, 37, 370, 3.7, 0.33, 0.897, 2.0, 122, 332, 61, 1
10, 41, 410, 4.1, 0.266, 0.539, 1.98, 109, 221, 55, 1
7, 45, 315, 6.429, 0.381, 0.771, 2.22, 120, 243, 54, 1
8, 16, 128, 2.0, 0.406, 0.93, 1.68, 52, 119, 31, 1
7, 14, 98, 2.0, 0.408, 0.939, 2.5, 40, 92, 16, 1
7, 18, 126, 2.571, 0.413, 0.952, 1.86, 52, 120, 28, 1
8, 29, 232, 3.625, 0.341, 0.78, 1.93, 79, 181, 41, 1
8, 46, 368, 5.75, 0.356, 0.957, 1.79, 131, 352, 73, 1
7, 3, 21, 0.429, 0.571, 1.0, 4.0, 12, 21, 3, 1
7, 16, 112, 2.286, 0.42, 0.768, 1.96, 47, 86, 24, 1
6, 32, 192, 5.333, 0.286, 0.891, 1.41, 55, 171, 39, 1
