@relation australian

@attribute A3 numeric
@attribute A8 {0,1}
@attribute A12 {1,2,3}
@attribute A13 numeric
@attribute Class {0,1}

@data
5,0,2,130,0
29,0,2,200,0
225,0,2,200,0
10125,0,2,160,0
375,0,2,120,0
625,1,2,200,0
11665,0,2,320,0
125,0,2,110,0
625,1,2,180,0
275,0,2,232,0
1,0,2,200,0
105,0,2,154,0
175,0,2,300,0
585,0,2,240,0
4,1,2,75,0
4,0,2,120,0
3,0,2,160,0
125,0,2,224,0
6165,0,2,220,0
3,0,2,120,0
58,0,2,340,0
4,1,2,184,0
17,0,1,0,0
3,1,2,0,0
4085,0,2,108,0
10,0,2,340,0
835,1,2,130,0
3,0,2,180,0
18125,0,2,320,0
0,0,3,184,0
205,0,2,280,0
665,0,2,300,0
75,0,2,400,0
35,0,1,1160,0
5085,0,2,480,0
15,0,2,100,0
10085,0,2,260,0
15,1,2,100,0
25,0,2,280,0
2335,0,2,292,0
415,0,2,200,0
1085,0,2,108,0
54,1,2,180,0
10665,0,2,129,0
155,1,2,120,0
5,0,2,141,0
975,1,2,140,0
104,1,2,132,0
225,0,2,160,0
4,0,2,480,0
83,0,2,200,0
55,0,2,60,0
275,0,2,180,0
2,0,2,320,0
26335,1,2,0,0
104,1,2,180,0
246,0,2,160,0
125,0,2,400,0
54,0,2,100,0
3,0,2,280,0
625,0,2,380,0
415,0,2,0,0
11,1,2,120,0
221,1,2,188,0
2,0,2,80,0
1029,0,2,80,0
446,0,1,80,0
179,0,2,136,0
3165,0,2,280,0
4415,0,2,160,0
129,0,1,140,0
1665,1,2,440,0
29,0,2,280,0
135,0,2,200,0
15,1,2,140,0
1335,0,2,168,0
0,0,2,0,0
19,0,2,0,0
1585,1,2,320,0
75,1,1,420,0
5415,0,2,80,0
375,0,2,40,0
5,1,1,288,0
1665,0,2,0,0
12,0,1,80,0
375,1,1,928,0
25,0,1,200,0
15,0,2,76,0
3165,1,2,680,0
1,0,1,280,0
125,0,2,120,0
1,0,2,176,0
379,1,2,200,0
10,0,2,120,0
835,0,2,240,0
25,0,2,280,0
15,1,2,0,0
1125,0,2,96,0
121,0,2,100,0
4165,0,2,520,0
329,0,2,140,0
11,1,1,0,0
155,1,2,152,0
3,0,2,180,0
7,0,2,0,0
115,0,2,0,0
1275,1,2,112,0
10,0,2,80,0
7,0,2,600,0
25,0,2,720,0
4585,0,1,240,0
1625,0,2,0,0
1125,1,2,200,0
1835,0,2,200,0
65,0,2,73,0
5,0,2,260,0
2,0,2,221,0
585,0,2,260,0
45,1,2,240,0
2875,0,2,120,0
54,0,2,80,0
375,0,2,220,0
585,0,2,145,0
15,0,1,160,0
11045,0,2,136,0
4,0,2,0,0
5,0,2,0,0
225,0,2,640,0
46,1,2,208,0
335,0,1,200,0
7,0,2,160,0
75,0,2,240,0
25,0,2,160,0
1,0,2,263,0
29,0,2,272,0
585,0,2,350,0
335,0,2,180,0
12625,0,2,0,0
104,0,2,240,0
25,0,2,210,0
1335,0,2,440,0
125,0,2,0,0
329,0,1,400,0
835,0,2,100,0
254,0,2,0,0
4125,0,2,140,0
115,0,2,20,0
5,1,2,0,0
225,1,2,176,0
875,0,2,174,0
0,0,3,184,0
725,0,2,100,0
225,1,2,560,0
13665,0,2,280,0
0,0,1,0,0
175,0,2,160,0
125,0,2,720,0
585,1,2,180,0
125,0,2,120,0
1585,0,1,0,0
204,0,2,128,0
10415,1,2,120,0
4,1,1,280,0
204,0,2,180,0
75,0,2,200,0
1335,0,2,0,0
0,0,2,45,0
25,0,1,340,0
415,0,1,144,0
35,1,2,329,0
675,0,2,140,0
7,1,2,300,0
5835,0,2,465,0
125,0,2,132,0
0,0,2,60,0
1665,0,2,340,0
5,1,1,400,0
75,0,2,231,0
79,0,2,144,0
2085,1,2,360,0
375,0,2,100,0
1165,1,1,280,0
14585,0,2,178,0
585,0,2,100,0
165,0,2,380,0
108,0,1,28,0
75,1,1,320,0
3085,0,2,160,0
55,1,2,0,0
7625,0,2,0,0
585,1,2,160,0
354,1,2,171,0
115,1,2,100,0
5,1,2,0,0
25,0,2,0,0
21,0,2,200,0
11,1,2,268,0
3,0,2,300,0
125,0,2,280,0
5,1,1,320,0
175,0,2,280,0
25,0,2,348,0
3,1,2,100,1
165,0,1,0,1
35,1,1,280,1
15,1,2,0,1
25,1,2,150,1
5,1,2,70,1
75,1,2,184,1
15,1,2,0,1
165,1,2,432,1
25,1,2,410,1
846,0,2,164,1
5,1,2,32,1
875,1,2,160,1
175,1,2,253,1
15,1,2,260,1
4,1,2,160,1
585,1,2,260,1
0,1,2,0,1
115,1,2,290,1
479,1,2,80,1
5,1,2,280,1
75,1,2,349,1
275,1,2,184,1
65,1,2,330,1
15,1,2,200,1
2335,1,1,80,1
215,1,2,0,1
10,1,2,29,1
504,1,2,92,1
12,1,2,0,1
75,1,2,352,1
875,1,2,396,1
22,0,3,450,1
11625,1,2,160,1
915,1,2,0,1
6,1,2,0,1
1,1,2,0,1
4,1,2,0,1
154,1,2,520,1
15,1,2,0,1
325,1,2,102,1
9,1,2,88,1
9,1,2,0,1
925,1,2,60,1
5,1,2,491,1
275,1,2,204,1
675,1,2,0,1
1835,1,2,100,1
25,1,2,0,1
83,0,2,128,1
11585,1,2,80,1
11,1,2,0,1
425,1,2,274,1
6,1,2,0,1
104,1,2,500,1
1835,1,2,220,1
304,1,2,180,1
4415,1,2,240,1
29,1,2,0,1
4,0,2,0,1
817,1,2,60,1
125,1,2,140,1
425,1,2,225,1
9335,1,2,381,1
204,1,2,400,1
1125,1,2,0,1
204,1,2,370,1
3,1,2,0,1
2125,1,2,50,1
96,1,2,510,1
1,1,1,300,1
65,1,2,0,1
11,1,2,22,1
45,0,1,711,1
425,1,2,120,1
175,1,2,393,1
25,1,2,60,1
21,1,2,0,1
171,1,2,480,1
8585,1,2,96,1
925,1,2,80,1
11,1,2,121,1
125,0,2,232,1
5,1,2,0,1
1025,1,2,49,1
229,1,2,140,1
105,1,2,100,1
95,1,2,120,1
185,1,2,0,1
6,1,2,80,1
425,1,2,117,1
65,1,2,0,1
115,1,2,0,1
1275,1,2,73,1
54,1,2,840,1
105,1,2,0,1
375,0,1,300,1
3165,1,2,380,1
135,1,2,0,1
16,1,2,0,1
525,0,2,290,1
996,1,2,0,1
275,1,2,60,1
404,1,2,195,1
165,0,2,200,1
10,1,1,40,1
171,1,2,395,1
29,1,2,100,1
7625,1,2,0,1
1665,1,2,399,1
621,1,2,200,1
105,1,2,0,1
1175,1,2,300,1
9415,1,2,30,1
3,1,2,260,1
75,1,2,312,1
2,1,2,140,1
446,1,2,311,1
195,1,2,0,1
446,1,2,43,1
604,0,2,0,1
8665,1,2,160,1
5,1,2,0,1
665,0,2,100,1
15,1,2,422,1
4,1,2,120,1
10,1,2,0,1
0,1,2,202,1
1835,1,2,260,1
529,1,2,99,1
65,1,2,350,1
1004,1,2,60,1
835,1,2,0,1
1585,1,2,80,1
154,0,2,216,1
6625,1,1,100,1
4,1,2,360,1
1075,1,2,0,1
4,1,2,100,1
145,1,2,120,1
375,0,2,300,1
15,1,2,434,1
5,1,2,0,1
11125,1,2,100,1
4415,1,2,320,1
95,1,2,40,1
154,1,2,100,1
175,1,2,160,1
13585,1,2,0,1
13,1,2,0,1
8,1,2,0,1
3,1,2,519,1
2,1,2,0,1
10,1,2,50,1
875,1,2,520,1
12,1,2,220,1
0,0,3,184,1
1125,0,2,431,1
6,1,2,108,1
14,1,2,0,1
10,1,2,0,1
11,1,2,100,1
5,1,2,180,1
5625,1,1,120,1
0,0,3,184,1
5,1,2,0,1
11835,1,2,340,1
25085,1,2,120,1
917,1,2,0,1
4,0,1,560,1
165,1,2,232,1
9,1,2,154,1
55,1,2,0,1
5875,1,2,399,1
254,1,2,370,1
1415,1,2,240,1
28,1,2,0,1
2875,1,2,360,1
5,1,2,470,1
65,1,2,80,1
375,1,2,300,1
21,1,2,80,1
7585,1,2,0,1
1233,1,2,400,1
2,1,2,181,1
15,1,2,0,1
35,1,1,230,1
42,1,2,220,1
5125,1,2,0,1
45,1,2,330,1
58,1,2,96,1
83,1,2,303,1
375,1,2,80,1
1125,1,2,200,1
46,1,2,380,1
375,1,2,80,1
3335,1,2,383,1
15,1,2,0,1
95,1,2,240,1
125,1,1,20,1
25125,1,2,515,1
10335,1,2,80,1
1225,1,2,200,1
204,1,2,455,1
0,0,3,184,1
154,1,2,260,1
10125,1,2,520,1
195,1,2,0,1
5,1,2,320,1
3,1,2,396,1
1625,1,2,186,1
925,1,2,40,1
21,1,2,280,1
585,1,2,100,1
205,1,2,380,1
954,1,2,100,1
20,1,2,0,1
85,1,2,88,1
1,1,2,280,1
104,1,2,300,1
25,1,2,239,1
7,1,2,200,1
145,1,2,0,1
304,1,2,70,1
115,1,2,56,1
65,1,2,93,1
65,1,2,0,1
1375,1,2,487,1
0,0,1,500,1
125,0,2,240,1
979,1,2,0,1
9,1,2,120,1
104,1,2,164,1
375,1,2,371,1
1479,1,2,168,1
75,1,2,80,1
404,1,2,320,1
85,1,2,0,1
754,1,2,0,1
12,1,1,110,1
5665,1,2,129,1
54,1,2,200,1
1,1,2,0,1
4625,1,1,0,1
3,1,2,0,1
15,1,2,0,1
65,1,2,145,1
125,1,2,120,1
5,1,2,0,1
11,1,2,100,1
8,1,2,375,1
1775,1,2,0,1
165,1,2,21,1
0,0,3,184,1
125,1,2,24,1
1,1,2,340,1
11,1,2,80,1
12335,1,2,120,1
4,1,2,290,1
15,0,2,150,1
79,1,2,80,1
2,1,2,120,1
504,1,2,144,1
35,1,2,0,1
95,1,2,60,1
105,1,2,0,1
205,1,2,400,1
6665,1,2,0,1
25,1,2,160,1
0,1,2,0,1
5125,1,2,420,1
3,1,2,100,1
54,1,2,440,1
5875,1,2,120,1
146,1,2,120,1
4915,1,2,52,1
