@relation crx

@attribute A5 {g,p,gg}
@attribute A9 {t,f}
@attribute A14 numeric
@attribute Class {positive,negative}

@data
g,f,560,positive
g,t,260,positive
g,t,0,positive
g,t,0,positive
g,t,240,positive
g,t,260,positive
g,t,200,positive
p,t,80,positive
g,t,340,positive
g,t,30,positive
g,t,0,positive
g,t,160,positive
g,t,0,positive
p,t,300,positive
g,t,200,positive
g,t,0,positive
g,t,371,positive
g,t,0,positive
g,t,520,positive
g,t,340,positive
g,t,145,positive
p,t,0,positive
g,t,43,positive
g,t,0,positive
g,t,0,positive
g,t,88,positive
g,t,20,positive
g,t,140,positive
g,t,117,positive
g,t,0,positive
p,t,160,positive
g,t,0,positive
g,t,360,positive
g,t,200,positive
g,t,0,positive
g,t,408,positive
g,t,0,positive
g,t,102,positive
g,t,120,positive
g,t,120,positive
g,t,320,positive
g,t,470,positive
p,f,280,negative
g,t,560,negative
p,f,45,negative
p,f,240,negative
p,f,112,negative
g,t,140,negative
g,f,276,negative
g,f,280,negative
g,f,178,negative
g,t,80,negative
g,f,420,negative
g,f,0,negative
p,f,154,negative
g,f,280,negative
p,f,200,negative
p,f,180,negative
p,f,140,negative
g,f,200,negative
g,f,160,negative
g,f,160,negative
g,f,0,negative
p,t,180,negative
g,f,120,negative
g,f,120,negative
g,f,454,negative
g,f,228,negative
g,f,0,negative
g,f,200,negative
g,f,320,negative
p,f,0,negative
g,f,200,negative
g,t,100,negative
g,f,160,negative
p,f,140,negative
p,f,216,negative
g,t,400,negative
g,f,0,negative
p,t,112,negative
p,t,180,negative
g,f,80,negative
g,f,136,negative
p,t,160,negative
g,t,160,negative
g,f,550,negative
g,f,132,negative
g,f,160,negative
g,f,100,negative
g,f,0,negative
g,f,0,negative
g,f,352,negative
g,f,292,negative
g,t,368,negative
g,f,416,negative
g,f,320,negative
g,f,465,negative
p,f,240,negative
g,f,252,negative
g,f,280,negative
g,t,440,negative
p,t,268,negative
p,t,120,negative
g,f,520,negative
g,f,92,negative
g,f,440,negative
p,f,260,negative
p,t,188,negative
g,f,0,negative
p,f,280,negative
g,t,280,negative
g,f,144,negative
p,f,400,negative
g,f,348,negative
g,f,200,negative
g,f,240,negative
g,f,108,negative
g,f,340,negative
g,f,180,negative
g,f,0,negative
p,f,224,negative
p,f,140,negative
p,f,200,negative
g,f,136,negative
g,f,460,negative
g,f,300,negative
p,f,0,negative
g,f,356,negative
p,t,0,negative
g,f,100,negative
p,t,80,negative
p,f,120,negative
g,t,100,negative
g,f,120,negative
g,f,160,negative
g,t,94,negative
g,f,360,negative
p,f,86,negative
g,f,76,negative
g,f,70,negative
p,t,164,negative
p,f,240,negative
p,f,180,negative
g,f,80,negative
g,f,420,negative
p,f,0,negative
g,f,180,negative
p,f,120,negative
g,f,280,negative
g,f,100,negative
g,f,176,negative
g,t,140,negative
g,f,0,negative
g,f,340,negative
p,f,2000,negative
g,t,240,negative
p,f,132,negative
g,t,400,negative
g,f,80,negative
g,f,80,negative
g,f,240,negative
g,f,480,negative
p,t,0,negative
g,f,0,negative
p,f,80,negative
p,f,128,negative
g,f,0,negative
g,f,240,negative
g,t,200,negative
g,f,272,negative
p,f,20,negative
g,f,160,negative
p,f,0,negative
p,f,0,negative
g,f,0,negative
g,f,225,negative
g,f,120,negative
g,f,0,negative
g,f,160,negative
g,f,0,negative
p,f,160,negative
g,t,200,negative
g,f,210,negative
g,f,231,negative
p,f,200,negative
g,f,100,negative
g,t,300,negative
g,f,340,negative
p,f,240,negative
p,f,100,negative
g,f,220,negative
p,t,0,negative
g,f,220,negative
g,f,108,negative
g,f,320,negative
g,f,73,negative
g,f,144,negative
p,t,75,negative
p,f,280,negative
p,t,132,negative
g,f,220,negative
p,f,130,negative
g,t,0,negative
p,f,180,negative
g,t,212,negative
p,f,0,negative
g,f,0,negative
g,f,280,negative
p,t,140,negative
g,f,174,negative
p,f,160,negative
g,f,221,negative
p,f,128,negative
p,f,260,negative
g,f,160,negative
p,f,120,negative
g,f,120,negative
p,f,0,negative
g,f,0,negative
p,f,170,negative
p,t,200,negative
p,t,320,negative
g,f,120,negative
g,f,0,negative
g,f,0,negative
p,f,200,negative
p,f,280,negative
g,t,680,negative
g,f,220,negative
g,f,144,negative
p,f,120,negative
g,f,100,negative
p,f,280,negative
g,f,210,negative
p,f,280,negative
g,f,0,negative
g,f,140,negative
p,f,309,negative
g,f,0,negative
p,f,140,negative
g,f,272,negative
g,f,200,negative
g,f,120,negative
g,t,171,negative
g,f,160,negative
g,f,0,negative
p,f,160,negative
g,t,167,negative
g,f,120,negative
g,f,180,negative
g,t,180,negative
g,f,232,negative
g,f,320,negative
p,f,200,negative
p,t,180,negative
p,f,180,negative
p,f,369,negative
g,f,62,negative
p,f,160,negative
g,t,80,negative
g,f,160,negative
p,f,60,negative
g,f,340,negative
g,f,100,negative
g,f,232,negative
g,t,420,negative
g,f,0,negative
g,f,100,negative
g,f,200,negative
g,f,200,negative
g,f,320,negative
p,f,120,negative
g,f,380,negative
g,f,0,negative
g,t,120,negative
g,f,96,negative
g,t,252,negative
g,f,300,negative
g,f,300,negative
g,f,0,negative
g,t,100,negative
p,f,320,negative
g,t,280,negative
g,f,60,negative
g,f,240,negative
g,f,400,negative
p,f,200,negative
g,f,240,negative
g,t,130,negative
g,f,80,negative
g,f,40,negative
g,t,260,negative
g,f,220,negative
g,t,360,negative
p,t,176,negative
g,f,108,negative
g,f,180,negative
g,f,272,negative
g,t,443,negative
g,t,760,negative
g,f,140,negative
g,f,200,negative
g,f,120,negative
g,f,120,negative
g,f,160,negative
g,f,0,negative
p,f,176,negative
p,f,132,negative
p,t,140,negative
g,f,129,negative
p,f,60,negative
g,f,350,negative
p,f,120,negative
g,f,216,negative
g,t,200,negative
g,f,0,negative
g,t,160,negative
p,f,0,negative
g,t,523,negative
p,f,100,negative
g,f,254,negative
g,f,0,negative
g,f,0,negative
g,f,0,negative
g,f,200,negative
g,f,0,negative
p,f,480,negative
p,f,0,negative
g,f,120,negative
g,f,141,negative
g,f,280,negative
g,f,100,negative
g,f,200,negative
g,t,329,negative
g,f,28,negative
p,f,160,negative
g,f,160,negative
g,f,400,negative
g,f,0,negative
g,f,17,negative
p,t,100,negative
g,t,120,negative
p,f,140,negative
g,f,110,negative
g,f,720,negative
p,f,160,negative
g,f,80,negative
g,f,720,negative
g,f,140,negative
g,f,145,negative
g,f,280,negative
g,f,460,negative
g,f,300,negative
g,f,320,negative
g,f,180,negative
g,f,400,negative
g,t,320,negative
g,t,140,negative
p,t,208,negative
p,f,200,negative
p,f,180,negative
g,f,80,negative
g,t,180,negative
p,f,160,negative
p,f,340,negative
