@relation crx

@attribute A5 {g,p,gg}
@attribute A9 {t,f}
@attribute A11 numeric
@attribute Class {positive,negative}

@data
g,f,0,negative
g,t,1,negative
g,f,1,negative
g,f,0,negative
g,t,0,negative
g,t,0,negative
g,f,0,negative
g,f,0,negative
p,f,0,negative
p,f,0,negative
p,t,3,negative
g,t,2,negative
g,f,0,negative
g,f,0,negative
g,f,0,negative
g,f,0,negative
g,f,0,negative
g,t,0,negative
g,t,0,negative
p,f,0,negative
g,f,0,negative
g,f,0,negative
g,t,0,negative
g,f,2,negative
g,f,0,negative
g,f,0,negative
p,f,0,negative
g,f,0,negative
p,f,2,negative
g,f,1,negative
p,f,0,negative
g,t,0,negative
g,f,0,negative
p,f,0,negative
g,f,0,negative
p,f,2,negative
p,f,0,negative
p,f,0,negative
g,f,0,negative
p,f,0,negative
g,f,1,negative
p,f,0,negative
g,f,2,negative
g,t,3,negative
g,f,0,negative
g,f,0,negative
g,f,0,negative
g,f,0,negative
g,f,0,negative
p,t,0,negative
g,f,0,negative
g,t,0,negative
g,f,0,negative
p,f,0,negative
g,f,0,negative
p,t,0,negative
g,f,1,negative
g,f,0,negative
g,f,0,negative
g,f,6,negative
g,f,0,negative
g,f,0,negative
g,t,0,negative
g,f,1,negative
g,f,0,negative
g,f,0,negative
g,f,0,negative
p,f,0,negative
g,f,0,negative
g,f,0,negative
g,f,0,negative
p,f,2,negative
p,f,0,negative
g,t,0,negative
g,t,0,negative
p,f,0,negative
g,f,0,negative
g,f,0,negative
g,f,0,negative
g,f,0,negative
p,t,0,negative
g,f,0,negative
p,t,2,negative
g,f,0,negative
g,f,0,negative
g,f,0,negative
p,f,0,negative
g,f,0,negative
g,f,0,negative
g,f,0,negative
g,t,0,negative
g,f,0,negative
g,t,0,negative
g,f,0,negative
g,f,0,negative
g,t,3,negative
g,t,0,negative
g,f,0,negative
p,t,0,negative
g,f,0,negative
g,t,0,negative
g,t,3,negative
g,f,0,negative
g,f,0,negative
g,f,0,negative
g,t,0,negative
g,f,0,negative
g,f,0,negative
g,t,0,negative
g,f,0,negative
g,t,0,negative
g,f,0,negative
g,f,0,negative
g,f,1,negative
g,f,11,negative
g,t,7,negative
g,t,20,negative
p,f,0,negative
g,f,2,negative
g,f,0,negative
g,f,1,negative
g,f,0,negative
g,f,4,negative
p,f,0,negative
g,f,0,negative
g,f,0,negative
p,f,0,negative
p,f,0,negative
g,f,1,negative
g,f,0,negative
g,f,0,negative
g,f,0,negative
g,f,0,negative
g,f,2,negative
g,f,5,negative
g,t,0,negative
p,f,0,negative
g,f,0,negative
g,f,0,negative
g,f,0,negative
g,f,2,negative
g,f,1,negative
p,f,0,negative
p,f,0,negative
g,f,0,negative
g,f,1,negative
g,f,0,negative
g,t,0,negative
g,f,0,negative
p,f,0,negative
g,f,0,negative
g,t,0,negative
g,f,0,negative
g,f,0,negative
p,f,0,negative
g,f,2,negative
g,f,1,negative
g,f,0,negative
p,f,0,negative
p,f,0,negative
g,f,0,negative
p,t,0,negative
p,f,0,negative
g,f,0,negative
g,f,1,negative
g,f,0,negative
g,f,0,negative
g,f,0,negative
p,t,0,negative
g,t,1,negative
p,t,0,negative
p,f,0,negative
p,f,0,negative
g,f,0,negative
g,f,0,negative
g,f,0,negative
g,f,0,negative
g,f,6,negative
g,t,5,negative
g,f,0,negative
g,f,0,negative
g,f,1,negative
p,t,0,negative
g,f,2,negative
p,f,0,negative
g,t,3,negative
g,f,1,negative
g,f,2,negative
g,f,2,negative
g,f,10,negative
g,f,0,negative
g,f,0,negative
g,f,0,negative
g,t,0,negative
