@relation crx

@attribute A9 {t,f}
@attribute A13 {g,s,p}
@attribute A14 numeric
@attribute Class {positive,negative}

@data
t,g,225,positive
t,g,220,positive
t,g,80,positive
t,g,393,positive
f,g,164,positive
t,g,0,positive
t,g,60,positive
t,g,396,positive
t,s,300,positive
t,g,320,positive
t,g,260,positive
t,g,0,positive
t,g,0,positive
t,g,0,positive
t,g,93,positive
t,g,0,positive
t,g,300,positive
t,g,333,positive
t,g,181,positive
t,g,70,positive
t,g,70,positive
t,g,0,positive
t,g,312,positive
t,g,121,positive
t,g,200,positive
t,g,160,positive
f,g,290,positive
t,g,0,positive
t,g,0,positive
t,g,70,positive
t,g,0,positive
t,g,204,positive
t,g,60,positive
t,g,80,positive
t,g,290,positive
t,g,280,positive
t,g,120,positive
t,g,102,positive
t,g,80,positive
t,g,0,positive
f,s,560,positive
t,g,117,positive
t,g,120,positive
t,g,0,positive
t,g,211,positive
t,g,80,positive
t,g,340,positive
t,g,422,positive
t,g,22,positive
t,g,200,positive
t,g,40,positive
t,g,0,positive
t,g,60,positive
t,g,60,positive
t,g,100,positive
t,g,0,positive
t,g,432,positive
t,g,240,positive
t,g,0,positive
t,g,0,positive
t,g,350,positive
t,g,330,positive
t,g,186,positive
t,g,80,positive
f,s,0,positive
t,g,240,positive
t,g,164,positive
t,g,370,positive
t,g,370,positive
t,g,160,positive
t,g,260,positive
t,g,96,positive
t,g,181,positive
t,g,0,positive
t,g,840,positive
t,g,80,positive
t,g,50,positive
t,g,52,positive
t,g,0,positive
t,g,399,positive
t,g,470,positive
f,g,431,positive
t,g,100,positive
t,g,410,positive
t,g,120,positive
t,g,100,positive
t,g,120,positive
t,g,88,positive
t,g,120,positive
t,g,0,positive
t,g,330,positive
t,g,100,positive
t,g,220,positive
t,g,0,positive
t,g,29,positive
t,g,50,positive
f,g,0,negative
f,g,240,negative
t,g,0,negative
f,g,0,negative
t,g,160,negative
f,g,0,negative
t,g,180,negative
f,g,80,negative
f,g,136,negative
f,g,160,negative
f,g,200,negative
f,g,200,negative
f,g,220,negative
f,g,100,negative
f,g,100,negative
f,g,232,negative
f,g,320,negative
f,g,176,negative
f,g,460,negative
f,g,228,negative
t,g,176,negative
f,s,0,negative
f,g,0,negative
t,g,100,negative
f,g,160,negative
f,g,220,negative
f,g,360,negative
t,g,180,negative
f,g,17,negative
f,g,120,negative
f,g,454,negative
f,g,0,negative
f,g,720,negative
f,g,292,negative
t,g,0,negative
f,g,100,negative
f,g,100,negative
f,g,280,negative
t,g,760,negative
f,g,160,negative
f,g,0,negative
f,g,132,negative
f,g,160,negative
t,g,140,negative
f,g,0,negative
f,g,280,negative
f,g,0,negative
f,g,0,negative
f,g,0,negative
t,g,329,negative
f,g,180,negative
f,g,272,negative
t,g,200,negative
f,g,352,negative
f,g,210,negative
t,g,560,negative
f,g,45,negative
f,s,252,negative
f,g,276,negative
f,s,28,negative
f,g,350,negative
f,g,160,negative
f,g,0,negative
f,g,60,negative
f,g,480,negative
f,g,221,negative
f,g,132,negative
t,g,160,negative
f,g,0,negative
f,g,145,negative
f,g,0,negative
f,g,128,negative
f,g,96,negative
f,s,160,negative
t,g,160,negative
t,s,0,negative
f,g,300,negative
t,s,368,negative
f,g,240,negative
f,g,120,negative
f,g,340,negative
f,g,120,negative
t,g,240,negative
f,g,320,negative
f,g,600,negative
f,g,0,negative
f,g,100,negative
f,g,200,negative
f,s,80,negative
f,g,254,negative
f,g,348,negative
f,g,154,negative
f,g,174,negative
t,g,112,negative
f,g,240,negative
t,g,140,negative
t,s,400,negative
f,g,420,negative
f,s,144,negative
f,g,100,negative
f,g,320,negative
f,g,232,negative
f,g,160,negative
t,g,120,negative
f,g,136,negative
f,g,178,negative
f,g,120,negative
f,s,160,negative
f,g,0,negative
f,s,340,negative
t,g,523,negative
f,g,0,negative
f,g,200,negative
t,g,130,negative
f,g,280,negative
f,g,120,negative
f,g,260,negative
f,g,0,negative
f,g,0,negative
f,g,0,negative
f,g,320,negative
f,g,180,negative
f,g,200,negative
f,g,129,negative
f,g,160,negative
f,g,0,negative
f,g,0,negative
f,g,340,negative
f,g,280,negative
t,g,443,negative
f,g,220,negative
f,g,180,negative
t,g,980,negative
f,g,240,negative
f,g,280,negative
f,g,120,negative
f,g,240,negative
f,g,380,negative
f,g,120,negative
f,g,80,negative
f,g,180,negative
f,g,180,negative
f,g,0,negative
f,s,80,negative
t,g,120,negative
t,g,360,negative
f,g,720,negative
f,g,100,negative
f,s,62,negative
t,g,252,negative
f,g,140,negative
f,g,200,negative
f,g,160,negative
f,g,340,negative
f,g,180,negative
f,g,40,negative
t,g,120,negative
f,g,160,negative
f,g,0,negative
f,p,120,negative
f,g,280,negative
t,g,75,negative
f,s,420,negative
f,g,80,negative
f,s,320,negative
t,s,320,negative
f,g,180,negative
f,g,180,negative
t,g,80,negative
f,g,369,negative
f,g,180,negative
f,g,140,negative
t,g,260,negative
t,s,288,negative
f,g,0,negative
f,g,400,negative
t,g,120,negative
t,g,140,negative
f,g,200,negative
f,g,160,negative
f,g,260,negative
f,g,160,negative
f,s,80,negative
f,g,360,negative
f,g,224,negative
f,g,550,negative
f,g,160,negative
f,g,320,negative
f,g,0,negative
f,g,0,negative
f,g,280,negative
t,g,80,negative
f,g,356,negative
f,g,120,negative
f,g,210,negative
f,g,92,negative
t,g,0,negative
f,s,300,negative
f,g,140,negative
t,g,100,negative
t,g,440,negative
f,g,0,negative
f,g,112,negative
t,g,180,negative
f,g,168,negative
f,s,0,negative
f,g,220,negative
f,g,240,negative
f,g,200,negative
t,g,0,negative
f,g,280,negative
f,g,110,negative
f,g,100,negative
t,g,300,negative
f,g,300,negative
f,g,160,negative
f,g,300,negative
f,g,200,negative
f,g,272,negative
f,g,465,negative
f,g,73,negative
f,g,200,negative
f,g,140,negative
f,g,100,negative
f,g,280,negative
f,g,320,negative
f,g,86,negative
f,s,100,negative
f,g,180,negative
t,s,280,negative
f,s,140,negative
f,g,200,negative
f,g,140,negative
f,g,225,negative
f,g,20,negative
f,g,2000,negative
f,g,141,negative
t,g,212,negative
f,g,80,negative
f,g,100,negative
f,g,70,negative
f,s,0,negative
t,g,167,negative
f,g,170,negative
t,s,200,negative
f,g,80,negative
f,g,0,negative
t,g,100,negative
f,g,128,negative
t,g,320,negative
f,s,0,negative
f,g,460,negative
f,g,480,negative
f,g,216,negative
f,s,240,negative
f,g,160,negative
f,s,240,negative
f,g,160,negative
t,g,268,negative
f,g,120,negative
f,g,231,negative
f,g,520,negative
f,g,60,negative
f,g,160,negative
t,g,180,negative
f,g,440,negative
f,g,132,negative
f,g,0,negative
f,g,200,negative
f,s,400,negative
f,g,76,negative
f,g,120,negative
f,s,0,negative
f,g,200,negative
t,g,163,negative
f,g,200,negative
f,g,108,negative
f,g,120,negative
f,g,120,negative
f,g,640,negative
f,g,180,negative
f,g,220,negative
f,g,400,negative
f,g,220,negative
f,g,144,negative
f,g,140,negative
f,g,160,negative
f,g,0,negative
f,g,60,negative
f,g,130,negative
f,s,200,negative
f,g,0,negative
f,s,400,negative
f,g,140,negative
f,g,80,negative
t,g,180,negative
f,g,0,negative
f,g,416,negative
f,g,120,negative
t,g,171,negative
f,g,160,negative
f,g,160,negative
f,g,120,negative
t,g,152,negative
t,g,200,negative
f,g,80,negative
f,g,280,negative
t,g,132,negative
t,g,94,negative
f,g,200,negative
f,g,320,negative
t,g,680,negative
f,g,120,negative
t,g,140,negative
f,g,216,negative
f,g,0,negative
f,g,0,negative
f,g,260,negative
t,g,400,negative
t,s,280,negative
f,g,309,negative
f,g,360,negative
t,g,140,negative
