@relation crx

@attribute A3 numeric
@attribute A9 {t,f}
@attribute A11 numeric
@attribute Class {positive,negative}

@data
115,t,5,positive
504,t,0,positive
175,t,5,positive
271,t,1,positive
954,t,0,positive
104,t,6,positive
925,t,4,positive
2,t,4,positive
8665,t,0,positive
205,t,11,positive
9,t,0,positive
1415,t,1,positive
9,t,0,positive
12,t,0,positive
10,t,0,positive
665,f,0,positive
1,t,7,positive
754,t,14,positive
205,t,0,positive
6625,t,0,positive
9415,t,11,positive
165,f,0,positive
4,t,0,positive
8,t,6,positive
55,t,0,positive
2415,t,11,positive
105,t,0,positive
95,t,14,positive
79,t,2,positive
11125,t,1,positive
65,t,3,positive
5,t,0,positive
15,t,0,positive
375,t,8,positive
3,t,0,positive
15,t,9,positive
25125,t,1,positive
85,t,3,positive
45,f,0,positive
6,t,3,positive
915,t,4,positive
479,t,1,positive
15,t,14,positive
165,f,0,positive
165,t,1,positive
1125,t,4,positive
58,t,7,positive
675,t,11,positive
7585,t,15,positive
65,t,8,positive
154,t,5,positive
96,t,0,positive
2,t,2,positive
15,t,6,positive
0,t,0,positive
5,t,0,positive
3165,t,3,positive
215,t,11,positive
275,t,6,positive
35,t,7,positive
25,t,6,positive
15,t,11,positive
115,t,11,positive
5,t,0,positive
85,t,9,positive
585,t,2,positive
5875,t,14,positive
10,t,4,positive
446,t,6,positive
135,t,2,positive
5,t,10,positive
1,t,0,positive
0,t,0,positive
375,t,3,positive
145,t,1,positive
4,t,2,positive
3,t,3,positive
15,t,0,positive
35,t,0,positive
25,t,7,positive
8585,t,7,positive
5,t,6,positive
204,t,0,positive
25,t,0,positive
5665,t,7,positive
4915,t,0,positive
145,t,15,positive
165,t,1,positive
1,t,0,positive
16165,t,9,positive
3,t,1,positive
1125,t,0,positive
5,t,6,positive
154,f,0,positive
29,t,20,positive
195,t,7,positive
75,t,3,positive
15,t,0,positive
1075,t,5,positive
1225,t,4,positive
6,t,0,positive
425,t,2,positive
4625,t,0,positive
75,t,5,positive
175,t,4,positive
1775,t,0,positive
404,t,8,positive
5,t,0,positive
125,t,12,positive
12,t,8,positive
13915,t,6,positive
2335,t,4,positive
11,t,1,positive
46,t,11,positive
1175,t,2,positive
375,t,1,positive
65,t,0,positive
8,t,6,positive
83,t,8,positive
1835,t,1,positive
11585,t,0,positive
25,t,0,positive
171,t,1,positive
4,t,0,positive
10335,t,1,positive
2,t,2,positive
195,t,16,positive
54,t,0,positive
104,t,5,positive
204,t,23,positive
45,t,2,positive
3,t,8,positive
1585,t,6,positive
28,t,40,positive
2,t,2,positive
404,t,7,positive
1479,t,5,positive
42,t,6,positive
1585,t,12,positive
5,t,7,positive
35,t,0,positive
11625,t,0,positive
3,t,11,positive
3,t,8,positive
10125,t,6,positive
15,t,9,positive
3,t,2,positive
5125,t,2,positive
1665,t,9,positive
65,t,7,positive
115,t,11,positive
4,t,0,positive
125,t,67,positive
625,t,0,negative
10,f,1,negative
725,f,1,negative
65,f,0,negative
271,f,0,negative
1665,f,0,negative
1275,t,0,negative
665,f,1,negative
275,f,0,negative
275,f,0,negative
221,t,0,negative
165,f,2,negative
5,f,0,negative
2335,f,0,negative
9,f,0,negative
5,t,0,negative
115,f,0,negative
954,f,0,negative
25,f,0,negative
104,t,10,negative
675,f,0,negative
4585,f,0,negative
45,f,0,negative
2165,f,0,negative
225,f,0,negative
0,f,0,negative
2,f,2,negative
95,f,10,negative
25,f,0,negative
1625,f,0,negative
1665,f,0,negative
1175,f,0,negative
125,f,0,negative
54,f,0,negative
175,t,0,negative
5,f,0,negative
354,f,0,negative
1125,t,2,negative
5415,f,0,negative
25,f,0,negative
0,f,4,negative
25,f,4,negative
26335,t,0,negative
13,f,0,negative
835,t,0,negative
46,f,0,negative
15,t,0,negative
585,t,0,negative
0,f,0,negative
835,f,0,negative
21,f,0,negative
2335,f,0,negative
3165,f,0,negative
2415,f,0,negative
1025,f,0,negative
204,f,0,negative
115,f,0,negative
25,f,0,negative
2,f,0,negative
125,f,0,negative
1625,f,0,negative
475,f,1,negative
55,f,0,negative
1085,f,0,negative
3,f,0,negative
975,t,0,negative
4165,f,0,negative
415,f,1,negative
19,t,1,negative
7,f,0,negative
75,f,0,negative
12,t,2,negative
275,f,1,negative
10125,f,0,negative
585,f,0,negative
2835,f,5,negative
19,f,2,negative
13665,f,0,negative
15,f,0,negative
25,f,0,negative
3,f,1,negative
6,f,0,negative
375,f,0,negative
4,t,0,negative
446,f,0,negative
1335,f,0,negative
25,f,0,negative
125,t,0,negative
9,f,0,negative
471,f,0,negative
1165,t,0,negative
15,t,0,negative
12835,f,0,negative
1165,t,1,negative
325,f,1,negative
4085,f,0,negative
7,f,0,negative
54,t,3,negative
10,t,0,negative
1335,f,0,negative
25,f,0,negative
3165,t,0,negative
42,f,0,negative
5835,f,0,negative
79,f,1,negative
125,f,0,negative
7,t,7,negative
1335,f,0,negative
7625,f,1,negative
3,f,0,negative
4,f,0,negative
11,t,0,negative
335,f,0,negative
75,t,3,negative
2085,f,0,negative
15,f,0,negative
9585,f,0,negative
204,f,0,negative
10415,t,0,negative
14585,f,0,negative
179,f,0,negative
125,f,0,negative
3,f,0,negative
54,f,1,negative
225,f,0,negative
58,f,1,negative
254,f,0,negative
10085,f,0,negative
15,t,0,negative
155,t,20,negative
3165,f,1,negative
125,f,1,negative
585,f,3,negative
1665,t,0,negative
10,f,0,negative
2,f,1,negative
3,t,0,negative
875,f,0,negative
12625,f,2,negative
5,t,0,negative
415,f,0,negative
1835,f,1,negative
25,f,0,negative
708,t,3,negative
585,f,0,negative
5,f,0,negative
65,t,0,negative
325,f,2,negative
0,f,11,negative
10915,f,2,negative
2085,t,0,negative
75,f,0,negative
125,f,2,negative
375,f,0,negative
15,t,0,negative
75,f,0,negative
11,t,0,negative
5,f,0,negative
11045,f,0,negative
105,f,0,negative
1,t,2,negative
7,f,0,negative
246,f,2,negative
254,f,0,negative
5,f,0,negative
225,t,0,negative
10,f,0,negative
7,f,0,negative
335,f,0,negative
46,t,6,negative
4,t,2,negative
15,f,0,negative
79,f,0,negative
25,f,0,negative
835,f,0,negative
175,f,0,negative
585,f,0,negative
83,f,1,negative
55,f,0,negative
705,f,2,negative
125,f,1,negative
415,f,2,negative
15,f,1,negative
125,f,1,negative
6,f,0,negative
75,f,1,negative
10,f,1,negative
10665,f,12,negative
665,f,0,negative
75,t,5,negative
4,f,0,negative
229,f,0,negative
165,t,0,negative
15,t,0,negative
13,f,0,negative
204,f,0,negative
25,f,2,negative
15,f,0,negative
2875,f,0,negative
5,t,0,negative
9,f,1,negative
625,t,0,negative
45,f,0,negative
125,f,0,negative
25,t,0,negative
5085,f,0,negative
5,f,0,negative
125,f,0,negative
205,f,0,negative
4085,f,0,negative
375,f,0,negative
25,f,0,negative
154,f,0,negative
25,f,0,negative
3625,f,0,negative
2,f,0,negative
1029,f,0,negative
6165,f,0,negative
35,t,3,negative
2521,t,1,negative
2415,f,2,negative
4415,f,0,negative
2,f,0,negative
75,f,2,negative
1146,f,0,negative
29,f,0,negative
1585,t,0,negative
125,f,0,negative
5085,f,0,negative
115,t,0,negative
335,f,0,negative
3125,f,2,negative
335,t,0,negative
25,f,0,negative
175,f,0,negative
225,t,0,negative
135,f,1,negative
125,f,0,negative
375,f,1,negative
75,f,0,negative
104,t,3,negative
5,f,0,negative
85,f,0,negative
1375,f,3,negative
175,t,0,negative
415,f,0,negative
1585,f,0,negative
54,f,1,negative
335,f,1,negative
3,f,1,negative
125,f,0,negative
125,f,0,negative
835,t,0,negative
165,f,0,negative
0,f,0,negative
0,f,0,negative
1085,f,0,negative
54,f,0,negative
12125,f,2,negative
0,f,0,negative
125,f,0,negative
7,f,0,negative
175,f,0,negative
65,f,0,negative
5,t,2,negative
71,f,1,negative
145,f,0,negative
13335,f,0,negative
29,f,1,negative
25,f,0,negative
85,t,10,negative
0,f,0,negative
1,f,0,negative
25,f,0,negative
45,t,0,negative
379,t,0,negative
35,f,0,negative
271,f,0,negative
329,f,0,negative
125,f,0,negative
5,f,2,negative
115,f,0,negative
2165,f,0,negative
1125,f,1,negative
571,f,0,negative
75,f,0,negative
3375,f,0,negative
125,f,0,negative
4125,f,0,negative
835,f,0,negative
75,t,0,negative
585,t,0,negative
12,f,0,negative
121,f,0,negative
1,f,0,negative
17,f,0,negative
18125,f,0,negative
29,f,0,negative
1,f,0,negative
104,f,0,negative
4,f,0,negative
129,f,0,negative
155,t,0,negative
14,f,2,negative
175,t,0,negative
425,f,0,negative
165,f,0,negative
11665,f,0,negative
585,f,0,negative
15,f,0,negative
11,t,0,negative
108,f,0,negative
25,f,0,negative
1375,t,0,negative
125,f,0,negative
275,f,0,negative
35,f,0,negative
3,f,0,negative
171,f,0,negative
154,f,0,negative
79,f,0,negative
529,t,1,negative
