@relation twonorm
@attribute A1 real [-4.2497,  3.5782]
@attribute A2 real [-3.9606,  4.3451]
@attribute A3 real [-4.4798,  4.4039]
@attribute A4 real [-3.8891,  4.2589]
@attribute A5 real [-3.9099,  5.6395]
@attribute A6 real [-4.0095,  3.9901]
@attribute A7 real [-3.7334,  4.4522]
@attribute A8 real [-4.5744,  3.8648]
@attribute A9 real [-3.8136,  4.254]
@attribute A10 real [-4.1999,  4.0829]
@attribute A11 real [-3.9204,  4.0953]
@attribute A12 real [-3.8262,  4.3025]
@attribute A13 real [-3.9451,  3.7817]
@attribute A14 real [-3.8516,  4.1238]
@attribute A15 real [-3.6978,  3.5485]
@attribute A16 real [-3.6976,  4.2439]
@attribute A17 real [-3.9428,  3.7233]
@attribute A18 real [-4.0653,  4.0557]
@attribute A19 real [-4.1218,  4.3238]
@attribute A20 real [-3.7831,  4.279]
@attribute Class {0, 1}
@data
0.6285, 0.9687, -0.1672, 0.6664, 1.71, 0.3039, 0.141, 0.7432, -0.4005, 0.6688, -1.3226, -0.2236, 0.3525, -0.7575, 0.6117, 0.2471, -0.6682, -1.3225, -0.7416, 3.4198, 0
0.7603, -1.2782, -1.5045, -0.985, -1.9287, 0.1881, -0.2399, -0.1114, 0.1261, -0.9501, -1.2136, 0.4436, 0.1806, -0.3028, 1.1273, 0.9028, -0.1112, -1.9571, 0.6254, -1.6539, 1
-0.8091, 1.2597, 0.7674, 2.5257, -0.1014, 0.3115, -0.4611, -0.8572, 0.9031, 1.1387, -0.3238, 0.632, 0.3742, -0.0155, 0.0773, -0.1732, 0.8291, 0.693, 0.1772, -0.0907, 0
0.2972, 0.9267, 0.4831, 0.1514, -0.1333, -1.0439, -0.1138, 1.443, -0.2913, -1.0228, 1.5405, -0.7893, -0.4161, -1.0342, 0.3573, 0.5657, -1.8553, -0.7306, -0.9297, -0.916, 1
0.1396, -0.4202, 0.0344, 1.4285, -0.7036, 1.0274, -0.0912, 0.4807, 1.0328, -0.2309, -1.3367, 1.045, 0.6301, 1.0439, 2.208, -1.6764, -1.66, 0.2664, -0.4694, -0.7979, 0
-0.7829, 2.1203, -0.1286, 1.961, 0.0667, -0.216, 0.5331, 0.457, -2.7147, -1.0114, 3.1185, 0.6748, -0.3048, 0.9381, 0.9864, -0.0504, 0.0236, 3.0018, 0.2043, 1.0967, 0
1.7321, 0.4835, 0.8064, -0.6516, 1.9414, 1.2958, -0.4152, -1.0152, 1.1411, 0.1417, 1.4121, -0.548, 0.2058, -0.3744, 0.6275, 1.7821, -0.8221, 1.2723, -0.3798, 1.7285, 0
-0.0765, -0.2471, -3.9024, -1.1231, -0.05, -0.2259, 0.4395, -0.7481, 0.2457, -0.0528, -1.3885, -0.4898, 0.9713, -0.5667, 0.5673, 0.8953, -0.0278, -0.1398, -0.7089, -0.595, 1
0.9515, 0.8361, 0.8023, 1.0991, 2.1046, 0.8064, 0.9442, 0.5058, 0.329, -1.0047, 1.9735, 1.5558, -0.0316, 0.7904, 1.0744, 0.1973, -0.0334, 0.4658, 1.5342, 0.7273, 0
-1.9599, -1.9086, -2.2337, 0.2184, -0.898, -1.1742, -0.5654, -1.7903, 0.1198, -0.797, 0.0016, -0.6931, 0.2658, -1.0475, -0.5672, -1.0273, -1.0837, 0.7324, -1.2977, -1.3023, 1
-0.6433, 0.5499, 0.2175, -1.6109, -0.4911, -0.7214, -1.1301, -1.4412, -0.0747, -1.4653, -1.1494, -2.6634, 0.2011, 0.2806, -1.2883, 0.6632, -1.1658, 0.5018, -2.4489, 0.2519, 1
0.4681, -0.3242, 0.7006, 1.4585, -2.6308, -0.708, -0.946, 1.5818, 0.2134, 1.2998, 0.8709, 0.4254, -0.0938, 0.5119, -1.0529, -1.8608, 0.2467, 0.3829, -3.0303, 0.668, 1
-0.4526, -1.4278, -0.1648, -0.4178, 0.9377, 1.0277, -2.9148, -2.3263, -0.9071, -0.1117, -0.827, -0.7172, -0.2498, 0.8407, 0.1513, 0.2214, -0.4154, -2.0229, 0.282, -0.7929, 1
-0.4513, -0.2651, -0.4356, 0.5887, -0.1005, -1.2679, 0.1793, -0.3968, -1.1235, -0.8928, -1.1433, -1.4354, -1.181, 0.672, -1.3626, -1.1011, -2.1424, 1.5354, 0.6037, 0.3438, 1
-0.077, 0.6241, 1.3752, 1.1641, 0.0996, -0.2974, -0.6804, 0.2851, 0.8538, 1.0203, -1.4632, 0.9961, 3.5692, 0.3633, -0.3497, -0.2102, 0.9268, 2.3884, 0.3887, -0.0148, 0
-1.7674, -0.9873, -1.782, -2.3454, 0.4282, -0.6743, -0.4311, -1.7165, -0.2014, -0.5058, -0.172, -1.7048, -0.8391, -0.4283, -0.3377, 0.5829, -0.1677, -3.137, 0.4991, 1.0707, 1
-0.3044, 0.275, 1.0551, -0.128, 0.4413, 1.167, -0.8498, -0.3048, -1.4478, -1.8866, -0.0527, 0.4787, -1.5187, -0.9471, -0.4624, -0.7104, -0.0166, -0.3916, 0.4474, -2.5503, 1
-3.4302, -0.3857, 0.4789, 0.3116, -0.8999, -0.9379, 0.9188, 1.6979, -0.5749, -0.8302, -0.219, 0.9148, -0.4553, -1.1082, -2.6998, 0.4634, -1.6575, 0.4561, -1.3986, -0.2833, 1
-0.3588, -0.9743, -0.478, -1.7255, -1.6399, 0.4151, -1.8129, -3.5487, -1.2591, -0.8237, -0.2591, 0.1527, -0.4828, 0.7943, 0.49, -0.9689, -0.3196, 0.3369, -1.1644, -1.0712, 1
-0.851, 0.0196, -2.404, -1.6717, 0.577, -0.5748, -1.0294, -0.1981, -1.1568, -0.8308, -1.3596, -0.7172, -1.8936, -1.0036, 0.1152, -1.2652, 0.1005, -1.9914, -0.7408, -2.3168, 1
0.8145, -1.4633, 0.0039, 1.677, -1.1382, -1.5042, -2.9968, -1.1719, -0.6388, -1.9106, -2.8955, -1.7194, -1.3205, 0.6247, -0.8272, -0.212, -0.5493, -0.4711, 0.2691, 0.0448, 1
0.3585, 1.2185, 0.5081, -1.162, 1.1794, 0.5854, -0.1513, -0.8407, -0.1921, 1.075, -0.5079, 1.0281, 0.9749, -1.0177, 0.541, -0.34, 3.1212, -0.1401, -1.0401, 1.0725, 0
-1.7813, 0.7992, 0.8684, -0.8079, -0.0912, -0.6944, 0.5969, -0.1554, 1.0415, -1.3993, -0.1152, 1.2276, -0.7163, 0.0546, 1.1293, 0.6021, -0.4201, 0.9786, 1.3274, 1.4209, 0
-1.2833, -0.1642, 0.0118, 0.4818, -1.1252, -1.5081, -1.2818, -0.7639, -0.3667, -0.1793, -2.8348, 0.079, -0.3627, -0.5705, -0.9599, -1.1374, 1.0819, -0.5873, -1.2267, -0.4664, 1
0.1046, 1.9766, -1.8676, 0.3902, 0.2203, -0.9925, 1.364, 0.7148, 1.3553, 0.3148, 1.3136, -0.1092, 1.0628, -0.7245, -0.4088, 0.0086, 0.5362, 1.3033, -1.277, -0.805, 0
-0.7826, 1.2099, -0.7901, -0.9147, 1.3364, -1.3819, -0.3267, -1.8803, 0.0662, -1.0846, -1.4604, 0.7798, -0.3834, -1.9365, -1.8818, -2.7488, 0.2797, 0.1391, -0.2094, -2.0966, 1
-1.4051, -1.4257, -2.0783, 0.1722, -1.248, -0.9742, 0.1465, -0.5929, -1.3495, -0.2103, -0.8843, 1.2196, 0.3072, 1.1492, -0.2041, -1.6395, 0.3486, -0.2838, -0.1218, 0.1229, 1
3.2569, 1.7807, 0.6131, -0.8338, -0.4361, -0.9425, 1.1383, -0.7749, 0.479, -1.1376, 1.8583, 0.8611, 0.5955, -1.0532, 0.6645, 0.0598, 0.3518, 0.2203, 0.7773, 1.7723, 0
-1.1263, 0.7743, 2.3994, -0.3698, 1.7292, 0.6338, 0.2774, 2.0585, 0.1773, -0.5139, -0.8168, 1.6731, 2.3327, 1.0038, 0.5282, -0.0825, 2.7644, 0.2613, -0.627, -0.6298, 0
0.0627, 0.0566, -1.9903, 2.1766, 1.2663, 1.7063, 0.1118, -0.2755, -0.0619, 0.8732, 0.5818, 1.0768, 0.3161, -0.04, 1.3693, -0.3501, 2.5285, -0.4825, 1.746, 1.9237, 0
-0.6851, 0.3293, 0.1708, 0.9851, 1.0244, 1.1083, -1.3855, 1.7794, 0.0068, 0.1581, -1.0151, -0.6821, -0.1711, 0.6438, -0.4111, 0.1234, 0.516, -0.1588, -0.8328, -0.0744, 0
2.6811, 0.8634, 0.9913, -2.0192, -0.555, 0.6299, 2.383, 0.2484, 0.8012, 1.0979, 1.4412, 0.8567, 1.5442, -0.026, 0.2436, -0.4317, 1.0641, -0.3086, 3.2485, -0.0702, 0
0.9882, -1.2415, -1.5634, -0.9847, -1.6777, 0.1592, 0.6285, -0.839, -0.1221, -1.4906, 0.3628, -0.0644, -1.2877, -0.3213, 1.3621, -1.9099, 0.1834, 0.1615, -0.5532, -2.5365, 1
-0.2413, 0.8985, -1.5559, 1.0182, -0.8123, 1.1616, -1.3272, -2.0318, -0.5553, -0.4463, 0.4658, 0.9663, -2.624, -0.2384, -2.0712, -1.2609, -0.193, -1.8477, -0.5677, -0.9175, 1
1.1516, -1.1774, 0.9058, 1.3204, 0.1925, -0.5765, 0.0405, 0.618, 0.0011, 0.7958, 0.5766, 0.4, 0.7159, -0.8655, 1.5462, -1.7647, -0.0471, -0.3337, 0.6222, 0.3479, 0
-1.1833, -0.1961, -1.501, -0.8487, -0.2393, -0.6832, -3.049, 1.6463, -1.0689, -0.4176, -0.523, 1.2562, -0.8545, 1.4474, 0.9534, -1.0744, -0.4697, -0.7851, -0.7579, -0.205, 1
0.8719, -0.1109, 0.567, 1.8253, 0.5363, 1.3125, 0.8298, 0.5844, 0.0327, -0.2741, 3.4562, -0.6211, 1.0007, 0.9823, 1.3315, -0.4568, 2.4322, 0.9934, -0.3991, -0.5654, 0
-0.6856, -1.6618, 0.687, 0.1663, 0.3151, -0.5176, 0.2265, -1.23, -0.985, -0.6577, -0.7056, 0.5785, 0.3341, 0.4432, 0.8271, 0.0948, -0.3319, -0.8085, -2.3001, -0.6381, 1
-1.2993, -0.9811, 0.8456, 1.0183, -0.4863, 0.4272, -0.8892, -0.4424, -0.3961, -0.427, 1.7758, -0.5584, -1.9061, -0.745, 0.0709, -0.5159, -0.5685, -0.6933, 0.0645, 0.0773, 1
-1.1924, -2.4598, -0.7724, -0.9334, 0.4058, 1.0331, -0.6753, -0.2877, 0.8698, -0.5169, -0.0157, -0.2261, -0.4162, -1.0495, -1.3177, -1.2545, -0.8467, -0.9421, -1.1538, 1.2892, 1
-1.7179, -1.3343, 0.2235, -0.275, 0.2611, -0.9659, -1.3535, -2.2549, -0.9509, 0.9153, -0.5752, -1.2517, -1.1474, -0.7588, 0.189, -1.4572, -1.9912, -0.3919, -0.7595, -0.8036, 1
-0.0459, -1.608, 0.8273, -0.486, -0.1272, -1.0221, 0.2802, -0.1812, -0.7454, -0.2806, -2.2198, -0.4826, 0.7238, 0.3435, -0.6051, -0.7984, -1.8104, -1.7666, -0.6007, -1.0246, 1
-1.2315, -0.7855, -1.0122, 0.013, -0.6285, -0.7888, -1.8799, -0.3416, -0.059, 0.0742, -1.2686, -1.9934, 0.8796, -1.1604, -1.71, -1.2066, 0.5717, 0.7143, -0.8561, -2.1529, 1
-0.7113, 0.0373, -1.4384, 0.0974, -0.4882, -1.4811, 0.4072, 1.2597, -0.082, -1.0572, -2.38, -2.0162, -0.6307, -0.4743, 0.8933, 0.0806, 2.1895, 0.0218, 1.043, 0.0213, 1
0.3268, 0.4664, -0.0656, 1.0301, 0.3847, 1.692, 0.5571, 2.8861, 1.6652, 2.0708, 1.5831, -0.4261, 0.3542, -1.5267, 0.7651, -0.1295, -0.9309, 1.8253, 0.7114, 2.1344, 0
-0.3638, 0.233, -0.0912, -1.3671, 0.8953, -0.9092, 0.0028, -0.6647, 0.2236, 3.4028, -0.6764, 1.3276, -0.0189, 0.1846, -0.389, -0.0046, 1.8153, 1.9438, -0.7488, 0.5934, 0
1.1172, -0.4601, 0.6166, -0.2385, 2.7042, 0.8989, 0.0475, 0.7365, 2.1492, 1.944, -0.6221, 2.1487, -0.1106, 0.996, 2.4888, 0.4105, -0.0515, 1.6921, -0.181, 0.8062, 0
-0.9552, -1.1081, 1.1606, 1.286, 0.4168, 0.2172, 0.0692, -0.4791, 1.1123, -0.0785, -0.2852, -0.0678, 0.3546, -0.0874, 1.277, 0.5237, 0.3994, -1.1071, 1.4572, -1.8035, 1
-1.1206, -2.2036, -0.4129, -0.5834, 0.482, -1.6132, 1.588, -0.6854, 1.3317, 1.0046, -0.2554, -0.7241, 0.1225, -0.3558, 1.0326, 0.2647, 0.914, -1.472, -1.322, 0.2149, 1
0.2876, -2.9892, 0.6247, -1.6627, 0.9206, 0.4664, -0.0648, -0.4005, 0.902, -1.4779, -1.7246, -1.3205, -0.7074, -0.0529, -0.8344, -0.1455, -0.457, -0.7537, -0.6021, -0.4974, 1
-0.0383, -1.3805, 0.1859, -0.5878, -2.07, 0.5233, -0.7705, 0.6092, -1.6798, -2.7094, -1.526, 0.5623, -1.3846, 1.4056, -0.1654, -0.8374, 2.0537, -1.8466, 0.2983, 0.765, 1
0.0367, -2.1266, -0.6265, -0.9506, -0.9887, 0.785, -1.7604, -0.3949, -0.0686, -2.544, -1.2445, -1.9366, 0.3478, -0.9096, 0.0043, 0.7038, -1.183, 1.113, -2.3827, 0.7325, 1
-0.1398, -0.3331, -0.1813, -0.3506, 2.0393, 0.5104, 0.9555, 1.4001, -1.2731, 1.097, 1.0261, 1.8891, 0.3586, 1.2955, -1.259, 1.9521, 1.5875, -0.1636, -0.8722, 1.2247, 0
-0.7064, 1.0489, -1.2019, -0.4379, -1.4348, 2.129, 0.8263, -0.6767, -0.9037, -1.8675, 0.5976, 1.0785, 1.1885, -2.0109, -0.7915, 0.5241, -1.6579, 0.1627, -2.2058, -0.3158, 1
-0.4995, -0.9301, 0.1756, -1.6404, -0.5383, 0.2784, -0.8188, -0.5199, 1.3483, 0.8891, 0.4825, -0.2278, -0.9943, -1.2715, -1.9094, -0.0663, -0.6196, -0.9245, -3.5615, -0.4979, 1
0.0359, 1.304, -0.3338, 0.2779, -0.8179, 1.9666, 0.5595, 0.4237, 0.6042, 1.8395, 0.3194, -0.7579, 0.9823, 1.3887, -0.7715, 0.6148, 1.5988, 0.9023, 0.6673, 2.1948, 0
1.0337, 1.6047, -1.4836, 0.3256, 1.3245, 0.2184, 0.5088, -0.0623, -1.8866, -0.0442, 0.1785, -0.2288, -0.1106, 0.8442, 0.1293, -1.9852, 0.1068, 2.1176, 2.4761, -0.9251, 0
1.6494, -0.0888, 1.0498, 0.8936, 1.38, 0.754, 1.0369, 1.9946, 1.0898, -0.2992, -0.4373, 0.1536, 0.0257, -0.1805, -1.4949, 1.5763, 1.477, -0.8104, -0.9428, 1.1894, 0
-1.0005, -0.6422, -0.2761, -2.9492, -1.6419, 0.7373, -0.5155, -1.5973, -1.0821, -1.1192, -1.0483, -0.4577, -0.1315, -1.1662, -0.0965, -0.8512, -0.8405, -0.3815, 0.3478, -1.0088, 1
2.1599, -0.4319, -1.3013, -1.1259, -0.2907, -1.0219, 0.5653, 0.3719, 0.0892, 0.6468, 0.1872, -0.6158, 0.3712, 1.6375, -0.9298, -0.8087, -0.9457, 0.6403, -1.1394, 2.3495, 0
-0.938, -0.7975, 1.8503, -0.2309, -1.8828, 0.0514, 1.4762, -0.5728, 0.4245, 1.7403, 0.8207, 0.2898, -2.0999, -1.326, 0.2369, 0.1119, 0.1752, 0.3387, 1.1272, -1.562, 1
0.7208, 1.3424, 1.9675, 0.6583, 0.0325, 1.4856, 2.1886, -1.6673, 0.9123, 2.0265, 1.4138, 0.9895, 1.9754, -0.2634, 2.1213, 0.8923, 0.9067, 0.1502, 2.3271, 0.0353, 0
-1.3281, 2.367, 0.2653, -0.7719, 0.3719, 0.3896, -0.3625, 1.7946, 0.5236, 0.1633, 0.4575, 0.5923, -0.1876, 0.6692, -1.0505, -0.6097, 0.5751, 0.3565, -0.0875, 1.4114, 0
1.5754, 1.103, 0.4756, 1.0597, 2.1042, -1.0905, -0.0905, 2.2024, 0.968, 0.924, -1.6154, -1.4583, 0.1577, 1.854, 3.1641, 1.2004, 1.7748, -0.3614, 0.4125, 0.3806, 0
1.5462, -0.1461, 1.0788, -0.8372, 0.0513, 0.0138, -0.4892, 0.0378, -0.1297, -0.346, -1.6169, 0.2882, -1.8584, -0.0465, 0.2367, 0.4297, -0.5722, -0.6298, 0.659, 1.6647, 0
2.0002, 0.4449, 1.1494, -1.9353, -0.4101, -1.7845, -0.3179, 0.2586, -0.5396, -0.5572, -1.1985, 0.9944, 0.535, 1.1098, -1.8048, -0.4826, 1.6105, 1.2567, 0.2224, -0.3463, 0
0.2921, 2.5451, 1.4622, 0.6003, -0.2345, -0.1098, 0.8116, 0.2273, 0.5368, -0.2295, 1.6595, -0.4403, 1.24, -0.8412, 0.4532, -0.5233, 1.2458, 0.6145, -0.3771, 0.4546, 0
0.3112, -1.515, -0.9862, -2.3981, -0.9844, 1.4205, -0.5437, 1.8771, 0.2261, 0.447, -2.1252, -1.6865, -0.7629, 0.8511, -2.4257, -1.0413, -1.0425, -1.2679, -0.9576, 0.2286, 1
1.7661, -0.4118, 0.9872, -0.0551, -0.4763, 0.1261, 0.6374, 1.6119, 0.1051, 0.9863, 1.3838, 1.2463, 0.4937, 1.1278, -0.7143, 0.4262, 0.5102, 0.6662, 0.8416, 0.332, 0
-0.4884, -1.2876, 0.5988, -0.9443, 1.0948, 0.2211, 1.4013, 0.637, 1.1678, -0.3668, -0.0918, -1.3708, 0.1058, -1.6798, -1.2747, 1.8557, -2.2495, 1.1707, -0.4182, -0.71, 1
1.5866, -0.0808, 0.6196, 0.847, 0.9113, 0.1082, 1.1854, 3.259, 0.0086, 0.5167, -0.8047, 1.6729, -0.516, 1.2655, 0.7743, 0.5845, -0.2799, -0.4152, -0.8707, 1.4476, 0
1.852, 0.3501, 0.0378, 1.949, 0.7771, 0.6575, -1.1436, -0.1626, 0.7642, 0.6512, -0.476, 1.8346, 0.5872, 0.6801, 1.6223, 1.6131, 0.8673, 2.4531, 1.2397, 0.2846, 0
1.1682, 2.7105, 1.8622, -0.3092, 0.3731, 0.7791, -0.067, 2.569, 1.5945, -0.062, 0.6278, 0.2807, 0.4139, 0.0235, 0.1849, -0.686, -0.104, 1.8455, 0.0494, 2.2375, 0
-0.1954, 0.2895, -0.3827, 1.8476, 1.818, 0.6227, 1.1551, 1.181, -0.0471, -0.3117, 0.2263, -0.4709, -0.0339, 0.4372, 1.2786, 0.8284, 0.8678, -1.0261, 1.1028, -0.6301, 0
-0.7009, -1.4225, 0.3875, -0.4206, -1.8434, -2.4811, 0.1852, -1.0937, -0.5392, 1.221, -1.374, 1.0181, 0.7647, 0.1959, 0.1276, 0.5397, -1.1688, -1.7089, -0.4965, -1.6344, 1
-1.2034, -1.7067, 3.0652, -1.6592, -0.0294, -0.1936, 0.6346, -1.2408, 0.3958, -1.5143, 1.6038, -1.5802, -1.0297, -0.9732, -0.6276, -0.2809, -1.8773, -0.2907, -1.6125, -1.0047, 1
-0.5227, 0.5754, 1.8745, 1.2902, -1.9875, -0.6292, -1.368, -2.0106, 0.4743, 1.2018, -1.894, -1.2719, 1.0702, -1.2615, -0.0782, -0.3302, 0.8556, 0.277, -1.0926, -0.3844, 1
1.0146, 0.1588, 0.6028, 0.0889, 0.5797, -1.3775, -1.4407, 0.4298, 1.9875, -0.9079, 0.523, 1.2106, 0.0094, 0.8887, -0.2284, 0.6467, -0.0043, -0.0868, 0.6783, 1.3658, 0
0.0793, -0.9467, -0.3409, 0.1085, -3.3733, 0.6123, -1.3506, 0.6301, 1.1836, -2.277, -3.1193, -0.7015, 1.6339, 0.9642, -1.1315, -0.2451, -1.7372, -0.7774, -1.0065, -0.2039, 1
-0.4037, 2.0094, -1.1643, -0.4763, 0.8998, 0.602, -0.6216, -0.0386, 0.0945, 0.3379, 0.4027, -2.0188, -1.7938, -0.5724, -0.976, 1.1075, 0.5968, -1.4597, -1.7845, -1.6291, 1
0.2785, 0.659, 1.5497, 0.712, 1.3113, 0.1819, 0.9408, 0.4705, -0.643, -1.1904, -1.6321, -1.6715, 0.9691, 0.0295, -0.2002, 0.1902, -0.3084, -0.5646, 0.5704, 0.8457, 0
1.5766, -1.6182, -0.5136, -3.412, -0.1292, -1.614, 1.1949, -0.5172, -0.0489, -1.1309, 0.1723, -0.3535, -0.8755, 0.5862, 0.764, -1.6473, -0.6418, -0.9651, 0.6251, -1.1332, 1
-1.4736, 0.0673, 1.7392, 1.2573, 0.9204, 0.091, -0.1919, 1.8986, 1.2634, 1.3963, 0.0704, 2.3157, 0.5275, 0.2147, 0.9795, 0.5745, -0.2937, 1.317, 1.6432, -0.5654, 0
-1.7236, -0.1, -0.9935, 0.0155, 0.9148, 0.7977, 0.2263, 0.2291, -0.9974, -3.2552, -1.9121, 1.6996, 1.3782, -1.628, -1.6878, -1.1928, -1.2544, -0.5727, -0.2247, -1.5263, 1
-0.0758, 0.7915, 0.9717, 1.3955, 0.6711, -1.8065, -0.0192, -0.7522, 0.5635, -0.176, -0.9916, 0.4002, 1.598, 1.7534, 1.4021, 1.5785, -0.1974, 0.7989, 1.3709, 0.44, 0
-1.3362, -0.3716, -0.3662, 1.1375, -1.1159, 0.8697, 0.7205, -1.4208, -0.3504, -0.6546, -1.0196, -0.5438, 0.3707, -0.9923, 0.1061, -0.0108, 1.6092, 2.3832, 0.4623, -0.9855, 1
1.1518, 0.195, 1.8523, -1.3754, 0.4653, -0.6612, 2.3904, 1.3842, 0.5031, -1.0391, -1.1526, 0.4463, 0.2035, -0.3634, -2.815, -0.0258, 0.6051, 1.1403, 0.9479, 1.0557, 0
-0.1701, -0.2896, 0.44, 0.6284, -1.1667, 1.2543, 0.5633, 1.3907, -1.0543, 0.8538, 1.4018, 1.9788, -1.4051, -0.0089, 1.1405, 0.0518, -0.5405, -0.4761, -0.9951, 0.5564, 0
1.8243, 1.4866, -0.0048, 0.5446, 0.9066, 2.4379, 0.4746, 1.0606, -0.5593, -0.6077, 2.3603, -0.8151, 0.3213, 0.8541, -0.2601, 1.2838, 0.4244, 0.1343, 0.768, 1.2298, 0
0.4887, 0.9341, 0.9692, -0.083, 0.3155, 0.0466, 1.3059, 0.4016, -0.2206, 1.0192, 0.0125, -0.401, -0.9687, 0.3859, 0.7088, -0.9802, -0.3043, -2.2157, 1.0074, -0.08, 0
-0.6238, 0.4633, -0.8011, -1.9198, 0.9862, 0.1783, 0.7946, 0.5285, -0.8852, -0.5599, 1.1234, -0.0583, 1.6492, 0.7228, -0.5339, 0.1309, -1.4186, -0.8788, 0.0534, -0.466, 1
-0.8658, -0.02, 0.9493, 2.5498, -0.0526, 0.0151, 0.976, 0.5435, 2.5384, 1.7585, 0.3738, 1.6254, 1.1817, 1.1759, 0.7109, -0.7004, 0.5296, -0.2143, -0.7122, 2.4138, 0
-0.6707, 0.679, 0.2342, -0.2606, -0.6954, 0.8009, -0.4817, -0.8011, -0.9187, -0.5871, -1.4581, -0.4393, -0.0151, -2.2922, 0.7678, -1.1535, -1.8998, 0.239, 0.4643, 0.0872, 1
-0.1248, 1.8116, 0.2925, -0.7639, -0.1676, 1.2114, -0.0882, 1.0688, 0.3468, -0.3117, -0.2398, 1.1133, -0.3799, 0.7087, 0.2413, 0.3686, 0.5528, 2.8138, 0.8245, 0.4342, 0
