@relation twonorm
@attribute A1 real [-4.2497,  3.5782]
@attribute A2 real [-3.9606,  4.3451]
@attribute A3 real [-4.4798,  4.4039]
@attribute A4 real [-3.8891,  4.2589]
@attribute A5 real [-3.9099,  5.6395]
@attribute A6 real [-4.0095,  3.9901]
@attribute A7 real [-3.7334,  4.4522]
@attribute A8 real [-4.5744,  3.8648]
@attribute A9 real [-3.8136,  4.254]
@attribute A10 real [-4.1999,  4.0829]
@attribute A11 real [-3.9204,  4.0953]
@attribute A12 real [-3.8262,  4.3025]
@attribute A13 real [-3.9451,  3.7817]
@attribute A14 real [-3.8516,  4.1238]
@attribute A15 real [-3.6978,  3.5485]
@attribute A16 real [-3.6976,  4.2439]
@attribute A17 real [-3.9428,  3.7233]
@attribute A18 real [-4.0653,  4.0557]
@attribute A19 real [-4.1218,  4.3238]
@attribute A20 real [-3.7831,  4.279]
@attribute Class {0, 1}
@data
1.1143, -1.9875, -0.3446, 0.3078, -0.576, -1.4548, -1.6135, -0.6983, -1.4, 0.9817, -1.2032, -1.3495, -1.5899, -0.1689, -1.3148, -0.3029, -0.4548, -3.166, -0.1463, 0.4583, 1
1.9773, 0.7263, 0.4609, 0.9878, 0.3769, 1.8926, -1.6213, 0.6346, 2.0634, -0.4117, -0.4107, 0.9061, -1.2262, 0.9983, 1.9886, -0.3788, -0.5505, 0.3921, -0.6636, -0.0599, 0
-0.4318, 0.9809, 0.5649, -0.0313, 2.4869, 1.8877, 1.8078, 1.1813, -0.3995, -0.7298, 0.8028, 0.8902, -0.4905, -0.2475, 0.2964, -1.0789, 1.1933, -0.0595, -0.7491, -1.3357, 0
-1.0009, 0.429, -2.4286, 0.9284, -1.0919, 0.1114, -0.6889, -0.4789, -0.6947, -0.4843, -1.5819, 0.0787, -1.2894, 0.5134, -0.8102, -0.7757, -0.4917, 0.6616, -2.1876, 1.3101, 1
1.1022, 1.7578, 1.049, 1.7747, 5.6395, -0.4566, -1.2718, 0.459, -0.4854, -1.4027, 2.4607, 0.7671, -1.0518, 0.4792, 1.851, 0.6914, 0.8569, -0.2518, 2.1, -0.363, 0
-1.1138, 0.2081, -0.1134, 0.321, -0.6645, -1.5024, 0.105, -0.5602, -1.5915, 0.0089, -1.0339, -0.3488, 0.3536, -0.2079, 0.8641, -0.7322, 0.3984, -0.8981, -1.0981, -0.1168, 1
-0.1762, 2.4621, 0.3145, 1.6559, -0.8042, 0.9046, -1.6408, 0.4564, 1.709, -0.741, 0.2994, -0.0020, 1.6191, -0.3735, 1.5289, 0.0153, 2.2993, 0.0547, -0.3613, -0.0184, 0
-2.326, 1.5469, -0.7968, -1.7062, 0.5697, 0.9865, 0.8812, 0.5848, -0.5006, -0.0771, -0.4194, 1.0936, -1.3745, -1.1089, 0.3718, -1.0948, 0.6658, -0.2904, -0.6972, 0.1225, 1
0.8146, 0.7133, -1.5536, -0.0674, -0.1638, 0.4384, -0.7598, 0.0662, -1.7442, 0.2629, 0.8522, -3.8262, 0.7563, 0.0414, -0.2814, 0.6287, -0.3649, -2.4863, -0.1918, -1.594, 1
1.4152, 0.4723, -0.6677, 0.2332, 0.2761, -1.637, -1.3678, 1.108, -1.1714, -1.2367, -0.2984, 0.3227, -0.2729, -0.4701, 0.3058, -0.457, -0.3554, -1.2475, -0.967, -1.8766, 1
0.7361, 0.6258, 0.9865, 1.1837, 1.4663, -0.0929, 0.1177, 0.6279, 1.4052, -1.514, 2.3133, 0.6063, 0.3158, -1.5258, -0.0828, 0.7767, 1.5059, -2.1211, 0.3164, 0.4231, 0
-1.5268, -0.4912, -0.9096, -1.2388, -0.4712, -2.8603, 1.8138, -0.0338, -0.4307, -0.8064, -0.3289, 0.9054, 1.1389, -0.6382, 0.4729, 0.1105, 0.3548, -1.959, -0.2037, 0.5074, 1
0.1261, 0.1612, -1.5858, -0.664, -0.0793, -1.2436, -0.1092, 0.773, -0.1682, 2.8024, -0.5534, 0.7606, 0.4282, 2.0225, 2.9123, 2.0633, 0.5313, 0.5949, 1.3819, -0.4313, 0
-0.373, -0.6741, -1.0196, -0.0529, 1.2919, -0.8444, 0.4703, 0.9296, 0.946, 0.766, -0.7409, -0.1201, 2.2848, 1.8569, 3.2835, 0.9106, -0.1449, 0.0695, 0.6078, 0.438, 0
-1.8293, -0.1122, 0.6573, 0.5326, -1.5501, -1.3992, -1.2887, -1.0043, -0.8447, 0.5863, -0.0956, -0.1996, 0.0795, -0.3819, -0.9491, -1.3572, -0.3853, 1.6155, 1.2809, -3.0805, 1
-0.3873, -0.0283, 0.2689, -0.8581, -1.191, -1.474, -2.5405, -0.1848, -0.5408, 1.0102, -0.601, -0.5281, 0.4304, 1.0397, -0.1637, -0.1683, -2.7466, -0.095, 1.8193, -0.0514, 1
0.1909, -0.1088, 0.4161, -0.486, 1.1138, -0.5117, -1.1224, -0.4708, 0.0192, 0.4498, -0.9937, -1.9774, -0.9689, -0.2611, -1.543, -1.0518, -0.0625, -1.1877, 0.1119, -0.1386, 1
-0.6064, -0.9235, -0.6184, 1.0543, 1.7573, 1.0345, 4.3743, -0.4587, -0.2097, 0.8484, 1.1498, -0.2483, 1.6291, -1.3725, 1.2657, 0.0653, 1.4008, -0.5865, 1.184, -1.5458, 0
-0.1525, -0.6386, -0.9826, -0.9972, 1.3525, 1.4831, -1.2653, -0.6782, 0.9692, -1.1189, 0.0676, -0.311, -0.8128, -1.5761, -0.0784, -2.3713, 0.4686, -0.4856, -2.1668, 0.5796, 1
0.7841, 1.3733, 1.5556, 1.0987, 0.6967, 0.9744, -0.2819, 0.3209, 0.4374, 0.0769, 0.7161, 1.4133, 0.6422, 0.7043, 0.9228, 2.1482, 0.7401, 0.4371, 1.426, 0.3611, 0
-2.1337, 1.1503, 0.5526, 1.8387, 0.397, -1.0161, 0.7209, -1.2223, 0.6002, 0.0664, 0.6106, -0.5676, -0.1046, -0.083, 1.2322, -0.3792, 0.9176, 0.6077, 0.1027, 0.3753, 0
-0.8911, 0.8797, -0.5023, 1.1001, -0.8027, 1.914, 0.0193, -0.3734, -0.4635, 0.4698, 1.799, 1.6202, 0.5538, 0.9027, 1.911, 1.5368, -0.6789, -1.4339, 0.1937, 1.4755, 0
2.1261, 2.1589, 1.8572, -0.5725, 2.7055, -0.5434, 2.653, 0.2754, -0.3103, 0.6154, 1.3974, 0.7358, 2.2367, 0.6235, 0.17, -1.7167, -0.6334, 2.1462, 1.6025, -0.46, 0
1.0136, 0.8834, -1.5864, -0.0222, 0.6891, 1.5346, 0.297, 1.1581, 0.3898, -0.2726, 0.5226, 1.9428, 0.1803, -1.5673, 2.1559, 0.0529, -0.9597, 1.4945, 0.2467, 1.4219, 0
-0.0372, -0.8273, -1.733, -0.0209, 0.3574, -0.104, -0.475, 0.3901, -0.2802, 0.7781, -0.6128, -1.0334, -1.7907, -1.9025, 0.4086, -0.0923, 0.3067, 0.1934, 0.5207, -1.5166, 1
1.1249, 1.4272, 1.0056, 2.1145, 1.5452, 1.509, 1.4344, 1.1696, 1.4742, 0.2011, 2.0743, 1.1725, 1.4284, 1.7857, 0.667, 2.1421, -0.972, 0.4185, -1.0182, 1.2561, 0
0.0909, 1.4886, -1.4999, -1.1623, 0.518, -0.8507, 0.2492, 0.4308, -0.1948, 0.8672, 1.8585, 0.3143, 0.7067, -1.3904, 0.1948, 0.2914, 0.842, -0.0071, 0.7437, 0.817, 0
0.55, -1.1987, -0.9792, -0.341, 0.5, -1.6097, -1.2213, -0.7838, -0.4233, -1.0499, 0.3, 0.6705, -1.6813, -1.1704, 0.6264, -0.5448, -0.9291, 0.1951, -0.9355, -1.1766, 1
-0.3884, 0.704, 1.3409, -0.3285, 1.5124, 0.0725, 1.0517, 0.2589, -0.5911, 0.0478, 1.0255, -0.5281, -0.501, 1.6585, 1.0591, -0.7058, 1.6236, 0.6302, 1.214, 0.7857, 0
1.7548, 1.0395, 2.5262, -0.0317, 0.5232, -0.4994, 3.3321, -0.6619, -0.5378, 1.5553, 2.5486, 0.1401, 1.3447, 0.5565, 0.9821, -1.8427, 0.4313, -1.4851, 0.6115, 0.0311, 0
-0.1456, -0.2921, 1.4295, 1.1482, 1.2608, 0.6094, 0.721, 2.4036, -0.3212, 1.5534, -0.5349, -0.7708, 0.5902, 2.4338, 0.4692, 1.5756, 0.1393, -0.5793, 0.5105, -0.422, 0
0.0665, 2.3614, -1.4335, -0.3279, -1.0213, -2.1196, -0.7721, -0.5057, -1.8399, 0.9677, -0.7269, -0.2859, -0.6788, 0.5765, -2.0459, 0.1344, -2.27, -1.0343, 1.5529, 0.3239, 1
-1.942, -0.017, -1.7507, 1.1942, 0.2654, -1.4515, -0.876, 0.0338, 0.6154, -1.5892, 0.3401, -0.5098, 2.2707, -0.7239, -0.2338, -0.5198, -0.0468, 0.4193, 0.165, -1.0698, 1
-0.1505, -0.5082, -0.8995, -0.9, -1.9617, 2.6804, 1.6431, -1.3073, 0.4048, 0.0043, 0.8651, 1.212, 1.425, 0.038, -1.9167, -0.1789, -1.8448, -0.819, -0.7482, 0.0905, 1
0.4781, 0.8609, 0.3648, -1.7994, -0.8802, -1.8239, -1.5405, 0.2315, -0.7898, -1.3402, 0.3833, -0.3872, -0.0389, -1.3011, -0.681, -0.3176, 1.5525, -0.0407, 1.2644, -0.7568, 1
0.8626, -0.4778, 0.9013, -1.6244, -8.0E-4, 0.1936, -0.0683, 1.0988, 0.9473, 1.714, 0.1441, -0.1168, -0.6838, 0.1748, 1.0696, 0.237, 0.8867, 0.2175, -0.9877, 0.2409, 0
-0.8474, 0.1625, -2.1622, -0.97, -2.9144, -0.3553, -0.7056, -1.1448, 0.9703, 0.7991, 1.5531, -1.481, 0.9157, -0.2717, -0.1749, 0.0247, -0.8069, -2.7919, -1.11, 0.115, 1
0.4285, 0.396, 0.1524, -0.484, 1.4165, 0.8296, 0.0436, 0.5859, -1.5165, 0.8712, 0.6047, -0.0492, 1.6678, -1.87, -0.5817, -1.657, -0.798, -2.3509, 0.7617, -0.3953, 1
2.7138, 0.6144, 1.1865, -0.4121, 0.6799, 0.4291, 0.9795, -0.4701, 0.8006, 2.4674, 1.3585, 0.6892, 1.5574, 0.2425, -0.9396, 1.0232, 0.626, -2.4669, -0.1545, 1.5694, 0
0.2669, -0.8414, -0.4545, 1.4618, 1.3862, -0.2261, -0.1577, -2.6747, 0.6571, 0.9071, -1.9265, 0.283, -1.4684, -1.0047, -0.6317, 0.5126, 1.3461, 0.518, -1.2155, -0.9216, 1
-0.9058, -1.188, -0.4574, 0.0416, 0.2476, -0.5923, -0.308, -0.0075, -0.6288, -0.637, 0.9099, 1.137, -0.0683, 0.4057, 0.2576, 0.4292, -0.8048, -0.56, -0.5882, 0.7752, 1
0.5888, 0.2173, 0.2614, 0.7645, 0.4761, 0.6259, 1.2316, -0.6648, 0.0749, 0.6444, 0.9791, -1.7152, 1.1893, 2.1561, 0.5574, 0.9631, 1.2001, 0.1986, 0.1257, -0.6599, 0
-1.306, -1.0587, -0.6, 0.3415, -0.0624, -0.8969, -1.1456, 0.2413, -1.3701, -0.3915, -0.283, -1.9685, 0.7833, -1.3842, -0.5109, -0.119, 0.8093, 0.0163, -1.276, 0.0681, 1
-0.5039, 1.9481, 0.0842, -1.1863, 0.9394, -0.3157, 0.4796, 0.4851, 1.1825, -1.0412, 0.1782, -0.0313, 0.8067, 1.3052, 0.5105, 0.3334, -0.346, 1.3681, 0.4118, 0.7846, 0
2.3219, -0.5076, -1.5769, 0.5582, 0.2503, 0.052, 2.0457, -0.0262, 1.9958, -0.3934, -0.0238, 2.0636, 0.9578, 0.1847, -0.7583, 0.0535, 1.3835, -0.0155, 1.6497, 0.9412, 0
0.3085, -0.4432, -0.9064, -0.7933, 1.3858, -0.1987, -0.1846, -0.2771, -1.8682, -1.0019, -0.0545, 0.4075, -1.7898, 0.7854, 0.0955, -2.2377, 0.1325, -0.1666, -2.1991, 0.0657, 1
1.3991, 0.6765, 0.2099, -0.411, 0.71, 0.4361, -0.5877, -2.1424, -0.876, -0.9228, 1.2686, -0.359, -0.6945, 0.9864, 0.4068, 3.2799, -0.7932, 0.2076, -0.1949, 0.2362, 0
-0.4981, 0.3059, -1.0472, -0.0206, 1.8944, -1.1702, 1.382, 1.1685, -0.1668, 0.5088, 1.3095, 0.0609, -1.3977, 1.3244, -0.363, -0.6976, 1.7449, -0.0453, -0.9588, 0.7352, 0
-0.3847, -0.2126, -1.5972, 1.9012, 0.4736, -0.9346, -1.2141, -0.8313, 0.2617, -0.9543, 0.9005, 0.1253, -0.2806, 1.1658, -0.8439, -0.9169, -2.6715, -1.2947, -0.1066, -0.4335, 1
0.053, 0.4395, -0.7439, 0.5996, 1.7411, -0.7692, 0.5846, 0.2983, 0.2119, 0.3655, 0.2323, 1.1596, 0.7055, 0.9904, 0.1929, 1.9069, 1.0711, 0.918, -0.8609, 1.2284, 0
-0.1066, 1.6001, 0.6189, -0.8991, 0.6966, 0.0278, -0.5688, 0.439, -0.8874, 0.4444, -0.3378, -0.2247, 0.481, -0.8685, 0.1096, 0.5113, -0.113, 0.7344, 0.5078, -0.8341, 0
-0.4474, 0.4993, 0.9402, 1.254, 0.1007, 2.2336, 0.2939, 1.1547, -0.1868, 1.2594, 0.509, 1.1818, 1.03, 0.1479, -1.6706, -1.1062, 0.1089, 0.7694, -0.3685, -1.2007, 0
-0.8585, -1.2727, 0.3116, -1.7554, 2.2837, -0.4057, -0.0496, -0.743, 1.5387, 1.6018, -1.6509, 0.512, -1.1289, -0.3437, -0.024, 0.2813, 0.2929, -0.7002, -0.823, 0.1254, 1
-1.7207, 1.4817, -0.5164, -0.6173, -1.1975, 1.5286, 0.0669, -1.1642, -0.6178, -0.2338, -0.0239, -0.8975, -0.182, 0.2408, -0.6869, -0.7911, 2.4313, 0.4016, -2.6056, 0.6629, 1
0.8001, 0.6022, 0.0414, 2.256, 0.273, 1.2778, 0.824, -0.7585, 0.0099, -0.0799, -0.0458, 2.1432, 1.1778, -0.8747, 0.2275, 0.0463, -0.2189, 1.2056, 0.8253, 0.548, 0
2.1531, -0.3816, 0.7436, 2.5377, 1.03, -1.4053, 0.1078, 0.1415, 0.3187, 1.0297, 0.5406, -0.5954, 1.2307, 0.8256, 1.1576, 1.0773, -1.7502, -1.0446, 0.8089, -0.1951, 0
0.3092, -0.9229, -0.862, -1.6142, -0.6831, -1.7575, -0.4781, -0.4701, -1.542, -0.4626, -0.9922, -0.4001, 0.5574, 0.8914, -2.0475, -1.7751, -0.1226, -0.2985, -1.0563, -0.4934, 1
0.7527, -0.1342, -2.1371, -0.8224, -0.2825, -0.8968, -0.3924, 0.1887, -1.1981, 1.444, -1.3519, -1.1946, -0.9163, -0.4219, 0.2415, -2.0964, 0.4967, -2.5931, -0.9374, 0.8144, 1
0.2156, -0.5046, 0.3543, 0.0347, 1.7413, -0.7103, -1.0864, 0.7888, -0.5884, -0.7937, 0.3142, 0.1803, 2.8505, -0.765, -1.0245, -0.197, 0.8544, -0.3504, 0.1166, -0.7968, 0
1.2125, -0.5069, -0.2666, 0.5173, -1.1234, 0.0683, 0.0602, -0.5287, -1.6753, 1.4988, -0.3862, -1.3023, 0.8954, -0.9782, 0.8311, -0.5755, -0.2683, 0.7999, -0.9976, -0.9892, 1
1.074, -1.6379, -0.8462, -0.7441, -1.7254, -0.8484, -1.2436, -0.319, -1.282, -1.1978, 0.4427, -0.311, 1.2505, -0.98, -0.666, -1.2969, -0.9675, -0.7974, 2.8328, -2.0821, 1
-0.6466, -1.3068, -0.2224, 1.6051, -0.4343, 1.7058, -0.1688, 0.2576, -0.4722, 0.186, 2.5038, -0.4339, 0.5945, 0.3299, 1.5884, 0.6089, -0.7879, -1.3879, 0.8726, 0.6832, 0
1.4812, 0.8528, -1.2401, -1.8497, -0.1622, 1.4224, -0.0884, -0.6393, -0.3656, 0.1038, 1.7503, 1.1043, -0.5787, 0.9163, -0.7951, 2.0938, 1.8242, -0.2207, 0.5789, 0.5457, 0
-1.4586, -0.7596, -1.9491, -0.8599, -1.3366, 0.6638, 0.7183, 0.6152, -0.1101, 0.8814, 0.2961, 0.1416, -0.3074, 0.381, -1.4267, 0.2446, 0.0951, 0.2078, -2.3699, -0.7622, 1
-0.2744, -2.7129, -1.5521, 0.2022, -0.3984, 0.4979, -1.5212, -0.7581, -0.4929, 0.428, -0.1941, 1.9112, 0.1076, -0.9154, 0.7751, 0.1032, -1.33, -1.3605, -0.3287, 2.8909, 1
1.2654, 1.9289, -0.7746, 0.6291, 1.8593, 0.5132, 0.5692, 1.2435, 0.0431, -0.1781, 0.4493, 0.3061, -0.1644, -0.7596, 0.9738, 0.8149, -0.8136, -0.6183, 1.9199, -0.872, 0
0.1961, 0.2829, 0.5575, 0.7214, 1.4838, 0.8193, 1.1456, 0.9685, 0.7598, 0.662, 1.3774, -0.8188, -0.0699, -1.3906, 2.1263, 0.9736, -1.1875, 0.7324, 0.4443, -2.8074, 0
-0.231, -1.4429, 0.7972, -1.7764, 0.5655, -1.4068, 0.4098, -0.756, -1.4449, 0.2619, 0.1359, 1.2177, -1.1513, 0.0794, -0.6335, -1.1613, -0.9217, -1.1607, 0.7809, -0.5495, 1
0.0467, 0.061, -0.2371, -0.3515, -0.3157, -0.4116, 2.2157, -0.5107, -0.6011, 0.599, 0.7873, -1.6027, 2.1447, 1.5324, 2.1081, -0.1705, 3.6232, -0.4432, -0.5515, 0.6129, 0
1.2229, 0.0071, 1.5817, -0.5697, -0.5073, 0.1412, -0.0153, -0.0067, 1.3254, -0.8165, 0.2744, 2.4611, -0.4151, -0.4351, -1.724, 1.1677, 1.9494, 2.0471, 0.2634, 0.8517, 0
-0.1772, 0.4309, -0.4025, 0.1841, 0.7403, -0.4571, 0.0881, 0.1699, 0.3572, 0.2699, 0.9367, 0.8298, 0.4983, -1.0373, 1.8856, -0.6233, 1.8031, -0.1171, 0.6973, -1.2463, 0
-1.4346, 0.7842, 1.5598, 0.0599, 0.1589, 0.7849, -0.8425, 0.5396, -1.0969, 1.1118, -0.1482, 0.9489, 1.7851, -2.3299, -1.0009, 0.6354, -2.8229, 0.4727, -1.0634, 0.8845, 1
-0.3762, 1.5722, -2.329, 0.1674, -0.8469, 0.5262, 0.1215, -1.5559, -1.2957, -1.1149, -0.1774, -0.3748, -0.9026, 0.8352, -0.0801, -1.138, 0.474, -0.8718, 0.9862, 0.1999, 1
-0.3448, 2.963, 0.603, -1.5553, -0.3839, 0.9178, 0.0057, 0.3366, -0.8451, -0.6149, -1.0228, -0.5148, -0.951, -0.7383, -1.9488, -1.1168, 0.714, -0.2711, 0.3491, 0.0078, 1
0.0666, 2.5342, -0.6707, -0.8522, 0.7782, 1.3606, 1.4493, 1.6929, -0.042, 1.5578, 1.7172, -1.028, 1.7194, 1.7185, 0.0364, -0.5612, -0.9163, 0.5008, 2.7257, -0.742, 0
0.0317, 0.9551, 0.0399, -0.286, -1.4012, -0.639, -0.0298, -0.9315, 0.7329, -0.555, -1.3786, 0.1955, -0.8516, 0.4015, -2.5471, -0.7268, -0.1387, -0.0111, -0.1222, -0.8322, 1
-0.5247, 0.085, 0.4405, 1.7857, 0.9764, -0.4034, -0.5453, 0.4596, 1.3016, 0.6934, 1.2892, -1.1335, 0.3664, 0.9956, 0.6819, 2.4475, 0.4217, 0.2322, -0.5953, -0.4533, 0
0.3579, -0.7673, -1.0159, -0.1434, 0.1174, 0.2379, 0.6242, 0.0252, -0.9408, -0.625, -1.1563, 1.2774, -0.9587, -0.843, -1.0264, -1.2082, -0.3409, 0.7863, 1.7682, 0.0418, 1
-0.9472, -1.6197, -0.663, 0.2244, 1.248, 0.287, -0.1261, -0.2577, 0.816, -0.1281, -0.5756, -0.4357, -1.5462, 0.0078, -1.3437, 0.1494, -0.9029, -0.603, 1.1603, 0.1976, 1
0.6258, 1.5049, 0.6223, 0.2158, -0.059, 0.2569, 0.9248, -0.7149, -0.92, 0.6692, 0.7125, 1.045, -0.1616, 1.7921, 0.2109, 0.9252, -0.028, 0.3369, -1.2314, 0.4833, 0
-0.305, -1.2518, 0.032, -0.9703, -0.0088, -0.3889, -0.3125, -0.4634, 0.8972, 0.2701, -0.8701, -0.5565, -0.5128, -0.0407, -0.2227, 0.3691, -0.9184, -1.922, 0.3591, -1.9884, 1
-0.5373, -2.1337, -0.7217, -0.1608, -0.2257, -1.28, -0.6931, -0.2374, -0.4035, -1.1549, -0.9157, -0.7884, -1.2293, -1.1522, -1.6673, -0.028, 0.3719, -1.3634, -0.7646, 1.7469, 1
1.0004, -2.0703, -1.9797, -0.6453, -0.5573, 0.5688, 0.0045, -0.1173, -0.6152, 0.1526, -0.8684, 1.6659, -0.3155, -1.4234, -0.2277, -0.717, -0.9475, -0.536, -0.1094, 1.4528, 1
1.0164, 1.4625, 0.9581, 0.7523, 0.371, 1.6999, 0.2119, -0.8623, -0.5425, 0.5533, 1.956, 0.7525, 0.9971, -1.3823, 0.2521, 1.2638, 0.6872, 1.0661, 1.4723, 0.6233, 0
0.5308, 0.439, -0.6116, 2.491, 1.7936, 1.6373, -0.4551, 0.0336, 0.3977, -0.2819, 1.8751, 1.6223, 0.883, -0.36, -0.8321, 1.0778, 0.3583, 1.0679, 1.0, 1.7242, 0
-0.4103, 0.9931, 0.9001, -2.0161, -0.2935, -0.3264, -1.7338, 1.89, 0.8885, -0.3497, -0.3298, 1.3524, 1.3527, 0.6203, 0.6694, -1.9811, -0.1017, -1.3915, 0.5132, 1.477, 1
