@relation twonorm
@attribute A1 real [-4.2497,  3.5782]
@attribute A2 real [-3.9606,  4.3451]
@attribute A3 real [-4.4798,  4.4039]
@attribute A4 real [-3.8891,  4.2589]
@attribute A5 real [-3.9099,  5.6395]
@attribute A6 real [-4.0095,  3.9901]
@attribute A7 real [-3.7334,  4.4522]
@attribute A8 real [-4.5744,  3.8648]
@attribute A9 real [-3.8136,  4.254]
@attribute A10 real [-4.1999,  4.0829]
@attribute A11 real [-3.9204,  4.0953]
@attribute A12 real [-3.8262,  4.3025]
@attribute A13 real [-3.9451,  3.7817]
@attribute A14 real [-3.8516,  4.1238]
@attribute A15 real [-3.6978,  3.5485]
@attribute A16 real [-3.6976,  4.2439]
@attribute A17 real [-3.9428,  3.7233]
@attribute A18 real [-4.0653,  4.0557]
@attribute A19 real [-4.1218,  4.3238]
@attribute A20 real [-3.7831,  4.279]
@attribute Class {0, 1}
@data
-0.6027, -0.9021, 0.6615, 0.5841, -1.4287, -0.6429, 1.4586, -1.6472, -2.1448, -1.4568, 0.0322, -1.2725, -1.0297, -0.4015, 1.0991, -2.2155, 0.9801, -1.7565, -0.3997, -0.4916, 1
-0.1704, -1.3213, -1.0796, -0.4417, 0.4686, 0.3107, -1.1929, 0.0657, -1.4934, -0.8012, -0.7197, -1.1155, -0.0813, -0.6888, -0.9202, 0.8387, -1.2036, -0.5336, -0.0207, 0.0559, 1
1.5011, 1.2312, 2.3779, -0.771, 0.1854, -1.363, 0.5278, 1.4905, 2.7915, 1.445, -0.8534, 1.1536, 1.5572, -0.3868, -1.6346, 1.2204, 0.6294, 0.2165, 0.8762, 1.5599, 0
-0.1733, -0.4724, -0.1919, 0.2732, -0.3845, -0.0579, -1.9688, 0.9775, 0.4159, -0.6721, -1.9746, -2.11, -0.0964, -1.3825, -0.8572, -0.1729, -1.1515, -0.396, -1.3344, 0.3546, 1
-0.7698, 0.4414, -1.3406, -1.4295, 0.4017, -1.0486, -0.5794, -0.3303, -1.1363, -0.2948, -0.2844, 0.1311, 0.5, 0.633, -1.534, -0.3608, -0.318, -1.584, 0.1676, 1.0581, 1
0.6631, 0.9346, 1.1184, 1.269, 1.5155, 0.5974, 2.0063, 0.8625, 0.3581, -1.6847, -0.0015, -0.5032, 0.781, 1.5689, 0.8688, 0.2161, -0.4866, -0.4143, 0.1993, 2.1013, 0
-2.5657, 0.6569, 0.531, -0.5148, -0.1577, -0.2115, -0.2, -2.2426, -0.4172, -2.8305, 0.7429, -0.3181, 0.1781, -0.5719, -1.3106, -1.7272, -0.5852, 0.5554, -0.7049, 0.0273, 1
-1.7451, -1.1937, -1.4089, 0.1408, 1.0171, -2.4481, -0.0642, -0.2165, -0.3128, 1.2732, 0.4188, 0.2647, 0.2495, 0.7932, -1.0872, -2.2726, 0.9063, -2.6215, -0.5152, -0.1701, 1
-0.9493, 0.1043, -0.755, -1.5453, 0.7027, -1.2373, -0.7619, -0.8133, -1.0659, -1.5025, -0.9867, -1.9679, -1.6947, -2.1954, -0.1614, 0.6789, 0.016, -2.81, -1.0208, 0.0611, 1
-0.3422, 0.5546, -0.2656, 0.5212, -0.7419, -1.0963, -1.0526, -1.4544, -1.1711, -0.8706, 1.2371, -2.1777, -0.8054, -0.5898, -1.4203, -0.5922, 2.6137, -0.8361, -0.9672, -0.638, 1
1.4644, -0.8551, 0.4856, 1.4212, -0.7052, 2.8398, 1.1143, -2.5257, 2.4725, -0.3901, -0.1561, -1.8575, -1.302, 1.8008, 1.6617, -0.2682, 1.7344, -0.7737, -0.3313, 0.9449, 0
-0.1924, -0.6012, -0.1577, -0.9596, -0.1726, 1.5723, 0.0349, 0.2129, -0.3571, -0.6794, -1.1052, -1.6658, -1.5995, 0.0727, 0.133, -1.4452, -0.7628, -0.7744, -0.5246, 0.2294, 1
0.5414, 0.828, -0.4663, -1.8447, 0.0274, 0.1609, -0.4261, -1.6449, 0.2611, -0.0424, 1.0323, 0.8634, -0.22, -0.6403, 0.6719, 0.5584, -0.3726, 1.09, 0.9746, 0.2701, 0
2.4338, -0.4056, 0.6219, -0.1241, 0.566, 1.673, 0.8143, -1.1441, -0.3209, 0.0143, -1.3831, 0.5256, 0.9963, -0.324, 0.2124, 0.5482, -0.9064, 0.4979, -0.4084, 0.9159, 0
-0.86, -0.7309, 1.1693, -0.2019, 0.1011, 0.2377, 0.0172, -0.2275, 1.3487, 1.0581, 1.2065, -0.2035, 0.3062, -0.0098, 0.6857, -0.4919, -1.1985, -0.7946, -0.1514, 0.4501, 1
-1.8995, 1.2012, 1.2324, 0.958, -0.4847, 1.7214, 0.8551, -0.3398, -0.9175, 0.8735, -0.2399, 1.3126, 1.8894, 1.2443, -1.0515, 1.1113, -0.112, 2.0694, -0.8253, -0.1761, 0
0.8327, 0.9203, -0.2927, 0.884, 2.1296, 1.6522, 0.1265, 0.2332, 0.6186, 1.0349, -0.6425, -0.6193, 1.0901, 1.5314, -0.1012, -0.4333, 0.4393, 1.0425, -1.4767, -0.1625, 0
1.4707, 1.1176, 0.4815, 0.5955, 0.3274, 0.5682, 0.679, -0.4418, 0.3134, -0.0386, 0.3624, 1.8915, -0.5988, -0.974, 1.2759, 0.9833, 0.3362, 1.173, 1.5999, 0.1469, 0
-0.17, 0.7438, -0.9154, -1.0719, -2.0136, -1.0801, -0.8466, -0.3914, -1.6691, -0.2705, 0.6185, 0.7881, -0.2932, -2.0302, 1.1297, -1.8673, -0.5492, 0.3356, -0.0717, 0.9739, 1
0.9221, 0.0092, 1.2449, 0.9031, 1.0766, 0.6861, 0.5835, -0.5259, 0.4619, 3.7099, 0.7361, 1.2672, -0.3096, 1.2624, 0.9067, -0.5562, 1.29, 0.2926, 0.8466, 1.1402, 0
0.8959, 0.5988, 0.2003, 0.9651, 1.2934, 0.495, 1.1283, -1.5348, 0.2583, 0.4954, 0.8642, 0.5222, -0.0496, -0.7378, 0.3942, 1.1344, -1.8255, 0.1982, 0.1694, 1.095, 0
2.0986, 1.0876, -0.1263, 0.3291, 0.0467, 0.3495, 0.3587, 0.6285, -0.6619, 0.2629, 1.2842, 0.0717, 0.1328, 1.8135, 1.0437, 0.16, 1.8253, 1.8947, 1.1675, 1.4884, 0
0.6143, 0.5836, 0.2135, 1.2753, 1.0637, 0.046, 0.7519, 2.0416, 1.2071, -0.0822, -0.6919, -0.6287, 1.1478, 1.6237, 0.8433, -0.8723, 1.3956, 0.0472, 0.0158, 0.918, 0
0.475, 0.4584, -0.9595, 0.7441, 0.7859, -0.0124, -0.9842, -0.3102, -0.9514, -1.2835, -0.4254, -2.9228, 1.1914, -0.9501, -1.3247, -0.5508, -0.953, 0.8393, -2.1792, -0.7751, 1
-1.4757, 0.8771, -0.8175, -1.4174, -0.8531, -0.2334, -0.3502, -1.3709, -1.0991, -1.4808, -0.8258, -0.8322, -1.1345, -1.2319, -1.5368, -0.8197, 0.6004, 0.9612, 0.0933, -1.3807, 1
0.2903, 0.8764, 0.2294, -0.3385, 0.633, 1.263, 1.5059, 0.8323, 0.7169, 0.7253, 2.6569, 0.0106, 1.2204, -0.2056, 0.76, -0.0452, 0.6096, 2.056, 1.8176, 0.0166, 0
-0.3176, 1.1588, -0.5657, -0.0871, -1.441, 2.276, -0.9841, 0.4876, 0.8447, -0.7151, -0.3758, 1.0265, 0.5074, -0.283, 1.6068, -1.0299, 0.123, -0.6686, 2.687, 0.1947, 0
-0.8045, 0.177, -0.953, 0.9778, -0.6549, -0.2412, -1.3077, -1.4987, 1.1347, -1.3402, -1.786, 0.2072, -1.1299, -1.4305, -0.9529, -2.4877, -2.0725, -1.4353, 0.2806, -1.1735, 1
-2.7126, -1.3006, -2.8012, 0.2051, 1.438, -1.1641, -0.2509, 1.8646, -0.1643, 0.9604, -1.459, 3.03, 0.3431, -1.722, 0.1463, -2.4629, -1.8153, -0.0348, 1.5383, -0.9817, 1
0.6469, -0.4182, 0.821, 0.5696, 2.0186, 0.8823, -0.2401, -0.5055, 0.8237, -0.871, 0.2396, -0.733, 1.5163, 1.2264, 1.223, 2.4182, -0.4286, 0.9385, 1.5525, 0.9047, 0
-1.3399, -0.8656, -0.4135, -0.5119, -0.4371, 0.5284, 0.3768, 0.7483, 0.7319, -0.6449, -0.7526, 0.6453, -1.2592, 1.5435, 0.525, -0.5623, -1.3148, -0.3602, -0.1933, 0.1643, 1
-1.6483, 1.6013, 0.1248, 0.1806, -1.4841, 2.0797, 0.5915, 0.4454, 0.7831, 0.8936, 0.0736, 0.8351, 1.1058, 0.9899, 1.2794, -0.2438, 1.6018, 0.4431, -0.111, 0.2916, 0
1.3173, 0.9792, -0.5579, 1.6588, -0.035, 1.5208, 0.0036, 0.729, 0.634, -0.3533, 0.3533, -0.6525, 1.0073, 0.5114, -0.6541, -1.2208, 1.3195, -0.161, -1.407, -1.1516, 0
0.3739, 0.4605, -0.646, -0.3456, -0.3462, 1.3178, -0.4062, -0.0296, 0.1249, -0.0497, -0.6542, -0.4622, -1.1602, -0.0385, 0.9452, -0.255, -0.4038, 0.4689, -0.0338, 1.2161, 1
-1.3979, -0.3106, 1.7624, 1.7648, -2.3276, -1.3602, -0.4929, 1.2515, 0.4775, 0.9016, 1.4838, 0.6737, 0.9032, 1.5952, -1.0437, 1.1369, -0.177, -0.7631, -0.4553, 0.8073, 0
-0.5774, 0.6462, 0.0794, -1.4483, -0.9961, -1.1788, -0.9215, 0.1247, -0.0927, -0.1215, 2.3852, -0.0113, -0.7507, -0.7112, 1.8707, 1.226, 0.3385, -0.187, -1.222, 0.0858, 0
-1.2426, 0.6877, -1.3027, 1.0305, -1.645, -0.8722, -0.4749, -0.9755, -0.2307, -2.1096, -1.1092, -0.2364, 0.8575, -2.5947, -0.8313, 0.0466, -0.0061, -0.2138, -1.2295, 0.2712, 1
-1.4232, -1.9966, 0.3097, -0.7557, -0.7821, -0.7107, -2.487, -0.6904, -0.5973, -0.9224, -0.294, -1.6456, 0.4558, 0.3379, -0.4855, -2.0608, -1.1218, 0.0114, 0.0866, 1.3243, 1
0.5055, -0.3902, -0.5613, -0.9284, -0.5994, -1.3045, -2.3859, 0.0433, 2.3367, -1.3219, -0.9088, 0.5907, 1.5724, 0.3176, 0.1823, 0.9319, 1.1102, -1.4353, -0.5087, -0.2758, 1
0.0649, -0.8544, 0.8407, 0.2654, 0.4524, -0.5592, -0.3918, -0.1064, -0.2652, -1.135, 1.8334, 1.0407, -1.2608, -0.8217, 1.609, -0.633, -1.1193, -1.4497, -0.3873, -1.06, 1
0.0036, -0.4045, 0.412, -1.647, -0.5371, -2.1942, -1.2528, -2.3359, -1.7677, -0.2783, -0.6103, 0.1755, -1.4619, -1.3698, -1.2507, -0.3837, 0.9299, 0.7897, -0.1611, -1.4055, 1
0.2561, -1.8848, -0.6877, -0.1665, 0.796, -0.1307, -0.2404, -1.4469, 0.0322, -1.8191, -0.2602, 0.171, 1.0017, -0.4604, -0.9216, -0.4866, 0.1518, 0.6649, -0.5344, -1.1859, 1
-0.0809, 0.8455, -1.108, -1.9005, -0.3546, -1.8684, -0.1683, -1.7593, -1.8584, -0.1557, -2.0913, -0.5745, 0.3248, 0.3827, -0.0651, -3.5233, -0.8888, 1.0242, -1.1215, -0.3592, 1
-1.1922, -2.1482, 0.751, -1.1077, -0.9557, 1.157, 0.205, -0.925, -1.2294, 0.1071, -0.7761, -1.0327, 0.3157, -0.2936, -0.4542, -0.1274, 0.8895, 0.4269, -1.2536, -1.3162, 1
-0.7392, -0.2615, 0.6955, 1.6059, 0.6334, 1.1031, 1.0944, -1.5694, 1.0246, 0.229, -0.3057, 1.0935, 2.7675, -1.7232, 0.0884, 0.1385, -0.6753, 1.7575, -0.1392, 0.4677, 0
0.93, 0.2979, 1.2209, 0.1086, -0.0022, 0.6305, -0.1602, -0.0873, 0.6757, -0.4556, 0.3273, 1.3461, 0.127, 3.4554, -0.082, -0.9627, 0.3356, -0.8315, 0.762, 0.1376, 0
-0.8381, -0.747, -0.9342, -1.3304, 1.2081, -0.3817, 0.0767, -0.9211, 0.8215, -0.3923, -0.209, 0.2213, 1.6244, 1.352, -1.6171, -0.3356, -0.2851, -1.6522, 0.5434, 1.062, 1
-1.1255, -1.0486, 0.9473, -0.7515, -0.7667, -1.423, 0.3608, -0.18, -1.8762, 0.3242, -0.9844, -0.2632, 0.0375, -0.2104, -0.92, -0.4296, -1.0194, 0.5662, -1.4111, 0.4896, 1
-0.4351, -1.5276, -0.5939, 0.9465, -0.7053, -1.1814, 0.8385, 0.9027, 0.1898, -0.0298, -1.2623, 1.1543, -0.931, -0.3037, -0.6548, -1.6295, 0.1349, -0.9309, 1.5984, -1.1759, 1
-0.3888, -0.4655, -0.4332, 1.2238, 1.7957, 1.9566, 1.7827, -0.3769, 0.6067, 0.3455, -0.1184, -0.1508, 0.9327, 0.2269, 0.5888, 2.0477, 1.4082, 0.2509, -0.2753, 2.1149, 0
1.7638, 1.6364, 0.2917, -0.5326, -0.2786, -0.1191, 3.88, -0.2445, 2.6602, -0.04, 0.7382, -1.9333, 0.3525, 0.399, -0.7269, -0.4931, 1.1796, 1.054, 0.6682, 1.4124, 0
-1.2112, -0.444, -1.6196, -0.7026, -0.5225, -1.9487, 0.3831, -0.0911, -1.5259, -0.3225, -0.1131, -0.412, 0.7293, -1.2039, -0.8261, -2.2948, -2.4316, -1.7861, -0.9302, -0.4174, 1
-0.2314, 2.2658, 1.7833, 1.1388, 0.2938, -1.3775, 0.1277, -0.7281, 1.4158, 0.5256, 0.9281, 0.3816, 1.2131, -0.353, 0.9948, -0.56, -0.0717, 0.7288, 0.7871, -0.9238, 0
0.1951, -2.127, -1.1375, 0.7719, 0.6695, -0.9628, -1.2179, -0.998, 0.6842, -0.7167, -2.5452, 0.3174, -1.1248, -0.7591, -1.1044, -1.2055, -0.2592, 0.2418, -1.5619, -0.2139, 1
-1.4507, 0.7441, -1.0991, -2.6867, 0.4292, -1.3261, 0.0318, -0.358, 0.5825, 0.0184, 0.7933, 0.4309, 1.2253, 1.0517, 0.1679, -1.7845, -0.4024, 0.2914, -1.4856, -0.7626, 1
0.8738, 0.9675, -2.094, -0.5197, -2.0415, 0.4243, 2.3104, -0.4604, -0.4035, 0.499, -0.736, 0.8067, 0.7363, 0.0694, 0.3672, -0.5983, 2.0556, 0.1668, -0.1426, 2.1485, 0
1.2587, 1.2223, 0.2421, -0.409, 1.3505, -0.9279, 2.4681, 1.3766, -0.3831, -1.3728, -0.1113, 0.1127, 0.1831, 1.2499, -0.2067, 1.3889, -0.2515, 0.7879, -0.3195, 1.4347, 0
-0.9829, 1.6447, -0.7781, -0.0291, -0.2839, -0.0836, 0.2173, -1.1336, -0.9834, -2.5042, -0.3142, -0.4672, -1.0164, -0.7325, -0.1771, -0.2895, -1.807, -0.3863, -0.2063, -0.8662, 1
-1.2927, 0.0396, 0.4785, 1.102, 1.4963, 0.7248, -0.1304, -0.2232, 2.2282, 0.0318, 1.763, 0.3094, 0.7306, -0.2996, 0.252, 1.0589, 2.5152, 0.8742, -0.229, 0.5861, 0
-2.4453, -2.4618, -0.337, -1.0458, 0.0255, -0.1148, 0.7733, -1.1256, 0.6144, 0.0555, -0.5643, -0.7049, 1.4954, -0.6731, -0.3173, -0.8796, -1.4944, 1.0974, -0.6636, -0.7994, 1
-0.4879, 0.6941, -0.106, -0.8486, 0.8655, 0.7098, -0.8776, 0.0112, 0.1976, -0.1116, 0.119, -0.6526, -0.9728, 0.3641, 0.0018, -0.1818, 2.5483, -0.3782, -0.8858, -0.1222, 1
-1.3972, 0.7797, -0.9478, -1.0955, -1.2714, -1.1786, 0.2822, -0.6452, 0.563, -0.4043, -0.0527, -0.8287, -1.7461, 2.0223, 0.449, -2.2545, 0.1722, -0.0651, -2.0384, -0.0637, 1
-1.7416, -0.7989, -0.623, -0.0983, 0.3587, -0.5776, -1.8928, -0.6039, -0.8061, 2.2891, 1.2038, 0.9131, 0.6157, -1.0716, -1.56, 1.3093, 2.0472, -1.9069, -1.2929, -0.1449, 1
-1.9878, 0.7795, 0.5529, 0.426, -0.9373, 0.8646, -0.9388, -0.5698, -0.7262, -0.0871, -0.5354, -0.2956, -0.5702, -0.1711, -2.229, -2.251, 0.9961, -1.4937, -1.1362, -0.1915, 1
-0.7132, 0.1249, 0.4259, -0.0378, 1.1377, 0.524, 2.0164, 1.1471, -1.7185, 0.2649, 0.0732, -0.0141, -0.2566, -0.0517, 1.0223, 0.4106, 0.3245, 0.659, 0.1093, 1.4898, 0
0.245, 1.1429, 0.2255, -0.0861, 0.9048, 0.2608, 1.5736, -0.7176, 0.4643, -0.4342, -1.2777, 0.5082, 2.1779, 1.0851, 0.6071, -0.1947, 0.385, 2.5498, 1.0469, 0.681, 0
1.5005, -1.0257, -0.7533, -0.9404, -1.0888, 2.7745, -0.9355, 1.2294, 0.1461, -0.2696, 0.8745, -0.7602, -0.2073, -1.0324, -2.0929, 1.0525, -0.3052, 0.47, -0.8183, 1.7259, 1
2.1704, -0.087, 0.5659, 0.8876, -1.0711, -0.6518, -0.1842, 0.8728, 0.6527, 0.6508, 0.4762, 1.1656, 0.5992, -0.4267, 3.5485, 0.7627, 0.7863, 0.1018, 0.2271, -0.0424, 0
0.4784, -0.9103, 0.2968, -0.1288, 0.4288, 0.5807, 1.9639, 0.0592, -0.0904, 0.6531, 0.9551, 0.2536, 1.6557, 1.1222, -1.2558, 1.5819, 1.0805, 1.32, 0.878, -0.5788, 0
-1.4721, 0.6056, 0.1523, 0.1086, -0.1983, 0.8999, 0.5407, 0.1105, 0.8518, -0.6007, -1.5967, -1.1237, -0.858, -1.3353, 0.5046, 0.3094, -0.2345, -2.6481, 0.3423, -0.5789, 1
0.3969, 0.1278, 0.8752, 0.3796, 1.056, 0.5312, 1.1819, 0.0973, 0.4975, 0.1563, 1.8276, 1.551, -0.0879, -0.1752, -1.0124, 2.1962, 0.5238, 0.691, -1.9418, -0.6311, 0
-0.5307, -1.7177, -0.998, -1.6982, -1.8736, -0.4211, -0.0672, -0.0206, -0.2411, 1.7244, 0.1084, 0.2177, 0.6258, -0.2323, -1.9711, -0.059, -2.4007, 0.2774, 0.2294, -0.382, 1
-0.7608, -1.1141, 0.2611, 0.0968, -2.0877, -0.6662, -1.0559, 0.2156, 1.2381, 0.2372, -1.3028, -0.5433, -1.1335, 0.7034, -0.5833, -0.7083, -0.5526, 1.4903, -1.1273, 0.4864, 1
0.1285, -0.8899, -1.2184, -0.842, -0.0182, 1.4363, 0.8328, 1.1983, -0.731, 2.8043, 0.3953, 1.4174, -1.938, -0.2641, -1.4517, -0.8185, -1.3382, 0.0608, 1.3346, -0.0545, 1
0.8637, -0.4019, -0.4111, -1.4939, 0.1643, -0.4419, -0.5618, -0.1797, -0.9588, -1.3474, -1.1394, -0.8893, -1.1148, 1.3229, -2.0147, -0.6489, 0.4301, 0.6192, -0.1512, -0.7468, 1
-0.4781, -0.6722, -1.8872, -0.9304, 0.0027, -1.2766, -1.0013, -0.0798, 0.7313, -0.7401, -0.4787, 0.7152, 0.142, -1.5887, -0.5816, 0.3188, 0.4326, -1.1542, 1.044, 0.2603, 1
2.6907, 1.369, -0.0895, 1.4519, 0.6151, -0.7953, 0.457, -0.1331, -0.055, 0.3795, 0.5307, 0.6183, -1.0212, -0.9694, 0.2915, 1.6004, 1.1855, 1.6976, 1.0616, -0.2378, 0
0.1868, 2.2656, 2.2516, 2.047, 0.6539, -0.8638, -1.2618, 0.0565, 1.0864, 0.5488, 1.1447, -0.4945, 0.6064, 0.3604, 0.7612, 1.1125, -0.7084, -1.1894, 1.2124, 0.4305, 0
0.6016, -0.7573, 5.0E-4, 1.0106, 0.7132, -0.3261, 1.294, -0.3868, 1.1428, 0.9212, 1.4041, 0.5194, 0.8232, -0.9023, -1.4014, 0.328, 0.8717, 1.0648, -0.4619, 1.4362, 0
-1.1488, -1.0128, -1.0958, -0.1271, -1.1769, 0.2254, -1.2174, -0.9786, 0.6851, -0.6292, -0.3223, 1.393, -0.0572, -1.235, -0.9992, -0.9356, 0.1538, -0.242, -1.4608, -1.8579, 1
-0.2947, -0.8103, 0.9393, -0.8226, -2.0496, 0.914, 0.3336, -0.3612, -1.3618, 1.4197, -2.8167, -2.0159, -1.2893, -0.6704, -0.3485, -0.139, 1.3301, -0.3763, -1.271, -0.426, 1
-0.6279, 1.3162, -0.7408, -1.4009, -0.9397, -0.6822, -0.8178, 0.33, -0.3224, -1.8316, -0.64, -2.3853, -0.8109, 0.1613, -0.808, -0.5271, 0.4419, 0.531, -0.1464, -3.1048, 1
-0.3518, -2.2328, -0.1227, 1.6843, -1.507, -0.9751, -1.0424, -0.4572, -1.7757, -0.8266, -1.0561, -0.3965, -0.0165, -1.9112, 0.1944, 1.0127, -1.1503, 1.0793, -0.5674, -1.2772, 1
-1.1185, -0.4472, 0.4435, 0.2841, -1.004, 0.1916, 0.4756, -0.2207, 0.6396, -0.3596, -1.915, -0.3215, 0.1505, 0.4529, -0.4141, -0.7418, -0.2593, 0.06, -1.1733, -1.3851, 1
-0.7694, 0.5573, 0.6917, -0.4822, -0.8735, -0.8882, -2.9671, 1.2212, 0.9612, -1.5873, -0.1882, -1.3402, 0.7068, 1.2781, 0.0523, 1.2788, 1.0513, -0.4168, 1.1334, -0.018, 0
-1.2075, 0.8925, -1.1857, -1.0774, -0.607, -1.0874, -2.1402, 0.2321, -2.4809, 0.9528, 0.8281, -0.7208, 0.6456, -0.3723, 0.4702, 0.688, -0.3091, 0.7718, 0.0736, -0.1278, 1
-0.0587, 1.1072, 0.3899, 2.4921, -1.0644, 1.3536, -1.3559, -0.7013, 1.1111, -0.3476, 1.1923, 1.9445, -0.1114, 0.0228, -0.1557, 0.5928, 1.5662, 1.6516, 1.0249, -0.7638, 0
0.5299, 1.0782, 2.674, 1.4251, 0.8955, -0.016, -0.5142, 0.7731, 0.7252, 1.4114, 1.8186, -0.1212, 0.9582, 1.332, 0.728, 1.1032, -0.1657, 1.2087, 0.7283, -0.4481, 0
0.09, 0.6886, 0.0504, -1.4677, -0.6559, -1.3749, -1.7995, -0.9977, -1.3297, -1.0367, -0.597, -1.9788, 0.5094, -1.5582, 0.9016, -0.9074, 0.0416, -1.7473, 0.0257, -0.3897, 1
0.6417, -0.1896, 0.4938, 0.1872, 2.6462, 0.2111, 0.4118, 1.1038, 0.5326, 1.2379, 1.9651, 0.7956, 0.1102, 1.6407, 2.0103, 1.5651, 0.0611, -1.1039, -0.4973, 0.1674, 0
1.7984, -0.0838, -0.2641, -2.2776, -0.61, -0.6728, 0.0866, -0.3699, -0.7091, -1.0193, -0.1393, 0.575, -0.314, -0.5477, -1.436, 0.6862, -1.3449, 0.2359, 0.0056, -0.2373, 1
-0.5593, 0.3172, 0.0685, 1.1162, 0.2438, 0.1913, -0.2805, 2.1469, 1.3319, -0.4372, 0.4979, -0.4264, -0.2701, -0.1406, 1.6224, -0.2731, -0.9829, 1.5143, -1.7982, 0.8769, 0
0.9099, -0.6693, -0.1789, 0.4181, -0.5632, -1.5087, -1.8944, 1.3227, 0.5535, -1.5308, 0.0949, -0.9935, 0.0467, -1.9506, -0.6481, -0.7881, 0.2123, -0.1138, 0.0256, 0.8095, 1
1.5434, -0.3777, 0.0956, 0.5169, 0.1146, 3.0463, 0.4659, 0.2298, 3.1433, 1.0336, -0.8452, 0.7068, -0.8205, 0.9361, 0.5065, 1.667, 1.2738, -0.0238, 0.301, 0.3448, 0
0.437, -3.3687, -0.9525, -0.434, -1.1527, -0.2201, 0.5342, -1.4492, -2.3783, 0.619, -0.176, 1.7002, -0.5674, -0.715, -0.4145, -1.0134, -1.8606, 0.3062, -0.5536, 1.4759, 1
-1.345, -0.0686, -1.2568, -1.952, -1.3586, 0.1468, 1.9812, 1.8255, 0.246, 0.9273, -1.2431, -0.9099, -0.938, -1.4067, -1.7193, -0.4464, -0.7541, -1.4106, -1.1728, -0.8472, 1
0.3993, -1.7191, -0.9862, -0.42, 0.3554, -0.4125, -0.3345, -0.4081, -0.6164, 0.9985, 0.4948, -0.1741, 0.3623, 1.023, 0.9962, 0.0646, 2.0177, 0.4287, 0.5137, 1.049, 0
