@relation australian

@attribute A6 numeric
@attribute A8 {0,1}
@attribute A9 {0,1}
@attribute A14 numeric
@attribute Class {0,1}

@data
4,0,1,23,0
4,0,0,51,0
3,0,0,1,0
1,0,1,106,0
4,0,0,1,0
8,0,0,252,0
4,0,0,1,0
4,0,0,1,0
4,0,0,4,0
4,0,0,1,0
1,0,1,2,0
8,1,1,6,0
4,0,0,1,0
4,1,1,39,0
4,0,0,1,0
4,0,0,351,0
4,0,0,1,0
1,1,0,1,0
4,0,0,1,0
4,0,1,155,0
4,0,0,1,0
8,0,0,538,0
4,1,0,1,0
5,1,0,1,0
8,0,0,14,0
4,0,0,3,0
5,1,0,1,0
4,0,0,1,0
4,0,0,229,0
4,1,1,21,0
1,0,0,28,0
1,0,1,7,0
4,1,0,1,0
4,0,0,723,0
4,0,0,11,0
1,1,0,1,0
4,0,0,1,0
4,0,0,123,0
1,0,0,1,0
4,0,0,14,0
4,0,0,1,0
4,0,0,1,0
4,0,0,7,0
4,0,0,1,0
1,0,0,1,0
4,0,0,1,0
4,0,0,1,0
4,0,1,501,0
4,0,0,142,0
8,0,0,205,0
4,0,1,11,0
4,0,1,395,0
4,0,0,1,0
4,0,0,1,0
4,0,0,1,0
4,0,0,1,0
4,0,0,118,0
4,0,1,22,0
8,0,1,2,0
4,0,0,1001,0
1,0,0,26,0
4,0,1,7,0
1,0,1,19,0
4,0,0,1,0
1,0,1,352,0
4,0,0,43,0
4,0,0,1,0
4,0,0,1,0
8,0,0,6,0
4,0,0,1,0
4,0,0,1,0
4,0,0,1,0
4,1,0,1,0
4,0,0,51,0
8,0,0,1,0
1,0,1,2,0
4,1,0,1,0
4,0,0,1,0
4,0,0,365,0
1,0,1,2,0
1,0,1,127,0
4,0,0,1,0
4,1,0,1,0
5,0,0,688,0
7,0,0,121,0
8,0,0,101,0
1,0,0,1,0
8,1,0,1,0
4,1,0,1,0
4,1,1,6,0
4,0,0,3,0
4,0,0,180,0
4,1,0,1,0
5,0,0,201,0
4,0,0,1,0
8,1,0,2,0
5,0,0,1211,0
4,0,0,1,0
4,0,0,3,0
8,0,0,205,0
1,0,0,5,0
5,0,0,1,0
4,0,0,1,0
5,0,0,1,0
4,0,1,2,0
5,0,0,1,0
8,0,1,34,0
5,0,0,1,0
1,0,1,11,0
4,1,0,2,0
4,1,0,1,0
4,1,0,1,0
1,0,0,4,0
1,1,0,2,0
5,0,0,3,0
4,1,1,1,0
4,0,1,42,0
4,0,0,1063,0
8,0,0,2,0
4,0,0,1,0
5,1,1,1,0
8,0,0,2,0
8,0,0,1,0
4,0,1,19,0
4,0,0,1005,0
1,0,0,5201,0
4,0,0,1,0
4,0,1,10,0
4,0,0,1,0
4,0,0,1,0
4,0,0,810,0
4,0,0,1,0
4,0,1,3,0
4,1,0,1,0
1,0,0,1,0
4,0,0,6,0
1,0,0,1,0
1,0,0,1,0
4,0,0,2,0
4,1,0,376,0
3,1,0,28,0
8,0,0,2,0
4,0,0,1,0
4,0,1,2,0
4,0,0,1059,0
1,0,0,1,0
5,0,0,1,0
4,0,0,8,0
4,1,0,1,0
4,0,0,17,0
8,1,1,91,0
5,1,0,1,0
4,0,0,1,0
4,0,0,3,0
4,0,1,12,0
8,0,0,1,0
1,0,0,1001,0
8,1,1,1,0
4,0,0,1,0
5,0,0,4501,0
1,0,1,20,0
4,0,0,1,0
4,0,0,71,0
4,0,0,1,0
4,0,0,1,0
4,0,0,1,0
4,1,1,1,0
5,1,0,2198,0
1,0,0,61,0
1,0,1,770,0
1,0,0,2,0
8,0,0,1,0
4,0,1,4,0
4,0,0,1,0
4,0,0,1,0
8,0,0,6,0
4,0,0,1,0
4,0,1,284,0
4,0,1,113,0
5,1,0,401,0
8,1,0,1,0
2,0,1,1301,0
7,0,0,3,0
8,0,0,18,0
4,0,0,1,0
8,0,0,1,0
1,0,1,301,0
4,1,0,21,0
3,0,1,54,0
4,0,0,1,0
4,0,0,101,0
4,1,1,348,0
4,0,0,2101,0
4,0,0,1,0
4,0,0,1,0
5,0,0,1,0
4,0,0,1,0
1,1,1,148,0
4,0,0,1,0
4,0,0,41,0
4,0,0,1,0
4,0,0,1,0
8,0,1,22,0
4,1,0,1,0
4,0,0,4001,0
8,0,0,1,0
4,0,1,69,0
4,0,0,1,0
4,0,1,4,0
5,0,0,1,0
4,0,1,2,0
4,1,0,226,0
8,0,1,109,0
4,0,0,7,0
1,1,0,1,0
4,1,0,1,0
4,1,0,69,0
4,1,0,1,0
4,0,0,1,0
4,0,0,1001,0
5,0,0,1,0
4,0,0,56,0
4,0,0,141,0
4,0,1,9,0
4,0,1,1,0
4,1,0,1,0
1,0,0,1,0
4,0,0,1,0
5,1,0,1,0
5,1,0,1,0
4,1,1,991,0
1,0,0,1,0
4,0,0,1,0
4,1,0,1,0
4,1,1,4701,1
4,1,1,401,1
8,1,1,1,1
4,1,1,1345,1
4,0,1,1,1
8,1,0,1,1
4,1,0,1,1
4,1,1,3066,1
4,1,0,1066,1
4,1,1,1,1
8,1,0,1,1
4,1,0,151,1
4,1,1,541,1
4,1,0,1,1
8,1,0,201,1
8,1,0,1,1
4,1,1,50001,1
8,1,1,1,1
8,1,1,151,1
4,1,1,1,1
5,1,1,445,1
5,1,0,24,1
4,1,1,457,1
4,1,1,592,1
4,1,0,1,1
4,1,1,1,1
5,1,1,8,1
4,0,0,1,1
3,0,0,1,1
4,1,1,601,1
4,1,1,1,1
4,0,0,1,1
8,1,0,1,1
4,1,1,1001,1
8,1,1,1,1
4,0,0,1,1
4,1,1,3291,1
7,0,0,100001,1
4,1,1,60,1
4,1,1,16,1
8,1,1,5001,1
4,1,1,100,1
4,1,1,731,1
4,0,0,2691,1
8,1,0,1,1
4,1,0,1,1
4,1,0,10562,1
4,1,0,1,1
4,1,1,801,1
4,1,1,4072,1
4,1,0,601,1
5,1,0,301,1
9,1,0,13213,1
8,1,0,31286,1
9,1,1,3377,1
8,1,1,1,1
4,1,1,222,1
8,1,1,459,1
1,1,1,301,1
8,1,1,285,1
3,1,1,1,1
1,1,1,1401,1
4,1,0,201,1
4,1,0,1,1
1,0,0,1,1
8,1,1,1,1
4,0,0,1,1
4,1,1,501,1
1,1,1,101,1
4,1,1,3001,1
4,0,1,769,1
8,1,1,51,1
9,1,1,1201,1
5,1,1,6701,1
4,1,1,59,1
8,1,1,1,1
4,1,1,3258,1
4,1,1,1,1
4,1,1,7,1
8,1,1,2955,1
4,1,0,1350,1
4,1,1,301,1
8,1,1,679,1
8,1,1,1,1
8,0,0,1,1
5,0,0,1,1
4,1,0,1,1
4,1,1,2280,1
4,1,0,1,1
4,1,1,10001,1
5,1,0,1,1
5,0,0,2,1
5,1,1,1250,1
4,1,1,2185,1
8,1,0,825,1
4,0,0,9,1
8,1,0,1,1
4,1,1,1,1
4,1,1,501,1
4,1,1,246,1
4,1,1,1,1
8,1,1,2001,1
5,1,1,1211,1
4,1,0,1,1
8,1,1,100,1
8,1,1,1,1
4,1,1,561,1
4,1,1,1,1
4,1,1,1,1
8,1,1,828,1
4,0,0,7,1
4,1,1,1603,1
8,1,1,285,1
8,1,1,1,1
4,1,1,4608,1
8,1,1,18028,1
4,1,1,1584,1
8,1,0,2029,1
4,1,0,1,1
5,1,1,5001,1
4,1,1,151,1
4,1,1,259,1
4,1,1,21,1
4,1,1,1,1
8,1,1,1,1
4,1,1,11203,1
4,1,0,1,1
4,1,0,1,1
4,1,1,1271,1
8,1,1,2301,1
4,1,1,15109,1
4,1,0,501,1
4,0,0,114,1
8,1,1,1001,1
1,1,0,1,1
8,1,1,949,1
4,1,1,16,1
4,1,1,1188,1
8,1,1,301,1
4,1,1,743,1
4,0,0,45,1
8,1,1,552,1
8,1,1,7,1
8,1,1,328,1
4,1,1,1,1
4,1,1,1,1
8,1,1,1001,1
1,1,1,8852,1
4,1,1,1,1
4,1,1,2733,1
4,1,1,1,1
4,1,1,1261,1
4,1,1,1705,1
4,1,1,1,1
8,1,1,1,1
4,1,1,1,1
4,1,1,159,1
8,1,1,101,1
8,1,1,6591,1
8,1,0,1,1
4,1,1,1,1
8,1,0,1,1
8,0,0,1,1
8,1,0,3001,1
5,1,1,1,1
4,1,1,5125,1
8,1,1,1,1
4,1,0,5801,1
2,1,0,1,1
5,1,1,3066,1
4,0,0,1,1
4,1,1,2,1
9,1,1,1,1
4,1,1,583,1
4,1,0,1,1
4,1,1,235,1
8,1,1,322,1
8,1,1,858,1
8,1,1,1,1
4,1,0,1,1
4,1,0,1,1
4,1,1,279,1
8,1,0,1,1
8,1,1,1656,1
7,1,1,135,1
8,1,1,791,1
4,1,0,1,1
4,1,1,9801,1
8,1,1,7545,1
8,1,1,1237,1
4,1,0,1,1
4,1,1,1,1
4,1,1,810,1
8,1,1,1466,1
1,1,1,1001,1
8,1,0,1,1
8,1,1,893,1
4,1,1,4160,1
4,1,1,2201,1
4,1,1,1,1
4,1,1,163,1
5,1,0,1,1
4,1,1,1,1
4,1,1,20,1
8,1,1,3001,1
4,1,0,1,1
8,1,0,315,1
5,1,1,368,1
4,1,1,29,1
4,1,1,1,1
4,1,0,2207,1
4,1,1,1,1
8,1,0,1,1
4,1,1,1,1
8,1,0,838,1
4,1,1,568,1
9,1,1,110,1
8,1,1,8001,1
4,1,1,15,1
4,1,1,1431,1
4,1,1,301,1
4,1,1,1392,1
8,1,1,2284,1
8,1,0,5299,1
4,1,1,1098,1
4,1,1,397,1
8,1,1,714,1
4,1,0,1,1
5,1,1,51101,1
5,1,1,2511,1
4,1,1,2504,1
4,1,1,1201,1
4,1,1,2001,1
4,1,1,1,1
4,1,1,1209,1
5,1,1,2001,1
4,1,0,301,1
4,1,0,4001,1
5,1,1,611,1
4,1,0,1,1
4,1,1,1,1
4,1,1,1001,1
8,1,0,1,1
4,1,1,1333,1
8,1,1,1,1
8,1,1,501,1
8,1,0,1,1
8,1,1,2073,1
4,1,0,1,1
4,1,0,1,1
4,0,0,1,1
8,1,0,1,1
4,1,1,36,1
5,1,1,1,1
4,1,0,1,1
4,1,1,3001,1
8,1,0,1,1
3,1,0,961,1
8,1,1,501,1
4,1,1,5778,1
2,1,1,501,1
8,1,1,561,1
4,1,1,919,1
4,1,1,7060,1
4,1,0,401,1
4,1,1,501,1
4,1,0,11178,1
4,1,1,561,1
8,1,0,640,1
4,1,1,541,1
4,0,0,1,1
8,1,1,169,1
4,1,1,197,1
8,1,1,12,1
5,1,0,1,1
5,1,1,501,1
