@relation australian

@attribute A8 {0,1}
@attribute A13 numeric
@attribute A14 numeric
@attribute Class {0,1}

@data
1,0,501,1
1,40,601,1
0,500,2,1
1,200,1001,1
1,371,1,1
1,0,1,1
1,232,101,1
1,80,1,1
1,0,1,1
1,260,801,1
1,228,1,1
1,100,1,1
1,80,919,1
1,432,8001,1
0,150,9,1
1,80,1,1
1,0,1,1
0,200,41,1
1,60,59,1
