@relation penbased
@Attribute At1 integer [0,  100]
@Attribute At2 integer [0,  100]
@Attribute At3 integer [0,  100]
@Attribute At4 integer [0,  100]
@Attribute At5 integer [0,  100]
@Attribute At6 integer [0,  100]
@Attribute At7 integer [0,  100]
@Attribute At8 integer [0,  100]
@Attribute At9 integer [0,  100]
@Attribute At10 integer [0,  100]
@Attribute At11 integer [0,  100]
@Attribute At12 integer [0,  100]
@Attribute At13 integer [0,  100]
@Attribute At14 integer [0,  100]
@Attribute At15 integer [0,  100]
@Attribute At16 integer [0,  100]
@Attribute Class {0,1,2,3,4,5,6,7,8,9}
@data
44, 93, 9, 64, 82, 45, 63, 8, 0, 0, 13, 44, 28, 88, 100, 100, 5
26, 76, 23, 100, 52, 68, 43, 30, 0, 12, 49, 5, 97, 0, 100, 32, 2
16, 81, 40, 59, 100, 90, 30, 100, 48, 69, 95, 59, 75, 9, 0, 0, 9
0, 62, 34, 82, 84, 100, 100, 88, 89, 66, 79, 44, 76, 22, 84, 0, 1
19, 86, 18, 35, 57, 0, 100, 24, 92, 72, 47, 100, 0, 77, 1, 31, 0
39, 69, 55, 100, 96, 81, 80, 43, 45, 10, 0, 0, 44, 15, 100, 3, 2
0, 44, 30, 61, 67, 80, 100, 100, 96, 80, 83, 53, 68, 26, 62, 0, 1
0, 91, 34, 100, 65, 83, 43, 56, 12, 36, 25, 13, 63, 7, 100, 0, 2
0, 81, 11, 100, 55, 97, 100, 96, 86, 76, 66, 51, 48, 26, 38, 0, 7
0, 78, 36, 100, 79, 99, 85, 67, 70, 41, 100, 16, 63, 0, 24, 16, 3
36, 78, 75, 100, 77, 82, 61, 34, 39, 0, 0, 8, 50, 8, 100, 7, 1
98, 89, 48, 100, 29, 65, 58, 25, 6, 0, 0, 31, 53, 63, 100, 91, 8
66, 100, 45, 75, 71, 33, 46, 0, 0, 23, 6, 71, 45, 95, 100, 91, 5
9, 100, 10, 91, 0, 61, 0, 31, 55, 24, 90, 45, 88, 29, 100, 0, 4
31, 93, 7, 59, 8, 20, 54, 0, 98, 27, 100, 65, 60, 94, 0, 100, 0
0, 81, 15, 100, 20, 76, 19, 52, 24, 28, 71, 21, 88, 23, 100, 0, 4
0, 100, 53, 100, 100, 88, 84, 56, 61, 24, 42, 0, 18, 31, 56, 46, 7
31, 78, 71, 100, 73, 99, 56, 63, 50, 26, 21, 0, 0, 0, 100, 3, 1
99, 97, 47, 100, 8, 74, 0, 41, 28, 11, 85, 0, 100, 22, 38, 24, 6
42, 98, 89, 100, 73, 72, 59, 52, 100, 32, 88, 3, 41, 0, 0, 19, 3
0, 64, 46, 77, 81, 100, 100, 99, 96, 72, 88, 45, 74, 19, 85, 0, 1
34, 76, 0, 41, 8, 0, 65, 11, 100, 47, 99, 90, 42, 100, 7, 67, 0
100, 97, 48, 100, 12, 80, 9, 42, 51, 53, 80, 28, 49, 0, 0, 5, 5
80, 88, 43, 100, 9, 70, 0, 31, 28, 0, 78, 11, 100, 46, 90, 85, 0
51, 69, 74, 37, 100, 0, 52, 4, 41, 41, 73, 75, 60, 100, 0, 83, 8
100, 100, 53, 82, 18, 57, 0, 29, 14, 0, 69, 1, 64, 20, 12, 7, 6
0, 93, 53, 100, 83, 84, 68, 43, 55, 0, 30, 22, 45, 46, 100, 51, 7
90, 94, 13, 95, 26, 56, 96, 27, 52, 0, 0, 26, 45, 64, 100, 100, 8
0, 50, 13, 63, 56, 83, 100, 100, 94, 75, 75, 50, 54, 24, 31, 0, 1
47, 100, 11, 81, 0, 39, 21, 3, 62, 0, 98, 22, 100, 63, 61, 73, 0
23, 88, 68, 100, 100, 84, 73, 60, 82, 37, 98, 12, 52, 0, 0, 3, 3
0, 90, 37, 98, 89, 100, 67, 52, 50, 0, 33, 18, 48, 40, 100, 47, 7
51, 100, 93, 95, 64, 73, 70, 61, 100, 39, 82, 12, 38, 0, 0, 7, 3
0, 68, 27, 100, 73, 93, 73, 52, 54, 12, 50, 0, 49, 34, 100, 38, 7
34, 96, 43, 63, 89, 37, 65, 0, 0, 14, 12, 54, 26, 93, 100, 100, 5
62, 88, 20, 65, 0, 24, 34, 0, 78, 24, 100, 63, 77, 100, 26, 93, 0
4, 77, 29, 100, 80, 98, 68, 69, 93, 46, 100, 13, 52, 0, 0, 4, 3
78, 67, 65, 100, 0, 75, 56, 37, 84, 0, 2, 10, 35, 52, 100, 86, 8
89, 100, 40, 79, 0, 42, 69, 38, 100, 59, 74, 87, 69, 43, 68, 0, 4
94, 95, 56, 100, 23, 67, 0, 29, 19, 0, 69, 16, 100, 50, 89, 90, 0
27, 89, 0, 64, 62, 46, 54, 0, 3, 1, 6, 52, 31, 93, 100, 100, 5
22, 100, 9, 68, 0, 35, 22, 16, 100, 18, 88, 37, 50, 33, 57, 0, 4
51, 67, 100, 87, 56, 100, 0, 84, 48, 74, 91, 54, 65, 24, 22, 0, 9
49, 100, 19, 91, 31, 54, 36, 15, 0, 0, 7, 36, 51, 63, 100, 87, 8
38, 58, 85, 86, 85, 100, 70, 60, 59, 21, 0, 0, 23, 3, 100, 8, 1
41, 100, 0, 80, 52, 71, 68, 77, 83, 49, 100, 19, 65, 0, 6, 2, 9
16, 100, 18, 77, 0, 47, 26, 29, 88, 35, 100, 58, 74, 30, 59, 0, 4
42, 100, 24, 76, 0, 53, 19, 35, 79, 41, 100, 48, 82, 24, 73, 0, 4
43, 100, 8, 67, 3, 27, 41, 0, 87, 27, 100, 66, 54, 92, 0, 74, 0
100, 100, 70, 86, 30, 60, 0, 29, 11, 0, 70, 9, 76, 32, 16, 35, 6
0, 100, 14, 96, 75, 97, 100, 89, 61, 71, 40, 48, 36, 23, 47, 0, 7
100, 91, 67, 100, 27, 71, 0, 35, 17, 0, 68, 4, 58, 34, 23, 15, 6
0, 44, 24, 55, 62, 78, 100, 100, 100, 80, 95, 52, 91, 24, 81, 0, 1
32, 70, 45, 100, 77, 84, 49, 49, 14, 20, 0, 0, 51, 9, 100, 22, 2
100, 100, 61, 88, 30, 64, 7, 36, 0, 5, 42, 0, 49, 23, 6, 25, 6
0, 53, 45, 75, 79, 100, 93, 99, 93, 73, 97, 46, 100, 19, 93, 0, 1
100, 90, 27, 100, 0, 66, 56, 33, 81, 0, 10, 16, 33, 57, 98, 84, 8
55, 79, 82, 100, 98, 81, 69, 60, 100, 42, 85, 19, 45, 5, 0, 0, 3
100, 100, 53, 84, 18, 58, 0, 28, 19, 0, 76, 4, 84, 27, 24, 27, 6
17, 78, 30, 100, 55, 80, 31, 50, 0, 23, 4, 0, 52, 1, 100, 5, 2
61, 74, 78, 100, 100, 79, 73, 52, 87, 40, 87, 12, 41, 0, 0, 14, 3
0, 85, 49, 100, 100, 93, 69, 70, 38, 48, 96, 35, 91, 13, 36, 0, 3
100, 100, 78, 91, 45, 70, 18, 47, 0, 22, 21, 0, 64, 11, 16, 15, 6
44, 83, 18, 61, 60, 35, 35, 0, 0, 15, 26, 56, 51, 90, 100, 100, 5
72, 100, 30, 84, 7, 61, 0, 37, 49, 30, 100, 42, 74, 23, 70, 0, 4
47, 73, 82, 95, 100, 100, 89, 75, 79, 49, 76, 24, 47, 0, 0, 2, 1
30, 49, 24, 9, 60, 0, 90, 31, 100, 71, 75, 100, 32, 90, 0, 63, 0
30, 83, 60, 100, 100, 86, 67, 60, 94, 43, 75, 14, 27, 0, 0, 16, 3
24, 85, 59, 100, 73, 63, 46, 29, 0, 16, 5, 29, 54, 19, 100, 0, 2
16, 37, 8, 82, 49, 100, 55, 56, 26, 17, 0, 0, 50, 3, 100, 3, 2
32, 71, 55, 100, 72, 77, 56, 44, 32, 12, 0, 4, 43, 13, 100, 0, 2
0, 73, 4, 100, 70, 100, 93, 70, 61, 38, 15, 12, 31, 0, 100, 6, 2
100, 100, 37, 89, 43, 57, 69, 26, 33, 0, 0, 19, 35, 48, 83, 73, 8
38, 93, 100, 100, 85, 93, 24, 83, 41, 48, 95, 31, 48, 0, 0, 12, 5
19, 87, 61, 100, 96, 77, 72, 50, 64, 39, 100, 15, 51, 0, 0, 14, 3
0, 80, 32, 100, 64, 76, 58, 36, 46, 0, 11, 30, 47, 39, 100, 41, 7
22, 98, 0, 57, 42, 35, 7, 0, 3, 36, 7, 86, 49, 100, 100, 98, 5
29, 96, 15, 53, 33, 12, 79, 0, 100, 38, 82, 80, 38, 100, 0, 74, 0
93, 95, 47, 100, 54, 66, 100, 80, 95, 64, 93, 20, 50, 0, 0, 9, 9
70, 100, 35, 59, 96, 65, 56, 93, 67, 71, 100, 53, 66, 3, 0, 0, 9
19, 100, 76, 92, 16, 92, 0, 55, 46, 50, 100, 28, 57, 0, 1, 17, 5
25, 100, 0, 63, 8, 30, 82, 39, 100, 70, 79, 90, 89, 44, 100, 0, 4
0, 88, 52, 100, 100, 77, 75, 39, 44, 2, 17, 0, 15, 30, 87, 38, 7
40, 100, 0, 96, 1, 72, 44, 91, 63, 58, 100, 29, 96, 0, 39, 9, 9
56, 100, 31, 83, 6, 59, 0, 33, 53, 32, 100, 47, 89, 26, 80, 0, 4
6, 79, 42, 95, 100, 100, 35, 88, 0, 56, 62, 41, 64, 0, 2, 0, 5
44, 100, 21, 72, 0, 47, 68, 54, 100, 75, 85, 53, 61, 25, 43, 0, 4
36, 100, 18, 76, 0, 52, 13, 33, 60, 34, 100, 39, 93, 24, 86, 0, 4
0, 62, 30, 90, 70, 100, 57, 61, 48, 22, 7, 0, 36, 2, 100, 3, 1
60, 82, 21, 74, 0, 25, 34, 0, 82, 27, 100, 75, 54, 100, 14, 75, 0
0, 91, 42, 100, 63, 76, 53, 38, 54, 0, 40, 4, 48, 29, 100, 36, 7
32, 84, 0, 55, 18, 1, 76, 0, 100, 52, 71, 100, 34, 61, 43, 5, 0
76, 100, 18, 73, 0, 50, 81, 48, 100, 70, 67, 74, 33, 37, 8, 0, 4
0, 85, 26, 100, 74, 89, 62, 64, 61, 39, 100, 21, 64, 4, 7, 0, 3
97, 100, 43, 77, 13, 42, 7, 2, 68, 0, 100, 34, 43, 36, 0, 5, 6
0, 99, 73, 100, 100, 80, 56, 47, 33, 7, 10, 0, 7, 33, 81, 35, 7
93, 100, 58, 79, 28, 50, 8, 18, 47, 0, 100, 14, 58, 25, 0, 19, 6
48, 96, 67, 100, 68, 57, 40, 23, 0, 15, 19, 30, 59, 12, 100, 0, 2
26, 85, 68, 100, 91, 79, 68, 54, 83, 40, 100, 16, 56, 0, 0, 7, 3
100, 100, 71, 94, 38, 70, 11, 42, 0, 13, 40, 0, 51, 26, 5, 23, 6
51, 100, 33, 77, 0, 53, 11, 32, 77, 36, 100, 53, 76, 27, 60, 0, 4
0, 93, 53, 100, 89, 75, 85, 37, 73, 0, 48, 1, 44, 29, 100, 25, 7
0, 50, 28, 70, 77, 93, 100, 100, 77, 75, 56, 50, 44, 25, 62, 0, 1
41, 100, 0, 70, 76, 37, 100, 0, 10, 5, 41, 43, 97, 79, 27, 91, 8
13, 100, 0, 54, 25, 13, 70, 0, 100, 35, 86, 81, 41, 94, 6, 62, 0
79, 68, 100, 94, 47, 100, 0, 83, 27, 62, 84, 58, 91, 30, 80, 0, 9
64, 100, 100, 92, 94, 56, 72, 22, 72, 0, 91, 31, 52, 59, 0, 80, 8
60, 100, 33, 83, 0, 49, 8, 11, 68, 0, 100, 30, 48, 38, 32, 5, 6
0, 53, 36, 77, 82, 99, 100, 100, 73, 75, 39, 50, 9, 25, 3, 0, 1
40, 88, 78, 100, 71, 66, 68, 61, 100, 39, 70, 7, 19, 0, 0, 27, 3
0, 56, 13, 100, 50, 89, 40, 40, 10, 2, 12, 4, 58, 0, 100, 17, 2
0, 48, 36, 61, 69, 78, 100, 100, 95, 94, 70, 64, 48, 34, 33, 0, 1
86, 71, 70, 100, 0, 87, 13, 60, 86, 71, 100, 60, 87, 27, 88, 0, 9
100, 83, 97, 100, 46, 94, 46, 67, 83, 42, 99, 11, 51, 0, 0, 3, 5
15, 79, 43, 100, 51, 68, 29, 31, 0, 2, 30, 7, 65, 0, 100, 1, 2
17, 100, 5, 71, 0, 40, 60, 39, 100, 58, 85, 61, 77, 29, 69, 0, 4
0, 91, 61, 100, 78, 69, 58, 34, 56, 0, 38, 28, 34, 48, 100, 45, 7
27, 100, 6, 95, 0, 42, 30, 0, 79, 4, 100, 51, 74, 96, 24, 98, 0
59, 82, 11, 67, 100, 65, 54, 100, 40, 48, 0, 22, 60, 0, 43, 52, 8
100, 100, 66, 80, 41, 56, 23, 29, 18, 0, 54, 0, 38, 18, 0, 12, 6
20, 100, 17, 74, 0, 45, 25, 26, 81, 25, 95, 50, 95, 30, 100, 0, 4
42, 87, 80, 100, 70, 72, 58, 62, 100, 46, 87, 15, 42, 0, 0, 3, 3
3, 85, 38, 100, 59, 78, 45, 48, 22, 21, 0, 0, 52, 0, 100, 1, 2
19, 73, 12, 61, 77, 36, 57, 0, 9, 19, 0, 59, 12, 94, 100, 100, 5
58, 96, 17, 64, 0, 26, 29, 0, 75, 27, 100, 65, 83, 100, 33, 79, 0
0, 91, 32, 100, 65, 97, 92, 76, 100, 38, 95, 0, 68, 25, 91, 35, 7
8, 85, 46, 100, 58, 73, 36, 42, 5, 15, 0, 0, 50, 0, 100, 2, 2
48, 62, 60, 100, 61, 56, 37, 19, 0, 0, 20, 13, 60, 8, 100, 1, 2
65, 64, 86, 80, 75, 100, 0, 79, 18, 54, 100, 68, 78, 41, 49, 0, 9
49, 100, 10, 79, 0, 32, 33, 0, 82, 8, 100, 51, 74, 90, 27, 97, 0
71, 64, 55, 100, 0, 98, 19, 69, 74, 80, 100, 49, 67, 10, 13, 0, 9
24, 88, 0, 46, 54, 45, 20, 0, 24, 55, 38, 95, 51, 94, 100, 100, 5
21, 73, 12, 31, 40, 0, 81, 18, 100, 55, 82, 94, 37, 100, 0, 75, 0
9, 98, 29, 65, 81, 99, 10, 100, 58, 75, 100, 62, 87, 17, 0, 0, 9
59, 100, 9, 86, 61, 44, 74, 0, 0, 1, 53, 39, 100, 82, 35, 88, 8
65, 95, 28, 72, 52, 33, 24, 0, 0, 16, 15, 59, 48, 89, 100, 100, 5
46, 71, 84, 96, 7, 100, 28, 76, 100, 86, 90, 49, 69, 13, 0, 0, 9
16, 73, 38, 100, 60, 76, 40, 43, 7, 16, 0, 9, 50, 0, 100, 1, 2
63, 62, 67, 100, 5, 79, 52, 41, 73, 0, 0, 2, 32, 42, 100, 75, 8
22, 100, 3, 94, 0, 51, 49, 44, 100, 61, 64, 86, 64, 43, 60, 0, 4
16, 67, 30, 100, 76, 97, 71, 57, 41, 23, 0, 0, 50, 3, 100, 1, 2
38, 100, 10, 69, 0, 27, 29, 0, 71, 9, 100, 42, 88, 81, 46, 92, 0
84, 76, 76, 100, 19, 88, 55, 83, 100, 82, 73, 53, 38, 26, 0, 0, 9
48, 100, 24, 62, 0, 35, 93, 33, 100, 67, 74, 77, 63, 39, 56, 0, 4
26, 65, 0, 46, 4, 1, 54, 0, 95, 30, 100, 75, 59, 100, 12, 82, 0
19, 93, 66, 100, 78, 78, 41, 58, 63, 41, 100, 23, 53, 9, 0, 0, 3
30, 74, 45, 100, 87, 90, 56, 59, 100, 40, 83, 9, 30, 0, 0, 15, 3
0, 63, 55, 75, 84, 97, 100, 100, 91, 75, 81, 50, 77, 25, 81, 0, 1
73, 68, 100, 100, 48, 100, 20, 71, 79, 77, 84, 46, 48, 15, 0, 0, 9
88, 81, 51, 100, 11, 79, 60, 69, 100, 69, 95, 24, 53, 0, 0, 1, 9
12, 66, 51, 92, 100, 100, 74, 70, 36, 42, 0, 15, 35, 0, 100, 9, 2
0, 38, 31, 57, 66, 79, 100, 100, 76, 76, 53, 51, 40, 26, 44, 0, 1
7, 84, 45, 100, 79, 83, 53, 66, 100, 52, 93, 19, 50, 0, 0, 5, 3
43, 77, 53, 100, 95, 94, 68, 67, 80, 53, 100, 29, 57, 7, 0, 0, 3
0, 64, 16, 100, 57, 94, 37, 53, 0, 22, 5, 18, 52, 8, 100, 0, 2
100, 100, 52, 79, 18, 54, 0, 25, 28, 0, 85, 9, 66, 34, 3, 39, 6
1, 92, 0, 49, 26, 0, 80, 1, 100, 51, 74, 100, 24, 83, 27, 29, 0
72, 100, 43, 74, 19, 48, 4, 20, 36, 0, 100, 16, 58, 28, 0, 10, 6
20, 100, 7, 78, 0, 44, 32, 24, 89, 29, 100, 55, 76, 31, 55, 0, 4
56, 100, 20, 79, 0, 45, 29, 18, 74, 27, 100, 61, 76, 35, 60, 0, 4
25, 85, 48, 100, 100, 97, 92, 76, 65, 57, 70, 33, 44, 13, 0, 0, 3
0, 100, 57, 95, 62, 63, 46, 31, 25, 0, 4, 22, 39, 43, 100, 43, 7
0, 13, 27, 42, 67, 70, 100, 100, 91, 94, 69, 63, 51, 32, 42, 0, 1
0, 93, 54, 100, 80, 69, 70, 35, 66, 0, 28, 27, 19, 47, 100, 52, 7
10, 73, 33, 100, 60, 82, 59, 63, 100, 41, 92, 6, 43, 0, 0, 18, 3
26, 25, 23, 41, 62, 71, 100, 100, 88, 93, 55, 62, 24, 31, 0, 0, 1
40, 85, 92, 100, 100, 98, 45, 85, 79, 65, 99, 33, 55, 7, 0, 0, 5
17, 83, 57, 100, 87, 83, 61, 58, 27, 36, 0, 13, 51, 8, 100, 0, 2
0, 86, 38, 100, 84, 95, 82, 69, 75, 43, 100, 19, 68, 0, 22, 2, 3
0, 79, 27, 99, 66, 100, 81, 75, 58, 49, 34, 22, 61, 4, 100, 0, 2
79, 100, 50, 63, 0, 34, 15, 35, 93, 36, 100, 71, 64, 37, 43, 0, 4
10, 100, 1, 66, 0, 19, 40, 0, 84, 28, 100, 72, 59, 98, 7, 88, 0
100, 85, 49, 66, 0, 69, 37, 99, 89, 100, 77, 58, 40, 24, 12, 0, 9
52, 100, 0, 98, 27, 78, 41, 82, 67, 48, 100, 16, 63, 0, 3, 10, 9
0, 9, 42, 38, 73, 69, 100, 100, 88, 94, 73, 63, 73, 31, 81, 0, 1
38, 100, 4, 73, 0, 29, 33, 0, 78, 3, 100, 39, 85, 79, 44, 98, 0
10, 60, 31, 100, 61, 82, 37, 36, 2, 0, 0, 0, 50, 2, 100, 3, 2
16, 89, 43, 100, 86, 89, 56, 61, 79, 33, 100, 5, 49, 0, 0, 11, 3
17, 80, 48, 100, 70, 77, 56, 54, 100, 45, 91, 13, 48, 0, 0, 6, 3
57, 56, 37, 92, 88, 100, 94, 63, 51, 34, 0, 12, 41, 4, 100, 0, 2
5, 68, 22, 100, 47, 75, 35, 35, 8, 1, 0, 2, 50, 4, 100, 0, 2
6, 90, 0, 45, 21, 0, 72, 0, 100, 41, 86, 88, 37, 100, 9, 59, 0
46, 97, 90, 97, 55, 68, 66, 100, 100, 60, 97, 9, 40, 0, 0, 34, 9
57, 91, 22, 70, 0, 24, 37, 0, 81, 21, 100, 67, 69, 100, 30, 73, 0
12, 88, 53, 100, 100, 94, 68, 69, 80, 39, 95, 10, 51, 0, 0, 6, 3
53, 100, 30, 67, 59, 35, 24, 0, 6, 30, 0, 75, 41, 99, 100, 98, 5
0, 93, 43, 100, 70, 72, 68, 34, 56, 0, 31, 32, 52, 48, 100, 53, 7
72, 100, 51, 87, 0, 56, 66, 48, 100, 62, 75, 84, 47, 42, 19, 0, 4
55, 77, 45, 66, 100, 88, 49, 100, 0, 78, 69, 63, 70, 32, 59, 0, 9
0, 81, 23, 100, 73, 96, 52, 46, 26, 0, 12, 19, 46, 42, 100, 48, 7
75, 100, 41, 69, 0, 39, 45, 30, 100, 37, 92, 65, 55, 33, 23, 0, 4
89, 81, 49, 100, 0, 84, 39, 68, 100, 75, 94, 54, 84, 24, 51, 0, 9
80, 100, 28, 96, 0, 63, 3, 26, 45, 0, 100, 5, 57, 24, 1, 12, 6
10, 68, 25, 34, 20, 0, 2, 24, 0, 66, 30, 88, 65, 95, 100, 100, 5
71, 99, 55, 100, 0, 72, 29, 56, 100, 70, 73, 66, 35, 33, 6, 0, 4
41, 90, 62, 100, 29, 74, 2, 47, 0, 22, 64, 33, 100, 28, 88, 0, 4
100, 96, 66, 100, 26, 94, 43, 70, 87, 55, 76, 19, 33, 0, 0, 16, 5
12, 100, 0, 75, 11, 44, 98, 39, 100, 56, 68, 68, 58, 32, 60, 0, 4
37, 85, 74, 100, 73, 68, 49, 38, 19, 10, 0, 4, 51, 10, 100, 0, 2
6, 100, 16, 61, 81, 44, 66, 0, 0, 9, 0, 55, 16, 96, 100, 99, 5
0, 97, 41, 100, 78, 89, 53, 46, 35, 0, 14, 31, 47, 47, 100, 54, 7
46, 96, 57, 70, 78, 30, 37, 0, 1, 25, 0, 72, 40, 100, 100, 95, 5
33, 83, 4, 65, 73, 52, 61, 7, 0, 0, 6, 51, 26, 95, 100, 100, 5
59, 71, 62, 100, 90, 79, 67, 43, 28, 16, 0, 22, 50, 16, 100, 0, 2
0, 100, 39, 98, 70, 69, 48, 33, 22, 0, 1, 37, 45, 44, 100, 46, 7
0, 0, 41, 16, 77, 37, 100, 65, 100, 96, 60, 100, 54, 71, 87, 48, 9
97, 100, 49, 92, 15, 65, 0, 35, 15, 6, 74, 0, 100, 23, 45, 29, 6
64, 100, 26, 75, 0, 51, 68, 52, 100, 72, 74, 56, 48, 28, 23, 0, 4
0, 63, 38, 79, 75, 99, 100, 100, 88, 75, 78, 48, 70, 22, 58, 0, 1
4, 80, 3, 52, 47, 54, 55, 0, 10, 2, 0, 80, 43, 100, 100, 95, 5
8, 85, 67, 100, 74, 68, 44, 34, 12, 0, 0, 31, 34, 46, 100, 46, 7
0, 68, 47, 82, 89, 100, 100, 90, 81, 67, 58, 45, 34, 22, 13, 0, 1
21, 77, 54, 100, 57, 70, 31, 37, 0, 11, 17, 3, 58, 1, 100, 0, 2
20, 100, 17, 60, 51, 27, 17, 0, 6, 40, 0, 82, 42, 96, 100, 96, 5
