@relation penbased
@Attribute At1 integer [0,  100]
@Attribute At2 integer [0,  100]
@Attribute At3 integer [0,  100]
@Attribute At4 integer [0,  100]
@Attribute At5 integer [0,  100]
@Attribute At6 integer [0,  100]
@Attribute At7 integer [0,  100]
@Attribute At8 integer [0,  100]
@Attribute At9 integer [0,  100]
@Attribute At10 integer [0,  100]
@Attribute At11 integer [0,  100]
@Attribute At12 integer [0,  100]
@Attribute At13 integer [0,  100]
@Attribute At14 integer [0,  100]
@Attribute At15 integer [0,  100]
@Attribute At16 integer [0,  100]
@Attribute Class {0,1,2,3,4,5,6,7,8,9}
@data
13, 80, 53, 71, 100, 100, 23, 99, 0, 71, 81, 74, 74, 40, 47, 0, 9
48, 100, 15, 83, 0, 39, 23, 1, 71, 0, 100, 34, 86, 77, 44, 98, 0
24, 100, 100, 99, 93, 78, 64, 48, 39, 17, 19, 0, 0, 31, 72, 38, 7
46, 83, 87, 100, 100, 79, 75, 54, 90, 36, 100, 13, 49, 0, 0, 12, 3
39, 62, 78, 88, 79, 100, 57, 64, 38, 30, 0, 0, 34, 4, 100, 0, 1
30, 100, 16, 84, 0, 51, 28, 26, 80, 33, 100, 65, 79, 34, 68, 0, 4
19, 73, 54, 91, 100, 100, 99, 78, 86, 52, 78, 26, 43, 8, 0, 0, 3
100, 100, 59, 79, 26, 54, 2, 28, 1, 0, 58, 0, 58, 21, 0, 19, 6
27, 100, 0, 74, 40, 54, 100, 59, 84, 91, 57, 64, 43, 32, 33, 0, 4
44, 80, 80, 100, 100, 85, 72, 59, 92, 38, 93, 14, 49, 3, 0, 0, 3
51, 100, 0, 90, 5, 57, 92, 61, 100, 70, 85, 82, 68, 40, 86, 0, 4
95, 68, 77, 100, 21, 76, 60, 38, 68, 0, 0, 15, 29, 53, 100, 81, 8
0, 82, 25, 100, 52, 73, 44, 34, 32, 0, 0, 29, 50, 34, 100, 39, 7
14, 55, 40, 61, 59, 100, 58, 62, 59, 21, 100, 14, 48, 5, 0, 0, 1
100, 75, 95, 100, 24, 81, 38, 44, 69, 8, 0, 0, 45, 33, 96, 64, 8
0, 82, 40, 100, 80, 80, 43, 53, 54, 45, 100, 25, 63, 0, 3, 4, 3
10, 86, 0, 44, 33, 0, 80, 9, 100, 65, 64, 100, 22, 74, 32, 20, 0
100, 100, 57, 78, 25, 53, 12, 26, 30, 0, 88, 7, 65, 28, 0, 21, 6
0, 58, 4, 67, 42, 83, 79, 100, 100, 98, 81, 66, 65, 34, 66, 0, 1
21, 100, 12, 66, 64, 49, 52, 0, 10, 16, 0, 72, 43, 94, 100, 94, 5
0, 99, 50, 100, 100, 91, 54, 57, 32, 0, 69, 13, 70, 28, 31, 23, 7
0, 83, 11, 100, 56, 93, 53, 67, 66, 42, 100, 20, 73, 1, 16, 0, 3
29, 72, 52, 100, 63, 58, 39, 17, 0, 0, 18, 17, 59, 10, 100, 3, 2
29, 74, 97, 77, 100, 100, 0, 84, 2, 59, 100, 71, 44, 35, 7, 0, 9
64, 100, 34, 73, 100, 39, 94, 3, 0, 0, 38, 38, 90, 74, 76, 95, 8
0, 79, 31, 94, 68, 100, 100, 88, 94, 62, 74, 39, 51, 18, 64, 0, 2
84, 81, 39, 100, 0, 66, 9, 18, 60, 0, 100, 33, 89, 80, 36, 92, 0
100, 82, 76, 100, 57, 78, 99, 87, 92, 68, 67, 40, 38, 14, 0, 0, 9
27, 100, 0, 64, 4, 8, 63, 0, 100, 46, 73, 96, 12, 79, 0, 25, 0
100, 100, 66, 94, 38, 70, 15, 45, 0, 18, 26, 0, 55, 16, 11, 24, 6
15, 73, 42, 100, 32, 72, 27, 39, 44, 7, 100, 0, 52, 5, 0, 3, 1
24, 58, 84, 87, 100, 100, 89, 60, 85, 20, 45, 0, 0, 1, 94, 2, 1
21, 90, 3, 52, 77, 55, 62, 5, 0, 0, 6, 52, 14, 100, 100, 100, 5
31, 79, 55, 49, 70, 14, 32, 0, 14, 38, 0, 71, 49, 86, 100, 100, 5
27, 84, 65, 77, 71, 100, 0, 88, 78, 80, 100, 53, 60, 24, 5, 0, 9
57, 68, 52, 100, 4, 71, 48, 37, 63, 0, 0, 13, 27, 49, 100, 78, 8
16, 38, 67, 29, 43, 0, 22, 25, 66, 57, 100, 94, 50, 100, 0, 74, 8
35, 85, 22, 38, 45, 0, 87, 12, 100, 57, 81, 100, 37, 97, 0, 72, 0
13, 87, 0, 57, 60, 37, 42, 0, 12, 16, 14, 59, 30, 98, 100, 100, 5
0, 84, 39, 100, 79, 78, 39, 55, 67, 48, 100, 21, 62, 0, 15, 10, 3
73, 64, 54, 100, 0, 75, 60, 40, 91, 0, 13, 13, 46, 55, 100, 87, 8
13, 84, 66, 100, 90, 80, 52, 54, 75, 51, 100, 24, 60, 0, 0, 1, 3
100, 85, 48, 79, 18, 100, 57, 99, 64, 62, 69, 26, 43, 0, 0, 19, 9
0, 97, 61, 100, 100, 81, 88, 50, 69, 20, 51, 0, 30, 30, 90, 36, 7
50, 91, 78, 100, 85, 74, 71, 61, 100, 38, 81, 10, 41, 0, 0, 4, 3
6, 43, 16, 2, 68, 0, 100, 35, 81, 75, 38, 100, 7, 63, 0, 22, 0
56, 60, 65, 100, 100, 83, 81, 39, 51, 0, 85, 16, 56, 50, 0, 55, 8
64, 92, 3, 100, 25, 62, 44, 23, 0, 0, 1, 30, 55, 58, 100, 90, 8
20, 84, 60, 100, 93, 83, 60, 58, 73, 43, 100, 22, 54, 5, 0, 0, 3
5, 85, 47, 100, 95, 93, 55, 70, 78, 50, 100, 29, 49, 14, 0, 0, 3
0, 46, 52, 72, 100, 100, 84, 75, 71, 42, 64, 9, 2, 1, 32, 0, 1
0, 86, 46, 100, 100, 76, 81, 38, 58, 0, 53, 6, 8, 38, 83, 40, 7
30, 100, 0, 78, 56, 82, 44, 78, 75, 51, 100, 22, 72, 0, 15, 7, 9
33, 89, 92, 100, 100, 91, 63, 62, 29, 31, 0, 0, 6, 29, 66, 38, 7
20, 85, 3, 55, 0, 17, 38, 0, 79, 23, 100, 58, 83, 92, 35, 100, 0
73, 96, 50, 70, 38, 24, 0, 0, 29, 41, 70, 77, 100, 100, 46, 78, 8
97, 81, 52, 100, 0, 87, 21, 60, 76, 70, 100, 47, 74, 12, 23, 0, 9
77, 72, 51, 100, 0, 77, 61, 42, 94, 0, 22, 2, 33, 45, 100, 76, 8
15, 90, 59, 100, 71, 74, 50, 55, 99, 42, 100, 13, 53, 0, 0, 10, 3
97, 100, 63, 90, 30, 56, 11, 20, 48, 0, 100, 22, 39, 27, 0, 4, 6
14, 73, 52, 100, 66, 98, 50, 55, 35, 12, 0, 7, 50, 3, 100, 0, 1
27, 66, 53, 100, 76, 77, 49, 40, 9, 13, 0, 15, 50, 5, 100, 0, 2
0, 42, 42, 55, 73, 77, 100, 100, 81, 77, 61, 52, 46, 26, 39, 0, 1
0, 64, 37, 82, 85, 99, 100, 100, 85, 75, 76, 50, 70, 24, 67, 0, 1
38, 100, 20, 75, 0, 47, 56, 35, 100, 50, 80, 56, 61, 28, 43, 0, 4
100, 52, 40, 48, 0, 71, 26, 100, 78, 91, 88, 57, 73, 22, 33, 0, 9
32, 87, 74, 100, 82, 75, 45, 53, 87, 43, 100, 18, 54, 0, 0, 3, 3
81, 97, 2, 90, 0, 61, 81, 72, 100, 100, 81, 67, 69, 33, 59, 0, 9
0, 88, 26, 100, 56, 86, 45, 51, 26, 19, 34, 0, 69, 2, 100, 10, 2
71, 100, 29, 69, 0, 32, 24, 0, 76, 18, 100, 56, 85, 95, 31, 98, 0
28, 86, 8, 60, 54, 45, 28, 0, 6, 20, 0, 70, 40, 98, 100, 100, 5
0, 81, 41, 79, 79, 96, 100, 100, 95, 74, 87, 49, 78, 23, 78, 0, 1
20, 100, 6, 79, 0, 49, 65, 43, 100, 66, 86, 59, 70, 29, 52, 0, 4
56, 80, 5, 100, 10, 65, 87, 33, 71, 0, 0, 22, 58, 59, 100, 97, 8
51, 80, 56, 100, 100, 93, 82, 53, 45, 20, 0, 0, 42, 10, 94, 1, 2
4, 92, 45, 100, 100, 91, 59, 52, 32, 5, 15, 0, 0, 38, 65, 38, 7
52, 100, 19, 73, 0, 44, 6, 14, 58, 0, 100, 17, 60, 36, 19, 20, 6
75, 100, 30, 73, 0, 44, 62, 44, 100, 51, 70, 78, 55, 38, 38, 0, 4
6, 76, 33, 100, 73, 75, 52, 39, 6, 16, 0, 31, 52, 17, 100, 0, 2
42, 74, 67, 100, 63, 53, 36, 15, 0, 0, 24, 20, 62, 11, 100, 0, 2
7, 91, 57, 100, 8, 96, 0, 54, 57, 50, 100, 21, 46, 0, 1, 14, 5
15, 100, 4, 75, 0, 50, 55, 41, 100, 57, 85, 49, 83, 24, 77, 0, 4
0, 95, 40, 100, 74, 80, 40, 55, 1, 35, 15, 12, 63, 8, 100, 0, 2
57, 100, 35, 87, 9, 58, 0, 28, 29, 2, 100, 0, 71, 16, 5, 5, 6
0, 93, 44, 100, 79, 72, 76, 35, 53, 0, 29, 2, 43, 28, 100, 32, 7
0, 99, 8, 99, 70, 100, 100, 99, 60, 78, 33, 52, 15, 25, 22, 0, 7
41, 91, 100, 100, 99, 99, 45, 86, 40, 57, 89, 39, 57, 9, 0, 0, 5
60, 90, 26, 82, 49, 39, 35, 0, 0, 23, 56, 54, 100, 90, 37, 100, 8
51, 92, 12, 63, 0, 8, 54, 0, 100, 37, 86, 86, 28, 100, 20, 56, 0
100, 100, 79, 89, 57, 75, 36, 60, 14, 44, 0, 29, 0, 13, 29, 0, 1
14, 86, 46, 100, 50, 63, 34, 28, 0, 5, 18, 8, 62, 1, 100, 0, 2
57, 87, 100, 69, 97, 100, 23, 83, 74, 59, 96, 52, 78, 10, 0, 0, 9
13, 59, 0, 63, 42, 82, 90, 100, 100, 80, 80, 54, 59, 27, 45, 0, 1
70, 100, 49, 82, 26, 52, 19, 20, 62, 3, 100, 19, 43, 20, 0, 0, 6
5, 88, 50, 100, 76, 80, 44, 58, 73, 43, 100, 21, 59, 3, 0, 0, 3
86, 71, 100, 100, 58, 79, 24, 51, 0, 17, 28, 0, 43, 25, 2, 21, 6
0, 86, 55, 100, 73, 70, 50, 35, 29, 0, 3, 32, 38, 45, 100, 41, 7
100, 100, 57, 90, 28, 67, 6, 43, 0, 15, 37, 0, 70, 16, 28, 27, 6
5, 77, 0, 64, 21, 5, 71, 0, 100, 49, 67, 100, 19, 93, 13, 28, 0
30, 93, 70, 100, 88, 63, 86, 23, 85, 0, 100, 30, 50, 34, 0, 34, 7
64, 100, 20, 79, 0, 49, 2, 18, 49, 0, 100, 15, 59, 25, 17, 3, 6
0, 39, 33, 59, 67, 79, 100, 100, 100, 88, 81, 59, 65, 30, 53, 0, 1
10, 99, 36, 98, 100, 100, 91, 68, 58, 34, 24, 0, 0, 3, 36, 22, 7
0, 93, 69, 100, 98, 69, 71, 35, 35, 4, 13, 0, 24, 35, 100, 35, 7
100, 100, 56, 91, 25, 68, 4, 43, 0, 15, 37, 0, 61, 20, 12, 24, 6
0, 98, 58, 100, 55, 67, 55, 32, 69, 0, 33, 16, 42, 36, 100, 46, 7
0, 100, 73, 100, 100, 88, 71, 50, 60, 10, 46, 0, 20, 35, 97, 38, 7
100, 94, 53, 80, 68, 39, 68, 0, 0, 0, 17, 36, 62, 69, 88, 100, 8
9, 77, 18, 100, 74, 95, 66, 68, 34, 43, 0, 19, 37, 2, 100, 0, 2
39, 90, 14, 75, 0, 34, 26, 0, 75, 0, 100, 35, 82, 74, 42, 100, 0
0, 97, 62, 100, 99, 84, 77, 50, 62, 15, 52, 0, 26, 33, 100, 38, 7
65, 60, 100, 100, 5, 100, 19, 57, 65, 15, 0, 0, 13, 43, 97, 75, 8
11, 100, 0, 87, 11, 48, 69, 38, 100, 50, 75, 94, 53, 49, 37, 0, 4
19, 93, 9, 74, 100, 94, 25, 100, 1, 49, 0, 0, 93, 16, 46, 60, 8
0, 70, 31, 94, 99, 100, 100, 73, 55, 46, 8, 21, 19, 0, 88, 1, 2
24, 66, 55, 84, 100, 100, 79, 80, 52, 60, 29, 40, 12, 20, 0, 0, 1
42, 87, 77, 100, 75, 76, 70, 52, 100, 34, 88, 10, 44, 0, 0, 5, 3
0, 82, 33, 100, 66, 87, 58, 54, 34, 27, 19, 0, 60, 1, 100, 10, 2
27, 95, 14, 59, 70, 43, 59, 0, 0, 10, 6, 56, 30, 96, 100, 100, 5
9, 77, 0, 30, 29, 0, 70, 4, 100, 37, 84, 82, 47, 100, 17, 72, 0
81, 100, 29, 89, 0, 55, 3, 15, 51, 0, 94, 24, 100, 64, 68, 97, 0
3, 81, 57, 100, 100, 92, 63, 49, 23, 7, 0, 0, 30, 32, 93, 34, 7
30, 100, 28, 83, 0, 52, 17, 36, 98, 35, 100, 65, 80, 33, 66, 0, 4
100, 100, 51, 96, 18, 67, 0, 35, 12, 4, 79, 0, 94, 25, 32, 24, 6
0, 93, 43, 100, 91, 87, 70, 44, 50, 0, 35, 5, 39, 44, 100, 53, 7
27, 82, 3, 47, 13, 6, 67, 0, 100, 34, 96, 76, 51, 100, 0, 82, 0
43, 95, 8, 69, 0, 31, 29, 0, 83, 20, 100, 56, 71, 90, 11, 100, 0
63, 78, 83, 100, 100, 80, 78, 53, 42, 30, 0, 8, 30, 0, 93, 3, 2
32, 100, 6, 65, 0, 24, 29, 0, 70, 20, 100, 53, 93, 90, 47, 97, 0
100, 100, 64, 87, 28, 59, 0, 30, 7, 0, 72, 3, 76, 31, 20, 49, 6
42, 79, 93, 100, 89, 96, 39, 78, 51, 43, 100, 33, 56, 3, 0, 0, 5
100, 94, 29, 84, 32, 41, 59, 0, 0, 1, 42, 38, 87, 74, 52, 100, 8
0, 85, 31, 100, 59, 73, 55, 36, 46, 0, 27, 26, 47, 40, 100, 39, 7
15, 79, 8, 36, 37, 0, 89, 21, 100, 63, 73, 100, 21, 82, 0, 43, 0
0, 100, 50, 91, 68, 60, 58, 29, 26, 0, 9, 18, 23, 45, 100, 49, 7
53, 92, 75, 100, 72, 71, 64, 60, 100, 44, 78, 15, 32, 0, 0, 10, 3
60, 100, 36, 75, 14, 50, 0, 23, 47, 14, 89, 30, 100, 26, 86, 0, 4
100, 100, 68, 96, 37, 75, 14, 51, 0, 22, 21, 0, 54, 10, 15, 18, 6
100, 100, 66, 95, 27, 65, 0, 29, 25, 0, 77, 12, 70, 43, 16, 44, 6
8, 100, 25, 75, 84, 99, 0, 100, 20, 83, 100, 81, 60, 39, 13, 0, 9
100, 100, 40, 88, 40, 67, 97, 79, 94, 65, 82, 40, 52, 16, 0, 0, 9
0, 53, 48, 75, 67, 100, 81, 83, 81, 57, 88, 31, 100, 6, 99, 0, 1
71, 100, 50, 87, 32, 50, 32, 11, 76, 0, 100, 32, 51, 49, 0, 41, 6
55, 82, 95, 100, 98, 83, 64, 62, 91, 38, 100, 13, 49, 0, 0, 8, 3
100, 80, 54, 77, 25, 96, 78, 100, 99, 74, 76, 45, 42, 20, 0, 0, 9
25, 57, 20, 21, 62, 0, 100, 22, 95, 68, 61, 100, 14, 99, 0, 57, 0
36, 81, 69, 90, 100, 100, 80, 80, 60, 60, 41, 40, 20, 19, 0, 0, 1
52, 100, 28, 75, 63, 36, 41, 0, 0, 18, 16, 66, 47, 99, 100, 99, 5
7, 72, 34, 100, 79, 95, 67, 61, 33, 33, 0, 5, 48, 0, 100, 1, 2
59, 63, 97, 88, 100, 100, 89, 66, 78, 30, 55, 0, 0, 3, 80, 2, 1
42, 90, 74, 100, 100, 87, 70, 70, 46, 50, 56, 19, 35, 0, 0, 5, 3
38, 100, 27, 89, 8, 67, 0, 44, 40, 32, 100, 41, 83, 22, 81, 0, 4
33, 93, 84, 100, 90, 78, 46, 59, 94, 47, 100, 18, 56, 1, 0, 0, 3
41, 81, 48, 100, 67, 71, 50, 36, 0, 26, 29, 19, 72, 0, 100, 31, 2
36, 53, 100, 82, 55, 100, 2, 69, 36, 34, 74, 0, 0, 14, 62, 44, 8
0, 95, 46, 100, 14, 63, 30, 49, 100, 63, 94, 67, 80, 29, 72, 0, 4
6, 96, 23, 52, 100, 63, 53, 100, 19, 77, 94, 48, 87, 2, 0, 0, 9
42, 81, 6, 56, 95, 70, 71, 100, 19, 62, 100, 75, 75, 29, 0, 0, 9
44, 94, 6, 74, 0, 28, 35, 0, 78, 13, 100, 53, 76, 91, 32, 100, 0
0, 69, 42, 87, 100, 100, 75, 79, 50, 59, 25, 39, 17, 19, 67, 0, 1
77, 94, 35, 100, 53, 74, 74, 90, 99, 52, 100, 10, 51, 0, 0, 6, 9
0, 60, 9, 71, 45, 100, 35, 64, 38, 28, 7, 0, 21, 1, 100, 4, 1
32, 100, 17, 75, 87, 41, 64, 0, 12, 20, 79, 55, 100, 96, 0, 96, 8
9, 68, 29, 100, 65, 91, 45, 58, 13, 31, 0, 6, 51, 6, 100, 0, 2
24, 77, 73, 100, 100, 77, 62, 37, 21, 0, 0, 9, 25, 39, 84, 31, 7
0, 95, 44, 100, 76, 78, 72, 39, 63, 0, 52, 12, 54, 40, 100, 46, 7
0, 100, 51, 99, 100, 78, 80, 42, 60, 7, 79, 0, 98, 27, 30, 38, 7
32, 92, 75, 100, 79, 63, 56, 28, 29, 0, 0, 33, 42, 46, 100, 48, 7
0, 89, 78, 100, 100, 82, 66, 45, 58, 5, 33, 0, 12, 26, 98, 36, 7
74, 95, 21, 75, 0, 36, 20, 0, 75, 25, 100, 64, 78, 100, 19, 82, 0
100, 100, 56, 83, 28, 56, 10, 28, 21, 0, 69, 6, 52, 28, 0, 23, 6
100, 99, 59, 100, 27, 72, 6, 40, 0, 6, 43, 0, 55, 29, 6, 15, 6
42, 100, 12, 68, 0, 27, 32, 0, 76, 9, 100, 44, 88, 85, 47, 85, 0
23, 100, 0, 58, 8, 12, 58, 0, 99, 29, 100, 75, 56, 100, 14, 78, 0
0, 100, 85, 97, 100, 69, 65, 38, 28, 7, 13, 0, 13, 34, 92, 41, 7
100, 100, 58, 100, 21, 85, 21, 62, 58, 56, 64, 23, 36, 0, 0, 7, 5
0, 87, 37, 100, 59, 64, 45, 15, 27, 0, 20, 38, 60, 44, 100, 51, 7
36, 100, 2, 70, 0, 43, 53, 42, 100, 43, 68, 70, 45, 35, 22, 0, 4
3, 90, 41, 100, 100, 100, 89, 68, 54, 33, 19, 0, 0, 15, 54, 23, 7
11, 83, 0, 38, 21, 0, 71, 1, 100, 37, 87, 80, 41, 100, 5, 71, 0
100, 100, 58, 81, 27, 56, 1, 28, 0, 0, 53, 5, 53, 30, 0, 27, 6
5, 56, 5, 16, 56, 0, 100, 29, 97, 68, 59, 100, 8, 93, 0, 55, 0
93, 73, 57, 100, 0, 81, 36, 55, 100, 71, 99, 43, 91, 6, 26, 0, 9
35, 96, 87, 100, 74, 99, 28, 77, 60, 56, 100, 35, 53, 9, 0, 0, 5
55, 85, 100, 100, 82, 94, 38, 74, 90, 65, 94, 36, 52, 13, 0, 0, 5
35, 100, 0, 80, 45, 41, 96, 3, 44, 0, 34, 38, 100, 67, 78, 93, 8
0, 87, 35, 100, 71, 87, 61, 53, 33, 28, 21, 3, 60, 0, 100, 0, 2
33, 90, 66, 100, 66, 71, 63, 64, 100, 44, 78, 14, 27, 0, 0, 24, 3
40, 100, 13, 69, 0, 30, 22, 0, 73, 19, 100, 53, 92, 91, 39, 95, 0
46, 85, 36, 68, 84, 79, 42, 100, 79, 65, 100, 23, 53, 0, 0, 8, 9
9, 86, 48, 100, 68, 76, 59, 46, 33, 21, 0, 0, 49, 3, 100, 6, 2
22, 67, 56, 87, 100, 100, 72, 80, 44, 60, 17, 40, 0, 19, 22, 0, 1
25, 81, 35, 52, 74, 23, 28, 0, 12, 35, 0, 71, 25, 96, 100, 100, 5
14, 76, 43, 100, 72, 79, 46, 45, 12, 15, 0, 0, 50, 4, 100, 7, 2
11, 71, 16, 100, 53, 79, 44, 41, 9, 14, 0, 6, 50, 3, 100, 0, 2
14, 88, 62, 100, 97, 86, 70, 62, 34, 42, 0, 20, 45, 6, 100, 0, 2
27, 86, 70, 100, 77, 77, 50, 53, 96, 40, 100, 19, 52, 6, 0, 0, 3
100, 66, 74, 100, 24, 88, 43, 63, 94, 77, 89, 36, 52, 1, 0, 0, 9
30, 63, 61, 100, 100, 82, 76, 39, 42, 0, 74, 9, 53, 49, 0, 63, 8
2, 91, 44, 100, 91, 82, 52, 55, 62, 54, 100, 27, 56, 3, 0, 0, 3
100, 93, 64, 100, 30, 72, 10, 42, 12, 11, 72, 0, 66, 24, 0, 14, 6
100, 100, 54, 87, 20, 60, 4, 27, 27, 0, 71, 16, 53, 44, 0, 45, 6
63, 100, 35, 70, 0, 41, 36, 35, 100, 40, 96, 56, 73, 34, 59, 0, 4
50, 100, 4, 93, 22, 66, 42, 84, 66, 49, 100, 15, 56, 0, 0, 10, 9
100, 100, 44, 80, 11, 47, 0, 11, 56, 0, 100, 30, 55, 44, 0, 19, 6
55, 94, 30, 100, 84, 99, 63, 66, 77, 58, 100, 31, 60, 3, 0, 0, 3
13, 76, 64, 100, 87, 72, 52, 35, 11, 0, 0, 15, 35, 37, 100, 36, 7
35, 90, 24, 61, 100, 100, 12, 84, 0, 29, 49, 0, 96, 57, 7, 28, 8
14, 78, 44, 100, 63, 79, 41, 52, 13, 29, 0, 2, 50, 0, 100, 8, 2
46, 99, 7, 100, 37, 80, 56, 97, 90, 64, 100, 24, 57, 0, 0, 6, 9
0, 52, 38, 60, 72, 78, 100, 100, 96, 81, 84, 54, 74, 27, 73, 0, 1
44, 90, 0, 79, 79, 43, 95, 0, 13, 10, 50, 55, 100, 98, 19, 100, 8
0, 78, 38, 100, 100, 96, 93, 69, 57, 45, 15, 21, 18, 3, 85, 0, 2
31, 90, 63, 100, 100, 76, 75, 36, 56, 0, 96, 34, 61, 43, 0, 45, 7
17, 91, 24, 72, 59, 40, 29, 0, 5, 33, 0, 90, 49, 96, 100, 100, 5
45, 100, 53, 65, 100, 98, 22, 98, 45, 71, 85, 69, 81, 13, 0, 0, 9
0, 89, 21, 72, 62, 94, 11, 100, 57, 73, 100, 45, 74, 13, 9, 0, 9
38, 100, 40, 90, 0, 63, 36, 46, 93, 47, 100, 59, 63, 31, 40, 0, 4
44, 85, 76, 100, 79, 70, 54, 41, 23, 16, 0, 0, 50, 5, 100, 1, 2
44, 75, 90, 100, 83, 86, 67, 46, 51, 6, 0, 0, 27, 3, 100, 2, 1
16, 98, 75, 100, 48, 94, 0, 72, 55, 58, 100, 33, 77, 4, 18, 0, 5
15, 100, 0, 68, 6, 23, 41, 0, 80, 5, 100, 42, 80, 80, 42, 94, 0
61, 60, 88, 97, 10, 100, 16, 66, 91, 82, 100, 46, 82, 5, 0, 0, 9
45, 67, 19, 31, 48, 0, 85, 26, 100, 74, 69, 100, 28, 80, 0, 43, 0
0, 88, 35, 100, 69, 85, 62, 58, 66, 32, 100, 14, 74, 1, 31, 0, 3
18, 59, 41, 100, 76, 81, 54, 35, 15, 0, 0, 14, 49, 14, 100, 1, 2
84, 67, 57, 100, 0, 88, 16, 52, 75, 65, 100, 72, 92, 28, 97, 0, 9
100, 100, 80, 100, 38, 71, 11, 34, 31, 0, 81, 12, 53, 45, 0, 45, 6
62, 100, 84, 93, 67, 70, 82, 48, 100, 26, 77, 6, 39, 0, 0, 2, 3
0, 47, 7, 58, 48, 79, 90, 100, 100, 81, 85, 54, 67, 27, 51, 0, 1
0, 94, 53, 100, 94, 77, 79, 37, 53, 0, 37, 1, 50, 40, 100, 57, 7
27, 100, 28, 96, 0, 64, 3, 37, 88, 43, 100, 68, 94, 33, 100, 0, 4
7, 96, 59, 100, 100, 89, 65, 67, 71, 52, 92, 31, 52, 12, 0, 0, 3
100, 100, 56, 93, 23, 65, 0, 31, 18, 0, 65, 4, 61, 22, 17, 9, 6
92, 100, 37, 100, 1, 68, 0, 29, 41, 0, 100, 5, 67, 32, 8, 23, 6
0, 43, 26, 65, 57, 84, 94, 100, 100, 79, 87, 52, 75, 26, 66, 0, 1
0, 43, 46, 66, 73, 90, 79, 100, 81, 74, 85, 49, 88, 24, 100, 0, 1
36, 77, 55, 100, 53, 57, 34, 19, 0, 0, 23, 19, 62, 14, 100, 4, 2
49, 73, 69, 100, 100, 77, 82, 40, 47, 11, 0, 0, 43, 11, 95, 11, 2
0, 100, 34, 94, 70, 90, 100, 85, 78, 64, 57, 41, 42, 15, 43, 0, 7
16, 89, 54, 100, 94, 88, 61, 65, 100, 43, 96, 12, 50, 1, 0, 0, 3
24, 93, 49, 100, 100, 90, 67, 63, 50, 35, 97, 17, 54, 0, 0, 6, 3
65, 98, 41, 74, 100, 100, 32, 85, 10, 60, 0, 0, 73, 12, 33, 62, 8
28, 100, 0, 73, 16, 49, 75, 47, 100, 63, 94, 59, 93, 29, 83, 0, 4
0, 62, 31, 82, 100, 100, 100, 80, 81, 60, 38, 40, 6, 20, 12, 0, 1
68, 100, 34, 88, 0, 62, 6, 42, 70, 49, 100, 51, 62, 27, 42, 0, 4
92, 100, 56, 78, 21, 50, 1, 18, 43, 0, 100, 12, 60, 23, 0, 13, 6
30, 84, 36, 100, 79, 90, 56, 63, 86, 51, 100, 26, 61, 4, 0, 0, 3
