@relation magic
@attribute FLength real [4.2835,  334.177]
@attribute FWidth real [0.0,  256.382]
@attribute FSize real [1.9413,  5.3233]
@attribute FConc real [0.0131,  0.893]
@attribute FConc1 real [3.0E-4,  0.6752]
@attribute FAsym real [-457.9161,  575.2407]
@attribute FM3Long real [-331.78,  238.321]
@attribute FM3Trans real [-205.8947,  179.851]
@attribute FAlpha real [0.0,  90.0]
@attribute FDist real [1.2826,  495.561]
@attribute Class {g, h}
@data
60.8598, 18.7033, 2.6128, 0.2561, 0.1378, 42.4917, 33.7518, 12.0692, 4.182, 146.803, g
23.8915, 12.8584, 2.534, 0.5088, 0.3173, -19.4911, -14.9193, 8.3832, 6.2472, 131.247, g
23.6179, 20.0571, 2.5224, 0.5495, 0.3739, -1.574, -15.0956, -11.354, 47.786, 86.2468, g
20.7779, 7.1383, 2.081, 0.722, 0.3693, -23.7708, -10.7906, -5.9792, 28.79, 177.459, g
68.0121, 27.6698, 3.0824, 0.2738, 0.1576, -14.268, 44.4184, -26.1683, 3.9746, 313.967, g
61.6933, 18.0011, 2.9015, 0.276, 0.1449, 47.4507, 38.9838, 13.6166, 2.926, 234.109, g
50.5984, 25.8939, 3.0586, 0.2464, 0.1315, 10.7891, 35.9762, 19.5228, 8.44, 270.007, g
22.4236, 15.8256, 2.5938, 0.4968, 0.3146, 1.5724, -20.7925, -4.5251, 53.815, 139.193, g
21.1221, 9.3478, 2.2967, 0.697, 0.452, 18.4225, 20.1723, -11.544, 75.3948, 167.109, g
86.5389, 16.3152, 2.8756, 0.3023, 0.1565, 48.9056, 72.2829, 4.4207, 1.53, 245.673, g
20.5056, 12.823, 2.3531, 0.51, 0.2683, 9.9865, 14.0662, 8.7369, 1.701, 205.635, g
58.4387, 17.4136, 2.9342, 0.2641, 0.139, 82.5458, 42.7297, 16.8556, 3.1218, 265.076, g
18.8932, 15.3311, 2.4822, 0.5239, 0.3245, 3.915, -16.1011, -9.6919, 14.71, 170.615, g
70.0225, 26.4199, 3.3192, 0.1654, 0.087, -74.3157, 60.8729, 14.111, 3.902, 256.658, g
23.9467, 14.5395, 2.634, 0.446, 0.2404, -18.8146, 12.5722, -8.6566, 60.493, 185.734, g
21.1305, 12.5141, 2.4057, 0.4676, 0.2534, -26.9401, -12.1122, -10.1223, 81.2274, 168.833, g
67.9187, 18.5575, 2.9001, 0.2605, 0.1479, -0.1913, 29.7202, 15.8403, 9.654, 232.656, g
38.3448, 14.1032, 2.8238, 0.3781, 0.2093, 40.6911, 26.0716, -5.8822, 0.1899, 177.974, g
42.1712, 11.9324, 2.4829, 0.4539, 0.2418, 45.024, 17.3649, -9.1849, 10.7626, 124.56, g
35.7536, 18.467, 2.9834, 0.267, 0.1584, 1.9518, -23.523, 11.7761, 0.226, 132.719, g
77.8141, 26.5122, 3.7987, 0.1644, 0.0897, 37.0051, 65.7207, 14.2353, 2.712, 218.662, g
20.2467, 10.4762, 2.3096, 0.6275, 0.3162, 8.6645, -18.0061, 10.9604, 79.4844, 161.749, g
61.374, 22.8597, 3.0245, 0.2108, 0.112, 47.2363, 46.4616, 15.9629, 3.713, 262.058, g
71.3468, 25.1598, 3.0253, 0.2047, 0.1203, -120.403, 51.7147, 14.6913, 8.6575, 211.858, g
97.1547, 38.0068, 3.972, 0.1395, 0.0706, -10.9403, 70.3318, -22.4139, 1.2669, 349.885, g
90.8484, 33.0185, 3.7827, 0.1766, 0.0923, -53.3876, 49.7881, 20.7582, 2.5821, 332.585, g
49.0345, 13.0214, 2.8379, 0.305, 0.1547, -25.2715, 29.7617, -5.9572, 5.173, 233.504, g
43.7014, 14.2281, 2.86, 0.2747, 0.1401, -48.3086, 24.9629, -2.6712, 0.4341, 197.124, g
23.1716, 9.5924, 2.2742, 0.6223, 0.4016, 21.7069, 20.1332, 11.3888, 30.652, 125.416, g
34.9922, 18.443, 2.9883, 0.3225, 0.1628, 6.2692, 16.2665, 12.0407, 8.191, 215.527, g
57.6389, 19.9578, 2.9183, 0.3186, 0.1623, 34.1966, 59.3038, 18.4333, 0.619, 113.551, g
46.7637, 14.9414, 2.7392, 0.2753, 0.1595, -20.3305, -34.7392, -8.7253, 2.0311, 175.065, g
29.4437, 17.2949, 2.7271, 0.3824, 0.2427, 9.5314, 20.6289, 9.2319, 20.244, 87.6333, g
20.1958, 7.2301, 2.1287, 0.7509, 0.3829, 3.5491, -11.1057, -5.4224, 17.9072, 137.714, g
20.2001, 14.9132, 2.5434, 0.5694, 0.3476, 16.7214, 17.6908, -14.6188, 5.736, 148.227, g
39.938, 17.9057, 2.5152, 0.3481, 0.1756, 27.506, 23.8404, 13.9186, 14.4579, 113.943, g
26.6212, 19.2324, 2.5257, 0.4292, 0.2459, -18.4033, -12.248, 15.8738, 44.407, 198.768, g
109.32, 47.7498, 4.3035, 0.0795, 0.0411, -64.9838, 78.7445, 35.7266, 1.102, 275.318, g
79.3831, 12.9439, 2.7427, 0.3436, 0.2215, 35.3588, 78.7654, 7.6861, 9.4384, 221.48, g
70.6168, 19.7858, 3.1119, 0.2048, 0.1101, -80.291, 30.0402, -11.7257, 8.372, 277.0, g
70.3337, 18.5827, 2.8058, 0.3393, 0.2025, -32.7976, 51.479, 11.4571, 4.6368, 295.183, g
81.9649, 35.4074, 3.3729, 0.2466, 0.1731, 7.2615, 54.667, -26.1526, 3.5171, 337.57, g
29.6299, 17.3722, 2.7903, 0.3274, 0.1726, -12.0118, 13.7674, 10.8267, 24.196, 123.845, g
20.7099, 6.2012, 2.2822, 0.799, 0.5561, -17.0072, -18.1344, -6.0106, 27.282, 133.77, g
20.1058, 9.2855, 2.2553, 0.6167, 0.375, 22.5169, 12.3937, -1.9347, 79.283, 122.258, g
77.1621, 30.2821, 3.4572, 0.1309, 0.0689, -96.9012, 58.3096, 25.5367, 11.476, 242.005, g
22.1067, 13.7589, 2.5289, 0.5118, 0.2648, 12.062, -14.7138, -10.8676, 1.318, 199.388, g
12.8128, 11.5202, 2.0774, 0.728, 0.3891, 15.2486, -7.1802, 11.1366, 21.21, 228.697, g
38.6616, 18.6597, 2.7189, 0.2598, 0.1404, -40.1157, 7.5009, -8.7051, 8.262, 184.267, g
31.7502, 20.3468, 2.6299, 0.3001, 0.1583, 20.4544, 24.3449, -13.1891, 7.038, 129.592, g
17.3029, 11.088, 2.179, 0.5563, 0.3278, 0.3834, -4.1781, -6.0185, 3.5463, 208.628, g
38.5054, 20.5728, 3.0434, 0.2371, 0.1235, -10.5779, 28.694, -8.6808, 18.3976, 146.372, g
33.055, 15.1941, 2.3444, 0.371, 0.1878, 10.2965, 22.9021, 7.8267, 9.323, 178.204, g
40.8246, 18.1856, 2.596, 0.3676, 0.2497, 48.2507, -6.9606, 10.1302, 9.868, 128.034, g
21.1628, 12.2039, 2.3473, 0.4719, 0.2539, -0.406, 8.8387, 10.7925, 35.801, 160.436, g
32.2758, 16.4034, 2.6566, 0.4432, 0.2723, 8.3265, 29.3381, -17.9981, 12.3195, 206.939, g
21.6816, 13.2289, 2.4893, 0.5835, 0.3549, 18.4128, 19.4601, 8.5961, 55.7262, 103.012, g
22.2342, 12.5906, 2.2601, 0.6044, 0.3269, -16.6249, -10.6821, 9.74, 16.7407, 182.889, g
133.103, 87.8861, 4.2992, 0.0557, 0.029, 113.873, 108.53, -63.802, 8.6871, 174.871, g
63.5381, 26.3231, 3.321, 0.1848, 0.0938, 10.5377, 61.2763, -4.1837, 9.428, 243.375, g
21.3927, 14.2909, 2.6599, 0.5208, 0.2877, 27.9777, -8.2872, -3.1725, 0.9412, 237.867, g
31.4889, 18.1427, 2.7239, 0.3551, 0.1822, -21.9104, -20.9941, -4.9206, 22.241, 123.806, g
32.5149, 16.1373, 2.6464, 0.4582, 0.3126, 10.3219, 14.1317, 9.0194, 10.4419, 198.015, g
114.303, 40.4397, 4.1952, 0.0746, 0.039, 72.1985, 90.6989, 28.7095, 0.3, 298.697, g
35.4054, 20.3297, 2.8768, 0.3001, 0.1866, 10.9018, 28.5441, -13.8102, 34.644, 92.012, g
12.5342, 11.9191, 2.1945, 0.6901, 0.3674, -16.335, 10.0027, -8.0787, 19.242, 142.68, g
23.2796, 16.4149, 2.6646, 0.4177, 0.276, 7.4148, 17.5575, 7.5244, 9.5021, 86.2246, g
65.4978, 18.2304, 3.2549, 0.2652, 0.1348, 49.9003, 77.7848, 5.7091, 4.4339, 229.086, g
24.3642, 9.1402, 2.29, 0.641, 0.4487, -25.079, -13.0801, 7.9173, 10.8031, 54.6152, g
38.7469, 24.4913, 2.8779, 0.2689, 0.1384, 3.438, 10.2877, 17.7093, 12.098, 255.46, g
20.5388, 16.9771, 2.5403, 0.3746, 0.2003, -1.5779, 4.7362, -5.8939, 0.0276, 155.316, g
20.1024, 12.5616, 2.5045, 0.4789, 0.2613, 2.3241, -10.1706, -9.9981, 16.42, 209.194, g
40.8148, 19.8202, 2.4676, 0.3407, 0.1789, 57.6349, 7.8058, -16.1105, 25.505, 285.696, g
64.8397, 22.7859, 3.4214, 0.1804, 0.0904, 2.588, 51.7055, 13.6157, 0.109, 229.045, g
18.8542, 9.0044, 2.2718, 0.6791, 0.484, -4.0022, 13.3154, 10.0476, 37.1081, 181.296, g
99.4753, 42.6959, 3.8212, 0.1509, 0.0799, -108.031, 59.0818, -25.8039, 2.17, 373.103, g
25.0031, 17.8324, 2.5763, 0.3422, 0.1737, 13.2037, 5.304, 8.6137, 16.948, 175.412, g
37.4849, 15.9605, 2.7408, 0.347, 0.2062, 30.4798, 23.5295, -14.058, 36.3065, 198.109, g
84.7997, 29.0826, 3.6816, 0.1884, 0.1, -23.611, 63.0953, -19.5684, 2.2059, 303.754, g
90.7035, 32.6492, 3.5602, 0.1729, 0.0896, 71.1388, 75.2937, -9.8135, 1.5563, 345.29, g
80.9545, 29.885, 3.6743, 0.1573, 0.0875, 32.514, 70.974, 19.9062, 3.6974, 242.699, g
20.1609, 11.2402, 2.4624, 0.7172, 0.4672, -16.0259, -21.3665, 11.7626, 18.0262, 173.904, g
41.7032, 11.9532, 2.6201, 0.3957, 0.2242, 49.3896, 28.6082, -11.0039, 0.598, 169.314, g
20.6413, 12.7878, 2.4464, 0.5689, 0.3524, 11.5429, 17.6538, -5.5073, 40.0066, 125.103, g
71.6435, 29.1304, 3.4371, 0.1462, 0.0769, 15.322, 48.5874, 16.3146, 4.1632, 231.966, g
97.7331, 34.3795, 3.2945, 0.2548, 0.1546, 30.8789, -48.7222, 22.798, 0.908, 391.912, g
23.4732, 12.2901, 2.5775, 0.5317, 0.3214, 5.5701, 19.632, -10.415, 1.8023, 172.03, g
26.3733, 19.1659, 2.8567, 0.3644, 0.2246, 14.4958, 14.4997, -15.148, 9.37, 170.193, g
25.0459, 22.9081, 2.8552, 0.2959, 0.1486, -21.7386, 19.356, 8.3062, 30.4393, 116.741, g
76.1799, 24.8222, 3.1237, 0.2106, 0.12, -60.9348, 57.6858, -20.4701, 2.1911, 269.566, g
28.3543, 25.5873, 2.7668, 0.3234, 0.1754, 29.3307, 17.5713, 18.6666, 33.509, 170.349, g
29.4491, 12.7271, 2.6637, 0.3536, 0.1876, -19.407, -18.1295, 7.1258, 8.1501, 252.15, g
15.4067, 11.9714, 2.4314, 0.6444, 0.3648, -1.9396, 3.5627, 6.5407, 68.753, 63.5686, g
40.1519, 21.0822, 2.7785, 0.3264, 0.2073, 18.0661, 42.4569, 14.6078, 27.9849, 169.517, g
84.3821, 24.1278, 3.4958, 0.1718, 0.0921, 93.8233, 63.1573, 13.962, 0.709, 252.586, g
13.2918, 10.5394, 2.2028, 0.79, 0.442, 14.1392, 4.5837, -11.6262, 58.693, 177.332, g
20.5175, 12.946, 2.4616, 0.5043, 0.2539, 17.0192, 4.8579, -4.1418, 53.922, 118.72, g
87.4843, 25.5134, 3.5567, 0.1834, 0.0939, 59.1418, 97.7039, -2.8502, 2.72, 149.034, g
61.3494, 21.7627, 3.0941, 0.2311, 0.1461, 38.7526, 47.0683, 10.7993, 8.993, 221.275, g
60.8065, 28.7891, 2.9823, 0.1771, 0.0943, 16.7117, 52.382, 19.6667, 1.9667, 286.609, g
20.1977, 17.8147, 2.3222, 0.6, 0.3357, -26.5785, 13.7824, 16.3283, 14.9307, 212.861, g
19.8632, 12.3814, 2.3253, 0.5106, 0.2861, -3.1856, 11.4313, -10.5833, 62.678, 96.431, g
19.9436, 12.8339, 2.3454, 0.4605, 0.2325, -1.4502, 8.3106, 8.3677, 30.5107, 200.701, g
25.6872, 15.5947, 2.499, 0.4089, 0.233, 5.4913, 19.7074, 8.7698, 1.5757, 164.004, g
35.1568, 16.1465, 2.5944, 0.3715, 0.2048, -16.1723, -29.5069, 11.4701, 1.2733, 163.796, g
67.3736, 23.2082, 2.7878, 0.4189, 0.2274, -66.2448, -50.8812, 13.3178, 2.135, 294.976, g
78.2112, 25.6598, 3.361, 0.2265, 0.1278, 39.8441, 96.8077, -14.1376, 7.052, 148.372, g
32.8709, 18.7783, 2.7604, 0.3455, 0.1953, 34.9337, 26.5866, -9.0089, 23.761, 166.98, g
37.7771, 25.3763, 3.3648, 0.2236, 0.1207, 29.8161, -15.9668, -12.1117, 0.8021, 196.855, g
19.6379, 7.3288, 2.1538, 0.7649, 0.4175, 3.394, -10.0917, -4.7269, 80.2685, 129.528, g
47.2337, 19.8555, 3.2439, 0.2144, 0.12, 17.0072, -33.2638, -13.45, 3.5641, 213.792, g
58.6792, 26.0154, 3.2076, 0.2709, 0.141, 33.4313, 51.1059, 6.8846, 14.967, 269.606, g
94.7591, 34.3084, 3.3961, 0.1189, 0.0609, -98.4056, 57.7795, -11.8856, 6.005, 243.483, g
45.8873, 22.874, 3.0925, 0.2667, 0.1337, -62.7271, 25.2934, 13.4505, 4.521, 279.283, g
43.3537, 17.7987, 2.7271, 0.3205, 0.1715, 10.1423, -37.4404, 10.3213, 17.749, 114.828, g
20.1937, 7.3055, 2.1508, 0.7279, 0.3922, 1.9021, -8.9312, 5.4875, 45.009, 115.806, g
19.4386, 17.1093, 2.4541, 0.6151, 0.3146, 23.4671, 13.2628, -19.1985, 58.159, 125.414, g
12.976, 10.3524, 2.3865, 0.7639, 0.5236, 12.3762, 5.9192, 4.0378, 0.764, 168.262, g
23.8725, 11.8221, 2.3444, 0.6697, 0.3552, 28.033, -8.6348, -8.9284, 9.027, 159.382, g
76.6657, 19.6882, 3.0276, 0.2572, 0.1581, -59.9645, 54.625, -16.0764, 0.436, 270.166, g
46.5588, 13.3629, 2.5391, 0.5058, 0.3223, 46.2978, 33.6985, 12.273, 11.03, 166.51, g
25.7288, 15.0604, 2.5723, 0.415, 0.2289, 1.9492, 23.5596, 6.7967, 27.1409, 207.386, g
62.1786, 15.7135, 3.1726, 0.2426, 0.1327, -111.246, 42.8062, -6.6647, 2.553, 230.019, g
87.1434, 13.1445, 2.7024, 0.4087, 0.2252, -83.9072, 64.1095, 11.6992, 7.3785, 278.506, g
26.567, 18.815, 2.8176, 0.3227, 0.2017, 11.1595, 15.0154, 8.5459, 12.3055, 226.567, g
36.8621, 14.2671, 2.7896, 0.3539, 0.2183, 19.526, 30.4941, -7.6983, 14.4244, 157.392, g
52.3766, 16.1986, 2.7372, 0.2344, 0.12, 74.6848, 40.4711, -3.6452, 8.8454, 230.038, g
84.9312, 26.6571, 3.548, 0.1665, 0.0913, -61.5873, 66.5324, 14.9757, 1.1373, 268.919, g
33.6195, 24.7136, 2.757, 0.273, 0.1671, -3.4119, 31.5837, 15.3934, 31.8731, 103.945, g
21.4317, 10.6329, 2.2923, 0.602, 0.3648, 20.3214, 19.8107, -11.3014, 28.035, 152.367, g
51.7656, 30.7225, 3.578, 0.1601, 0.0871, 38.2446, 39.4275, 14.3551, 7.6181, 197.258, g
40.2341, 25.8946, 3.0362, 0.2042, 0.1026, 56.4132, -20.9438, -16.2614, 6.2066, 223.564, g
12.7273, 11.6358, 2.1804, 0.7129, 0.3927, -15.5745, 8.9228, 9.5077, 35.694, 204.895, g
41.0916, 7.7414, 2.4224, 0.4726, 0.2892, -51.456, -10.4886, 4.5228, 10.8662, 158.72, g
18.4204, 9.8345, 2.3345, 0.6667, 0.4005, 19.7633, 13.2696, -5.4272, 33.3598, 183.597, g
88.5821, 45.3852, 3.3989, 0.1525, 0.0792, -39.6185, 74.6123, 52.1147, 3.144, 289.22, g
37.1464, 21.6205, 3.3506, 0.2502, 0.1296, 2.7761, 28.1556, -12.9581, 1.705, 78.1894, g
21.3145, 12.5083, 2.3454, 0.4515, 0.2325, -29.9256, 9.2222, -9.3692, 13.2097, 207.403, g
45.0948, 16.4904, 2.9963, 0.2602, 0.1467, -3.6668, 13.9027, 10.8361, 4.361, 179.202, g
25.2747, 7.6662, 2.415, 0.6846, 0.3442, -15.3589, -15.7221, 6.2533, 38.741, 113.628, g
77.537, 26.5315, 3.3195, 0.2314, 0.1402, -45.7388, 78.6207, -10.8984, 0.9581, 284.693, g
34.8534, 6.6139, 2.5353, 0.5306, 0.2668, -49.8274, 21.7595, 3.1, 1.207, 280.666, g
14.6095, 12.2051, 2.2989, 0.6834, 0.4146, 0.7501, 3.4973, -7.9362, 21.3448, 222.205, g
30.7233, 17.244, 2.5244, 0.3856, 0.2078, 13.6295, 17.4499, -17.5649, 2.0573, 180.643, g
58.6077, 18.0167, 2.8166, 0.2578, 0.1335, 59.9861, 38.1032, 8.4731, 0.256, 241.974, g
18.6811, 10.1583, 2.281, 0.6073, 0.3325, 22.5986, 10.8606, 5.0252, 42.612, 67.0659, g
68.4339, 13.6962, 2.4878, 0.3675, 0.1967, -73.8656, -37.1503, 12.7439, 27.43, 138.435, g
22.9886, 13.3644, 2.4158, 0.4952, 0.2937, -21.6987, -16.2021, 8.7282, 14.3483, 191.331, g
35.2047, 17.138, 2.8354, 0.2776, 0.1658, -0.8009, 12.6851, -9.2086, 10.218, 131.449, g
22.248, 9.4628, 2.1931, 0.6154, 0.3237, 0.8645, -13.2614, 9.3962, 0.0865, 167.82, g
41.8231, 25.2456, 3.3309, 0.1876, 0.0945, 3.1144, 28.248, 17.0575, 12.156, 119.375, g
20.9972, 16.9618, 2.5826, 0.4105, 0.2288, 27.6067, 10.3521, -6.0207, 26.046, 49.1779, g
79.4851, 29.5448, 3.8792, 0.1397, 0.0727, 26.964, 73.077, 17.5256, 4.5885, 261.942, g
82.3651, 26.8716, 3.5505, 0.1855, 0.1068, 0.8101, 44.2206, -15.4215, 1.884, 246.495, g
28.097, 20.4787, 2.9521, 0.3283, 0.1647, 31.1089, 20.7682, 14.0435, 15.876, 166.518, g
19.8544, 7.3577, 2.1599, 0.7405, 0.4118, -2.0853, 8.7888, -5.1095, 45.5575, 150.963, g
42.2145, 14.1213, 2.8987, 0.2715, 0.1357, -2.1463, -18.7026, -3.1977, 0.5371, 180.135, g
12.9108, 11.3309, 2.1089, 0.7393, 0.4086, 14.9511, -7.0264, 10.9232, 76.6517, 136.464, g
26.619, 18.0992, 2.5933, 0.3546, 0.1926, -5.3782, 14.407, 10.3654, 8.3473, 152.829, g
26.5096, 12.8159, 2.6058, 0.4535, 0.2367, 26.4977, 18.8052, 6.2608, 7.58, 250.721, g
19.5172, 15.4178, 2.499, 0.5452, 0.3122, 14.8563, 17.8343, -13.5523, 26.742, 250.407, g
53.2359, 21.0305, 3.1207, 0.2067, 0.1094, 22.2163, 34.5252, -11.9021, 6.1069, 216.989, g
44.7025, 17.275, 2.882, 0.3005, 0.1568, 39.1008, 31.9774, 15.3809, 14.5058, 177.162, g
21.9413, 10.0942, 2.29, 0.5641, 0.3, 4.9806, -17.0879, 10.3281, 15.8411, 136.798, g
66.3629, 27.4271, 3.2559, 0.1687, 0.0863, -5.4586, 33.5983, -18.672, 1.2327, 232.544, g
20.7297, 12.8606, 2.2867, 0.4548, 0.2506, -16.5516, -9.7549, -6.8576, 7.9853, 168.896, g
28.3689, 15.6983, 2.7631, 0.4211, 0.2373, 20.577, 23.3278, 14.7642, 2.948, 170.755, g
17.6485, 10.9792, 2.1673, 0.5374, 0.2891, -0.9245, 6.1119, -4.3932, 23.7151, 112.684, g
28.6793, 7.9675, 2.2553, 0.5944, 0.3139, 33.1281, 18.8419, -6.2511, 36.4032, 202.981, g
75.6241, 28.467, 3.6072, 0.1786, 0.0896, 13.2103, 75.1243, 3.1833, 4.0898, 223.593, g
67.5796, 28.5328, 3.4804, 0.127, 0.065, 58.0019, 53.0782, -17.3229, 2.7859, 137.063, g
29.5252, 20.0901, 2.7029, 0.3092, 0.1556, 17.5364, -14.5803, 15.7103, 19.7036, 158.866, g
23.8573, 21.8826, 2.7388, 0.2847, 0.1432, -1.6833, 14.7515, -9.3657, 16.4046, 132.206, g
22.985, 17.2814, 2.6594, 0.4009, 0.2311, 11.631, 9.7216, 15.4976, 9.987, 204.914, g
77.9107, 28.337, 3.4989, 0.2238, 0.1203, -26.8744, 66.8088, -20.8642, 1.762, 301.222, g
65.1314, 26.0843, 3.345, 0.2427, 0.1385, -66.5168, 32.9514, 15.9757, 10.7786, 295.958, g
47.5381, 33.4546, 3.2243, 0.1581, 0.0874, -41.9545, -36.2772, 26.514, 17.858, 161.09, g
48.0175, 32.658, 3.4379, 0.1791, 0.1122, 6.1968, 37.0195, 23.5773, 8.7025, 127.172, g
18.8496, 16.1203, 2.4401, 0.5154, 0.2632, 19.557, 18.7867, -9.781, 25.809, 224.657, g
91.3695, 49.0157, 4.1592, 0.0857, 0.0449, 13.0407, 92.4796, 25.3998, 1.9148, 179.313, g
43.394, 14.3798, 2.7419, 0.3315, 0.1893, 17.1142, 34.0807, 11.7271, 13.603, 121.477, g
28.1836, 21.694, 2.7105, 0.3856, 0.2113, 16.1311, 22.3198, 17.4113, 45.4106, 207.581, g
68.9226, 18.0087, 2.7701, 0.3684, 0.2148, 32.6801, 80.313, 11.3891, 9.7906, 199.811, g
27.3841, 16.5037, 2.6405, 0.4073, 0.2254, 36.6823, 17.1568, -8.2152, 16.37, 193.038, g
18.3186, 10.3349, 2.2405, 0.6034, 0.342, -21.8067, -11.3213, -4.3641, 50.4492, 172.411, g
54.9218, 12.7197, 2.6355, 0.3681, 0.184, -6.127, -49.7117, -5.4493, 6.312, 204.865, g
36.1281, 11.0465, 2.4878, 0.3512, 0.1772, 18.0625, 30.0814, -8.6113, 10.5725, 139.436, g
30.4837, 17.4756, 2.8218, 0.2924, 0.1515, -30.0794, -5.7384, 11.8032, 21.1876, 180.255, g
58.2616, 13.6449, 2.8686, 0.3302, 0.1658, 14.6003, 64.8371, 5.4078, 5.4939, 229.28, g
12.6909, 11.6845, 2.3375, 0.6989, 0.3931, -15.7631, 9.6199, -5.1042, 7.208, 194.397, g
16.1931, 11.1654, 2.356, 0.6652, 0.3855, 4.8248, -6.9421, -8.1622, 56.5349, 168.497, g
14.9201, 11.6836, 2.4031, 0.668, 0.4565, 1.9795, 5.2565, -9.1396, 29.1403, 217.011, g
60.6227, 24.2893, 2.8299, 0.358, 0.2522, -48.8816, -36.1043, 18.4195, 12.113, 294.051, g
23.1882, 14.8885, 2.4502, 0.4362, 0.25, -10.4881, 9.837, 13.4023, 9.004, 93.4713, g
46.9609, 24.6372, 3.246, 0.1969, 0.103, 43.7176, 28.8646, -9.4719, 5.775, 149.14, g
64.949, 24.887, 3.4594, 0.1958, 0.1023, 44.573, 67.3379, -5.5622, 0.76, 180.868, g
61.0835, 21.8459, 3.0682, 0.206, 0.1132, 42.0657, 31.3106, -12.4707, 12.079, 225.574, g
15.2955, 11.9972, 2.2718, 0.6524, 0.3824, -1.0415, 1.6615, 7.1066, 54.997, 220.126, g
18.3861, 10.3691, 2.3541, 0.5752, 0.3341, -22.1874, -11.0277, 1.9842, 4.135, 212.175, g
35.1271, 10.2434, 2.5296, 0.4225, 0.2408, 46.9723, 10.7028, -4.7189, 1.0485, 150.896, g
61.4574, 18.204, 2.9178, 0.3082, 0.1662, 34.2738, 60.2148, -16.7752, 5.6897, 142.855, g
29.549, 14.1175, 2.3692, 0.359, 0.1902, 37.1775, 19.8095, -8.8034, 0.9098, 145.247, g
64.5788, 21.3742, 3.343, 0.1621, 0.0878, 55.9987, 51.3954, -12.4164, 0.209, 205.935, g
25.9214, 14.0449, 2.6933, 0.5025, 0.2948, 4.897, 20.1408, 6.2421, 9.6072, 125.722, g
80.9257, 38.4425, 4.0026, 0.1097, 0.0581, 85.3075, 77.3778, 29.3542, 3.9366, 234.268, g
103.582, 30.2095, 3.4386, 0.1672, 0.0898, -36.0433, 50.7284, 5.567, 2.3493, 325.697, g
28.4384, 12.8778, 2.4646, 0.3636, 0.1973, 12.6578, 14.7329, -8.1179, 54.7663, 147.293, g
24.7122, 16.1387, 2.5988, 0.5088, 0.3287, 27.2902, 21.3231, 15.989, 33.725, 153.402, g
25.1407, 10.8048, 2.3865, 0.5626, 0.3593, 4.0279, 17.9199, 10.9738, 2.4381, 171.212, g
21.7089, 14.8872, 2.5145, 0.4709, 0.237, -24.4015, -7.3236, -10.3151, 3.465, 158.37, g
43.8674, 17.4839, 2.7749, 0.3543, 0.1805, 36.9088, 51.419, 8.7308, 39.8956, 145.372, g
