@relation abalone
@attribute Sex {M, F, I}
@attribute Length real [0.075,  0.815]
@attribute Diameter real [0.055,  0.65]
@attribute Height real [0.0,  1.13]
@attribute Whole_weight real [0.0020,  2.8255]
@attribute Shucked_weight real [0.0010,  1.488]
@attribute Viscera_weight real [5.0E-4,  0.76]
@attribute Shell_weight real [0.0015,  1.005]
@attribute Rings {15, 7, 9, 10, 8, 20, 16, 19, 14, 11, 12, 18, 13, 5, 4, 6, 21, 17, 22, 1, 3, 26, 23, 29, 2, 27, 25, 24}
@data
M, 0.69, 0.53, 0.21, 1.583, 0.7355, 0.405, 0.3865, 12
M, 0.755, 0.58, 0.205, 2.0065, 0.8295, 0.4015, 0.595, 10
I, 0.33, 0.25, 0.095, 0.2085, 0.102, 0.0395, 0.052, 7
I, 0.385, 0.29, 0.09, 0.2615, 0.111, 0.0595, 0.0745, 9
I, 0.42, 0.305, 0.09, 0.328, 0.168, 0.0615, 0.082, 6
I, 0.48, 0.37, 0.125, 0.5435, 0.244, 0.101, 0.165, 9
I, 0.5, 0.375, 0.125, 0.5695, 0.259, 0.124, 0.157, 7
I, 0.52, 0.395, 0.125, 0.663, 0.3005, 0.131, 0.1905, 9
I, 0.53, 0.415, 0.13, 0.694, 0.3905, 0.111, 0.167, 9
F, 0.535, 0.41, 0.13, 0.7145, 0.335, 0.144, 0.2075, 9
I, 0.57, 0.45, 0.135, 0.794, 0.3815, 0.1415, 0.245, 8
M, 0.575, 0.46, 0.155, 0.892, 0.4415, 0.176, 0.22, 10
M, 0.585, 0.49, 0.185, 1.171, 0.522, 0.2535, 0.335, 10
M, 0.59, 0.47, 0.18, 1.187, 0.5985, 0.227, 0.31, 9
I, 0.6, 0.475, 0.15, 1.12, 0.565, 0.2465, 0.27, 10
M, 0.615, 0.475, 0.17, 1.129, 0.4795, 0.302, 0.3, 10
F, 0.62, 0.5, 0.15, 1.293, 0.596, 0.3135, 0.354, 10
M, 0.63, 0.485, 0.145, 1.062, 0.5065, 0.1785, 0.3365, 12
M, 0.635, 0.51, 0.155, 0.986, 0.405, 0.2255, 0.31, 10
M, 0.705, 0.565, 0.515, 2.21, 1.1075, 0.4865, 0.512, 10
I, 0.475, 0.365, 0.115, 0.459, 0.2175, 0.093, 0.1165, 7
M, 0.515, 0.425, 0.145, 0.9365, 0.497, 0.181, 0.2185, 8
F, 0.55, 0.43, 0.14, 0.84, 0.375, 0.218, 0.1945, 8
F, 0.58, 0.46, 0.175, 1.165, 0.65, 0.2205, 0.3055, 9
F, 0.59, 0.465, 0.15, 1.151, 0.613, 0.239, 0.2515, 9
F, 0.595, 0.455, 0.16, 1.04, 0.452, 0.2655, 0.288, 9
M, 0.62, 0.485, 0.155, 1.049, 0.462, 0.231, 0.25, 10
M, 0.63, 0.47, 0.145, 1.1005, 0.52, 0.26, 0.276, 9
M, 0.645, 0.51, 0.155, 1.539, 0.6405, 0.3585, 0.43, 11
F, 0.645, 0.505, 0.165, 1.318, 0.55, 0.3015, 0.335, 11
M, 0.67, 0.51, 0.175, 1.5265, 0.651, 0.4475, 0.345, 10
M, 0.74, 0.57, 0.18, 1.8725, 0.9115, 0.427, 0.446, 10
I, 0.37, 0.27, 0.095, 0.2175, 0.097, 0.046, 0.065, 6
I, 0.39, 0.29, 0.1, 0.2225, 0.095, 0.0465, 0.073, 7
I, 0.41, 0.3, 0.09, 0.28, 0.141, 0.0575, 0.075, 8
I, 0.415, 0.325, 0.1, 0.313, 0.139, 0.0625, 0.0965, 7
I, 0.465, 0.345, 0.11, 0.393, 0.1825, 0.0735, 0.12, 8
I, 0.475, 0.36, 0.145, 0.6325, 0.2825, 0.137, 0.19, 8
M, 0.475, 0.36, 0.1, 0.4285, 0.1965, 0.099, 0.112, 7
I, 0.5, 0.375, 0.14, 0.559, 0.2375, 0.135, 0.169, 9
I, 0.515, 0.35, 0.105, 0.4745, 0.213, 0.123, 0.1275, 10
I, 0.53, 0.42, 0.13, 0.8365, 0.3745, 0.167, 0.249, 11
I, 0.54, 0.43, 0.14, 0.8195, 0.3935, 0.1725, 0.2295, 9
I, 0.56, 0.44, 0.13, 0.7235, 0.349, 0.149, 0.2, 8
F, 0.575, 0.435, 0.15, 1.0305, 0.4605, 0.218, 0.36, 8
F, 0.61, 0.485, 0.18, 1.2795, 0.5735, 0.2855, 0.355, 7
F, 0.62, 0.515, 0.155, 1.3255, 0.6685, 0.2605, 0.335, 12
M, 0.62, 0.48, 0.15, 1.266, 0.6285, 0.2575, 0.309, 12
M, 0.625, 0.5, 0.17, 1.0985, 0.4645, 0.22, 0.354, 9
M, 0.63, 0.485, 0.165, 1.233, 0.6565, 0.2315, 0.3035, 10
M, 0.64, 0.515, 0.18, 1.247, 0.5475, 0.2925, 0.3685, 10
M, 0.645, 0.5, 0.175, 1.286, 0.5645, 0.288, 0.386, 12
F, 0.645, 0.51, 0.16, 1.2415, 0.5815, 0.276, 0.315, 9
M, 0.66, 0.51, 0.165, 1.6375, 0.7685, 0.3545, 0.3925, 14
M, 0.665, 0.505, 0.16, 1.289, 0.6145, 0.253, 0.3665, 11
F, 0.67, 0.52, 0.19, 1.32, 0.5235, 0.3095, 0.4275, 13
M, 0.7, 0.565, 0.175, 1.8565, 0.8445, 0.3935, 0.54, 10
M, 0.71, 0.56, 0.22, 2.015, 0.9215, 0.454, 0.566, 11
M, 0.72, 0.57, 0.2, 1.8275, 0.919, 0.366, 0.485, 10
F, 0.74, 0.565, 0.205, 2.119, 0.9655, 0.5185, 0.482, 12
I, 0.535, 0.385, 0.18, 1.0835, 0.4955, 0.2295, 0.304, 8
I, 0.545, 0.42, 0.165, 0.8935, 0.4235, 0.2195, 0.228, 8
M, 0.6, 0.495, 0.175, 1.3005, 0.6195, 0.284, 0.3285, 11
F, 0.675, 0.53, 0.175, 1.4465, 0.6775, 0.33, 0.389, 10
I, 0.185, 0.135, 0.04, 0.027, 0.0105, 0.0055, 0.0090, 5
I, 0.41, 0.335, 0.105, 0.3305, 0.1405, 0.064, 0.105, 7
I, 0.445, 0.33, 0.11, 0.358, 0.1525, 0.067, 0.1185, 8
I, 0.465, 0.37, 0.11, 0.445, 0.1635, 0.096, 0.166, 7
I, 0.47, 0.375, 0.12, 0.487, 0.196, 0.099, 0.135, 8
I, 0.495, 0.38, 0.145, 0.5, 0.205, 0.148, 0.1505, 8
I, 0.5, 0.38, 0.11, 0.5605, 0.28, 0.106, 0.15, 9
M, 0.515, 0.385, 0.11, 0.5785, 0.253, 0.16, 0.14, 8
I, 0.54, 0.39, 0.125, 0.6255, 0.2525, 0.158, 0.19, 8
M, 0.555, 0.435, 0.14, 0.7495, 0.341, 0.1645, 0.214, 8
I, 0.56, 0.445, 0.165, 0.832, 0.3455, 0.179, 0.279, 9
M, 0.565, 0.415, 0.125, 0.667, 0.302, 0.1545, 0.185, 7
I, 0.565, 0.46, 0.155, 0.8715, 0.3755, 0.215, 0.25, 10
M, 0.57, 0.415, 0.13, 0.88, 0.4275, 0.1955, 0.238, 13
M, 0.575, 0.445, 0.145, 0.876, 0.3795, 0.1615, 0.27, 10
I, 0.575, 0.45, 0.135, 0.8715, 0.45, 0.162, 0.225, 10
I, 0.575, 0.45, 0.135, 0.8245, 0.3375, 0.2115, 0.239, 11
M, 0.58, 0.44, 0.16, 0.8295, 0.3365, 0.2005, 0.2485, 9
I, 0.605, 0.49, 0.165, 1.071, 0.482, 0.1935, 0.352, 10
F, 0.605, 0.455, 0.145, 0.862, 0.334, 0.1985, 0.3, 9
F, 0.61, 0.47, 0.165, 1.1785, 0.566, 0.2785, 0.294, 11
M, 0.615, 0.495, 0.2, 1.219, 0.564, 0.227, 0.3885, 10
M, 0.62, 0.49, 0.16, 1.035, 0.44, 0.2525, 0.285, 11
F, 0.64, 0.48, 0.145, 1.1145, 0.508, 0.24, 0.34, 10
M, 0.64, 0.49, 0.155, 1.1285, 0.477, 0.269, 0.34, 9
F, 0.65, 0.51, 0.185, 1.375, 0.531, 0.384, 0.3985, 10
F, 0.655, 0.525, 0.175, 1.348, 0.5855, 0.2605, 0.394, 10
I, 0.21, 0.15, 0.055, 0.0465, 0.017, 0.012, 0.015, 5
I, 0.29, 0.21, 0.06, 0.1195, 0.056, 0.0235, 0.03, 6
I, 0.35, 0.235, 0.08, 0.17, 0.0725, 0.0465, 0.0495, 7
I, 0.36, 0.27, 0.085, 0.2185, 0.1065, 0.038, 0.062, 6
I, 0.43, 0.32, 0.11, 0.3675, 0.1675, 0.102, 0.105, 8
F, 0.6, 0.45, 0.14, 0.837, 0.37, 0.177, 0.2425, 10
F, 0.455, 0.355, 1.13, 0.594, 0.332, 0.116, 0.1335, 8
M, 0.46, 0.345, 0.11, 0.4595, 0.235, 0.0885, 0.116, 7
I, 0.49, 0.37, 0.11, 0.538, 0.271, 0.1035, 0.139, 8
F, 0.585, 0.485, 0.15, 1.079, 0.4145, 0.2115, 0.356, 11
F, 0.62, 0.49, 0.16, 1.056, 0.493, 0.244, 0.2725, 9
F, 0.705, 0.57, 0.185, 1.761, 0.747, 0.3725, 0.488, 10
M, 0.53, 0.425, 0.13, 0.7455, 0.2995, 0.1355, 0.245, 10
M, 0.425, 0.33, 0.08, 0.361, 0.134, 0.0825, 0.125, 7
M, 0.665, 0.535, 0.225, 2.1835, 0.7535, 0.391, 0.885, 27
M, 0.385, 0.295, 0.095, 0.335, 0.147, 0.094, 0.09, 7
M, 0.55, 0.44, 0.135, 0.879, 0.368, 0.2095, 0.265, 10
M, 0.69, 0.55, 0.2, 1.8465, 0.732, 0.472, 0.57, 19
F, 0.55, 0.47, 0.15, 0.897, 0.377, 0.184, 0.29, 9
I, 0.19, 0.13, 0.03, 0.0295, 0.0155, 0.015, 0.01, 6
M, 0.445, 0.34, 0.12, 0.4475, 0.193, 0.1035, 0.13, 9
M, 0.645, 0.495, 0.185, 1.4935, 0.5265, 0.2785, 0.455, 15
F, 0.65, 0.515, 0.195, 1.4005, 0.5195, 0.36, 0.44, 13
M, 0.42, 0.34, 0.115, 0.4215, 0.175, 0.093, 0.135, 8
F, 0.625, 0.525, 0.215, 1.5765, 0.5115, 0.2595, 0.665, 16
M, 0.555, 0.43, 0.165, 0.7575, 0.2735, 0.1635, 0.275, 13
M, 0.6, 0.485, 0.175, 1.2675, 0.4995, 0.2815, 0.38, 13
F, 0.645, 0.5, 0.2, 1.4285, 0.639, 0.305, 0.36, 11
F, 0.72, 0.575, 0.215, 2.226, 0.8955, 0.405, 0.62, 13
F, 0.52, 0.41, 0.17, 0.8705, 0.3735, 0.219, 0.25, 14
F, 0.67, 0.52, 0.15, 1.406, 0.519, 0.348, 0.37, 13
I, 0.485, 0.415, 0.14, 0.5705, 0.25, 0.134, 0.185, 8
M, 0.475, 0.375, 0.12, 0.563, 0.2525, 0.1205, 0.185, 10
F, 0.52, 0.425, 0.15, 0.813, 0.385, 0.2015, 0.23, 10
M, 0.53, 0.435, 0.135, 0.7365, 0.3275, 0.1315, 0.22, 12
F, 0.45, 0.36, 0.105, 0.4715, 0.2035, 0.0935, 0.149, 9
M, 0.585, 0.455, 0.125, 1.027, 0.391, 0.212, 0.25, 17
I, 0.435, 0.335, 0.11, 0.383, 0.1555, 0.0675, 0.135, 12
F, 0.44, 0.345, 0.105, 0.4285, 0.165, 0.083, 0.132, 11
I, 0.625, 0.465, 0.155, 0.972, 0.404, 0.1845, 0.35, 14
I, 0.555, 0.455, 0.17, 0.8435, 0.309, 0.1905, 0.3, 15
M, 0.5, 0.39, 0.13, 0.709, 0.275, 0.168, 0.18, 11
M, 0.51, 0.415, 0.14, 0.8185, 0.3025, 0.2155, 0.235, 16
F, 0.59, 0.455, 0.165, 1.161, 0.38, 0.2455, 0.28, 12
M, 0.39, 0.285, 0.095, 0.271, 0.11, 0.06, 0.08, 8
M, 0.49, 0.39, 0.135, 0.592, 0.242, 0.096, 0.1835, 15
I, 0.415, 0.325, 0.1, 0.4665, 0.2285, 0.1065, 0.114, 7
I, 0.415, 0.315, 0.105, 0.33, 0.1405, 0.0705, 0.095, 6
I, 0.42, 0.32, 0.1, 0.34, 0.1745, 0.05, 0.0945, 8
M, 0.54, 0.42, 0.12, 0.8115, 0.392, 0.1455, 0.2235, 9
I, 0.37, 0.29, 0.08, 0.2545, 0.108, 0.0565, 0.07, 6
I, 0.38, 0.285, 0.085, 0.237, 0.115, 0.0405, 0.07, 6
F, 0.46, 0.35, 0.115, 0.46, 0.2025, 0.1115, 0.1165, 6
M, 0.48, 0.37, 0.1, 0.5135, 0.243, 0.1015, 0.135, 8
F, 0.62, 0.485, 0.175, 1.2155, 0.545, 0.253, 0.345, 10
F, 0.62, 0.475, 0.16, 1.3245, 0.6865, 0.233, 0.3275, 9
F, 0.635, 0.495, 0.18, 1.596, 0.617, 0.317, 0.37, 11
I, 0.475, 0.365, 0.1, 0.1315, 0.2025, 0.0875, 0.123, 7
I, 0.5, 0.39, 0.125, 0.583, 0.294, 0.132, 0.1605, 8
F, 0.545, 0.4, 0.14, 0.778, 0.368, 0.215, 0.18, 9
M, 0.565, 0.43, 0.13, 0.784, 0.3495, 0.1885, 0.213, 9
M, 0.595, 0.47, 0.165, 1.108, 0.4915, 0.2325, 0.3345, 9
F, 0.605, 0.48, 0.15, 1.079, 0.4505, 0.2835, 0.293, 10
F, 0.625, 0.49, 0.155, 1.115, 0.484, 0.277, 0.3095, 9
M, 0.625, 0.48, 0.145, 1.085, 0.4645, 0.2445, 0.327, 10
M, 0.65, 0.51, 0.155, 1.407, 0.7215, 0.298, 0.335, 9
I, 0.37, 0.275, 0.09, 0.2065, 0.096, 0.0395, 0.058, 7
I, 0.385, 0.285, 0.085, 0.244, 0.1215, 0.0445, 0.068, 8
I, 0.405, 0.31, 0.11, 0.91, 0.416, 0.2075, 0.0995, 8
I, 0.405, 0.3, 0.09, 0.2885, 0.138, 0.0635, 0.0765, 6
I, 0.43, 0.34, 0.11, 0.3645, 0.159, 0.0855, 0.105, 7
M, 0.48, 0.375, 0.12, 0.5895, 0.2535, 0.128, 0.172, 11
F, 0.66, 0.525, 0.2, 1.463, 0.6525, 0.2995, 0.422, 11
I, 0.5, 0.375, 0.12, 0.529, 0.2235, 0.123, 0.16, 8
M, 0.665, 0.515, 0.19, 1.6385, 0.831, 0.3575, 0.371, 11
F, 0.72, 0.565, 0.17, 1.613, 0.723, 0.3255, 0.4945, 12
M, 0.735, 0.57, 0.21, 2.2355, 1.1705, 0.463, 0.5315, 10
I, 0.315, 0.235, 0.075, 0.1285, 0.051, 0.028, 0.0405, 4
I, 0.335, 0.26, 0.09, 0.1965, 0.0875, 0.041, 0.056, 7
I, 0.425, 0.34, 0.1, 0.371, 0.15, 0.0865, 0.115, 8
I, 0.505, 0.425, 0.125, 0.6115, 0.245, 0.1375, 0.2, 9
I, 0.575, 0.455, 0.16, 0.9895, 0.495, 0.195, 0.246, 9
M, 0.575, 0.45, 0.165, 0.9655, 0.498, 0.19, 0.23, 8
I, 0.605, 0.48, 0.155, 0.9995, 0.425, 0.1985, 0.3, 10
M, 0.61, 0.48, 0.14, 1.0625, 0.516, 0.225, 0.2915, 11
M, 0.67, 0.525, 0.17, 1.4005, 0.715, 0.3025, 0.387, 9
M, 0.69, 0.515, 0.18, 1.8445, 0.9815, 0.4655, 0.341, 13
M, 0.745, 0.575, 0.2, 1.884, 0.954, 0.336, 0.495, 12
F, 0.51, 0.37, 0.21, 1.183, 0.508, 0.292, 0.343, 9
M, 0.535, 0.405, 0.175, 1.2705, 0.548, 0.3265, 0.337, 13
M, 0.56, 0.425, 0.135, 0.9415, 0.509, 0.2015, 0.1975, 9
M, 0.64, 0.485, 0.16, 1.006, 0.456, 0.2245, 0.2835, 9
I, 0.455, 0.355, 0.105, 0.372, 0.138, 0.0765, 0.135, 9
I, 0.47, 0.375, 0.125, 0.5225, 0.2265, 0.104, 0.162, 8
I, 0.52, 0.41, 0.14, 0.6625, 0.2775, 0.1555, 0.196, 11
I, 0.52, 0.395, 0.115, 0.6445, 0.3155, 0.1245, 0.186, 11
I, 0.535, 0.42, 0.145, 0.6885, 0.273, 0.1515, 0.237, 9
I, 0.55, 0.445, 0.145, 0.783, 0.3045, 0.157, 0.265, 11
F, 0.57, 0.47, 0.14, 0.871, 0.385, 0.211, 0.2315, 10
M, 0.6, 0.45, 0.15, 0.8665, 0.3695, 0.1955, 0.255, 12
F, 0.64, 0.5, 0.15, 1.2015, 0.559, 0.231, 0.3355, 9
F, 0.625, 0.48, 0.2, 1.3235, 0.6075, 0.3055, 0.355, 9
M, 0.54, 0.41, 0.13, 0.56, 0.2375, 0.1065, 0.175, 7
F, 0.34, 0.255, 0.085, 0.204, 0.097, 0.021, 0.05, 6
M, 0.5, 0.385, 0.135, 0.551, 0.2245, 0.0715, 0.206, 11
F, 0.545, 0.405, 0.175, 0.98, 0.2585, 0.207, 0.38, 18
F, 0.62, 0.485, 0.22, 1.511, 0.5095, 0.284, 0.51, 17
F, 0.635, 0.505, 0.185, 1.3035, 0.501, 0.295, 0.41, 17
F, 0.6, 0.48, 0.165, 1.1345, 0.4535, 0.27, 0.335, 10
M, 0.41, 0.325, 0.12, 0.3745, 0.158, 0.081, 0.125, 12
F, 0.61, 0.48, 0.19, 1.2955, 0.5215, 0.3225, 0.365, 12
M, 0.695, 0.53, 0.15, 1.477, 0.6375, 0.3025, 0.43, 14
F, 0.69, 0.54, 0.185, 1.5715, 0.6935, 0.318, 0.47, 15
F, 0.61, 0.495, 0.19, 1.213, 0.464, 0.306, 0.365, 15
M, 0.505, 0.385, 0.11, 0.655, 0.3185, 0.15, 0.185, 9
F, 0.655, 0.5, 0.14, 1.1705, 0.5405, 0.3175, 0.285, 12
M, 0.41, 0.31, 0.125, 0.3595, 0.1415, 0.0885, 0.115, 11
I, 0.6, 0.445, 0.175, 1.057, 0.383, 0.216, 0.355, 16
