@relation abalone
@attribute Sex {M, F, I}
@attribute Length real [0.075,  0.815]
@attribute Diameter real [0.055,  0.65]
@attribute Height real [0.0,  1.13]
@attribute Whole_weight real [0.0020,  2.8255]
@attribute Shucked_weight real [0.0010,  1.488]
@attribute Viscera_weight real [5.0E-4,  0.76]
@attribute Shell_weight real [0.0015,  1.005]
@attribute Rings {15, 7, 9, 10, 8, 20, 16, 19, 14, 11, 12, 18, 13, 5, 4, 6, 21, 17, 22, 1, 3, 26, 23, 29, 2, 27, 25, 24}
@data
I, 0.415, 0.32, 0.11, 0.3735, 0.175, 0.0755, 0.109, 7
M, 0.49, 0.385, 0.125, 0.609, 0.3065, 0.096, 0.1775, 8
M, 0.55, 0.45, 0.15, 1.0145, 0.407, 0.2015, 0.2875, 10
M, 0.57, 0.435, 0.13, 0.7535, 0.349, 0.1755, 0.194, 10
M, 0.605, 0.455, 0.16, 1.1035, 0.421, 0.3015, 0.325, 9
M, 0.615, 0.505, 0.165, 1.34, 0.5315, 0.2815, 0.41, 12
M, 0.62, 0.5, 0.165, 1.307, 0.6355, 0.2545, 0.315, 9
I, 0.24, 0.175, 0.065, 0.0665, 0.031, 0.0135, 0.017, 3
I, 0.325, 0.24, 0.075, 0.187, 0.0825, 0.0445, 0.05, 6
I, 0.41, 0.31, 0.09, 0.339, 0.155, 0.0695, 0.09, 7
I, 0.435, 0.34, 0.115, 0.3925, 0.1825, 0.078, 0.1145, 6
I, 0.45, 0.345, 0.11, 0.47, 0.2355, 0.0855, 0.1135, 7
I, 0.45, 0.335, 0.105, 0.447, 0.2335, 0.153, 0.119, 7
M, 0.475, 0.37, 0.125, 0.537, 0.222, 0.1215, 0.15, 9
F, 0.53, 0.425, 0.15, 0.8495, 0.328, 0.232, 0.202, 8
F, 0.535, 0.4, 0.135, 0.8215, 0.3935, 0.196, 0.205, 8
F, 0.55, 0.43, 0.14, 0.8105, 0.368, 0.161, 0.275, 9
F, 0.565, 0.4, 0.13, 0.6975, 0.3075, 0.1665, 0.18, 8
M, 0.57, 0.445, 0.14, 1.0635, 0.5265, 0.2195, 0.24, 8
M, 0.58, 0.455, 0.15, 1.012, 0.4985, 0.2115, 0.2835, 10
M, 0.595, 0.455, 0.15, 1.044, 0.518, 0.2205, 0.27, 9
M, 0.64, 0.505, 0.155, 1.4025, 0.705, 0.2655, 0.335, 10
M, 0.645, 0.5, 0.175, 1.3385, 0.633, 0.299, 0.349, 11
M, 0.65, 0.525, 0.185, 1.622, 0.6645, 0.3225, 0.477, 10
F, 0.675, 0.57, 0.225, 1.587, 0.739, 0.2995, 0.435, 10
F, 0.715, 0.525, 0.185, 1.56, 0.6655, 0.383, 0.405, 11
I, 0.225, 0.165, 0.055, 0.059, 0.027, 0.0125, 0.015, 4
I, 0.285, 0.22, 0.065, 0.096, 0.0405, 0.0205, 0.03, 5
I, 0.3, 0.22, 0.08, 0.1255, 0.055, 0.0265, 0.039, 6
I, 0.385, 0.29, 0.08, 0.2485, 0.122, 0.0495, 0.065, 7
I, 0.445, 0.34, 0.145, 0.434, 0.1945, 0.0905, 0.13, 7
I, 0.475, 0.35, 0.1, 0.4545, 0.2165, 0.111, 0.115, 7
M, 0.575, 0.445, 0.145, 0.847, 0.415, 0.1945, 0.22, 9
M, 0.615, 0.46, 0.17, 1.0565, 0.4815, 0.272, 0.27, 10
M, 0.64, 0.515, 0.165, 1.369, 0.632, 0.3415, 0.358, 10
M, 0.655, 0.515, 0.16, 1.31, 0.553, 0.369, 0.345, 11
I, 0.665, 0.5, 0.17, 1.2975, 0.6035, 0.291, 0.3595, 9
F, 0.7, 0.525, 0.19, 1.6465, 0.8545, 0.307, 0.3995, 9
F, 0.72, 0.55, 0.2, 1.9965, 0.9035, 0.469, 0.5215, 10
M, 0.72, 0.565, 0.145, 1.187, 0.691, 0.1945, 0.2685, 8
I, 0.25, 0.185, 0.065, 0.0685, 0.0295, 0.014, 0.0225, 5
I, 0.31, 0.225, 0.07, 0.1055, 0.435, 0.015, 0.04, 5
I, 0.315, 0.23, 0.07, 0.1145, 0.046, 0.0235, 0.0385, 5
I, 0.43, 0.315, 0.095, 0.378, 0.175, 0.08, 0.1045, 8
I, 0.455, 0.33, 0.1, 0.372, 0.358, 0.0775, 0.11, 8
I, 0.515, 0.4, 0.135, 0.6965, 0.32, 0.1255, 0.175, 9
I, 0.545, 0.435, 0.135, 0.7715, 0.372, 0.148, 0.227, 8
M, 0.565, 0.445, 0.15, 0.796, 0.3635, 0.184, 0.219, 8
F, 0.58, 0.445, 0.15, 0.858, 0.4, 0.156, 0.253, 8
I, 0.605, 0.435, 0.13, 0.9025, 0.432, 0.174, 0.26, 11
F, 0.615, 0.475, 0.155, 1.004, 0.4475, 0.193, 0.2895, 10
I, 0.63, 0.475, 0.145, 1.0605, 0.5165, 0.2195, 0.28, 10
F, 0.635, 0.5, 0.165, 1.4595, 0.705, 0.2645, 0.39, 9
M, 0.675, 0.545, 0.185, 1.7375, 0.876, 0.3135, 0.469, 13
F, 0.73, 0.58, 0.19, 1.7375, 0.6785, 0.4345, 0.52, 11
F, 0.475, 0.365, 0.115, 0.566, 0.281, 0.117, 0.1335, 7
M, 0.505, 0.385, 0.105, 0.5525, 0.239, 0.1245, 0.1555, 9
M, 0.52, 0.4, 0.125, 0.559, 0.254, 0.139, 0.149, 8
F, 0.59, 0.46, 0.145, 0.9905, 0.453, 0.2205, 0.275, 8
F, 0.605, 0.515, 0.17, 1.289, 0.6, 0.2945, 0.3315, 9
I, 0.615, 0.475, 0.13, 0.8425, 0.353, 0.1915, 0.251, 8
M, 0.705, 0.56, 0.165, 1.675, 0.797, 0.4095, 0.388, 10
I, 0.305, 0.225, 0.09, 0.1465, 0.063, 0.034, 0.0415, 6
I, 0.355, 0.26, 0.09, 0.1985, 0.0715, 0.0495, 0.058, 7
I, 0.425, 0.325, 0.11, 0.317, 0.135, 0.048, 0.09, 8
I, 0.46, 0.35, 0.11, 0.4, 0.176, 0.083, 0.1205, 7
I, 0.475, 0.36, 0.125, 0.4905, 0.205, 0.1305, 0.125, 8
I, 0.495, 0.4, 0.105, 0.602, 0.2505, 0.1265, 0.19, 8
I, 0.54, 0.425, 0.13, 0.7205, 0.2955, 0.169, 0.225, 10
I, 0.545, 0.4, 0.13, 0.686, 0.3285, 0.1455, 0.18, 9
I, 0.545, 0.42, 0.125, 0.717, 0.358, 0.112, 0.22, 8
I, 0.55, 0.425, 0.15, 0.639, 0.269, 0.1345, 0.217, 9
I, 0.555, 0.435, 0.14, 0.765, 0.3945, 0.15, 0.206, 8
I, 0.555, 0.46, 0.145, 0.9005, 0.3845, 0.158, 0.2765, 11
F, 0.575, 0.465, 0.195, 0.9965, 0.417, 0.247, 0.47, 8
F, 0.58, 0.435, 0.15, 0.834, 0.428, 0.1515, 0.23, 8
F, 0.585, 0.445, 0.14, 0.913, 0.4305, 0.2205, 0.253, 10
F, 0.61, 0.475, 0.16, 1.1155, 0.3835, 0.223, 0.379, 10
F, 0.625, 0.485, 0.175, 1.362, 0.6765, 0.2615, 0.3705, 10
F, 0.63, 0.5, 0.18, 1.1965, 0.514, 0.2325, 0.3995, 8
I, 0.635, 0.5, 0.165, 1.489, 0.715, 0.3445, 0.3615, 13
F, 0.645, 0.51, 0.19, 1.363, 0.573, 0.362, 0.36, 10
F, 0.665, 0.505, 0.16, 1.2915, 0.631, 0.2925, 0.32, 11
F, 0.71, 0.57, 0.195, 1.9805, 0.9925, 0.4925, 0.48, 12
M, 0.72, 0.55, 0.205, 2.125, 1.1455, 0.4425, 0.511, 13
M, 0.465, 0.36, 0.115, 0.5795, 0.295, 0.1395, 0.12, 7
M, 0.5, 0.37, 0.15, 1.0615, 0.494, 0.223, 0.296, 9
M, 0.515, 0.35, 0.155, 0.9225, 0.4185, 0.198, 0.273, 9
M, 0.525, 0.365, 0.17, 0.9605, 0.438, 0.2225, 0.276, 10
M, 0.525, 0.38, 0.125, 0.65, 0.303, 0.155, 0.159, 7
F, 0.535, 0.425, 0.135, 0.771, 0.3765, 0.1815, 0.1795, 8
I, 0.575, 0.45, 0.13, 0.8145, 0.403, 0.1715, 0.213, 10
F, 0.58, 0.43, 0.17, 1.48, 0.6535, 0.324, 0.4155, 10
M, 0.6, 0.465, 0.165, 1.038, 0.4975, 0.2205, 0.251, 9
M, 0.635, 0.495, 0.195, 1.172, 0.445, 0.3115, 0.3475, 11
I, 0.31, 0.215, 0.075, 0.1275, 0.0565, 0.0275, 0.036, 7
I, 0.365, 0.27, 0.085, 0.197, 0.0815, 0.0325, 0.065, 6
I, 0.365, 0.275, 0.085, 0.223, 0.098, 0.0375, 0.075, 7
I, 0.415, 0.31, 0.09, 0.2815, 0.1245, 0.0615, 0.085, 6
F, 0.51, 0.4, 0.12, 0.7005, 0.347, 0.1105, 0.195, 10
I, 0.515, 0.42, 0.15, 0.6725, 0.2555, 0.1335, 0.235, 10
I, 0.52, 0.415, 0.14, 0.6375, 0.308, 0.1335, 0.168, 9
I, 0.525, 0.405, 0.145, 0.6965, 0.3045, 0.1535, 0.21, 8
I, 0.55, 0.435, 0.14, 0.7995, 0.295, 0.1905, 0.238, 10
M, 0.575, 0.45, 0.155, 0.9765, 0.495, 0.2145, 0.235, 9
M, 0.575, 0.435, 0.135, 0.992, 0.432, 0.2225, 0.239, 10
I, 0.58, 0.44, 0.145, 0.7905, 0.3525, 0.1645, 0.242, 10
F, 0.61, 0.46, 0.155, 0.957, 0.4255, 0.1975, 0.265, 8
F, 0.625, 0.445, 0.16, 1.09, 0.46, 0.2965, 0.304, 11
F, 0.635, 0.52, 0.165, 1.3405, 0.5065, 0.296, 0.412, 11
M, 0.7, 0.55, 0.175, 1.4405, 0.6565, 0.2985, 0.375, 12
I, 0.135, 0.13, 0.04, 0.029, 0.0125, 0.0065, 0.0080, 4
I, 0.285, 0.215, 0.06, 0.0935, 0.031, 0.023, 0.03, 6
I, 0.29, 0.21, 0.07, 0.1115, 0.048, 0.0205, 0.03, 5
I, 0.325, 0.25, 0.07, 0.1745, 0.0875, 0.0355, 0.04, 7
I, 0.47, 0.375, 0.105, 0.441, 0.167, 0.0865, 0.145, 10
I, 0.51, 0.455, 0.135, 0.6855, 0.2875, 0.154, 0.2035, 9
M, 0.58, 0.46, 0.16, 1.063, 0.513, 0.2705, 0.2625, 9
M, 0.59, 0.465, 0.165, 1.115, 0.5165, 0.273, 0.275, 10
M, 0.66, 0.515, 0.195, 1.5655, 0.7345, 0.353, 0.386, 9
I, 0.42, 0.315, 0.115, 0.355, 0.1895, 0.065, 0.087, 6
F, 0.5, 0.38, 0.14, 0.6355, 0.277, 0.143, 0.1785, 8
F, 0.535, 0.42, 0.13, 0.699, 0.3125, 0.1565, 0.2035, 8
M, 0.685, 0.55, 0.2, 1.7725, 0.813, 0.387, 0.49, 11
M, 0.5, 0.39, 0.145, 0.651, 0.273, 0.132, 0.22, 11
M, 0.5, 0.38, 0.155, 0.66, 0.2655, 0.1365, 0.215, 19
F, 0.49, 0.385, 0.125, 0.5395, 0.2175, 0.128, 0.165, 11
M, 0.585, 0.48, 0.185, 1.04, 0.434, 0.265, 0.285, 10
F, 0.675, 0.55, 0.18, 1.6885, 0.562, 0.3705, 0.6, 15
I, 0.475, 0.36, 0.11, 0.4555, 0.177, 0.0965, 0.145, 9
F, 0.435, 0.35, 0.12, 0.4585, 0.192, 0.1, 0.13, 11
M, 0.565, 0.425, 0.1, 0.7145, 0.3055, 0.166, 0.18, 12
F, 0.56, 0.425, 0.125, 0.932, 0.361, 0.213, 0.335, 9
I, 0.32, 0.24, 0.075, 0.1735, 0.076, 0.0355, 0.05, 7
M, 0.47, 0.37, 0.105, 0.4665, 0.2025, 0.1015, 0.155, 10
F, 0.745, 0.585, 0.19, 1.966, 0.8435, 0.437, 0.5855, 18
M, 0.61, 0.5, 0.165, 1.2715, 0.4915, 0.185, 0.49, 12
I, 0.38, 0.28, 0.085, 0.2735, 0.115, 0.061, 0.085, 6
M, 0.575, 0.45, 0.185, 0.925, 0.342, 0.197, 0.35, 12
F, 0.58, 0.45, 0.235, 1.071, 0.3, 0.206, 0.395, 14
I, 0.43, 0.325, 0.11, 0.3675, 0.1355, 0.0935, 0.12, 13
I, 0.27, 0.19, 0.08, 0.081, 0.0265, 0.0195, 0.03, 6
F, 0.68, 0.55, 0.2, 1.596, 0.525, 0.4075, 0.585, 21
M, 0.57, 0.405, 0.16, 0.9245, 0.3445, 0.2185, 0.295, 19
F, 0.595, 0.495, 0.235, 1.366, 0.5065, 0.219, 0.52, 13
F, 0.625, 0.525, 0.195, 1.352, 0.4505, 0.2445, 0.53, 13
M, 0.37, 0.28, 0.095, 0.2225, 0.0805, 0.051, 0.075, 7
F, 0.46, 0.36, 0.115, 0.4755, 0.2105, 0.105, 0.16, 8
I, 0.355, 0.28, 0.1, 0.2275, 0.0935, 0.0455, 0.085, 11
M, 0.55, 0.46, 0.175, 0.869, 0.3155, 0.1825, 0.32, 10
M, 0.655, 0.525, 0.185, 1.259, 0.487, 0.2215, 0.445, 20
I, 0.42, 0.33, 0.1, 0.352, 0.1635, 0.089, 0.1, 9
F, 0.385, 0.305, 0.105, 0.3315, 0.1365, 0.0745, 0.1, 7
F, 0.38, 0.3, 0.09, 0.3215, 0.1545, 0.075, 0.095, 9
F, 0.52, 0.415, 0.145, 0.8045, 0.3325, 0.1725, 0.285, 10
I, 0.415, 0.325, 0.1, 0.385, 0.167, 0.08, 0.125, 7
F, 0.55, 0.415, 0.135, 0.775, 0.302, 0.179, 0.26, 23
I, 0.31, 0.24, 0.09, 0.1455, 0.0605, 0.0315, 0.045, 7
F, 0.545, 0.44, 0.175, 0.7745, 0.2985, 0.1875, 0.265, 11
I, 0.61, 0.475, 0.17, 1.0385, 0.4435, 0.241, 0.32, 14
I, 0.5, 0.385, 0.155, 0.762, 0.3795, 0.161, 0.19, 14
I, 0.44, 0.355, 0.165, 0.435, 0.159, 0.105, 0.14, 16
F, 0.58, 0.46, 0.185, 1.017, 0.3515, 0.2, 0.32, 10
M, 0.35, 0.255, 0.085, 0.2145, 0.1, 0.0465, 0.06, 13
I, 0.52, 0.38, 0.14, 0.525, 0.1775, 0.115, 0.185, 11
M, 0.5, 0.355, 0.14, 0.528, 0.2125, 0.149, 0.14, 9
F, 0.37, 0.285, 0.105, 0.27, 0.1125, 0.0585, 0.0835, 9
F, 0.585, 0.47, 0.17, 1.099, 0.3975, 0.2325, 0.358, 20
F, 0.615, 0.47, 0.175, 1.2985, 0.5135, 0.343, 0.32, 14
M, 0.46, 0.36, 0.135, 0.6105, 0.1955, 0.107, 0.235, 14
F, 0.63, 0.51, 0.185, 1.235, 0.5115, 0.349, 0.3065, 11
M, 0.4, 0.305, 0.13, 0.2935, 0.096, 0.0675, 0.105, 9
I, 0.31, 0.24, 0.105, 0.2885, 0.118, 0.065, 0.083, 6
M, 0.5, 0.4, 0.13, 0.7715, 0.37, 0.16, 0.211, 8
M, 0.525, 0.425, 0.19, 0.872, 0.4625, 0.1725, 0.199, 9
M, 0.59, 0.455, 0.16, 1.09, 0.5, 0.2215, 0.292, 9
M, 0.66, 0.535, 0.2, 1.791, 0.733, 0.318, 0.54, 15
F, 0.7, 0.525, 0.19, 1.6015, 0.707, 0.365, 0.43, 10
F, 0.73, 0.57, 0.165, 2.0165, 1.0685, 0.418, 0.435, 10
I, 0.205, 0.15, 0.065, 0.04, 0.02, 0.011, 0.013, 4
I, 0.23, 0.18, 0.05, 0.064, 0.0215, 0.0135, 0.02, 5
I, 0.28, 0.21, 0.055, 0.106, 0.0415, 0.0265, 0.031, 5
I, 0.45, 0.35, 0.12, 0.468, 0.2005, 0.1065, 0.1325, 8
I, 0.46, 0.345, 0.115, 0.4215, 0.1895, 0.102, 0.111, 6
M, 0.465, 0.34, 0.105, 0.486, 0.231, 0.1035, 0.1225, 9
I, 0.5, 0.38, 0.11, 0.494, 0.218, 0.09, 0.1325, 7
M, 0.515, 0.395, 0.12, 0.646, 0.285, 0.1365, 0.172, 9
F, 0.57, 0.435, 0.14, 0.8585, 0.3905, 0.196, 0.2295, 8
F, 0.615, 0.5, 0.165, 1.327, 0.6, 0.3015, 0.355, 10
M, 0.615, 0.47, 0.155, 1.2, 0.5085, 0.32, 0.292, 8
M, 0.645, 0.49, 0.16, 1.251, 0.5355, 0.3345, 0.3165, 9
F, 0.65, 0.5, 0.185, 1.4415, 0.741, 0.2955, 0.341, 9
I, 0.355, 0.285, 0.095, 0.2275, 0.0955, 0.0475, 0.0715, 6
I, 0.44, 0.335, 0.115, 0.4215, 0.173, 0.0765, 0.113, 7
I, 0.485, 0.375, 0.13, 0.5535, 0.266, 0.112, 0.157, 8
F, 0.585, 0.435, 0.14, 0.6955, 0.3085, 0.129, 0.2245, 8
M, 0.595, 0.46, 0.14, 0.852, 0.4215, 0.2255, 0.227, 9
M, 0.615, 0.475, 0.175, 1.103, 0.4635, 0.3095, 0.2725, 10
F, 0.65, 0.49, 0.155, 1.122, 0.545, 0.228, 0.3055, 9
I, 0.19, 0.14, 0.03, 0.0315, 0.0125, 0.0050, 0.0105, 3
I, 0.45, 0.335, 0.095, 0.3505, 0.1615, 0.0625, 0.1185, 7
I, 0.455, 0.34, 0.115, 0.486, 0.261, 0.0655, 0.1315, 8
I, 0.525, 0.385, 0.13, 0.607, 0.2355, 0.125, 0.195, 8
F, 0.545, 0.44, 0.15, 0.9475, 0.366, 0.239, 0.275, 8
M, 0.6, 0.51, 0.185, 1.285, 0.6095, 0.2745, 0.315, 9
M, 0.625, 0.49, 0.165, 1.205, 0.5175, 0.3105, 0.3465, 10
I, 0.325, 0.24, 0.075, 0.1525, 0.072, 0.0645, 0.043, 6
I, 0.52, 0.395, 0.145, 0.77, 0.424, 0.142, 0.1895, 7
F, 0.645, 0.49, 0.16, 1.1665, 0.4935, 0.3155, 0.299, 9
I, 0.445, 0.31, 0.09, 0.336, 0.1555, 0.09, 0.0855, 7
I, 0.51, 0.4, 0.145, 0.5775, 0.231, 0.143, 0.177, 9
I, 0.53, 0.38, 0.125, 0.616, 0.292, 0.113, 0.185, 8
M, 0.58, 0.445, 0.15, 0.9525, 0.4315, 0.1945, 0.287, 11
F, 0.62, 0.475, 0.15, 0.9545, 0.455, 0.1865, 0.277, 9
F, 0.63, 0.48, 0.165, 1.2615, 0.5505, 0.277, 0.3885, 10
M, 0.63, 0.53, 0.18, 1.2795, 0.618, 0.256, 0.315, 9
M, 0.64, 0.575, 0.175, 1.4585, 0.625, 0.266, 0.4395, 11
M, 0.65, 0.52, 0.195, 1.676, 0.693, 0.44, 0.47, 15
F, 0.67, 0.525, 0.19, 1.527, 0.5755, 0.353, 0.44, 12
M, 0.67, 0.54, 0.175, 1.482, 0.739, 0.2925, 0.365, 10
M, 0.685, 0.505, 0.19, 1.533, 0.667, 0.4055, 0.41, 10
M, 0.72, 0.58, 0.19, 2.0885, 0.9955, 0.478, 0.5305, 13
F, 0.505, 0.38, 0.13, 0.693, 0.391, 0.1195, 0.1515, 8
I, 0.535, 0.4, 0.135, 0.775, 0.368, 0.208, 0.2055, 8
F, 0.75, 0.615, 0.205, 2.2635, 0.821, 0.423, 0.726, 12
I, 0.255, 0.185, 0.065, 0.074, 0.0305, 0.0165, 0.02, 4
I, 0.395, 0.3, 0.09, 0.253, 0.1155, 0.05, 0.075, 6
I, 0.435, 0.335, 0.105, 0.3535, 0.156, 0.05, 0.1135, 7
I, 0.5, 0.38, 0.135, 0.5285, 0.226, 0.123, 0.209, 8
I, 0.59, 0.47, 0.145, 0.974, 0.453, 0.236, 0.289, 8
F, 0.655, 0.49, 0.16, 1.204, 0.5455, 0.2615, 0.3225, 9
F, 0.68, 0.52, 0.185, 1.494, 0.615, 0.3935, 0.406, 11
M, 0.685, 0.51, 0.165, 1.545, 0.686, 0.3775, 0.4055, 10
I, 0.425, 0.31, 0.095, 0.3075, 0.139, 0.0745, 0.093, 7
M, 0.575, 0.48, 0.15, 0.9465, 0.4355, 0.2605, 0.2505, 9
I, 0.18, 0.135, 0.08, 0.033, 0.0145, 0.0070, 0.01, 5
F, 0.55, 0.44, 0.125, 0.765, 0.33, 0.2125, 0.245, 9
M, 0.525, 0.405, 0.16, 0.792, 0.316, 0.1455, 0.28, 13
M, 0.45, 0.355, 0.12, 0.3955, 0.147, 0.0765, 0.145, 9
F, 0.49, 0.38, 0.13, 0.539, 0.229, 0.1355, 0.165, 12
M, 0.72, 0.575, 0.23, 2.2695, 0.8835, 0.3985, 0.665, 16
F, 0.585, 0.46, 0.17, 1.0835, 0.3745, 0.326, 0.325, 14
F, 0.57, 0.495, 0.16, 1.0915, 0.452, 0.275, 0.315, 14
