@relation abalone
@attribute Sex {M, F, I}
@attribute Length real [0.075,  0.815]
@attribute Diameter real [0.055,  0.65]
@attribute Height real [0.0,  1.13]
@attribute Whole_weight real [0.0020,  2.8255]
@attribute Shucked_weight real [0.0010,  1.488]
@attribute Viscera_weight real [5.0E-4,  0.76]
@attribute Shell_weight real [0.0015,  1.005]
@attribute Rings {15, 7, 9, 10, 8, 20, 16, 19, 14, 11, 12, 18, 13, 5, 4, 6, 21, 17, 22, 1, 3, 26, 23, 29, 2, 27, 25, 24}
@data
F, 0.38, 0.305, 0.095, 0.2815, 0.1255, 0.0525, 0.09, 8
M, 0.36, 0.295, 0.1, 0.2105, 0.066, 0.0525, 0.075, 9
M, 0.31, 0.225, 0.08, 0.1345, 0.054, 0.024, 0.05, 7
M, 0.51, 0.4, 0.14, 0.6515, 0.2455, 0.1665, 0.185, 10
M, 0.36, 0.295, 0.13, 0.2765, 0.0895, 0.057, 0.1005, 10
I, 0.15, 0.1, 0.025, 0.015, 0.0045, 0.0040, 0.0050, 2
M, 0.555, 0.44, 0.15, 1.092, 0.416, 0.212, 0.4405, 15
M, 0.53, 0.44, 0.205, 0.835, 0.32, 0.2175, 0.245, 14
F, 0.51, 0.39, 0.105, 0.612, 0.187, 0.15, 0.195, 13
M, 0.615, 0.525, 0.155, 1.1375, 0.367, 0.236, 0.37, 20
M, 0.57, 0.44, 0.155, 1.116, 0.4775, 0.2315, 0.27, 13
M, 0.585, 0.405, 0.15, 1.2565, 0.435, 0.202, 0.325, 15
M, 0.345, 0.27, 0.095, 0.197, 0.0665, 0.05, 0.07, 9
F, 0.55, 0.43, 0.155, 0.785, 0.289, 0.227, 0.233, 11
M, 0.49, 0.38, 0.14, 0.7605, 0.245, 0.167, 0.185, 10
I, 0.385, 0.28, 0.125, 0.244, 0.102, 0.038, 0.085, 6
F, 0.505, 0.39, 0.16, 0.644, 0.2475, 0.2025, 0.1635, 9
F, 0.57, 0.465, 0.16, 0.8935, 0.3145, 0.2575, 0.263, 10
M, 0.58, 0.465, 0.16, 1.0345, 0.315, 0.26, 0.3635, 12
F, 0.48, 0.365, 0.135, 0.6395, 0.2945, 0.113, 0.175, 8
F, 0.55, 0.43, 0.125, 0.923, 0.4035, 0.175, 0.283, 8
F, 0.595, 0.465, 0.14, 1.113, 0.5175, 0.244, 0.305, 12
F, 0.625, 0.49, 0.155, 1.2085, 0.465, 0.162, 0.411, 11
M, 0.655, 0.52, 0.165, 1.4095, 0.586, 0.291, 0.405, 9
I, 0.28, 0.12, 0.075, 0.117, 0.0455, 0.029, 0.0345, 4
I, 0.33, 0.265, 0.085, 0.196, 0.0775, 0.0305, 0.0445, 6
I, 0.44, 0.345, 0.13, 0.4495, 0.209, 0.0835, 0.134, 6
I, 0.44, 0.325, 0.09, 0.35, 0.148, 0.067, 0.105, 7
I, 0.465, 0.365, 0.115, 0.467, 0.2315, 0.0925, 0.113, 7
F, 0.485, 0.37, 0.115, 0.4785, 0.1995, 0.0955, 0.129, 7
M, 0.51, 0.39, 0.135, 0.769, 0.3935, 0.1455, 0.19, 8
I, 0.51, 0.375, 0.1, 0.5785, 0.238, 0.1225, 0.175, 7
F, 0.56, 0.455, 0.16, 0.967, 0.4525, 0.207, 0.274, 9
M, 0.58, 0.49, 0.13, 1.1335, 0.586, 0.2565, 0.237, 9
M, 0.59, 0.465, 0.155, 1.136, 0.5245, 0.2615, 0.275, 11
F, 0.59, 0.455, 0.145, 1.063, 0.5155, 0.2445, 0.25, 8
F, 0.625, 0.48, 0.17, 1.3525, 0.6235, 0.278, 0.365, 10
M, 0.63, 0.485, 0.155, 1.278, 0.637, 0.275, 0.31, 8
F, 0.64, 0.5, 0.17, 1.5175, 0.693, 0.326, 0.409, 11
F, 0.645, 0.5, 0.155, 1.2205, 0.6145, 0.236, 0.3185, 10
M, 0.65, 0.52, 0.21, 1.6785, 0.6665, 0.308, 0.46, 11
I, 0.32, 0.225, 0.085, 0.1415, 0.0675, 0.0295, 0.0405, 6
I, 0.42, 0.32, 0.11, 0.3625, 0.174, 0.0635, 0.105, 7
I, 0.435, 0.33, 0.11, 0.413, 0.2055, 0.096, 0.096, 6
I, 0.445, 0.335, 0.11, 0.411, 0.1985, 0.0935, 0.109, 8
I, 0.5, 0.375, 0.12, 0.542, 0.215, 0.116, 0.17, 9
M, 0.52, 0.4, 0.145, 0.7765, 0.3525, 0.1845, 0.185, 9
F, 0.52, 0.46, 0.15, 1.019, 0.523, 0.1985, 0.254, 7
M, 0.58, 0.445, 0.135, 0.814, 0.3775, 0.1915, 0.22, 9
M, 0.605, 0.48, 0.17, 1.1835, 0.582, 0.2365, 0.317, 10
F, 0.605, 0.475, 0.165, 1.056, 0.433, 0.2195, 0.357, 9
M, 0.61, 0.485, 0.145, 1.3305, 0.783, 0.2255, 0.2865, 9
F, 0.615, 0.465, 0.15, 0.923, 0.4615, 0.1825, 0.2415, 9
F, 0.66, 0.53, 0.185, 1.346, 0.546, 0.2705, 0.476, 11
I, 0.25, 0.19, 0.065, 0.0835, 0.039, 0.015, 0.025, 5
I, 0.315, 0.23, 0.08, 0.1375, 0.0545, 0.031, 0.0445, 5
I, 0.36, 0.27, 0.085, 0.196, 0.0875, 0.035, 0.064, 4
I, 0.37, 0.29, 0.09, 0.2445, 0.089, 0.0655, 0.075, 7
I, 0.37, 0.28, 0.085, 0.217, 0.1095, 0.035, 0.062, 6
I, 0.375, 0.29, 0.085, 0.2385, 0.118, 0.045, 0.0695, 7
I, 0.375, 0.275, 0.09, 0.218, 0.093, 0.0405, 0.0755, 6
I, 0.425, 0.32, 0.1, 0.3055, 0.126, 0.06, 0.106, 7
I, 0.46, 0.36, 0.105, 0.466, 0.2225, 0.099, 0.11, 7
I, 0.55, 0.435, 0.14, 0.7535, 0.3285, 0.1555, 0.2325, 10
I, 0.56, 0.455, 0.145, 0.974, 0.547, 0.1615, 0.235, 9
F, 0.575, 0.42, 0.135, 0.857, 0.461, 0.147, 0.2125, 10
M, 0.585, 0.45, 0.18, 0.7995, 0.336, 0.1855, 0.237, 8
M, 0.59, 0.455, 0.155, 0.8855, 0.388, 0.188, 0.275, 10
F, 0.6, 0.455, 0.145, 0.8895, 0.419, 0.1715, 0.269, 10
F, 0.605, 0.475, 0.175, 1.076, 0.463, 0.2195, 0.335, 9
I, 0.61, 0.465, 0.15, 0.9605, 0.4495, 0.1725, 0.286, 9
M, 0.61, 0.48, 0.17, 1.137, 0.4565, 0.29, 0.347, 10
F, 0.625, 0.48, 0.155, 1.2035, 0.5865, 0.239, 0.3185, 12
M, 0.65, 0.51, 0.19, 1.542, 0.7155, 0.3735, 0.375, 9
F, 0.66, 0.515, 0.17, 1.337, 0.615, 0.3125, 0.3575, 10
F, 0.665, 0.53, 0.18, 1.491, 0.6345, 0.342, 0.435, 10
F, 0.705, 0.57, 0.18, 1.5345, 0.96, 0.4195, 0.43, 12
M, 0.72, 0.575, 0.215, 2.173, 0.9515, 0.564, 0.5365, 12
F, 0.735, 0.565, 0.205, 2.1275, 0.949, 0.46, 0.565, 12
F, 0.815, 0.65, 0.25, 2.255, 0.8905, 0.42, 0.7975, 14
M, 0.45, 0.335, 0.125, 0.4475, 0.2165, 0.126, 0.11, 6
I, 0.485, 0.38, 0.12, 0.4725, 0.2075, 0.1075, 0.147, 6
M, 0.59, 0.44, 0.15, 0.8725, 0.387, 0.215, 0.245, 8
M, 0.6, 0.455, 0.155, 0.945, 0.4365, 0.2085, 0.25, 8
M, 0.625, 0.47, 0.18, 1.136, 0.451, 0.3245, 0.305, 11
F, 0.635, 0.505, 0.145, 1.1345, 0.505, 0.2655, 0.315, 10
F, 0.65, 0.545, 0.175, 1.5245, 0.59, 0.326, 0.495, 10
I, 0.285, 0.21, 0.055, 0.101, 0.0415, 0.017, 0.0335, 5
I, 0.36, 0.27, 0.095, 0.2, 0.073, 0.056, 0.061, 8
I, 0.365, 0.27, 0.085, 0.2225, 0.0935, 0.0525, 0.066, 7
I, 0.38, 0.29, 0.1, 0.237, 0.108, 0.0395, 0.082, 6
I, 0.425, 0.315, 0.08, 0.303, 0.131, 0.0585, 0.095, 7
F, 0.515, 0.375, 0.11, 0.6065, 0.3005, 0.131, 0.15, 6
I, 0.515, 0.395, 0.125, 0.6635, 0.32, 0.14, 0.17, 8
I, 0.53, 0.42, 0.12, 0.5965, 0.2555, 0.141, 0.177, 7
I, 0.53, 0.4, 0.145, 0.555, 0.1935, 0.1305, 0.195, 9
I, 0.55, 0.415, 0.145, 0.7815, 0.373, 0.16, 0.2215, 8
I, 0.57, 0.43, 0.145, 0.833, 0.354, 0.144, 0.2815, 10
F, 0.575, 0.47, 0.155, 1.116, 0.509, 0.238, 0.34, 10
M, 0.58, 0.46, 0.155, 1.0335, 0.469, 0.2225, 0.295, 10
M, 0.595, 0.45, 0.14, 0.838, 0.3965, 0.194, 0.217, 10
I, 0.62, 0.45, 0.135, 0.924, 0.358, 0.2265, 0.2965, 10
M, 0.64, 0.525, 0.185, 1.707, 0.763, 0.4205, 0.4435, 11
M, 0.645, 0.5, 0.175, 1.3375, 0.554, 0.308, 0.415, 10
M, 0.65, 0.525, 0.185, 1.488, 0.665, 0.337, 0.378, 11
F, 0.655, 0.51, 0.15, 1.043, 0.4795, 0.223, 0.305, 9
M, 0.66, 0.5, 0.165, 1.3195, 0.667, 0.269, 0.341, 9
M, 0.665, 0.5, 0.175, 1.2975, 0.6075, 0.314, 0.315, 9
F, 0.68, 0.51, 0.2, 1.6075, 0.714, 0.339, 0.4705, 11
F, 0.725, 0.565, 0.21, 2.1425, 1.03, 0.487, 0.503, 14
F, 0.375, 0.27, 0.135, 0.597, 0.272, 0.131, 0.1675, 7
I, 0.435, 0.3, 0.12, 0.5965, 0.259, 0.139, 0.1645, 8
M, 0.585, 0.455, 0.145, 0.953, 0.3945, 0.2685, 0.258, 10
F, 0.635, 0.475, 0.15, 1.1845, 0.533, 0.307, 0.291, 10
F, 0.655, 0.52, 0.2, 1.5475, 0.713, 0.314, 0.466, 9
I, 0.39, 0.31, 0.105, 0.2665, 0.1185, 0.0525, 0.081, 8
I, 0.43, 0.34, 0.1, 0.3405, 0.1395, 0.0665, 0.12, 8
I, 0.485, 0.37, 0.115, 0.457, 0.1885, 0.0965, 0.15, 9
I, 0.505, 0.4, 0.145, 0.7045, 0.334, 0.1425, 0.207, 8
I, 0.52, 0.41, 0.11, 0.5185, 0.2165, 0.0915, 0.184, 8
I, 0.525, 0.4, 0.145, 0.6095, 0.248, 0.159, 0.175, 9
F, 0.54, 0.425, 0.16, 0.9455, 0.3675, 0.2005, 0.295, 9
I, 0.54, 0.395, 0.135, 0.6555, 0.2705, 0.155, 0.192, 9
M, 0.555, 0.41, 0.125, 0.599, 0.2345, 0.1465, 0.194, 8
F, 0.565, 0.445, 0.125, 0.8305, 0.3135, 0.1785, 0.23, 11
M, 0.565, 0.45, 0.16, 0.895, 0.415, 0.195, 0.246, 9
M, 0.57, 0.455, 0.155, 0.832, 0.3585, 0.174, 0.277, 11
M, 0.6, 0.46, 0.17, 1.1805, 0.456, 0.337, 0.329, 11
M, 0.605, 0.47, 0.18, 1.1155, 0.479, 0.2565, 0.321, 10
F, 0.61, 0.46, 0.145, 1.1185, 0.478, 0.2945, 0.2985, 10
F, 0.62, 0.495, 0.17, 1.062, 0.372, 0.213, 0.34, 11
M, 0.63, 0.49, 0.155, 1.2525, 0.63, 0.246, 0.289, 9
F, 0.64, 0.515, 0.165, 1.3115, 0.4945, 0.2555, 0.41, 10
F, 0.665, 0.5, 0.15, 1.2475, 0.4625, 0.2955, 0.3595, 10
M, 0.68, 0.54, 0.19, 1.623, 0.7165, 0.354, 0.4715, 12
M, 0.68, 0.54, 0.155, 1.534, 0.671, 0.379, 0.384, 10
F, 0.72, 0.575, 0.18, 1.6705, 0.732, 0.3605, 0.501, 12
I, 0.16, 0.11, 0.025, 0.0195, 0.0075, 0.0050, 0.0060, 4
I, 0.375, 0.28, 0.08, 0.226, 0.105, 0.047, 0.065, 6
I, 0.46, 0.35, 0.11, 0.4675, 0.2125, 0.099, 0.1375, 7
M, 0.46, 0.345, 0.12, 0.4935, 0.2435, 0.1175, 0.132, 8
M, 0.465, 0.36, 0.11, 0.4955, 0.2665, 0.085, 0.121, 7
M, 0.55, 0.41, 0.13, 0.8705, 0.4455, 0.2115, 0.213, 9
M, 0.595, 0.465, 0.15, 0.919, 0.4335, 0.1765, 0.262, 9
M, 0.645, 0.495, 0.15, 1.2095, 0.603, 0.2225, 0.339, 9
F, 0.505, 0.385, 0.115, 0.616, 0.243, 0.1075, 0.21, 11
M, 0.47, 0.35, 0.1, 0.4775, 0.1885, 0.0885, 0.175, 8
I, 0.31, 0.225, 0.05, 0.1445, 0.0675, 0.0385, 0.045, 6
M, 0.62, 0.51, 0.175, 1.1505, 0.4375, 0.2265, 0.4, 12
M, 0.455, 0.35, 0.105, 0.401, 0.1575, 0.083, 0.135, 9
F, 0.55, 0.425, 0.145, 0.797, 0.297, 0.15, 0.265, 9
F, 0.505, 0.39, 0.175, 0.692, 0.267, 0.15, 0.215, 12
M, 0.595, 0.475, 0.17, 1.0965, 0.419, 0.229, 0.35, 17
F, 0.38, 0.325, 0.11, 0.3105, 0.12, 0.074, 0.105, 10
M, 0.52, 0.38, 0.135, 0.5825, 0.2505, 0.1565, 0.175, 8
M, 0.44, 0.375, 0.13, 0.487, 0.226, 0.0965, 0.155, 9
I, 0.435, 0.345, 0.12, 0.4475, 0.221, 0.112, 0.125, 7
I, 0.33, 0.265, 0.09, 0.18, 0.068, 0.036, 0.06, 6
I, 0.34, 0.26, 0.09, 0.179, 0.076, 0.0525, 0.055, 6
M, 0.525, 0.425, 0.12, 0.702, 0.3335, 0.1465, 0.22, 12
F, 0.535, 0.45, 0.135, 0.8075, 0.322, 0.181, 0.25, 13
M, 0.46, 0.375, 0.13, 0.5735, 0.2505, 0.119, 0.195, 9
F, 0.65, 0.5, 0.165, 1.1445, 0.485, 0.218, 0.365, 12
F, 0.465, 0.375, 0.135, 0.6, 0.2225, 0.129, 0.23, 16
F, 0.58, 0.475, 0.135, 0.925, 0.391, 0.165, 0.275, 14
M, 0.535, 0.435, 0.155, 0.8915, 0.3415, 0.177, 0.25, 13
F, 0.505, 0.385, 0.135, 0.6185, 0.251, 0.1175, 0.2, 12
I, 0.48, 0.39, 0.145, 0.5825, 0.2315, 0.121, 0.255, 15
F, 0.8, 0.63, 0.195, 2.526, 0.933, 0.59, 0.62, 23
F, 0.565, 0.48, 0.175, 0.957, 0.3885, 0.215, 0.275, 18
M, 0.55, 0.45, 0.155, 0.7895, 0.343, 0.159, 0.25, 12
M, 0.57, 0.475, 0.195, 1.0295, 0.4635, 0.1905, 0.305, 18
M, 0.175, 0.135, 0.04, 0.0305, 0.011, 0.0075, 0.01, 5
F, 0.525, 0.39, 0.135, 0.6005, 0.2265, 0.131, 0.21, 16
M, 0.42, 0.34, 0.125, 0.4495, 0.165, 0.1125, 0.144, 11
I, 0.635, 0.505, 0.19, 1.3315, 0.5805, 0.252, 0.435, 17
F, 0.585, 0.415, 0.155, 0.6985, 0.3, 0.146, 0.195, 12
M, 0.29, 0.225, 0.08, 0.1295, 0.0535, 0.026, 0.045, 10
F, 0.505, 0.375, 0.115, 0.5895, 0.2635, 0.12, 0.167, 10
M, 0.4, 0.315, 0.105, 0.287, 0.1135, 0.037, 0.113, 10
I, 0.52, 0.415, 0.16, 0.595, 0.2105, 0.142, 0.26, 15
M, 0.54, 0.415, 0.17, 0.879, 0.339, 0.208, 0.255, 10
I, 0.275, 0.205, 0.08, 0.096, 0.036, 0.0185, 0.03, 6
I, 0.275, 0.2, 0.065, 0.092, 0.0385, 0.0235, 0.027, 5
M, 0.515, 0.405, 0.14, 0.8505, 0.312, 0.146, 0.315, 17
M, 0.645, 0.515, 0.175, 1.6115, 0.6745, 0.384, 0.385, 14
M, 0.5, 0.385, 0.145, 0.7615, 0.246, 0.195, 0.204, 14
M, 0.54, 0.41, 0.145, 0.989, 0.2815, 0.213, 0.355, 19
I, 0.3, 0.23, 0.075, 0.127, 0.052, 0.03, 0.0345, 6
I, 0.375, 0.3, 0.075, 0.144, 0.059, 0.03, 0.044, 7
F, 0.465, 0.35, 0.135, 0.6265, 0.259, 0.1445, 0.175, 8
I, 0.66, 0.525, 0.215, 1.786, 0.6725, 0.3615, 0.4065, 11
F, 0.675, 0.555, 0.205, 1.925, 0.713, 0.358, 0.4535, 13
F, 0.675, 0.55, 0.175, 1.689, 0.694, 0.371, 0.474, 13
I, 0.34, 0.265, 0.07, 0.185, 0.0625, 0.0395, 0.07, 7
I, 0.405, 0.31, 0.065, 0.3205, 0.1575, 0.066, 0.088, 6
M, 0.59, 0.465, 0.14, 1.046, 0.4695, 0.263, 0.263, 7
F, 0.595, 0.465, 0.15, 1.0255, 0.412, 0.2745, 0.289, 11
F, 0.62, 0.51, 0.175, 1.2705, 0.5415, 0.323, 0.3225, 9
F, 0.7, 0.575, 0.205, 1.7975, 0.7295, 0.3935, 0.5165, 13
F, 0.705, 0.56, 0.205, 2.381, 0.9915, 0.5005, 0.624, 10
I, 0.275, 0.205, 0.07, 0.1055, 0.495, 0.019, 0.0315, 5
I, 0.415, 0.315, 0.1, 0.3645, 0.1765, 0.0795, 0.095, 8
I, 0.46, 0.37, 0.12, 0.5335, 0.2645, 0.108, 0.1345, 6
M, 0.5, 0.38, 0.12, 0.5765, 0.273, 0.135, 0.145, 9
I, 0.51, 0.385, 0.15, 0.625, 0.3095, 0.119, 0.1725, 8
M, 0.57, 0.45, 0.135, 1.02, 0.546, 0.204, 0.25, 9
F, 0.57, 0.43, 0.16, 0.811, 0.3875, 0.159, 0.2285, 9
F, 0.575, 0.48, 0.15, 0.897, 0.4235, 0.1905, 0.248, 8
M, 0.59, 0.46, 0.14, 1.004, 0.496, 0.2165, 0.26, 9
F, 0.59, 0.46, 0.16, 1.0115, 0.445, 0.2615, 0.2565, 8
F, 0.645, 0.52, 0.18, 1.285, 0.5775, 0.352, 0.317, 9
M, 0.65, 0.52, 0.175, 1.2655, 0.615, 0.2775, 0.336, 9
F, 0.665, 0.505, 0.165, 1.349, 0.5985, 0.3175, 0.36, 9
I, 0.42, 0.315, 0.11, 0.4025, 0.1855, 0.083, 0.1015, 8
I, 0.55, 0.425, 0.135, 0.656, 0.257, 0.17, 0.203, 10
I, 0.555, 0.435, 0.145, 0.6975, 0.262, 0.1575, 0.24, 11
F, 0.555, 0.445, 0.175, 1.1465, 0.551, 0.244, 0.2785, 8
I, 0.565, 0.43, 0.15, 0.8215, 0.332, 0.1685, 0.29, 11
M, 0.6, 0.48, 0.09, 1.05, 0.457, 0.2685, 0.28, 8
F, 0.61, 0.45, 0.13, 0.8725, 0.389, 0.1715, 0.272, 11
F, 0.64, 0.495, 0.17, 1.2265, 0.49, 0.377, 0.2875, 11
M, 0.72, 0.55, 0.205, 2.165, 1.1055, 0.525, 0.404, 10
I, 0.275, 0.2, 0.055, 0.0925, 0.038, 0.021, 0.026, 4
I, 0.39, 0.29, 0.09, 0.2625, 0.117, 0.054, 0.077, 7
M, 0.5, 0.365, 0.13, 0.5945, 0.309, 0.1085, 0.1535, 9
F, 0.62, 0.48, 0.17, 1.1045, 0.535, 0.25, 0.287, 10
F, 0.635, 0.51, 0.185, 1.286, 0.526, 0.295, 0.4105, 12
F, 0.655, 0.515, 0.155, 1.309, 0.524, 0.346, 0.385, 11
M, 0.695, 0.54, 0.195, 1.691, 0.768, 0.363, 0.4755, 11
I, 0.41, 0.305, 0.095, 0.2625, 0.1, 0.0515, 0.09, 6
I, 0.54, 0.425, 0.13, 0.8155, 0.3675, 0.1365, 0.246, 11
F, 0.55, 0.435, 0.14, 0.745, 0.347, 0.174, 0.2265, 9
I, 0.56, 0.43, 0.13, 0.728, 0.3355, 0.1435, 0.2175, 8
F, 0.58, 0.44, 0.125, 0.7855, 0.363, 0.1955, 0.195, 11
I, 0.6, 0.445, 0.135, 0.9205, 0.445, 0.2035, 0.253, 9
I, 0.61, 0.425, 0.155, 1.0485, 0.507, 0.1955, 0.274, 11
M, 0.615, 0.455, 0.15, 0.9335, 0.382, 0.247, 0.2615, 10
F, 0.66, 0.525, 0.18, 1.5965, 0.7765, 0.397, 0.3605, 10
M, 0.555, 0.405, 0.19, 1.406, 0.6115, 0.342, 0.389, 10
M, 0.595, 0.485, 0.15, 1.0835, 0.5305, 0.231, 0.276, 8
F, 0.625, 0.49, 0.11, 1.136, 0.5265, 0.1915, 0.2925, 9
I, 0.45, 0.33, 0.115, 0.365, 0.14, 0.0825, 0.1245, 8
I, 0.495, 0.375, 0.115, 0.507, 0.241, 0.103, 0.15, 8
M, 0.54, 0.42, 0.19, 0.6855, 0.293, 0.163, 0.38, 10
I, 0.55, 0.405, 0.15, 0.6755, 0.3015, 0.1465, 0.21, 10
I, 0.575, 0.43, 0.13, 0.7425, 0.2895, 0.2005, 0.22, 8
M, 0.595, 0.47, 0.175, 0.991, 0.382, 0.2395, 0.5, 12
M, 0.595, 0.48, 0.14, 0.9125, 0.4095, 0.1825, 0.289, 9
F, 0.625, 0.515, 0.155, 1.1635, 0.4875, 0.259, 0.355, 11
M, 0.63, 0.515, 0.175, 1.1955, 0.492, 0.247, 0.37, 11
F, 0.635, 0.505, 0.165, 1.251, 0.577, 0.227, 0.3825, 11
M, 0.455, 0.35, 0.11, 0.458, 0.2, 0.111, 0.1305, 8
M, 0.645, 0.5, 0.18, 1.461, 0.5985, 0.2425, 0.439, 11
