@relation twonorm
@attribute A1 real [-4.2497,  3.5782]
@attribute A2 real [-3.9606,  4.3451]
@attribute A3 real [-4.4798,  4.4039]
@attribute A4 real [-3.8891,  4.2589]
@attribute A5 real [-3.9099,  5.6395]
@attribute A6 real [-4.0095,  3.9901]
@attribute A7 real [-3.7334,  4.4522]
@attribute A8 real [-4.5744,  3.8648]
@attribute A9 real [-3.8136,  4.254]
@attribute A10 real [-4.1999,  4.0829]
@attribute A11 real [-3.9204,  4.0953]
@attribute A12 real [-3.8262,  4.3025]
@attribute A13 real [-3.9451,  3.7817]
@attribute A14 real [-3.8516,  4.1238]
@attribute A15 real [-3.6978,  3.5485]
@attribute A16 real [-3.6976,  4.2439]
@attribute A17 real [-3.9428,  3.7233]
@attribute A18 real [-4.0653,  4.0557]
@attribute A19 real [-4.1218,  4.3238]
@attribute A20 real [-3.7831,  4.279]
@attribute Class {0, 1}
@data
-0.1871, -0.0175, -0.9265, -1.5011, -1.4781, -0.7134, -0.5844, 1.0736, -0.7629, -1.1693, -1.1508, -0.2633, 0.4676, -0.9664, -0.0993, 2.4691, -0.3858, -0.9138, -0.3361, 0.0605, 1
-0.5701, 0.3868, 1.1428, 1.0844, -1.1969, 1.2536, -0.5896, 1.3643, -0.1141, 1.4762, 2.97, 1.7832, 0.5275, 0.7804, 0.4207, -0.4631, 0.6532, 0.1684, 0.4384, -0.3952, 0
-0.8414, -0.5359, 2.9064, 0.8069, -0.1909, 0.1607, 1.0011, -0.2321, -0.5969, 0.2054, 0.5185, -1.2176, 0.8949, 0.2954, -0.1691, 2.6002, 2.9243, 1.9223, -0.3629, -0.0349, 0
-1.8508, -0.8228, -0.8667, -0.0957, -0.7506, -1.8986, 2.2758, 0.9871, 0.3924, 0.8006, 0.8931, -3.1581, 0.0296, -0.5082, -2.0338, -0.3167, -1.6112, -2.1758, -0.629, -1.1709, 1
-1.0327, -0.2666, -0.8219, -0.3516, 0.3748, -1.8191, 0.5002, -1.4964, 1.2087, -0.0279, -0.2238, 0.7301, 0.828, -0.9901, 2.318, 0.4509, -0.1453, 0.4028, -0.819, -1.3369, 1
-0.6501, 0.3698, -0.6828, 1.4107, -1.885, -0.5426, 1.9726, 0.4945, -0.3345, 0.7697, -0.7166, 0.1885, -1.0699, 1.2831, 0.9029, -1.8071, 0.6056, -1.0551, -0.0933, -0.7695, 1
-0.5875, 0.1775, -0.6258, -2.6287, 0.5138, -2.0378, 0.7294, 1.2552, -0.6694, -0.5302, -1.6096, -0.844, -0.1172, 0.1803, -2.2307, -0.3873, -0.6359, -1.1302, -1.3067, -1.4898, 1
0.8902, -0.1122, 0.1011, -0.4224, 0.3569, 0.7479, -2.1706, -1.5645, 1.0706, -1.0148, 1.3004, -0.805, -1.1022, 0.5401, -0.4293, -1.6257, -0.2892, -1.301, 0.8197, -0.2442, 1
-2.3599, 0.0549, 0.109, 0.419, -0.5286, -0.5632, -1.2621, -0.8459, -2.2227, -0.8877, 0.6191, -0.5461, -0.4487, 0.0242, 1.2926, -0.9321, -1.2259, -0.2059, 1.0464, 0.1003, 1
0.9488, 0.459, -0.3344, -0.2852, -0.5593, 0.2885, 1.4666, 1.7586, -0.9574, -1.0874, 0.9421, 0.6396, 1.1302, 0.3629, 1.3361, 1.3575, 1.5562, 0.3903, 1.3395, -0.0352, 0
-2.5397, -0.6602, -0.348, -0.5732, -1.0333, -1.9173, -1.0013, 0.1514, 0.6168, -1.9103, -2.3753, 0.2336, -1.6356, -1.329, 0.9854, -1.1915, 1.5515, 0.045, -2.041, -1.5338, 1
-2.3268, 1.0902, -2.478, -0.1419, -0.6481, -1.142, 0.3152, 0.172, 0.1276, -1.4383, -0.5921, -0.4829, -0.861, -0.7148, 0.468, -1.074, 0.3353, -1.5552, -0.4511, 0.977, 1
-1.9856, -0.59, -0.1611, 0.7728, 1.5152, -0.2751, -0.8757, 1.1373, -0.0517, 1.0438, 0.9595, 1.1005, -0.2105, -1.3878, 0.7761, 1.2188, -0.2764, 0.8678, 1.5895, -1.318, 0
0.5542, -1.1781, 1.2082, -0.3703, 1.4749, 0.9522, 0.7809, 0.0668, 0.5097, 1.8021, 1.5723, 1.3611, 1.156, 0.1689, -0.5949, 0.4158, -1.4102, -0.0504, 0.2169, -0.362, 0
0.5291, 1.6531, 0.9273, 0.4083, 0.9807, -0.7507, -0.9456, -0.2407, 1.3581, 0.7306, 0.2413, -0.7729, 0.1328, 0.262, 1.0511, -0.1198, 0.6202, 0.6533, -0.7686, 0.2286, 0
0.5473, 1.4114, 0.0028, 1.2025, -0.5689, 1.3283, 1.0518, -0.8997, -1.2064, 0.7973, 1.3561, 1.1201, -0.1978, 0.992, 1.0946, 0.3024, -0.4455, -1.2433, 1.5482, 0.7649, 0
0.3722, -0.7044, 0.7452, -1.0058, -0.339, 1.7065, -1.1525, 1.3951, -0.385, -0.1444, 0.7544, 1.8133, 0.2215, 1.6584, -0.265, 2.7077, -1.2562, 0.0378, 0.0943, -0.619, 0
-0.826, 0.2239, -0.9849, -0.2484, -1.619, -1.6449, 0.0783, -1.1085, -0.0269, -1.3368, 0.1828, -0.1055, -1.4663, 0.4544, 0.124, -0.1428, -1.8536, 0.4096, -1.5538, -0.8189, 1
0.5251, -0.9, -0.2282, 1.4895, -0.7387, -1.4368, -0.3893, -0.3882, -0.2138, -1.145, -2.2903, -0.4855, 0.1649, 1.2411, -1.215, -1.9375, -0.247, 0.804, 1.1142, 0.9207, 1
-1.1948, -0.7155, -0.1118, 0.1754, -1.3823, 0.4166, -0.5382, -0.1186, 0.3788, -1.0442, -2.4478, 0.7297, -0.3093, -0.5884, -1.1243, 0.7702, 0.1958, -1.2627, -1.826, -0.5254, 1
-0.1583, 0.1579, -1.8267, -0.4964, -0.3151, 0.8027, -0.2098, -0.3808, -0.1879, -0.3129, -0.5735, 0.3239, -1.0042, -0.4983, 0.5763, -0.1869, -0.6825, -0.0644, 0.7116, 0.659, 1
0.0734, 1.0422, 0.9272, -0.3637, 0.2234, 1.1331, 1.2135, 2.2792, 0.0985, 0.5359, -0.1624, 0.8248, 0.8677, 0.1451, 0.7503, 0.8552, 1.0097, 0.4131, -0.76, 0.5206, 0
0.4045, 0.841, 1.6369, 0.4619, -0.2021, 2.1051, 1.7086, 0.8938, -1.0003, 1.596, 0.8381, 0.0882, 0.9568, 0.8045, -0.0593, 0.3662, 0.5167, -0.0297, 1.8463, 0.9423, 0
0.2207, 1.3704, -1.7461, -0.1493, 0.5123, 0.1532, -1.1831, 1.7769, -0.3785, 0.2847, 0.9425, 0.1962, -0.5132, 1.0099, 1.3599, 0.9858, -0.2102, 2.1722, 2.2499, 0.9512, 0
0.6086, 1.4634, 2.3379, -0.0272, 1.3147, 2.5208, 0.2772, 1.1726, -1.19, 1.304, -0.6644, 0.3534, 0.6615, -0.1366, 1.7142, -0.1521, -0.0453, 1.0097, -0.294, -0.1607, 0
0.4965, -1.2113, -0.3183, -2.2559, -1.4126, 1.6181, 1.5582, -1.3073, -1.9097, -0.3931, -1.4498, -1.6712, -1.1032, 0.7658, -1.9254, 0.8819, -0.4628, 2.2367, -1.4258, -1.4535, 1
0.0023, -0.6891, 0.2676, 1.3942, -2.7754, 1.1178, 0.631, 0.4004, -1.5576, 1.4796, -0.8595, 0.862, 0.1128, -0.9356, 0.7956, -1.315, 0.2583, -1.6199, 0.6472, -0.7965, 1
-0.276, -0.8088, 0.0182, -2.0343, -0.2364, -0.4681, -0.7941, 0.4314, 1.1078, 0.0662, 0.912, -0.9774, -0.443, -1.6335, -0.4313, -2.2217, -0.9678, -0.1644, -0.545, -3.0412, 1
-0.7821, -0.2594, 1.17, -0.8569, -1.1541, -2.8314, -0.9747, -0.5364, -0.6158, -0.287, -1.518, -0.6668, -1.6947, -0.741, 0.711, -1.1117, -1.5326, -1.0679, -0.1156, 0.733, 1
-1.432, -0.1765, -0.1784, -1.208, -0.9027, 1.108, -2.5171, -1.0992, -1.3371, -0.6689, -0.3232, -0.3305, 0.2458, 0.104, 1.0387, -0.305, 0.6807, -0.9752, 0.1584, 0.6104, 1
-0.4746, -1.479, -3.0825, -1.2648, -0.3777, 1.4161, -0.5147, 1.0378, 0.1536, -0.83, 1.3095, -0.6545, -0.9585, -0.7221, -1.1189, 0.325, -1.0317, 0.3445, 0.3841, -0.6232, 1
-1.2839, 0.9784, -1.0384, -1.3912, -0.785, -0.8607, -0.4564, 0.9465, 0.4041, -0.1248, 0.4138, -1.3948, -0.4256, 1.0314, -1.0435, -1.1709, -0.5668, -0.9024, -0.2429, -0.815, 1
-0.3874, 3.1256, 1.4385, 0.3157, -0.7029, 0.6992, 0.1022, 0.4763, 1.0015, -0.547, 1.6436, 1.8532, 0.6083, 1.7528, 1.553, -1.8005, 0.8189, 2.0299, 0.5842, 0.1453, 0
0.0408, -1.1128, -1.5243, -0.5204, -0.0482, -1.9219, 0.6485, -0.6772, -0.2055, -1.9241, -1.1353, 0.3566, -0.1786, -0.9416, -2.3814, 0.1844, -1.1977, -0.5565, 0.3426, -2.0477, 1
0.9346, 0.2762, 2.1516, 0.799, -1.2364, -0.5339, 0.3196, -1.6221, 1.2413, -0.5242, -0.1399, 0.6439, 0.2267, 2.3892, 1.2128, 0.9923, -0.4885, 0.5582, -1.2311, -0.0548, 0
1.0832, 0.947, 0.8441, -0.1846, 1.211, 0.7892, 0.7764, 1.4021, -0.4166, 2.1067, -0.4775, 1.988, 0.5459, 1.7719, 1.5229, -0.5542, -0.7735, 0.7506, 0.2151, 2.0367, 0
0.0746, -0.4981, 0.1376, 1.3517, -0.9667, 1.273, -0.6581, 0.8456, -0.3801, 0.2883, 0.2851, -0.0843, 0.0416, -0.2812, 0.4683, 1.9448, 0.2994, 0.8748, -0.661, 1.2962, 0
0.9449, 3.001, -0.8072, -0.7379, -0.169, -1.3017, -0.131, 0.6612, 1.3615, 0.9075, -1.1352, 1.3727, 1.3899, 0.8281, 1.6347, -0.0614, 1.6957, 0.9264, 1.229, 0.5628, 0
-0.4666, -0.5212, 0.8697, 1.7395, 0.136, 0.0386, -0.1903, -0.5107, 0.5525, 1.4088, -0.3226, 0.4476, 0.6951, -1.565, 2.134, -1.3404, -0.5783, 0.3568, -0.6318, 1.8941, 0
-0.8501, -2.6224, -0.3845, -1.6412, -0.578, -1.8408, -1.2243, 0.7448, 0.9458, 0.202, -0.0172, -0.2891, -0.4345, -1.461, -1.0658, -0.5198, -1.2393, -1.4536, -0.7844, -0.5819, 1
-1.8538, 0.4414, 0.5057, -0.4218, 1.0138, 0.2485, 0.7929, -0.8725, 0.0325, -0.9683, -0.9347, -0.373, 0.4469, 1.1318, 1.1292, 0.3443, 0.3419, -1.3867, 0.5243, -1.2288, 1
0.4126, -1.2808, -0.307, 1.3686, 0.4396, -0.861, -1.7817, 1.3364, 0.9669, 0.81, 0.8196, 1.2644, -0.8887, 1.702, 0.9032, 0.1073, -0.1974, 1.705, 0.2033, 1.6684, 0
0.8206, -1.7871, 0.5645, 0.4536, 0.6875, -0.0899, 0.5608, 0.1263, 1.8317, -0.1103, 0.3552, 1.7549, 0.0892, -0.5025, 0.2086, -0.3786, 0.2366, 1.939, -0.3756, 0.5774, 0
-0.3475, -2.2185, -0.2093, 0.5928, -0.1065, 0.7645, -1.6032, -1.0065, -1.3368, 0.6602, -1.747, -0.2509, 0.9124, -0.1014, -2.5271, -0.517, 0.8222, -0.3292, -0.0797, -0.4343, 1
0.7794, -0.2188, -0.5428, 0.4934, 2.4769, 0.0233, 2.0295, -0.2761, 0.0408, -1.1905, 1.4493, -0.9597, 0.4715, 4.1238, 1.7116, 0.0803, 0.894, -0.4486, 0.8113, -0.6679, 0
-0.7365, 0.3667, -1.1735, 1.5236, 2.1642, 1.1792, 1.2485, 0.2233, 0.433, 0.1117, 0.6066, -0.7033, 0.6214, -1.2628, 0.2987, 0.5565, 0.8658, 0.6925, 0.2872, 1.302, 0
-1.2405, 1.279, 0.5036, -1.0253, -1.9313, -0.1434, -0.3069, 1.645, 0.8248, -1.1242, 0.6579, -0.7372, -1.3924, -1.0555, 0.3194, 0.1093, -1.037, 1.0893, 0.8367, -0.2342, 1
1.6907, -0.1251, -0.1809, 2.4841, 1.1575, 0.1446, 2.4413, 0.2996, -0.0266, -0.6602, 0.5021, -0.6836, 0.9154, -0.4554, -0.1387, 1.8065, 1.0167, 0.4711, 0.9671, 0.9735, 0
0.3651, 1.7524, 0.529, 1.2965, -0.1558, -0.1663, 0.819, 2.0448, -0.9211, 0.2692, 1.4489, -0.2328, 2.0941, 0.8232, 0.3316, 0.2544, 1.0263, 0.3455, -0.6369, 0.1651, 0
-1.1039, -1.0038, 1.0882, 0.1415, -2.6722, 1.4203, 0.6784, 0.5592, -0.5759, 1.3418, -0.8404, -0.343, 0.0977, -0.9266, -0.6518, -0.8915, 0.8151, 0.8247, -1.3571, -1.1351, 1
-0.2259, -1.5173, 0.3906, -0.9202, 0.4332, -0.863, -1.878, -4.2132, -0.0205, 0.0174, -0.8986, 0.1877, -1.1274, 0.7282, 1.303, -3.0044, -1.269, -0.193, 0.1809, 0.5919, 1
-0.1334, -0.0169, 1.3112, -2.6172, 1.7127, 0.0085, 0.7204, 0.7222, 1.1899, 0.6615, -1.0927, 0.785, 0.7341, -0.0997, -0.5265, -0.42, 0.1228, 0.4694, 0.7846, 3.055, 0
1.1553, -0.1739, -0.2846, -0.3803, 2.3647, 0.6937, -0.387, 1.2469, 0.0381, 0.1744, 0.7824, 1.0188, 0.9811, 1.8398, 0.6864, 1.9341, -0.9109, -0.3132, 1.3024, -2.4726, 0
-0.7422, 0.2096, 3.285, 1.2393, 1.495, 0.1386, -1.1599, 1.3307, 1.7539, 1.1762, 0.9436, 1.6327, 2.5677, 0.7706, 0.8172, -0.3336, -0.1587, 1.1307, -0.7258, 1.0381, 0
-0.4041, 0.7837, 1.1957, 1.0153, 0.7465, 0.352, -2.7704, -0.348, -3.1624, -0.3013, 0.7162, 0.7892, -0.5198, -2.0901, -0.8328, 0.0275, -0.834, 1.1495, -0.8129, -2.359, 1
0.4219, 0.1975, 1.8129, 0.3334, 0.6666, -0.5345, 0.3897, -0.1151, -1.6425, -0.0647, 1.7681, -0.2165, 0.452, -0.2232, 1.7811, -0.8471, -0.6817, 1.8047, -0.1295, 1.205, 0
-1.1635, 0.2869, -0.7023, 0.1811, 0.6849, -0.5545, -0.0587, -2.1269, -0.8142, -0.7878, -2.2132, 0.0749, 0.6217, -0.12, 1.007, -0.0481, 0.3087, 0.3309, -1.3466, 0.2861, 1
1.0648, -1.3021, 0.3433, 0.1422, -1.6694, -0.6717, -0.2857, -0.5995, -0.6939, 0.188, -2.1743, 0.5324, 0.8656, -0.4524, 0.3153, -0.7579, -0.8928, -0.041, -0.6063, -1.0265, 1
0.4698, 1.8923, -0.7467, -0.7414, -1.4774, 1.2054, 0.2636, 0.2958, -0.2963, -0.2647, 1.6598, 0.3155, 2.7743, -0.0228, 0.7098, 0.5799, -0.7391, -0.273, -2.2611, 0.6053, 0
1.3347, -1.414, -1.7393, -1.0333, -1.4626, 1.9889, -1.0618, 0.3708, 0.6858, -1.7865, -0.4123, -0.0134, -0.7925, -1.4808, -1.1127, -0.2852, -0.6605, 0.324, 0.7748, 0.8687, 1
-0.3606, 1.7336, 0.2918, 1.3195, 0.9014, 1.6236, 0.6142, 0.0161, -0.5124, -1.0387, 0.0506, -0.3826, -0.4401, 0.6449, 0.5766, -0.3218, 0.3486, 2.0204, -0.6435, 0.5166, 0
-0.457, -1.3716, -0.7733, -1.3101, 0.9759, -2.0898, -0.5487, 0.4752, -0.377, -0.0893, -0.5673, -1.7302, -0.2819, -2.9509, -0.6246, 0.1348, 1.9119, 0.2741, 0.0413, -0.7081, 1
0.7025, -1.6747, -1.7544, 0.4031, -0.3401, 1.1306, -1.3434, -0.0645, -3.427, -0.4116, -0.6477, -0.5919, -1.1399, -0.3401, -0.3096, 1.2525, 0.3447, -0.4055, -0.4554, 0.1197, 1
0.4051, 0.134, -1.4183, -2.5751, 0.1478, -1.3416, -2.6149, -1.2935, 0.543, -0.918, -1.7109, 0.389, 0.6454, 0.4546, -0.3698, -0.623, -0.5162, -1.0614, 1.66, -1.5299, 1
0.085, 1.1666, -0.7344, -0.4781, -0.4443, 0.2085, -0.8707, 1.5109, 2.8894, 1.3877, 0.7306, 2.7019, 0.9509, -0.2858, 1.2817, 0.4876, -0.3074, 1.4351, -1.0813, 2.7963, 0
-0.464, -2.1532, -0.7616, 1.9917, 0.0248, -1.3859, 0.345, -1.964, -0.7847, 0.1539, -0.9556, -0.5677, 0.3669, -0.7501, -1.4299, -0.5169, 0.8026, 0.0995, -3.0871, 0.261, 1
0.7665, -0.584, 0.1229, -0.6642, 1.3317, 0.2128, 1.5837, 0.2668, 1.2113, 2.2564, 1.1639, 1.487, 0.5932, 0.6148, 1.9435, 0.18, -0.391, -1.573, 0.0456, -0.3287, 0
0.4243, -0.1538, 1.3136, -0.1246, 1.2738, -0.285, -1.3374, 0.1461, 1.0109, 0.243, -1.0557, 1.6625, 0.1908, -0.1929, -1.2856, 0.2663, 0.4001, 1.8449, 0.2412, 0.5552, 0
-0.8534, 0.0614, -1.1168, -1.3964, -1.1878, 0.8876, 0.7168, 0.126, -1.2662, 0.2154, 0.4081, -1.5829, 0.5077, -1.5051, -0.872, -0.7876, -1.0282, 0.8661, -1.7566, -0.098, 1
-1.4736, 0.4786, -1.4119, -0.0442, -0.2692, 0.2501, -0.3878, -0.4349, -1.9557, -0.0917, -0.3974, -2.0005, 0.062, -2.5906, 1.1688, -0.1404, -0.8736, 0.4989, -0.7553, -0.4646, 1
0.1054, 0.5205, -0.095, -2.3177, -0.1464, -0.3549, -0.9275, -1.332, -1.2426, 0.8099, 0.1917, -1.1685, -0.4439, -0.9399, -1.1141, -0.6532, -0.4987, 1.5916, -1.7304, -0.0519, 1
-0.87, -2.1893, -1.5262, -0.2036, 0.6477, 0.1523, 0.1356, -1.1619, -0.8902, -0.3973, -0.861, 0.8073, -1.3833, 0.0794, -0.7845, 0.9257, -1.5947, 0.2516, -1.1707, 1.6155, 1
0.8603, -1.3033, -0.0043, -0.5512, 0.2295, -0.5548, -1.2289, 0.1347, -0.0755, 0.6858, -1.4029, -0.5007, 0.1344, -2.7832, -0.3064, -1.1156, -0.4236, -0.3285, -1.6758, -1.3896, 1
1.4075, -0.595, 1.7332, -1.2371, 1.2383, -0.6201, 1.8391, -0.4233, 1.6741, 0.2392, -0.1803, 1.1301, 1.0445, 0.4198, 0.3627, -0.2397, 1.8223, 1.9542, 0.7014, -1.0169, 0
0.0791, 0.4215, -0.7072, -0.6763, 0.0854, -1.5923, 1.1146, 0.7226, 0.0778, -0.7266, -0.0968, -1.2314, 0.6017, -0.4444, 1.1722, -0.2263, -0.2984, -1.5812, -1.3064, 0.648, 1
1.1956, -0.7343, -0.5733, 1.2165, -0.4646, 0.2545, 1.3699, -0.2586, 1.9923, 1.926, 0.4611, -0.9658, 0.7754, -2.5219, -0.5667, -0.8864, 0.8503, 1.2504, -0.0341, 0.9821, 0
-0.5354, -0.4837, -1.2745, -1.0549, 0.5316, 0.8058, -1.9123, -1.3602, -0.3246, -1.0987, 0.1046, -0.5208, -1.3465, 0.0344, -0.4792, -0.7948, -0.7761, -0.2377, -0.2482, -0.4214, 1
-1.4805, -0.4807, 1.0488, -1.2582, -1.9314, -1.43, -2.0112, 0.74, -0.9516, -1.2401, -0.7863, -0.0547, -0.8344, 0.0399, -0.4109, -0.4959, -0.8166, -0.6049, -1.1857, -1.4819, 1
0.9043, 0.675, -0.2286, 1.381, -2.17, -0.5627, -0.4349, -0.1867, -2.5829, -0.4589, 1.5699, -0.6993, -0.8975, -2.3392, -0.4859, 0.0068, 0.0494, -1.2143, 0.9257, 0.2885, 1
0.3807, 0.3453, 0.3047, -0.0514, -1.1675, 2.2279, -1.4779, -0.4234, 1.6976, -1.8873, -0.6293, 0.4479, -0.7891, 1.1261, 1.7353, 1.0249, -1.549, 0.2746, -0.8685, 0.3783, 0
-0.2127, 1.0226, -0.8397, -0.6477, -0.8828, 0.6562, 0.5, -0.8344, -0.6641, 0.1653, 1.3369, -0.3761, -0.0601, -0.7483, -0.0783, 1.1632, 1.6992, -2.0007, -1.3266, 0.5349, 1
1.0454, 1.1209, 1.1438, 1.1451, -0.015, 1.4984, 1.1613, -0.951, 1.8895, -0.4941, 1.5152, -0.1587, -0.3465, -0.6748, 0.3664, 1.9069, 0.2886, -1.8024, 1.2421, 0.3522, 0
-0.7816, 1.1437, 0.026, 0.8019, 1.8185, 1.0871, 1.0217, 0.1116, -0.4793, 1.2552, 0.2494, -0.7358, -0.5617, 1.2511, 0.4295, 0.132, 0.4322, -1.2622, 1.808, 0.0947, 0
0.0431, -0.106, 2.3665, -0.1658, 0.7691, -0.1399, 0.942, -0.6702, 0.2758, 0.4026, -1.0555, 1.9574, 2.528, 0.2075, 0.7416, 0.0963, 1.6081, -0.0341, 2.0335, 0.6142, 0
-0.9514, -1.0749, -1.1432, -1.0059, -1.049, -1.6301, -0.9148, -0.3546, 0.577, 0.5769, -0.9343, -1.1587, -0.9554, 0.0372, 0.0957, -0.9661, 0.1713, -1.4683, -0.6767, -2.608, 1
1.3418, 1.9659, -1.1692, 1.2774, 2.2144, -0.9441, 2.1612, 1.1009, 0.6948, -0.3904, 1.105, 0.5015, 0.2862, -1.9709, 2.4382, 0.0912, -1.0069, 0.2564, -0.3934, 2.0383, 0
0.0782, -0.2565, 1.7161, -2.0054, 0.1427, -0.0514, -1.4774, 0.596, -0.6365, -0.7506, 0.0582, -1.4867, -1.7353, 0.1845, 0.3997, -0.3722, -0.7213, 0.1746, -0.4329, 0.3215, 1
-1.2481, -0.0018, -0.1379, 1.2816, -0.9312, -2.0277, -0.1593, 2.5412, 1.4105, 2.0174, 1.9753, 1.6292, 1.2854, 0.38, 1.1822, -1.6033, 1.036, 0.1433, 0.4473, -0.2418, 0
-0.6969, -2.4191, -0.0273, 0.0379, -0.9396, 0.1123, -1.1632, 1.7071, -1.4978, 0.3773, -1.7652, -0.0842, 0.0783, -1.7575, -1.9349, -1.81, 0.1423, -0.5371, -0.5731, -1.1299, 1
0.8279, 0.8198, 0.9615, -0.4692, 0.1634, -0.3334, 0.9174, 0.7054, 3.0404, 0.2891, 1.7286, 0.4339, -1.191, -0.638, -0.0208, -0.0985, -2.2932, 0.5252, 1.4131, 0.6723, 0
-0.0402, -0.357, 1.5245, 1.2121, 0.5241, 0.1563, 0.9558, 1.6927, 2.6086, -0.3824, -0.323, -1.2427, 0.4042, 2.0224, 1.3259, 0.2258, 0.8088, 0.4376, 0.426, -0.4746, 0
0.6956, 1.3868, -0.5109, -1.1795, 1.5899, -1.7064, 0.9641, 2.8506, 1.1972, -1.7438, 1.2225, 1.5676, 0.7241, 0.9288, 0.4643, -0.0553, -0.2247, 1.8792, 1.7729, 0.8143, 0
0.4, 1.0822, 0.881, -0.8832, 0.2621, 0.6657, 0.8233, 1.9483, 0.504, 0.4559, 0.1612, 1.5675, -0.3835, 2.7467, -1.3875, 2.3497, 0.9477, -0.2911, 1.2653, 0.1467, 0
-1.2546, -1.2261, -0.8812, 0.4206, 0.8145, -1.5539, -0.5216, 0.5417, 0.0988, -0.1756, 0.2024, -0.8605, -1.326, 1.3908, 1.8223, -1.7386, 2.2625, -0.5726, 1.4071, 0.1515, 0
2.1188, -0.1053, -0.9289, 0.1918, 0.3431, 1.3551, 0.9675, 0.7403, 1.1855, 1.0011, -0.1962, 2.0761, -0.2157, 1.0013, -0.357, 0.635, 1.0673, -1.0976, 0.806, -0.3749, 0
-1.3892, -2.0717, -1.2215, 0.434, -0.1832, 0.0789, 0.1533, -0.7215, -0.4078, -2.0597, 1.0657, -0.8644, -1.2468, 0.2767, -1.0592, -0.5426, -0.7501, -1.7329, -0.7326, 0.0363, 1
-1.7361, 0.9571, -0.0232, 1.0504, 0.074, -0.3, -1.4151, -0.89, -0.1579, -0.0666, 1.0873, -0.4947, -0.6635, -0.2891, -1.1193, 0.8768, 0.7499, -0.9059, -2.2681, 0.264, 1
1.9343, 0.8829, 1.156, 1.2869, 1.7496, 1.2042, -0.0842, 0.9616, 1.048, 0.0962, 2.2601, 1.2261, -0.3116, 0.945, -0.3616, 2.8648, -0.2212, 0.4532, 0.2367, -0.9873, 0
