@relation german
@attribute StatusAccount {A11, A12, A14, A13}
@attribute DurationMonth integer [4,  72]
@attribute CreditHistory {A34, A32, A33, A30, A31}
@attribute Purpose {A43, A46, A42, A40, A41, A49, A44, A45, A410, A48}
@attribute CreditAmount integer [250,  18424]
@attribute SavingsAccount {A65, A61, A63, A64, A62}
@attribute EmploymentSince {A75, A73, A74, A71, A72}
@attribute InstallmentRate integer [1,  4]
@attribute StatusAndSex {A93, A92, A91, A94}
@attribute Guarantors {A101, A103, A102}
@attribute ResidenceSince integer [1,  4]
@attribute Property {A121, A122, A124, A123}
@attribute Age integer [19,  75]
@attribute InstallmentPlans {A143, A141, A142}
@attribute Housing {A152, A153, A151}
@attribute NCredits integer [1,  4]
@attribute Job {A173, A172, A174, A171}
@attribute NPeopleMain integer [1,  2]
@attribute Telephone {A192, A191}
@attribute ForeignWorker {A201, A202}
@attribute Customer {1,2}
@data
A12, 48, A32, A43, 10961, A64, A74, 1, A93, A102, 2, A124, 27, A141, A152, 2, A173, 1, A192, A201, 2
A12, 60, A33, A43, 7418, A65, A73, 1, A93, A101, 1, A121, 27, A143, A152, 1, A172, 1, A191, A201, 1
A14, 24, A34, A43, 2684, A61, A73, 4, A93, A101, 2, A121, 35, A143, A152, 2, A172, 1, A191, A201, 1
A14, 36, A34, A49, 6304, A65, A75, 4, A93, A101, 4, A121, 36, A143, A152, 2, A173, 1, A191, A201, 1
A11, 30, A32, A45, 11998, A61, A72, 1, A91, A101, 1, A124, 34, A143, A152, 1, A172, 1, A192, A201, 2
A14, 18, A34, A43, 2404, A61, A73, 2, A92, A101, 2, A123, 26, A143, A152, 2, A173, 1, A191, A201, 1
A12, 24, A34, A40, 3878, A62, A72, 4, A91, A101, 2, A123, 37, A143, A152, 1, A173, 1, A192, A201, 1
A14, 6, A32, A42, 1543, A64, A73, 4, A91, A101, 2, A121, 33, A143, A152, 1, A173, 1, A191, A201, 1
A11, 15, A33, A42, 3643, A61, A75, 1, A92, A101, 4, A122, 27, A143, A152, 2, A172, 1, A191, A201, 1
A11, 8, A34, A40, 3398, A61, A74, 1, A93, A101, 4, A121, 39, A143, A152, 2, A172, 1, A191, A202, 1
A11, 24, A34, A41, 6615, A61, A71, 2, A93, A101, 4, A124, 75, A143, A153, 2, A174, 1, A192, A201, 1
A14, 18, A34, A46, 1864, A62, A73, 4, A92, A101, 2, A121, 30, A143, A152, 2, A173, 1, A191, A201, 2
A11, 24, A30, A42, 4110, A61, A75, 3, A93, A101, 4, A124, 23, A141, A151, 2, A173, 2, A191, A201, 2
A14, 9, A32, A44, 1236, A61, A72, 1, A92, A101, 4, A121, 23, A143, A151, 1, A173, 1, A192, A201, 1
A13, 12, A32, A43, 3399, A65, A75, 2, A93, A101, 3, A123, 37, A143, A152, 1, A174, 1, A191, A201, 1
A14, 6, A34, A40, 362, A62, A73, 4, A92, A101, 4, A123, 52, A143, A152, 2, A172, 1, A191, A201, 1
A12, 18, A34, A42, 7374, A61, A71, 4, A93, A101, 4, A122, 40, A142, A152, 2, A174, 1, A192, A201, 1
A11, 36, A34, A42, 2348, A61, A73, 3, A94, A101, 2, A122, 46, A143, A152, 2, A173, 1, A192, A201, 1
A12, 18, A33, A40, 2899, A65, A75, 4, A93, A101, 4, A123, 43, A143, A152, 1, A173, 2, A191, A201, 1
A11, 18, A33, A46, 8471, A65, A73, 1, A92, A101, 2, A123, 23, A143, A151, 2, A173, 1, A192, A201, 1
A14, 21, A33, A42, 1591, A62, A74, 4, A93, A101, 3, A121, 34, A143, A152, 2, A174, 1, A191, A201, 1
A12, 18, A32, A41, 2779, A61, A73, 1, A94, A101, 3, A123, 21, A143, A151, 1, A173, 1, A192, A201, 1
A14, 36, A34, A41, 11054, A65, A73, 4, A93, A101, 2, A123, 30, A143, A152, 1, A174, 1, A192, A201, 1
A11, 12, A32, A41, 3386, A61, A75, 3, A93, A101, 4, A124, 35, A143, A153, 1, A173, 1, A192, A201, 2
A14, 6, A32, A48, 1238, A65, A71, 4, A93, A101, 4, A122, 36, A143, A152, 1, A174, 2, A192, A201, 1
A14, 24, A32, A40, 3757, A61, A75, 4, A92, A102, 4, A124, 62, A143, A153, 1, A173, 1, A192, A201, 1
A14, 24, A34, A42, 1585, A61, A74, 4, A93, A101, 3, A122, 40, A143, A152, 2, A173, 1, A191, A201, 1
A12, 18, A32, A43, 1301, A61, A75, 4, A94, A103, 2, A121, 32, A143, A152, 1, A172, 1, A191, A201, 1
A12, 12, A33, A43, 585, A61, A73, 4, A94, A102, 4, A121, 20, A143, A151, 2, A173, 1, A191, A201, 1
A12, 15, A32, A40, 2631, A62, A73, 2, A92, A101, 4, A123, 28, A143, A151, 2, A173, 1, A192, A201, 2
A14, 24, A34, A40, 2022, A61, A73, 4, A92, A101, 4, A123, 37, A143, A152, 1, A173, 1, A192, A201, 1
A14, 12, A34, A45, 996, A65, A74, 4, A92, A101, 4, A121, 23, A143, A152, 2, A173, 1, A191, A201, 1
A12, 24, A33, A43, 1553, A62, A74, 3, A92, A101, 2, A122, 23, A143, A151, 2, A173, 1, A192, A201, 1
A11, 15, A32, A49, 806, A61, A73, 4, A92, A101, 4, A122, 22, A143, A152, 1, A172, 1, A191, A201, 1
A11, 24, A32, A40, 1442, A61, A74, 4, A92, A101, 4, A123, 23, A143, A151, 2, A173, 1, A191, A201, 2
A12, 36, A32, A43, 2671, A62, A73, 4, A92, A102, 4, A124, 50, A143, A153, 1, A173, 1, A191, A201, 2
A12, 30, A32, A42, 3441, A62, A73, 2, A92, A102, 4, A123, 21, A143, A151, 1, A173, 1, A191, A201, 2
A12, 9, A31, A40, 1437, A62, A74, 2, A93, A101, 3, A124, 29, A143, A152, 1, A173, 1, A191, A201, 2
A14, 60, A33, A43, 15653, A61, A74, 2, A93, A101, 4, A123, 21, A143, A152, 2, A173, 1, A192, A201, 1
A12, 15, A32, A45, 1308, A61, A75, 4, A93, A101, 4, A123, 38, A143, A152, 2, A172, 1, A191, A201, 1
A14, 24, A34, A43, 1851, A61, A74, 4, A94, A103, 2, A123, 33, A143, A152, 2, A173, 1, A192, A201, 1
A14, 21, A32, A42, 2241, A61, A75, 4, A93, A101, 2, A121, 50, A143, A152, 2, A173, 1, A191, A201, 1
A14, 6, A34, A40, 2080, A63, A73, 1, A94, A101, 2, A123, 24, A143, A152, 1, A173, 1, A191, A201, 1
A14, 6, A32, A46, 1538, A61, A72, 1, A92, A101, 2, A124, 56, A143, A152, 1, A173, 1, A191, A201, 1
A14, 12, A32, A43, 2279, A65, A73, 4, A93, A101, 4, A124, 37, A143, A153, 1, A173, 1, A192, A201, 1
A13, 10, A34, A43, 1347, A65, A74, 4, A93, A101, 2, A122, 27, A143, A152, 2, A173, 1, A192, A201, 1
A12, 10, A31, A43, 1048, A61, A73, 4, A93, A101, 4, A121, 23, A142, A152, 1, A172, 1, A191, A201, 1
A11, 12, A32, A40, 1274, A61, A72, 3, A92, A101, 1, A121, 37, A143, A152, 1, A172, 1, A191, A201, 2
A14, 15, A32, A41, 3029, A61, A74, 2, A93, A101, 2, A123, 33, A143, A152, 1, A173, 1, A191, A201, 1
A14, 12, A33, A45, 1555, A64, A75, 4, A93, A101, 4, A124, 55, A143, A153, 2, A173, 2, A191, A201, 2
A14, 21, A34, A40, 12680, A65, A75, 4, A93, A101, 4, A124, 30, A143, A153, 1, A174, 1, A192, A201, 2
A14, 12, A34, A43, 1655, A61, A75, 2, A93, A101, 4, A121, 63, A143, A152, 2, A172, 1, A192, A201, 1
A11, 36, A34, A46, 8065, A61, A73, 3, A92, A101, 2, A124, 25, A143, A152, 2, A174, 1, A192, A201, 2
A14, 36, A34, A40, 3535, A61, A74, 4, A93, A101, 4, A123, 37, A143, A152, 2, A173, 1, A192, A201, 1
A11, 40, A34, A46, 5998, A61, A73, 4, A93, A101, 3, A124, 27, A141, A152, 1, A173, 1, A192, A201, 2
A14, 6, A34, A42, 1221, A65, A73, 1, A94, A101, 2, A122, 27, A143, A152, 2, A173, 1, A191, A201, 1
A11, 20, A34, A42, 4272, A61, A75, 1, A92, A101, 4, A122, 24, A143, A152, 2, A173, 1, A191, A201, 1
A14, 12, A34, A43, 930, A65, A75, 4, A93, A101, 4, A121, 65, A143, A152, 4, A173, 1, A191, A201, 1
A11, 36, A34, A41, 9629, A61, A74, 4, A93, A101, 4, A123, 24, A143, A152, 2, A173, 1, A192, A201, 2
A13, 15, A32, A43, 2327, A61, A72, 2, A92, A101, 3, A121, 25, A143, A152, 1, A172, 1, A191, A201, 2
A14, 21, A33, A41, 2993, A61, A73, 3, A93, A101, 2, A121, 28, A142, A152, 2, A172, 1, A191, A201, 1
A14, 18, A32, A40, 6761, A65, A73, 2, A93, A101, 4, A123, 68, A143, A151, 2, A173, 1, A191, A201, 2
A14, 24, A32, A40, 1474, A62, A72, 4, A94, A101, 3, A121, 33, A143, A152, 1, A173, 1, A192, A201, 1
A11, 24, A32, A43, 2439, A61, A72, 4, A92, A101, 4, A121, 35, A143, A152, 1, A173, 1, A192, A201, 2
A12, 11, A34, A40, 1322, A64, A73, 4, A92, A101, 4, A123, 40, A143, A152, 2, A173, 1, A191, A201, 1
A11, 18, A31, A43, 1940, A61, A72, 3, A93, A102, 4, A124, 36, A141, A153, 1, A174, 1, A192, A201, 1
A12, 24, A32, A42, 4057, A61, A74, 3, A91, A101, 3, A123, 43, A143, A152, 1, A173, 1, A192, A201, 2
A12, 9, A32, A40, 3195, A65, A73, 1, A92, A101, 2, A121, 33, A143, A152, 1, A172, 1, A191, A201, 1
A12, 30, A32, A43, 2991, A65, A75, 2, A92, A101, 4, A123, 25, A143, A152, 1, A173, 1, A191, A201, 1
A11, 6, A32, A40, 14896, A61, A75, 1, A93, A101, 4, A124, 68, A141, A152, 1, A174, 1, A192, A201, 2
A11, 18, A34, A42, 1049, A61, A72, 4, A92, A101, 4, A122, 21, A143, A151, 1, A173, 1, A191, A201, 1
A11, 24, A32, A42, 1747, A61, A72, 4, A93, A102, 1, A122, 24, A143, A152, 1, A172, 1, A191, A202, 1
A12, 24, A32, A41, 4113, A63, A72, 3, A92, A101, 4, A123, 28, A143, A151, 1, A173, 1, A191, A201, 2
A12, 27, A34, A43, 2520, A63, A73, 4, A93, A101, 2, A122, 23, A143, A152, 2, A172, 1, A191, A201, 2
A11, 36, A32, A41, 8229, A61, A73, 2, A93, A101, 2, A122, 26, A143, A152, 1, A173, 2, A191, A201, 2
