@relation german
@attribute StatusAccount {A11, A12, A14, A13}
@attribute DurationMonth integer [4,  72]
@attribute CreditHistory {A34, A32, A33, A30, A31}
@attribute Purpose {A43, A46, A42, A40, A41, A49, A44, A45, A410, A48}
@attribute CreditAmount integer [250,  18424]
@attribute SavingsAccount {A65, A61, A63, A64, A62}
@attribute EmploymentSince {A75, A73, A74, A71, A72}
@attribute InstallmentRate integer [1,  4]
@attribute StatusAndSex {A93, A92, A91, A94}
@attribute Guarantors {A101, A103, A102}
@attribute ResidenceSince integer [1,  4]
@attribute Property {A121, A122, A124, A123}
@attribute Age integer [19,  75]
@attribute InstallmentPlans {A143, A141, A142}
@attribute Housing {A152, A153, A151}
@attribute NCredits integer [1,  4]
@attribute Job {A173, A172, A174, A171}
@attribute NPeopleMain integer [1,  2]
@attribute Telephone {A192, A191}
@attribute ForeignWorker {A201, A202}
@attribute Customer {1,2}
@data
A12, 12, A34, A41, 1860, A61, A71, 4, A93, A101, 2, A123, 34, A143, A152, 2, A174, 1, A192, A201, 1
A11, 12, A34, A40, 3499, A61, A73, 3, A92, A102, 2, A121, 29, A143, A152, 2, A173, 1, A191, A201, 2
A14, 18, A32, A42, 1984, A61, A73, 4, A93, A101, 4, A124, 47, A141, A153, 2, A173, 1, A191, A201, 1
A12, 24, A34, A41, 7758, A64, A75, 2, A92, A101, 4, A124, 29, A143, A151, 1, A173, 1, A191, A201, 1
A11, 12, A32, A42, 1282, A61, A73, 2, A92, A101, 4, A123, 20, A143, A151, 1, A173, 1, A191, A201, 2
A14, 18, A34, A40, 1055, A61, A72, 4, A92, A101, 1, A122, 30, A143, A152, 2, A173, 1, A191, A201, 1
A14, 12, A32, A42, 763, A61, A73, 4, A92, A101, 1, A121, 26, A143, A152, 1, A173, 1, A192, A201, 1
A12, 18, A33, A42, 4297, A61, A75, 4, A91, A101, 3, A124, 40, A143, A152, 1, A174, 1, A192, A201, 2
A14, 27, A33, A49, 5117, A61, A74, 3, A93, A101, 4, A123, 26, A143, A152, 2, A173, 1, A191, A201, 1
A14, 24, A33, A49, 2978, A65, A73, 4, A93, A101, 4, A121, 32, A143, A152, 2, A173, 2, A192, A201, 1
A14, 12, A32, A43, 2141, A62, A74, 3, A93, A101, 1, A124, 35, A143, A152, 1, A173, 1, A191, A201, 1
A11, 24, A32, A43, 1823, A61, A71, 4, A93, A101, 2, A123, 30, A142, A152, 1, A174, 2, A191, A201, 2
A14, 18, A32, A43, 433, A61, A71, 3, A92, A102, 4, A121, 22, A143, A151, 1, A173, 1, A191, A201, 2
A14, 18, A32, A40, 2662, A65, A74, 4, A93, A101, 3, A122, 32, A143, A152, 1, A173, 1, A191, A202, 1
A11, 48, A32, A41, 4788, A61, A74, 4, A93, A101, 3, A122, 26, A143, A152, 1, A173, 2, A191, A201, 1
A14, 18, A32, A42, 2515, A61, A73, 3, A93, A101, 4, A121, 43, A143, A152, 1, A173, 1, A192, A201, 1
A13, 4, A32, A40, 1494, A65, A72, 1, A93, A101, 2, A121, 29, A143, A152, 1, A172, 2, A191, A202, 1
A11, 24, A32, A43, 1938, A61, A72, 4, A91, A101, 3, A122, 32, A143, A152, 1, A173, 1, A191, A201, 2
A11, 6, A34, A42, 3384, A61, A73, 1, A91, A101, 4, A121, 44, A143, A151, 1, A174, 1, A192, A201, 2
A14, 12, A32, A43, 776, A61, A73, 4, A94, A101, 2, A121, 28, A143, A152, 1, A173, 1, A191, A201, 1
A11, 18, A32, A42, 2473, A61, A71, 4, A93, A101, 1, A123, 25, A143, A152, 1, A171, 1, A191, A201, 2
A12, 18, A32, A42, 3001, A61, A74, 2, A92, A101, 4, A121, 40, A143, A151, 1, A173, 1, A191, A201, 1
A11, 6, A34, A43, 1957, A61, A74, 1, A92, A101, 4, A123, 31, A143, A152, 1, A173, 1, A191, A201, 1
A14, 9, A34, A42, 2406, A61, A71, 2, A93, A101, 3, A123, 31, A143, A152, 1, A174, 1, A191, A201, 1
A14, 14, A33, A40, 802, A61, A73, 4, A93, A101, 2, A123, 27, A143, A152, 2, A172, 1, A191, A201, 1
A14, 33, A34, A41, 7253, A61, A74, 3, A93, A101, 2, A123, 35, A143, A152, 2, A174, 1, A192, A201, 1
A14, 12, A34, A49, 2292, A61, A71, 4, A93, A101, 2, A123, 42, A142, A152, 2, A174, 1, A192, A201, 2
A11, 24, A32, A40, 1381, A65, A73, 4, A92, A101, 2, A122, 35, A143, A152, 1, A173, 1, A191, A201, 2
A11, 12, A32, A40, 2579, A61, A72, 4, A93, A101, 1, A121, 33, A143, A152, 1, A172, 2, A191, A201, 2
A14, 15, A32, A40, 3186, A64, A74, 2, A92, A101, 3, A123, 20, A143, A151, 1, A173, 1, A191, A201, 1
A11, 9, A32, A42, 2136, A61, A73, 3, A93, A101, 2, A121, 25, A143, A152, 1, A173, 1, A191, A201, 1
A12, 12, A32, A42, 3017, A61, A72, 3, A92, A101, 1, A121, 34, A143, A151, 1, A174, 1, A191, A201, 1
A14, 39, A32, A41, 2569, A63, A73, 4, A93, A101, 4, A123, 24, A143, A152, 1, A173, 1, A191, A201, 1
A14, 12, A34, A40, 1163, A63, A73, 4, A93, A101, 4, A121, 44, A143, A152, 1, A173, 1, A192, A201, 1
A12, 6, A33, A40, 1209, A61, A71, 4, A93, A101, 4, A122, 47, A143, A152, 1, A174, 1, A192, A201, 2
A14, 10, A32, A40, 1309, A65, A73, 4, A93, A103, 4, A122, 27, A143, A152, 1, A172, 1, A191, A201, 2
A11, 48, A30, A42, 7119, A61, A73, 3, A93, A101, 4, A124, 53, A143, A153, 2, A173, 2, A191, A201, 2
A14, 6, A31, A43, 1750, A63, A75, 2, A93, A101, 4, A122, 45, A141, A152, 1, A172, 2, A191, A201, 1
A12, 12, A34, A40, 1995, A62, A72, 4, A93, A101, 1, A123, 27, A143, A152, 1, A173, 1, A191, A201, 1
A14, 24, A32, A41, 5433, A65, A71, 2, A92, A101, 4, A122, 26, A143, A151, 1, A174, 1, A192, A201, 1
A12, 36, A34, A40, 2820, A61, A72, 4, A91, A101, 4, A123, 27, A143, A152, 2, A173, 1, A191, A201, 2
A11, 12, A32, A42, 1289, A61, A73, 4, A93, A103, 1, A122, 21, A143, A152, 1, A172, 1, A191, A201, 1
A12, 24, A31, A46, 1837, A61, A74, 4, A92, A101, 4, A124, 34, A141, A153, 1, A172, 1, A191, A201, 2
A12, 60, A33, A43, 9157, A65, A73, 2, A93, A101, 2, A124, 27, A143, A153, 1, A174, 1, A191, A201, 1
A14, 15, A32, A43, 1979, A65, A75, 4, A93, A101, 2, A123, 35, A143, A152, 1, A173, 1, A191, A201, 1
A14, 42, A34, A42, 4042, A63, A73, 4, A93, A101, 4, A121, 36, A143, A152, 2, A173, 1, A192, A201, 1
A12, 15, A32, A43, 1444, A65, A72, 4, A93, A101, 1, A122, 23, A143, A152, 1, A173, 1, A191, A201, 1
A14, 12, A32, A46, 1393, A61, A75, 4, A93, A101, 4, A122, 47, A141, A152, 3, A173, 2, A192, A201, 1
A12, 12, A32, A42, 1922, A61, A73, 4, A93, A101, 2, A122, 37, A143, A152, 1, A172, 1, A191, A201, 2
A12, 36, A33, A40, 8086, A62, A75, 2, A93, A101, 4, A123, 42, A143, A152, 4, A174, 1, A192, A201, 2
A14, 48, A32, A43, 10222, A65, A74, 4, A93, A101, 3, A123, 37, A142, A152, 1, A173, 1, A192, A201, 1
A14, 18, A32, A43, 1453, A61, A72, 3, A92, A101, 1, A121, 26, A143, A152, 1, A173, 1, A191, A201, 1
A12, 36, A33, A40, 2862, A62, A75, 4, A93, A101, 3, A124, 30, A143, A153, 1, A173, 1, A191, A201, 1
A12, 15, A32, A45, 2631, A62, A73, 3, A92, A101, 2, A121, 25, A143, A152, 1, A172, 1, A191, A201, 1
A11, 9, A34, A43, 1138, A61, A73, 4, A93, A101, 4, A121, 25, A143, A152, 2, A172, 1, A191, A201, 1
A11, 12, A32, A40, 1228, A61, A73, 4, A92, A101, 2, A121, 24, A143, A152, 1, A172, 1, A191, A201, 2
A11, 24, A31, A40, 2325, A62, A74, 2, A93, A101, 3, A123, 32, A141, A152, 1, A173, 1, A191, A201, 1
A14, 21, A32, A41, 5248, A65, A73, 1, A93, A101, 3, A123, 26, A143, A152, 1, A173, 1, A191, A201, 1
A12, 12, A32, A49, 841, A62, A74, 2, A92, A101, 4, A121, 23, A143, A151, 1, A172, 1, A191, A201, 1
A14, 24, A32, A40, 1393, A61, A73, 2, A93, A103, 2, A121, 31, A143, A152, 1, A173, 1, A192, A201, 1
A11, 18, A32, A41, 7511, A65, A75, 1, A93, A101, 4, A122, 51, A143, A153, 1, A173, 2, A192, A201, 2
A14, 24, A34, A46, 1597, A61, A75, 4, A93, A101, 4, A124, 54, A143, A153, 2, A173, 2, A191, A201, 1
A14, 12, A32, A40, 1101, A61, A73, 3, A94, A101, 2, A121, 27, A143, A152, 2, A173, 1, A192, A201, 1
A14, 12, A32, A43, 886, A65, A73, 4, A92, A101, 2, A123, 21, A143, A152, 1, A173, 1, A191, A201, 1
A11, 36, A32, A42, 5179, A61, A74, 4, A93, A101, 2, A122, 29, A143, A152, 1, A173, 1, A191, A201, 2
A14, 24, A31, A49, 1559, A61, A74, 4, A93, A101, 4, A123, 50, A141, A152, 1, A173, 1, A192, A201, 1
A11, 18, A31, A40, 1442, A61, A74, 4, A93, A101, 4, A124, 32, A143, A153, 2, A172, 2, A191, A201, 2
A14, 36, A33, A40, 10875, A61, A75, 2, A93, A101, 2, A123, 45, A143, A152, 2, A173, 2, A192, A201, 1
A11, 27, A34, A49, 2442, A61, A75, 4, A93, A101, 4, A123, 43, A142, A152, 4, A174, 2, A192, A201, 1
A14, 36, A33, A41, 8947, A65, A74, 3, A93, A101, 2, A123, 31, A142, A152, 1, A174, 2, A192, A201, 1
A11, 18, A32, A42, 4153, A61, A73, 2, A93, A102, 3, A123, 42, A143, A152, 1, A173, 1, A191, A201, 2
A12, 24, A34, A42, 4736, A61, A72, 2, A92, A101, 4, A123, 25, A141, A152, 1, A172, 1, A191, A201, 2
A11, 24, A31, A49, 3161, A61, A73, 4, A93, A101, 2, A122, 31, A143, A151, 1, A173, 1, A192, A201, 2
A14, 12, A34, A43, 522, A63, A75, 4, A93, A101, 4, A122, 42, A143, A152, 2, A173, 2, A192, A201, 1
A14, 18, A32, A42, 1533, A61, A72, 4, A94, A102, 1, A122, 43, A143, A152, 1, A172, 2, A191, A201, 2
A13, 30, A34, A43, 3656, A65, A75, 4, A93, A101, 4, A122, 49, A142, A152, 2, A172, 1, A191, A201, 1
A12, 15, A31, A40, 1264, A62, A73, 2, A94, A101, 2, A122, 25, A143, A151, 1, A173, 1, A191, A201, 2
A14, 48, A32, A49, 4844, A61, A71, 3, A93, A101, 2, A123, 33, A141, A151, 1, A174, 1, A192, A201, 2
