@relation german
@attribute StatusAccount {A11, A12, A14, A13}
@attribute DurationMonth integer [4,  72]
@attribute CreditHistory {A34, A32, A33, A30, A31}
@attribute Purpose {A43, A46, A42, A40, A41, A49, A44, A45, A410, A48}
@attribute CreditAmount integer [250,  18424]
@attribute SavingsAccount {A65, A61, A63, A64, A62}
@attribute EmploymentSince {A75, A73, A74, A71, A72}
@attribute InstallmentRate integer [1,  4]
@attribute StatusAndSex {A93, A92, A91, A94}
@attribute Guarantors {A101, A103, A102}
@attribute ResidenceSince integer [1,  4]
@attribute Property {A121, A122, A124, A123}
@attribute Age integer [19,  75]
@attribute InstallmentPlans {A143, A141, A142}
@attribute Housing {A152, A153, A151}
@attribute NCredits integer [1,  4]
@attribute Job {A173, A172, A174, A171}
@attribute NPeopleMain integer [1,  2]
@attribute Telephone {A192, A191}
@attribute ForeignWorker {A201, A202}
@attribute Customer {1,2}
@data
A11, 21, A31, A40, 1647, A65, A73, 4, A93, A101, 2, A122, 40, A143, A152, 2, A172, 2, A191, A201, 2
A12, 48, A30, A49, 3844, A62, A74, 4, A93, A101, 4, A124, 34, A143, A153, 1, A172, 2, A191, A201, 2
A12, 27, A32, A49, 3915, A61, A73, 4, A93, A101, 2, A123, 36, A143, A152, 1, A173, 2, A192, A201, 2
A11, 24, A32, A49, 6568, A61, A73, 2, A94, A101, 2, A123, 21, A142, A152, 1, A172, 1, A191, A201, 1
A13, 30, A33, A49, 1908, A61, A75, 4, A93, A101, 4, A121, 66, A143, A152, 1, A174, 1, A192, A201, 2
A11, 24, A32, A42, 3021, A61, A73, 2, A91, A101, 2, A121, 24, A143, A151, 1, A172, 1, A191, A201, 1
A11, 12, A32, A42, 7865, A61, A75, 4, A93, A101, 4, A124, 53, A143, A153, 1, A174, 1, A192, A201, 2
A13, 36, A32, A43, 4210, A61, A73, 4, A93, A101, 2, A123, 26, A143, A152, 1, A173, 1, A191, A201, 2
A11, 30, A32, A43, 2522, A61, A75, 1, A93, A103, 3, A122, 39, A143, A152, 1, A173, 2, A191, A201, 1
A11, 48, A30, A41, 4605, A61, A75, 3, A93, A101, 4, A124, 24, A143, A153, 2, A173, 2, A191, A201, 2
A14, 24, A32, A49, 1258, A61, A74, 4, A93, A101, 1, A121, 25, A143, A152, 1, A173, 1, A192, A201, 1
A11, 14, A32, A40, 8978, A61, A75, 1, A91, A101, 4, A122, 45, A143, A152, 1, A174, 1, A192, A202, 2
A12, 48, A32, A43, 3060, A61, A74, 4, A93, A101, 4, A121, 28, A143, A152, 2, A173, 1, A191, A201, 2
A12, 36, A32, A41, 9398, A61, A72, 1, A94, A101, 4, A123, 28, A143, A151, 1, A174, 1, A192, A201, 2
A12, 24, A32, A42, 4351, A65, A73, 1, A92, A101, 4, A122, 48, A143, A152, 1, A172, 1, A192, A201, 1
A14, 12, A34, A42, 5801, A65, A75, 2, A93, A101, 4, A122, 49, A143, A151, 1, A173, 1, A192, A201, 1
A13, 36, A32, A43, 4473, A61, A75, 4, A93, A101, 2, A123, 31, A143, A152, 1, A173, 1, A191, A201, 1
A12, 18, A32, A46, 1239, A65, A73, 4, A93, A101, 4, A124, 61, A143, A153, 1, A173, 1, A191, A201, 1
A14, 12, A32, A49, 1542, A61, A74, 2, A93, A101, 4, A123, 36, A143, A152, 1, A173, 1, A192, A201, 1
A14, 10, A34, A42, 2146, A61, A72, 1, A92, A101, 3, A121, 23, A143, A151, 2, A173, 1, A191, A201, 1
A14, 18, A33, A43, 2320, A61, A71, 2, A94, A101, 3, A121, 34, A143, A152, 2, A173, 1, A191, A201, 1
A12, 18, A34, A49, 1887, A65, A73, 4, A94, A101, 4, A121, 28, A141, A152, 2, A173, 1, A191, A201, 1
A11, 15, A32, A43, 1053, A61, A72, 4, A94, A101, 2, A121, 27, A143, A152, 1, A173, 1, A191, A202, 1
A14, 21, A32, A40, 2782, A63, A74, 1, A92, A101, 2, A123, 31, A141, A152, 1, A174, 1, A191, A201, 1
A14, 9, A32, A42, 1313, A61, A75, 1, A93, A101, 4, A123, 20, A143, A152, 1, A173, 1, A191, A201, 1
A14, 5, A32, A49, 3448, A61, A74, 1, A93, A101, 4, A121, 74, A143, A152, 1, A172, 1, A191, A201, 1
A14, 9, A34, A46, 1244, A65, A75, 4, A92, A101, 4, A122, 41, A143, A151, 2, A172, 1, A191, A201, 1
A11, 24, A33, A43, 1659, A61, A72, 4, A92, A101, 2, A123, 29, A143, A151, 1, A172, 1, A192, A201, 2
A14, 24, A34, A45, 5507, A61, A75, 3, A93, A101, 4, A124, 44, A143, A153, 2, A173, 1, A191, A201, 1
A14, 4, A34, A43, 1503, A61, A74, 2, A93, A101, 1, A121, 42, A143, A152, 2, A172, 2, A191, A201, 1
A13, 18, A32, A42, 2864, A61, A73, 2, A93, A101, 1, A121, 34, A143, A152, 1, A172, 2, A191, A201, 2
A12, 18, A30, A40, 2278, A62, A72, 3, A92, A101, 3, A123, 28, A143, A152, 2, A173, 1, A191, A201, 2
A14, 21, A30, A40, 5003, A65, A73, 1, A92, A101, 4, A122, 29, A141, A152, 2, A173, 1, A192, A201, 2
A13, 6, A33, A43, 683, A61, A72, 2, A92, A101, 1, A122, 29, A141, A152, 1, A173, 1, A191, A201, 1
A11, 12, A32, A40, 1372, A61, A74, 2, A91, A101, 3, A123, 36, A143, A152, 1, A173, 1, A191, A201, 2
A14, 30, A34, A43, 5954, A61, A74, 3, A93, A102, 2, A123, 38, A143, A152, 1, A173, 1, A191, A201, 1
A12, 18, A34, A40, 1056, A61, A75, 3, A93, A103, 3, A121, 30, A141, A152, 2, A173, 1, A191, A201, 2
A11, 9, A34, A40, 2799, A61, A73, 2, A93, A101, 2, A121, 36, A143, A151, 2, A173, 2, A191, A201, 1
A14, 21, A32, A49, 1572, A64, A75, 4, A92, A101, 4, A121, 36, A141, A152, 1, A172, 1, A191, A201, 1
A14, 24, A34, A49, 4526, A61, A73, 3, A93, A101, 2, A121, 74, A143, A152, 1, A174, 1, A192, A201, 1
A13, 10, A32, A40, 1240, A62, A75, 1, A92, A101, 4, A124, 48, A143, A153, 1, A172, 2, A191, A201, 2
A11, 6, A34, A40, 3676, A61, A73, 1, A93, A101, 3, A121, 37, A143, A151, 3, A173, 2, A191, A201, 1
A14, 9, A32, A42, 1980, A61, A72, 2, A92, A102, 2, A123, 19, A143, A151, 2, A173, 1, A191, A201, 2
A14, 36, A33, A49, 7980, A65, A72, 4, A93, A101, 4, A123, 27, A143, A151, 2, A173, 1, A192, A201, 2
A11, 48, A32, A46, 7476, A61, A74, 4, A93, A101, 1, A124, 50, A143, A153, 1, A174, 1, A192, A201, 1
A12, 12, A32, A40, 888, A61, A75, 4, A93, A101, 4, A123, 41, A141, A152, 1, A172, 2, A191, A201, 2
A12, 6, A33, A42, 1050, A61, A71, 4, A93, A101, 1, A122, 35, A142, A152, 2, A174, 1, A192, A201, 1
A14, 36, A32, A49, 5742, A62, A74, 2, A93, A101, 2, A123, 31, A143, A152, 2, A173, 1, A192, A201, 1
A12, 24, A32, A43, 2896, A62, A72, 2, A93, A101, 1, A123, 29, A143, A152, 1, A173, 1, A191, A201, 1
A14, 6, A32, A41, 1236, A63, A73, 2, A93, A101, 4, A122, 50, A143, A151, 1, A173, 1, A191, A201, 1
A13, 24, A32, A43, 1377, A62, A75, 4, A92, A101, 2, A124, 47, A143, A153, 1, A173, 1, A192, A201, 1
A12, 48, A32, A40, 6560, A62, A74, 3, A93, A101, 2, A122, 24, A143, A152, 1, A173, 1, A191, A201, 2
A13, 24, A34, A43, 3148, A65, A73, 3, A93, A101, 2, A123, 31, A143, A152, 2, A173, 1, A192, A201, 1
A12, 6, A31, A46, 433, A64, A72, 4, A92, A101, 2, A122, 24, A141, A151, 1, A173, 2, A191, A201, 2
A14, 6, A34, A40, 250, A64, A73, 2, A92, A101, 2, A121, 41, A141, A152, 2, A172, 1, A191, A201, 1
A12, 24, A33, A43, 6403, A61, A72, 1, A93, A101, 2, A123, 33, A143, A152, 1, A173, 1, A191, A201, 1
A12, 8, A32, A43, 760, A61, A74, 4, A92, A103, 2, A121, 44, A143, A152, 1, A172, 1, A191, A201, 1
A13, 6, A34, A40, 1299, A61, A73, 1, A93, A101, 1, A121, 74, A143, A152, 3, A171, 2, A191, A202, 1
A13, 15, A34, A43, 1271, A65, A73, 3, A93, A101, 4, A124, 39, A143, A153, 2, A173, 1, A192, A201, 2
A11, 18, A34, A42, 2124, A61, A73, 4, A92, A101, 4, A121, 24, A143, A151, 2, A173, 1, A191, A201, 2
A14, 24, A34, A43, 2223, A62, A75, 4, A93, A101, 4, A122, 52, A141, A152, 2, A173, 1, A191, A201, 1
A12, 18, A32, A45, 3872, A61, A71, 2, A92, A101, 4, A123, 67, A143, A152, 1, A173, 1, A192, A201, 1
A12, 39, A34, A43, 4933, A61, A74, 2, A93, A103, 2, A121, 25, A143, A152, 2, A173, 1, A191, A201, 2
A12, 20, A32, A41, 6468, A65, A71, 1, A91, A101, 4, A121, 60, A143, A152, 1, A174, 1, A192, A201, 1
A14, 24, A32, A41, 6313, A65, A75, 3, A93, A101, 4, A123, 41, A143, A152, 1, A174, 2, A192, A201, 1
A14, 12, A34, A42, 1258, A61, A72, 2, A92, A101, 4, A122, 22, A143, A151, 2, A172, 1, A191, A201, 1
A14, 6, A32, A44, 1338, A63, A73, 1, A91, A101, 4, A121, 62, A143, A152, 1, A173, 1, A191, A201, 1
A12, 21, A32, A42, 3976, A65, A74, 2, A93, A101, 3, A123, 35, A143, A152, 1, A173, 1, A192, A201, 1
A11, 9, A32, A43, 1364, A61, A74, 3, A93, A101, 4, A121, 59, A143, A152, 1, A173, 1, A191, A201, 1
A14, 15, A32, A42, 2221, A63, A73, 2, A92, A101, 4, A123, 20, A143, A151, 1, A173, 1, A191, A201, 1
A11, 12, A32, A42, 3590, A61, A73, 2, A93, A102, 2, A122, 29, A143, A152, 1, A172, 2, A191, A201, 1
A14, 24, A32, A41, 9277, A65, A73, 2, A91, A101, 4, A124, 48, A143, A153, 1, A173, 1, A192, A201, 1
A12, 24, A34, A49, 2825, A65, A74, 4, A93, A101, 3, A124, 34, A143, A152, 2, A173, 2, A192, A201, 1
A12, 36, A32, A46, 3711, A65, A73, 2, A94, A101, 2, A123, 27, A143, A152, 1, A173, 1, A191, A201, 1
A14, 36, A33, A43, 4454, A61, A73, 4, A92, A101, 4, A121, 34, A143, A152, 2, A173, 1, A191, A201, 1
A12, 6, A32, A43, 2063, A61, A72, 4, A94, A101, 3, A123, 30, A143, A151, 1, A174, 1, A192, A201, 1
A12, 18, A34, A49, 3590, A61, A71, 3, A94, A101, 3, A123, 40, A143, A152, 3, A171, 2, A192, A201, 1
A12, 9, A34, A43, 1154, A61, A75, 2, A93, A101, 4, A121, 37, A143, A152, 3, A172, 1, A191, A201, 1
A12, 21, A33, A40, 2353, A61, A73, 1, A91, A101, 4, A122, 47, A143, A152, 2, A173, 1, A191, A201, 1
A13, 21, A32, A40, 2923, A62, A73, 1, A92, A101, 1, A123, 28, A141, A152, 1, A174, 1, A192, A201, 1
A11, 15, A34, A42, 1433, A61, A73, 4, A92, A101, 3, A122, 25, A143, A151, 2, A173, 1, A191, A201, 1
A11, 18, A32, A43, 1936, A65, A74, 2, A94, A101, 4, A123, 23, A143, A151, 2, A172, 1, A191, A201, 1
