@relation crx

@attribute A3 numeric
@attribute A6 {w,q,m,r,cc,k,c,d,x,i,e,aa,ff,j}
@attribute A9 {t,f}
@attribute Class {positive,negative}

@data
375,ff,f,negative
4085,aa,f,negative
165,c,t,negative
65,i,f,negative
5,m,t,negative
10665,q,f,negative
42,w,f,negative
225,x,t,negative
665,c,f,negative
25,aa,f,negative
4085,i,f,negative
835,cc,f,negative
35,w,t,negative
58,w,f,negative
125,c,f,negative
875,k,f,negative
329,m,f,negative
3085,c,f,negative
835,e,f,negative
3165,c,f,negative
3,ff,f,negative
354,ff,f,negative
835,aa,f,negative
125,k,f,negative
45,c,f,negative
375,c,f,negative
175,c,t,negative
4,m,f,negative
3,c,f,negative
335,q,f,negative
875,m,f,negative
5,m,f,negative
2835,ff,f,negative
135,ff,f,negative
0,ff,f,negative
625,aa,t,negative
35,k,f,negative
19,ff,f,negative
75,q,f,negative
75,m,t,negative
975,c,t,negative
7,q,t,negative
55,c,f,negative
155,e,t,negative
3125,w,f,negative
108,m,f,negative
5835,w,f,negative
335,i,t,negative
10,w,f,negative
25,i,f,negative
19,ff,t,negative
2415,w,f,negative
54,m,f,negative
65,i,f,negative
1585,ff,t,negative
171,m,f,negative
354,i,t,negative
2085,c,t,negative
55,k,f,negative
35,c,f,negative
1,c,f,negative
7,c,f,negative
3165,x,t,negative
65,c,f,negative
115,i,t,negative
11,d,t,negative
14585,i,f,negative
5,i,f,negative
29,m,f,negative
175,k,t,negative
375,c,f,negative
585,aa,t,negative
1125,ff,f,negative
7,e,f,negative
625,aa,t,negative
9,aa,f,negative
125,q,f,negative
125,aa,f,negative
10915,c,f,negative
125,ff,f,negative
4165,x,f,negative
105,x,f,negative
1335,i,f,negative
725,m,f,negative
375,i,f,negative
3,k,f,negative
125,c,f,negative
4,c,t,negative
375,c,f,negative
12125,c,f,negative
175,c,f,negative
335,k,f,negative
1165,k,t,negative
10415,aa,t,negative
5,q,t,negative
1335,i,f,negative
5085,j,f,negative
13665,q,f,negative
175,j,f,negative
5,i,f,negative
529,q,t,negative
2165,c,f,negative
1275,c,t,negative
271,c,f,negative
325,q,f,negative
13,d,f,negative
75,c,f,negative
475,m,f,negative
155,c,t,negative
2,i,f,negative
15,cc,t,negative
1335,d,f,negative
75,c,t,negative
1665,aa,f,negative
1025,c,f,negative
10,w,f,negative
204,w,f,negative
29,k,f,negative
5,ff,f,negative
875,c,f,negative
125,c,f,negative
104,aa,f,negative
6,ff,f,negative
125,w,f,negative
25,i,f,negative
10,k,t,negative
15,c,t,negative
329,i,f,negative
1,q,t,negative
7,c,f,negative
1125,q,t,negative
1,d,f,negative
17,m,f,negative
335,cc,f,negative
125,m,f,negative
5415,i,f,negative
5,c,f,negative
25,q,f,negative
125,k,f,negative
415,c,f,negative
54,k,f,negative
3625,aa,f,negative
125,k,f,negative
9585,aa,f,negative
75,aa,f,negative
585,ff,f,negative
25,c,f,negative
10,d,f,negative
165,aa,f,negative
1665,q,t,negative
2415,c,f,negative
1665,ff,f,negative
335,k,f,negative
125,c,t,negative
835,m,t,negative
585,ff,f,negative
75,d,f,negative
5085,i,f,negative
54,c,f,negative
1625,c,f,negative
10,q,f,negative
3,d,f,negative
415,i,f,negative
3,w,f,negative
3,j,f,negative
665,w,f,negative
15,i,f,negative
12835,cc,f,negative
10125,k,f,negative
4,i,f,negative
3,m,f,negative
271,m,f,negative
1021,ff,f,negative
125,ff,f,negative
83,q,f,negative
85,c,f,negative
1165,k,t,negative
415,c,f,negative
204,x,f,negative
12,k,t,negative
2,d,f,negative
125,d,f,negative
835,ff,t,negative
11,q,t,negative
11665,k,f,negative
125,w,f,negative
15,d,f,negative
12,c,f,negative
2085,c,f,negative
1175,c,f,negative
221,aa,t,negative
25,w,f,negative
1085,c,f,negative
55,i,f,negative
175,c,f,negative
115,k,f,negative
25,i,f,negative
1146,k,f,negative
29,c,f,negative
25,cc,f,negative
5,ff,f,negative
2,j,f,negative
705,c,f,negative
2,ff,f,negative
175,k,f,negative
446,c,f,negative
4415,c,f,negative
26335,ff,t,negative
2665,cc,f,negative
25,q,f,negative
275,ff,f,negative
154,k,f,negative
15,w,f,negative
45,w,f,negative
11,aa,t,negative
125,w,t,negative
3,i,t,negative
71,w,f,negative
1029,ff,f,negative
1625,d,f,negative
1375,c,t,negative
46,k,f,negative
275,i,f,negative
79,cc,f,negative
9,ff,f,negative
954,i,f,negative
75,r,f,negative
15,w,f,negative
125,q,f,negative
675,m,f,negative
25,c,f,negative
129,k,f,negative
75,m,f,negative
125,ff,t,negative
179,c,f,negative
585,cc,f,negative
54,w,f,negative
2521,q,t,negative
165,d,f,negative
2335,d,f,negative
121,e,f,negative
25,w,f,negative
835,i,f,negative
145,d,f,negative
4,i,t,negative
3375,c,f,negative
79,i,f,negative
0,c,f,negative
205,aa,f,negative
65,aa,t,negative
379,w,t,negative
54,c,t,negative
15,c,t,negative
5,m,t,negative
325,c,f,negative
12625,c,f,negative
104,i,t,negative
5,cc,t,negative
7,e,f,negative
0,j,f,negative
165,ff,f,negative
2335,k,f,negative
46,w,t,negative
85,c,f,negative
75,k,f,negative
25,i,f,negative
275,aa,f,negative
425,ff,f,negative
25,aa,t,negative
425,q,f,negative
1085,x,f,negative
7625,q,f,negative
585,ff,f,negative
1585,d,f,negative
21,aa,f,negative
5,e,f,negative
25,c,f,negative
25,cc,f,negative
165,q,f,negative
229,ff,f,negative
585,ff,f,negative
7,c,f,negative
95,aa,f,negative
115,m,f,negative
13,e,f,negative
2,e,f,negative
125,w,f,negative
25,c,f,negative
0,d,f,negative
14,ff,f,negative
225,i,f,negative
225,i,t,negative
67,aa,t,negative
708,k,t,negative
204,ff,f,negative
7,aa,f,negative
175,k,f,negative
6,d,f,negative
115,i,f,negative
15,j,t,negative
3165,k,f,negative
