@relation crx

@attribute A8 numeric
@attribute A9 {t,f}
@attribute A10 {t,f}
@attribute Class {positive,negative}

@data
125,t,t,positive
229,t,t,positive
425,t,t,positive
129,t,t,positive
0,t,f,positive
0,t,t,positive
2585,t,f,positive
1,t,t,positive
3,t,f,positive
1085,t,t,positive
7375,t,t,positive
325,t,t,positive
104,t,f,positive
125,t,t,positive
475,t,t,positive
1585,t,f,positive
5,t,t,positive
3085,t,t,positive
7,t,t,positive
225,t,t,positive
165,t,t,positive
1415,t,f,positive
4,t,f,positive
45,t,t,positive
75,t,t,positive
85,f,f,positive
0,t,t,positive
835,t,f,positive
4,f,f,positive
796,t,t,positive
1625,t,t,positive
5,t,t,positive
15,t,f,positive
20,t,t,positive
13875,t,t,positive
85,t,f,positive
25,t,f,positive
55,t,t,positive
1835,t,t,positive
225,t,f,positive
2,t,t,positive
4,t,t,positive
25,t,t,positive
14,t,t,positive
125,t,t,positive
1335,t,f,positive
2625,t,t,positive
875,t,f,positive
10,f,f,positive
275,t,t,positive
335,t,t,positive
4,t,t,positive
396,t,f,positive
21,t,t,positive
5375,t,t,positive
3165,t,t,positive
2,t,t,positive
7585,t,t,positive
35,t,t,positive
0,t,t,positive
6,t,f,positive
8625,t,t,positive
85,t,f,positive
85,t,t,positive
5,t,t,positive
6,t,t,positive
2125,t,t,positive
7415,t,f,positive
29,t,t,positive
125,t,f,positive
4,t,t,positive
325,t,t,positive
125,t,f,positive
125,t,f,positive
14415,t,t,positive
317,t,t,positive
375,t,t,positive
146,t,t,positive
75,t,t,positive
175,t,t,positive
8,t,f,positive
7,t,t,positive
175,t,t,positive
125,t,t,positive
175,t,f,positive
65,t,t,positive
458,t,f,positive
5,t,f,positive
15,t,t,positive
304,t,t,positive
75,t,t,positive
175,t,t,positive
8,t,t,positive
16,t,f,positive
25,t,t,positive
229,t,t,positive
625,t,t,positive
0,f,f,positive
15,t,t,positive
225,f,f,positive
1,t,t,positive
4,f,t,positive
0,t,t,positive
10,t,t,positive
604,t,t,positive
5,t,t,positive
45,t,t,positive
65,t,f,positive
85,t,f,positive
11,t,f,positive
1335,t,t,positive
15,t,t,positive
1,t,f,positive
9,t,f,positive
15,f,f,positive
175,t,t,positive
575,t,f,positive
1835,t,t,positive
4335,t,f,positive
75,t,t,positive
625,t,t,positive
3,t,t,positive
3125,t,t,positive
2375,t,t,positive
375,t,t,positive
0,t,f,positive
2,t,t,positive
429,t,t,positive
15,t,f,positive
7,t,t,positive
3085,t,t,positive
2,t,t,positive
25,t,t,positive
665,t,f,positive
85,t,t,positive
15,f,f,positive
175,t,t,positive
25,t,f,positive
4,t,f,positive
65,t,t,positive
2165,f,f,positive
1585,t,t,positive
125,t,t,positive
4,t,t,positive
155,t,t,positive
14,t,t,positive
2,t,t,positive
225,t,t,positive
175,t,t,positive
85,t,t,positive
29,t,t,positive
425,t,t,positive
1,f,f,negative
795,t,t,negative
125,f,f,negative
25,f,f,negative
4,f,f,negative
165,f,f,negative
1,f,f,negative
35,t,t,negative
55,f,f,negative
4,f,f,negative
275,t,f,negative
35,f,f,negative
5,t,f,negative
1,f,t,negative
875,f,f,negative
29,f,t,negative
54,f,f,negative
1585,t,f,negative
1585,f,t,negative
125,f,f,negative
29,f,f,negative
0,f,t,negative
0,t,t,negative
455,t,f,negative
125,t,f,negative
225,f,f,negative
25,t,f,negative
0,f,f,negative
5,t,t,negative
75,f,f,negative
0,f,f,negative
29,f,t,negative
1,f,f,negative
0,f,f,negative
3,f,f,negative
45,t,f,negative
75,f,f,negative
25,f,t,negative
4,f,f,negative
165,f,f,negative
165,f,f,negative
25,f,f,negative
0,f,f,negative
0,f,t,negative
3,f,f,negative
115,t,t,negative
85,f,f,negative
15,f,f,negative
2415,t,f,negative
946,t,f,negative
165,f,t,negative
0,f,t,negative
675,t,t,negative
29,f,f,negative
835,t,f,negative
3085,f,f,negative
10,f,f,negative
0,f,f,negative
25,f,f,negative
4,t,f,negative
125,f,f,negative
1,f,f,negative
15,f,f,negative
25,f,t,negative
25,f,t,negative
4,t,f,negative
1665,f,f,negative
85,f,f,negative
0,f,f,negative
165,f,f,negative
4,f,f,negative
15,f,f,negative
25,f,f,negative
85,f,f,negative
75,t,f,negative
4,f,f,negative
0,f,f,negative
1,f,f,negative
0,f,f,negative
0,f,t,negative
4,f,f,negative
0,f,f,negative
0,f,f,negative
415,f,t,negative
75,t,f,negative
25,f,f,negative
125,f,f,negative
0,t,f,negative
165,f,f,negative
1,f,t,negative
15,f,f,negative
85,f,t,negative
15,f,f,negative
25,f,f,negative
585,f,t,negative
665,f,f,negative
875,t,f,negative
175,f,f,negative
5,f,f,negative
279,f,t,negative
4,f,t,negative
0,f,f,negative
1165,t,f,negative
85,f,f,negative
25,f,f,negative
13875,f,t,negative
29,f,f,negative
0,f,f,negative
0,f,t,negative
85,f,t,negative
4,f,f,negative
3,f,f,negative
7,f,f,negative
375,t,f,negative
575,t,t,negative
0,f,t,negative
2,f,f,negative
55,f,f,negative
375,t,t,negative
25,f,f,negative
25,t,f,negative
0,f,f,negative
5,f,f,negative
175,t,f,negative
335,f,f,negative
5,f,f,negative
85,f,f,negative
2625,t,t,negative
0,t,f,negative
2,t,f,negative
4,f,t,negative
3335,f,t,negative
125,f,f,negative
125,f,f,negative
25,f,f,negative
5,t,f,negative
125,t,f,negative
125,f,f,negative
35,f,f,negative
1,f,f,negative
5,f,f,negative
175,f,t,negative
15,f,f,negative
1075,t,f,negative
0,f,f,negative
1,t,f,negative
4,f,f,negative
21,t,f,negative
29,f,f,negative
125,f,f,negative
1,t,t,negative
129,t,t,negative
225,t,t,negative
25,t,t,negative
5,f,f,negative
125,f,f,negative
5,f,f,negative
4,f,f,negative
3,t,f,negative
165,f,t,negative
165,f,t,negative
125,f,t,negative
125,f,f,negative
85,f,f,negative
25,f,f,negative
0,f,f,negative
15,f,f,negative
5,f,f,negative
229,f,t,negative
415,f,f,negative
15,f,f,negative
665,f,f,negative
1,f,t,negative
304,f,t,negative
585,f,f,negative
25,t,f,negative
1165,f,f,negative
125,f,f,negative
125,f,f,negative
2,f,f,negative
85,f,t,negative
1,f,f,negative
175,t,t,negative
5,t,f,negative
2335,f,f,negative
5,f,f,negative
125,f,f,negative
75,f,f,negative
125,f,f,negative
1375,t,t,negative
165,f,f,negative
0,f,f,negative
1,t,t,negative
0,f,f,negative
0,f,t,negative
1,f,f,negative
175,f,t,negative
165,f,t,negative
585,f,f,negative
135,t,f,negative
21,t,t,negative
85,f,f,negative
0,f,t,negative
4,f,f,negative
5,f,f,negative
575,f,f,negative
5,f,f,negative
0,f,f,negative
1,f,f,negative
25,f,f,negative
585,t,t,negative
25,f,f,negative
85,f,f,negative
3,f,f,negative
125,f,t,negative
0,t,f,negative
165,f,f,negative
4,f,f,negative
375,t,t,negative
29,f,f,negative
25,f,f,negative
165,f,f,negative
15,t,f,negative
4,f,t,negative
0,t,f,negative
4,f,f,negative
10,t,f,negative
1625,f,f,negative
5,t,f,negative
5,t,t,negative
2,t,f,negative
35,f,f,negative
75,f,f,negative
125,f,f,negative
29,f,f,negative
325,f,f,negative
175,f,t,negative
5,f,f,negative
5,t,f,negative
5085,f,t,negative
15,f,f,negative
829,f,f,negative
0,f,t,negative
4,f,t,negative
415,f,t,negative
0,f,f,negative
2,f,t,negative
4,f,f,negative
65,f,t,negative
0,f,f,negative
25,f,t,negative
2085,f,f,negative
45,f,f,negative
1,f,f,negative
165,f,f,negative
1,t,f,negative
125,f,f,negative
75,f,f,negative
4,f,f,negative
585,t,f,negative
125,f,f,negative
3,f,f,negative
0,f,f,negative
85,t,f,negative
2,f,f,negative
0,f,t,negative
415,f,f,negative
85,f,f,negative
0,f,f,negative
15,f,f,negative
0,f,f,negative
2,f,t,negative
85,f,f,negative
125,f,f,negative
375,f,t,negative
335,f,f,negative
85,t,f,negative
375,f,f,negative
0,f,f,negative
125,f,f,negative
54,f,f,negative
1,f,f,negative
2,f,t,negative
5,t,f,negative
25,t,f,negative
15,t,f,negative
35,f,f,negative
85,f,f,negative
25,f,t,negative
21,f,f,negative
25,f,f,negative
165,f,t,negative
21,f,f,negative
5,f,f,negative
54,f,f,negative
125,f,f,negative
1085,f,f,negative
225,f,t,negative
125,f,f,negative
5,f,f,negative
5,f,f,negative
4,f,f,negative
665,f,f,negative
0,f,f,negative
15,f,f,negative
165,f,f,negative
1,f,t,negative
415,f,f,negative
85,f,f,negative
85,f,f,negative
79,f,f,negative
25,f,f,negative
2415,f,f,negative
25,f,f,negative
125,f,t,negative
125,f,t,negative
335,f,t,negative
125,f,f,negative
1,t,f,negative
1085,f,f,negative
