@relation crx

@attribute A3 numeric
@attribute A9 {t,f}
@attribute A10 {t,f}
@attribute Class {positive,negative}

@data
104,t,t,positive
925,t,t,positive
2,t,t,positive
8665,t,f,positive
205,t,t,positive
9,t,f,positive
1415,t,t,positive
9,t,f,positive
12,t,f,positive
10,t,f,positive
665,f,f,positive
1,t,t,positive
754,t,t,positive
205,t,f,positive
6625,t,f,positive
9415,t,t,positive
165,f,f,positive
4,t,f,positive
8,t,t,positive
55,t,f,positive
2415,t,t,positive
105,t,f,positive
95,t,t,positive
79,t,t,positive
11125,t,t,positive
65,t,t,positive
5,t,f,positive
15,t,f,positive
375,t,t,positive
3,t,f,positive
15,t,t,positive
25125,t,t,positive
85,t,t,positive
45,f,f,positive
6,t,t,positive
915,t,t,positive
479,t,t,positive
15,t,t,positive
165,f,f,positive
165,t,t,positive
1125,t,t,positive
58,t,t,positive
675,t,t,positive
7585,t,t,positive
65,t,t,positive
154,t,t,positive
96,t,f,positive
2,t,t,positive
15,t,t,positive
0,t,f,positive
5,t,f,positive
3165,t,t,positive
215,t,t,positive
275,t,t,positive
35,t,t,positive
25,t,t,positive
15,t,t,positive
115,t,t,positive
5,t,f,positive
85,t,t,positive
585,t,t,positive
5875,t,t,positive
10,t,t,positive
446,t,t,positive
135,t,t,positive
5,t,t,positive
1,t,f,positive
0,t,f,positive
375,t,t,positive
145,t,t,positive
4,t,t,positive
3,t,t,positive
15,t,f,positive
35,t,f,positive
25,t,t,positive
8585,t,t,positive
5,t,t,positive
204,t,f,positive
25,t,f,positive
5665,t,t,positive
4915,t,f,positive
145,t,t,positive
165,t,t,positive
1,t,f,positive
16165,t,t,positive
3,t,t,positive
1125,t,f,positive
5,t,t,positive
154,f,f,positive
29,t,t,positive
195,t,t,positive
75,t,t,positive
15,t,f,positive
1075,t,t,positive
1225,t,t,positive
6,t,f,positive
425,t,t,positive
4625,t,f,positive
75,t,t,positive
175,t,t,positive
1775,t,f,positive
404,t,t,positive
5,t,f,positive
125,t,t,positive
12,t,t,positive
13915,t,t,positive
2335,t,t,positive
11,t,t,positive
46,t,t,positive
1175,t,t,positive
375,t,t,positive
65,t,f,positive
8,t,t,positive
83,t,t,positive
1835,t,t,positive
11585,t,f,positive
25,t,f,positive
171,t,t,positive
4,t,f,positive
10335,t,t,positive
2,t,t,positive
195,t,t,positive
54,t,f,positive
104,t,t,positive
204,t,t,positive
45,t,t,positive
3,t,t,positive
1585,t,t,positive
28,t,t,positive
2,t,t,positive
404,t,t,positive
1479,t,t,positive
42,t,t,positive
1585,t,t,positive
5,t,t,positive
35,t,f,positive
11625,t,f,positive
3,t,t,positive
3,t,t,positive
10125,t,t,positive
15,t,t,positive
3,t,t,positive
5125,t,t,positive
1665,t,t,positive
65,t,t,positive
115,t,t,positive
4,t,f,positive
125,t,t,positive
625,t,f,negative
10,f,t,negative
725,f,t,negative
65,f,f,negative
271,f,f,negative
1665,f,f,negative
1275,t,f,negative
665,f,t,negative
275,f,f,negative
275,f,f,negative
221,t,f,negative
165,f,t,negative
5,f,f,negative
2335,f,f,negative
9,f,f,negative
5,t,f,negative
115,f,f,negative
954,f,f,negative
25,f,f,negative
104,t,t,negative
675,f,f,negative
4585,f,f,negative
45,f,f,negative
2165,f,f,negative
225,f,f,negative
0,f,f,negative
2,f,t,negative
95,f,t,negative
25,f,f,negative
1625,f,f,negative
1665,f,f,negative
1175,f,f,negative
125,f,f,negative
54,f,f,negative
175,t,f,negative
5,f,f,negative
354,f,f,negative
1125,t,t,negative
5415,f,f,negative
25,f,f,negative
0,f,t,negative
25,f,t,negative
26335,t,f,negative
13,f,f,negative
835,t,f,negative
46,f,f,negative
15,t,f,negative
585,t,f,negative
0,f,f,negative
835,f,f,negative
21,f,f,negative
2335,f,f,negative
3165,f,f,negative
2415,f,f,negative
1025,f,f,negative
204,f,f,negative
115,f,f,negative
25,f,f,negative
2,f,f,negative
125,f,f,negative
1625,f,f,negative
475,f,t,negative
55,f,f,negative
1085,f,f,negative
3,f,f,negative
975,t,f,negative
4165,f,f,negative
415,f,t,negative
19,t,t,negative
7,f,f,negative
75,f,f,negative
12,t,t,negative
275,f,t,negative
10125,f,f,negative
585,f,f,negative
2835,f,t,negative
19,f,t,negative
13665,f,f,negative
15,f,f,negative
25,f,f,negative
3,f,t,negative
6,f,f,negative
375,f,f,negative
4,t,f,negative
446,f,f,negative
1335,f,f,negative
25,f,f,negative
125,t,f,negative
9,f,f,negative
471,f,f,negative
1165,t,f,negative
15,t,f,negative
12835,f,f,negative
1165,t,t,negative
325,f,t,negative
4085,f,f,negative
7,f,f,negative
54,t,t,negative
10,t,f,negative
1335,f,f,negative
25,f,f,negative
3165,t,f,negative
42,f,f,negative
5835,f,f,negative
79,f,t,negative
125,f,f,negative
7,t,t,negative
1335,f,f,negative
7625,f,t,negative
3,f,f,negative
4,f,f,negative
11,t,f,negative
335,f,f,negative
75,t,t,negative
2085,f,f,negative
15,f,f,negative
9585,f,f,negative
204,f,f,negative
10415,t,f,negative
14585,f,f,negative
179,f,f,negative
125,f,f,negative
3,f,f,negative
54,f,t,negative
225,f,f,negative
58,f,t,negative
254,f,f,negative
10085,f,f,negative
15,t,f,negative
155,t,t,negative
3165,f,t,negative
125,f,t,negative
585,f,t,negative
1665,t,f,negative
10,f,f,negative
2,f,t,negative
3,t,f,negative
875,f,f,negative
12625,f,t,negative
5,t,f,negative
415,f,f,negative
1835,f,t,negative
25,f,f,negative
708,t,t,negative
585,f,f,negative
5,f,f,negative
65,t,f,negative
325,f,t,negative
0,f,t,negative
10915,f,t,negative
2085,t,f,negative
75,f,f,negative
125,f,t,negative
375,f,f,negative
15,t,f,negative
75,f,f,negative
11,t,f,negative
5,f,f,negative
11045,f,f,negative
105,f,f,negative
1,t,t,negative
7,f,f,negative
246,f,t,negative
254,f,f,negative
5,f,f,negative
225,t,f,negative
10,f,f,negative
7,f,f,negative
335,f,f,negative
46,t,t,negative
4,t,t,negative
15,f,f,negative
79,f,f,negative
25,f,f,negative
835,f,f,negative
175,f,f,negative
585,f,f,negative
83,f,t,negative
55,f,f,negative
705,f,t,negative
125,f,t,negative
415,f,t,negative
15,f,t,negative
125,f,t,negative
6,f,f,negative
75,f,t,negative
10,f,t,negative
10665,f,t,negative
665,f,f,negative
75,t,t,negative
4,f,f,negative
229,f,f,negative
165,t,f,negative
15,t,f,negative
13,f,f,negative
204,f,f,negative
25,f,t,negative
15,f,f,negative
2875,f,f,negative
5,t,f,negative
9,f,t,negative
625,t,f,negative
45,f,f,negative
125,f,f,negative
25,t,f,negative
5085,f,f,negative
5,f,f,negative
125,f,f,negative
205,f,f,negative
4085,f,f,negative
375,f,f,negative
25,f,f,negative
154,f,f,negative
25,f,f,negative
3625,f,f,negative
2,f,f,negative
1029,f,f,negative
6165,f,f,negative
35,t,t,negative
2521,t,t,negative
2415,f,t,negative
4415,f,f,negative
2,f,f,negative
75,f,t,negative
1146,f,f,negative
29,f,f,negative
1585,t,f,negative
125,f,f,negative
5085,f,f,negative
115,t,f,negative
335,f,f,negative
3125,f,t,negative
335,t,f,negative
25,f,f,negative
175,f,f,negative
225,t,f,negative
135,f,t,negative
125,f,f,negative
375,f,t,negative
75,f,f,negative
104,t,t,negative
5,f,f,negative
85,f,f,negative
1375,f,t,negative
175,t,f,negative
415,f,f,negative
1585,f,f,negative
54,f,t,negative
335,f,t,negative
3,f,t,negative
125,f,f,negative
125,f,f,negative
835,t,f,negative
165,f,f,negative
0,f,f,negative
0,f,f,negative
1085,f,f,negative
54,f,f,negative
12125,f,t,negative
0,f,f,negative
125,f,f,negative
7,f,f,negative
175,f,f,negative
65,f,f,negative
5,t,t,negative
71,f,t,negative
145,f,f,negative
13335,f,f,negative
29,f,t,negative
25,f,f,negative
85,t,t,negative
0,f,f,negative
1,f,f,negative
25,f,f,negative
45,t,f,negative
379,t,f,negative
35,f,f,negative
271,f,f,negative
329,f,f,negative
125,f,f,negative
5,f,t,negative
115,f,f,negative
2165,f,f,negative
1125,f,t,negative
571,f,f,negative
75,f,f,negative
3375,f,f,negative
125,f,f,negative
4125,f,f,negative
835,f,f,negative
75,t,f,negative
585,t,f,negative
12,f,f,negative
121,f,f,negative
1,f,f,negative
17,f,f,negative
18125,f,f,negative
29,f,f,negative
1,f,f,negative
104,f,f,negative
4,f,f,negative
129,f,f,negative
155,t,f,negative
14,f,t,negative
175,t,f,negative
425,f,f,negative
165,f,f,negative
11665,f,f,negative
585,f,f,negative
15,f,f,negative
11,t,f,negative
108,f,f,negative
25,f,f,negative
1375,t,f,negative
125,f,f,negative
275,f,f,negative
35,f,f,negative
3,f,f,negative
171,f,f,negative
154,f,f,negative
79,f,f,negative
529,t,t,negative
