@relation crx

@attribute A2 numeric
@attribute A6 {w,q,m,r,cc,k,c,d,x,i,e,aa,ff,j}
@attribute A9 {t,f}
@attribute A14 numeric
@attribute Class {positive,negative}

@data
2517,c,f,0,negative
2267,q,f,160,negative
2408,m,f,254,negative
4092,m,f,130,negative
3125,ff,f,176,negative
2525,ff,f,200,negative
19,ff,f,45,negative
23,aa,t,180,negative
3233,k,f,232,negative
7483,ff,f,0,negative
2767,q,f,220,negative
23,m,t,320,negative
215,c,t,140,negative
3775,q,t,300,negative
34,c,f,60,negative
5483,e,t,152,negative
16,w,f,0,negative
3467,m,f,28,negative
4717,w,f,465,negative
5708,i,t,252,negative
1825,w,f,120,negative
3733,i,f,260,negative
4958,ff,t,94,negative
3575,w,f,220,negative
2475,m,f,120,negative
1742,i,f,60,negative
3392,ff,t,320,negative
3942,m,f,400,negative
2858,i,t,171,negative
2533,c,t,360,negative
3025,k,f,100,negative
2983,c,f,216,negative
2342,c,f,280,negative
4483,c,f,160,negative
3525,x,t,680,negative
4733,c,f,0,negative
215,i,t,100,negative
4425,d,t,0,negative
2667,i,f,178,negative
3992,i,f,550,negative
2725,m,f,272,negative
4158,k,t,160,negative
2892,c,f,220,negative
1917,aa,t,160,negative
3125,ff,f,96,negative
6275,e,f,0,negative
2725,aa,t,200,negative
2225,aa,f,0,negative
2292,q,f,120,negative
2742,aa,f,720,negative
1933,c,f,200,negative
2717,ff,f,92,negative
4783,x,f,520,negative
2042,x,f,154,negative
3442,i,f,440,negative
1942,m,f,100,negative
4808,i,f,100,negative
1725,k,f,160,negative
2008,c,f,0,negative
3717,c,t,280,negative
2858,c,f,40,negative
2217,c,f,180,negative
19,c,f,112,negative
2558,k,f,340,negative
2167,k,t,180,negative
1842,aa,t,120,negative
1867,q,t,0,negative
4817,i,f,0,negative
2075,j,f,140,negative
2475,q,f,280,negative
2175,j,f,160,negative
1692,i,f,240,negative
2067,q,t,160,negative
3367,c,f,120,negative
625,c,t,112,negative
5858,c,f,320,negative
2758,q,f,369,negative
2925,d,f,228,negative
2967,c,f,240,negative
2958,m,f,460,negative
3142,c,t,120,negative
3667,i,f,221,negative
1942,cc,t,100,negative
4117,d,f,168,negative
1975,c,t,140,negative
3892,aa,f,0,negative
1817,c,f,320,negative
1758,w,f,120,negative
2767,w,f,180,negative
195,k,f,280,negative
2108,ff,f,0,negative
2117,c,f,280,negative
165,c,f,132,negative
4158,aa,f,240,negative
695,ff,f,0,negative
3367,w,f,120,negative
2433,i,f,200,negative
1967,k,t,140,negative
4517,c,t,140,negative
1708,i,f,140,negative
285,q,t,167,negative
2267,c,f,160,negative
2542,q,t,200,negative
2783,d,f,176,negative
2292,m,f,0,negative
3358,cc,f,180,negative
4283,m,f,352,negative
1917,i,f,80,negative
2192,c,f,360,negative
2008,q,f,200,negative
2983,k,f,224,negative
1883,c,f,200,negative
2683,k,f,100,negative
2858,aa,f,100,negative
225,k,f,200,negative
195,aa,f,80,negative
3158,aa,f,320,negative
1958,ff,f,350,negative
3233,c,f,280,negative
1858,d,f,80,negative
16,aa,f,320,negative
2858,q,t,440,negative
245,c,f,120,negative
2733,ff,f,340,negative
1692,k,f,200,negative
2067,c,t,140,negative
1625,m,t,200,negative
5075,ff,f,145,negative
3642,d,f,240,negative
34,i,f,480,negative
1792,c,f,80,negative
395,c,f,0,negative
1817,q,f,340,negative
3242,d,f,120,negative
225,i,f,144,negative
28,w,f,300,negative
3175,j,f,160,negative
1958,w,f,220,negative
4058,i,f,300,negative
2583,cc,f,0,negative
3825,k,f,160,negative
1917,i,f,360,negative
2758,m,f,280,negative
3058,m,f,80,negative
1792,ff,f,0,negative
2225,ff,f,280,negative
2358,q,f,200,negative
2083,c,f,0,negative
2875,k,t,280,negative
2375,c,f,128,negative
2983,x,f,128,negative
25,k,t,120,negative
2675,d,f,80,negative
2525,d,f,180,negative
4092,ff,t,130,negative
225,q,t,268,negative
2192,k,f,320,negative
4117,w,f,0,negative
5242,d,f,0,negative
2375,c,f,80,negative
31,c,f,300,negative
2175,c,f,180,negative
2567,aa,t,188,negative
33,w,f,280,negative
3017,c,f,170,negative
3617,i,f,210,negative
245,c,f,132,negative
2358,k,f,20,negative
3917,i,f,200,negative
2208,k,f,100,negative
2567,c,f,160,negative
3067,cc,f,340,negative
3958,ff,f,17,negative
2617,j,f,276,negative
3842,c,f,225,negative
5758,ff,f,0,negative
2958,k,f,280,negative
1767,c,f,80,negative
3833,c,f,160,negative
4875,ff,t,0,negative
3733,cc,f,0,negative
1708,q,f,160,negative
235,ff,f,160,negative
2183,k,f,356,negative
3108,w,f,160,negative
2483,w,f,360,negative
25,aa,t,120,negative
2458,w,t,260,negative
4275,i,t,0,negative
2375,w,f,240,negative
1858,ff,f,80,negative
3308,d,f,0,negative
5233,c,t,200,negative
2225,k,f,280,negative
3375,i,f,180,negative
2158,cc,f,160,negative
6917,ff,f,70,negative
2075,i,f,200,negative
2142,r,f,132,negative
2783,w,f,100,negative
165,q,f,108,negative
1808,m,f,140,negative
3325,c,f,0,negative
2775,k,f,140,negative
23,m,f,320,negative
2492,ff,t,80,negative
2358,c,f,136,negative
2392,cc,f,240,negative
2542,w,f,272,negative
4325,q,t,760,negative
1825,d,f,280,negative
3275,d,f,292,negative
1833,e,f,100,negative
3483,w,f,200,negative
2358,i,f,220,negative
2867,d,f,0,negative
2783,i,t,75,negative
35,c,f,0,negative
2267,i,f,144,negative
2117,c,f,0,negative
1792,aa,f,280,negative
3408,aa,t,443,negative
3633,w,t,200,negative
6333,c,t,180,negative
2875,c,t,0,negative
3983,m,t,288,negative
2567,c,f,416,negative
2325,c,f,0,negative
3008,i,t,132,negative
3858,cc,t,980,negative
1517,e,f,600,negative
1767,j,f,86,negative
5333,ff,f,62,negative
2208,k,f,180,negative
2358,w,t,208,negative
1708,c,f,140,negative
3558,k,f,231,negative
3358,i,f,420,negative
1633,aa,f,80,negative
5683,ff,f,0,negative
3183,aa,t,523,negative
365,q,f,454,negative
295,x,f,280,negative
1583,q,f,0,negative
2358,ff,f,120,negative
3075,d,f,0,negative
1633,aa,f,200,negative
2083,e,f,260,negative
2117,c,f,280,negative
3475,cc,f,348,negative
195,q,f,380,negative
4917,ff,f,200,negative
2217,ff,f,100,negative
20,c,f,0,negative
1733,aa,f,0,negative
225,m,f,0,negative
2633,e,f,140,negative
2442,e,f,320,negative
2942,w,f,200,negative
3408,c,f,460,negative
20,d,f,144,negative
3225,ff,f,160,negative
2692,i,f,640,negative
4317,i,t,560,negative
2458,aa,t,400,negative
5575,k,t,100,negative
5183,ff,f,120,negative
525,aa,f,0,negative
3892,k,f,300,negative
32,d,f,272,negative
2275,i,f,0,negative
49,j,t,100,negative
235,k,f,280,negative
