@relation crx

@attribute A8 numeric
@attribute A9 {t,f}
@attribute A11 numeric
@attribute Class {positive,negative}

@data
29,f,1,negative
54,f,0,negative
1585,t,0,negative
1585,f,1,negative
125,f,0,negative
29,f,0,negative
0,f,1,negative
0,t,20,negative
455,t,0,negative
125,t,0,negative
225,f,0,negative
25,t,0,negative
0,f,0,negative
5,t,3,negative
75,f,0,negative
0,f,0,negative
29,f,1,negative
1,f,0,negative
0,f,0,negative
3,f,0,negative
45,t,0,negative
75,f,0,negative
25,f,1,negative
4,f,0,negative
165,f,0,negative
165,f,0,negative
25,f,0,negative
0,f,0,negative
0,f,1,negative
3,f,0,negative
115,t,7,negative
85,f,0,negative
15,f,0,negative
2415,t,0,negative
946,t,0,negative
165,f,6,negative
0,f,6,negative
675,t,3,negative
29,f,0,negative
835,t,0,negative
3085,f,0,negative
10,f,0,negative
0,f,0,negative
25,f,0,negative
4,t,0,negative
125,f,0,negative
1,f,0,negative
15,f,0,negative
25,f,2,negative
25,f,1,negative
4,t,0,negative
1665,f,0,negative
85,f,0,negative
0,f,0,negative
165,f,0,negative
4,f,0,negative
15,f,0,negative
25,f,0,negative
85,f,0,negative
75,t,0,negative
4,f,0,negative
0,f,0,negative
1,f,0,negative
0,f,0,negative
0,f,1,negative
4,f,0,negative
0,f,0,negative
0,f,0,negative
415,f,1,negative
75,t,0,negative
25,f,0,negative
125,f,0,negative
0,t,0,negative
165,f,0,negative
1,f,1,negative
15,f,0,negative
85,f,4,negative
15,f,0,negative
25,f,0,negative
585,f,2,negative
665,f,0,negative
875,t,0,negative
175,f,0,negative
5,f,0,negative
279,f,1,negative
4,f,1,negative
0,f,0,negative
1165,t,0,negative
85,f,0,negative
25,f,0,negative
13875,f,1,negative
29,f,0,negative
0,f,0,negative
0,f,3,negative
85,f,1,negative
4,f,0,negative
3,f,0,negative
7,f,0,negative
375,t,0,negative
575,t,2,negative
0,f,5,negative
2,f,0,negative
55,f,0,negative
375,t,1,negative
25,f,0,negative
25,t,0,negative
0,f,0,negative
5,f,0,negative
175,t,0,negative
335,f,0,negative
5,f,0,negative
85,f,0,negative
2625,t,6,negative
0,t,0,negative
2,t,0,negative
4,f,3,negative
3335,f,2,negative
125,f,0,negative
125,f,0,negative
25,f,0,negative
5,t,0,negative
125,t,0,negative
125,f,0,negative
35,f,0,negative
1,f,0,negative
5,f,0,negative
175,f,2,negative
15,f,0,negative
1075,t,0,negative
0,f,0,negative
1,t,0,negative
4,f,0,negative
21,t,0,negative
29,f,0,negative
125,f,0,negative
1,t,3,negative
129,t,2,negative
225,t,2,negative
25,t,1,negative
5,f,0,negative
125,f,0,negative
5,f,0,negative
4,f,0,negative
3,t,0,negative
165,f,1,negative
165,f,1,negative
125,f,1,negative
125,f,0,negative
85,f,0,negative
25,f,0,negative
0,f,0,negative
15,f,0,negative
5,f,0,negative
229,f,1,negative
415,f,0,negative
15,f,0,negative
665,f,0,negative
1,f,1,negative
304,f,2,negative
585,f,0,negative
25,t,0,negative
1165,f,0,negative
125,f,0,negative
125,f,0,negative
2,f,0,negative
85,f,12,negative
1,f,0,negative
175,t,10,negative
5,t,0,negative
2335,f,0,negative
5,f,0,negative
125,f,0,negative
75,f,0,negative
125,f,0,negative
1375,t,3,negative
165,f,0,negative
0,f,0,negative
1,t,2,negative
0,f,0,negative
0,f,2,negative
1,f,0,negative
175,f,10,negative
165,f,1,negative
585,f,0,negative
135,t,0,negative
21,t,1,negative
85,f,0,negative
0,f,10,negative
4,f,0,negative
5,f,0,negative
575,f,0,negative
5,f,0,negative
0,f,0,negative
1,f,0,negative
25,f,0,negative
585,t,3,negative
25,f,0,negative
85,f,0,negative
3,f,0,negative
125,f,2,negative
0,t,0,negative
165,f,0,negative
4,f,0,negative
375,t,2,negative
29,f,0,negative
25,f,0,negative
165,f,0,negative
15,t,0,negative
4,f,2,negative
0,t,0,negative
4,f,0,negative
10,t,0,negative
1625,f,0,negative
5,t,0,negative
5,t,10,negative
2,t,0,negative
35,f,0,negative
75,f,0,negative
125,f,0,negative
29,f,0,negative
325,f,0,negative
175,f,1,negative
5,f,0,negative
5,t,0,negative
5085,f,2,negative
15,f,0,negative
829,f,0,negative
0,f,1,negative
4,f,1,negative
415,f,1,negative
0,f,0,negative
2,f,1,negative
4,f,0,negative
65,f,1,negative
0,f,0,negative
25,f,1,negative
2085,f,0,negative
45,f,0,negative
1,f,0,negative
165,f,0,negative
1,t,0,negative
125,f,0,negative
75,f,0,negative
4,f,0,negative
585,t,0,negative
125,f,0,negative
3,f,0,negative
0,f,0,negative
85,t,0,negative
2,f,0,negative
0,f,4,negative
415,f,0,negative
85,f,0,negative
0,f,0,negative
15,f,0,negative
0,f,0,negative
2,f,1,negative
85,f,0,negative
125,f,0,negative
375,f,2,negative
335,f,0,negative
85,t,0,negative
375,f,0,negative
0,f,0,negative
125,f,0,negative
54,f,0,negative
1,f,0,negative
2,f,2,negative
5,t,0,negative
25,t,0,negative
15,t,0,negative
35,f,0,negative
85,f,0,negative
25,f,2,negative
21,f,0,negative
25,f,0,negative
165,f,2,negative
21,f,0,negative
5,f,0,negative
54,f,0,negative
125,f,0,negative
1085,f,0,negative
225,f,1,negative
125,f,0,negative
5,f,0,negative
5,f,0,negative
4,f,0,negative
665,f,0,negative
0,f,0,negative
15,f,0,negative
165,f,0,negative
1,f,11,negative
415,f,0,negative
85,f,0,negative
85,f,0,negative
79,f,0,negative
25,f,0,negative
2415,f,0,negative
25,f,0,negative
125,f,2,negative
125,f,1,negative
335,f,4,negative
125,f,0,negative
1,t,0,negative
1085,f,0,negative
