@relation german
@attribute StatusAccount {A11, A12, A14, A13}
@attribute DurationMonth integer [4,  72]
@attribute CreditHistory {A34, A32, A33, A30, A31}
@attribute Purpose {A43, A46, A42, A40, A41, A49, A44, A45, A410, A48}
@attribute CreditAmount integer [250,  18424]
@attribute SavingsAccount {A65, A61, A63, A64, A62}
@attribute EmploymentSince {A75, A73, A74, A71, A72}
@attribute InstallmentRate integer [1,  4]
@attribute StatusAndSex {A93, A92, A91, A94}
@attribute Guarantors {A101, A103, A102}
@attribute ResidenceSince integer [1,  4]
@attribute Property {A121, A122, A124, A123}
@attribute Age integer [19,  75]
@attribute InstallmentPlans {A143, A141, A142}
@attribute Housing {A152, A153, A151}
@attribute NCredits integer [1,  4]
@attribute Job {A173, A172, A174, A171}
@attribute NPeopleMain integer [1,  2]
@attribute Telephone {A192, A191}
@attribute ForeignWorker {A201, A202}
@attribute Customer {1,2}
@data
A14, 15, A34, A41, 3368, A64, A75, 3, A93, A101, 4, A124, 23, A143, A151, 2, A173, 1, A192, A201, 1
A13, 18, A31, A43, 1445, A65, A74, 4, A93, A101, 4, A123, 49, A141, A152, 1, A172, 1, A191, A201, 1
A12, 48, A32, A410, 5381, A65, A71, 3, A93, A101, 4, A124, 40, A141, A153, 1, A171, 1, A192, A201, 1
A11, 36, A31, A42, 2746, A61, A75, 4, A93, A101, 4, A123, 31, A141, A152, 1, A173, 1, A191, A201, 2
A11, 24, A32, A41, 2910, A61, A74, 2, A93, A101, 1, A124, 34, A143, A153, 1, A174, 1, A192, A201, 1
A12, 24, A34, A46, 5743, A61, A72, 2, A92, A101, 4, A124, 24, A143, A153, 2, A173, 1, A192, A201, 1
A12, 18, A32, A43, 3213, A63, A72, 1, A94, A101, 3, A121, 25, A143, A151, 1, A173, 1, A191, A201, 1
A12, 18, A32, A49, 4439, A61, A75, 1, A93, A102, 1, A121, 33, A141, A152, 1, A174, 1, A192, A201, 1
A12, 9, A34, A46, 1136, A64, A75, 4, A93, A101, 3, A124, 32, A143, A153, 2, A173, 2, A191, A201, 2
A14, 36, A33, A43, 4463, A61, A73, 4, A93, A101, 2, A123, 26, A143, A152, 2, A174, 1, A192, A201, 2
A11, 30, A32, A42, 2406, A61, A74, 4, A92, A101, 4, A121, 23, A143, A151, 1, A173, 1, A191, A201, 2
A14, 18, A34, A41, 3850, A61, A74, 3, A93, A101, 1, A123, 27, A143, A152, 2, A173, 1, A191, A201, 1
A14, 18, A34, A43, 6070, A61, A75, 3, A93, A101, 4, A123, 33, A143, A152, 2, A173, 1, A192, A201, 1
A14, 18, A32, A43, 1126, A65, A72, 4, A92, A101, 2, A121, 21, A143, A151, 1, A173, 1, A192, A201, 1
A12, 24, A32, A43, 1967, A61, A75, 4, A92, A101, 4, A123, 20, A143, A152, 1, A173, 1, A192, A201, 1
A12, 18, A32, A40, 1042, A65, A73, 4, A92, A101, 2, A122, 33, A143, A152, 1, A173, 1, A191, A201, 2
A12, 12, A32, A42, 2762, A65, A75, 1, A92, A101, 2, A122, 25, A141, A152, 1, A173, 1, A192, A201, 2
A12, 24, A32, A410, 11328, A61, A73, 2, A93, A102, 3, A123, 29, A141, A152, 2, A174, 1, A192, A201, 2
A12, 12, A32, A43, 1484, A65, A73, 2, A94, A101, 1, A121, 25, A143, A152, 1, A173, 1, A192, A201, 2
A14, 6, A32, A45, 660, A63, A74, 2, A94, A101, 4, A121, 23, A143, A151, 1, A172, 1, A191, A201, 1
A14, 12, A32, A40, 1884, A61, A75, 4, A93, A101, 4, A123, 39, A143, A152, 1, A174, 1, A192, A201, 1
A14, 12, A32, A46, 719, A61, A75, 4, A93, A101, 4, A123, 41, A141, A152, 1, A172, 2, A191, A201, 2
A14, 6, A32, A43, 518, A61, A73, 3, A92, A101, 1, A121, 29, A143, A152, 1, A173, 1, A191, A201, 1
A12, 18, A34, A43, 1245, A61, A73, 4, A94, A101, 2, A123, 33, A143, A152, 1, A173, 1, A191, A201, 2
A12, 12, A32, A49, 1037, A62, A74, 3, A93, A101, 4, A121, 39, A143, A152, 1, A172, 1, A191, A201, 1
A14, 6, A34, A43, 1237, A62, A73, 1, A92, A101, 1, A122, 27, A143, A152, 2, A173, 1, A191, A201, 1
A12, 6, A32, A43, 368, A65, A75, 4, A93, A101, 4, A122, 38, A143, A152, 1, A173, 1, A191, A201, 1
A11, 12, A34, A40, 2122, A61, A73, 3, A93, A101, 2, A121, 39, A143, A151, 2, A172, 2, A191, A202, 1
A12, 36, A32, A42, 9034, A62, A72, 4, A93, A102, 1, A124, 29, A143, A151, 1, A174, 1, A192, A201, 2
A11, 24, A32, A40, 3123, A61, A72, 4, A92, A101, 1, A122, 27, A143, A152, 1, A173, 1, A191, A201, 2
A12, 24, A34, A43, 1216, A62, A72, 4, A93, A101, 4, A124, 38, A141, A152, 2, A173, 2, A191, A201, 2
A14, 24, A32, A43, 1413, A61, A73, 4, A94, A101, 2, A122, 28, A143, A152, 1, A173, 1, A191, A201, 1
A14, 36, A34, A42, 7127, A61, A72, 2, A92, A101, 4, A122, 23, A143, A151, 2, A173, 1, A192, A201, 2
A11, 6, A32, A40, 1203, A62, A75, 3, A93, A101, 2, A122, 43, A143, A152, 1, A173, 1, A192, A201, 1
A11, 18, A32, A43, 3190, A61, A73, 2, A92, A101, 2, A121, 24, A143, A152, 1, A173, 1, A191, A201, 2
A11, 36, A32, A43, 2302, A61, A73, 4, A91, A101, 4, A123, 31, A143, A151, 1, A173, 1, A191, A201, 2
A11, 6, A32, A40, 662, A61, A72, 3, A93, A101, 4, A121, 41, A143, A152, 1, A172, 2, A192, A201, 1
A12, 12, A32, A43, 1534, A61, A72, 1, A94, A101, 1, A121, 23, A143, A151, 1, A173, 1, A191, A201, 2
A14, 12, A34, A40, 1255, A61, A75, 4, A93, A101, 4, A121, 61, A143, A152, 2, A172, 1, A191, A201, 1
A11, 48, A32, A43, 6999, A61, A74, 1, A94, A103, 1, A121, 34, A143, A152, 2, A173, 1, A192, A201, 2
A12, 18, A34, A42, 1928, A61, A72, 2, A93, A101, 2, A121, 31, A143, A152, 2, A172, 1, A191, A201, 2
A14, 24, A34, A43, 2578, A64, A75, 2, A93, A101, 2, A123, 34, A143, A152, 1, A173, 1, A191, A201, 1
A11, 24, A32, A42, 3234, A61, A72, 4, A92, A101, 4, A121, 23, A143, A151, 1, A172, 1, A192, A201, 2
A12, 9, A32, A43, 1082, A61, A75, 4, A93, A101, 4, A123, 27, A143, A152, 2, A172, 1, A191, A201, 1
A11, 18, A32, A44, 1217, A61, A73, 4, A94, A101, 3, A121, 47, A143, A152, 1, A172, 1, A192, A201, 2
A11, 24, A31, A410, 1358, A65, A75, 4, A93, A101, 3, A123, 40, A142, A152, 1, A174, 1, A192, A201, 2
A11, 12, A32, A44, 741, A62, A71, 4, A92, A101, 3, A122, 22, A143, A152, 1, A173, 1, A191, A201, 2
A11, 21, A32, A43, 3357, A64, A72, 4, A92, A101, 2, A123, 29, A141, A152, 1, A173, 1, A191, A201, 1
A12, 48, A30, A49, 12204, A65, A73, 2, A93, A101, 2, A123, 48, A141, A152, 1, A174, 1, A192, A201, 1
A11, 18, A32, A46, 750, A61, A71, 4, A92, A101, 1, A121, 27, A143, A152, 1, A171, 1, A191, A201, 2
A14, 12, A32, A40, 1386, A63, A73, 2, A92, A101, 2, A122, 26, A143, A152, 1, A173, 1, A191, A201, 2
A11, 14, A32, A40, 3973, A61, A71, 1, A93, A101, 4, A124, 22, A143, A153, 1, A173, 1, A191, A201, 1
A14, 24, A34, A43, 5103, A61, A72, 3, A94, A101, 3, A124, 47, A143, A153, 3, A173, 1, A192, A201, 1
A12, 36, A33, A49, 9857, A62, A74, 1, A93, A101, 3, A122, 31, A143, A152, 2, A172, 2, A192, A201, 1
A11, 6, A34, A40, 4716, A65, A72, 1, A93, A101, 3, A121, 44, A143, A152, 2, A172, 2, A191, A201, 1
A12, 9, A32, A43, 790, A63, A73, 4, A92, A101, 3, A121, 66, A143, A152, 1, A172, 1, A191, A201, 1
A14, 4, A34, A40, 3380, A61, A74, 1, A92, A101, 1, A121, 37, A143, A152, 1, A173, 2, A191, A201, 1
A11, 15, A32, A40, 2511, A61, A71, 1, A92, A101, 4, A123, 23, A143, A151, 1, A173, 1, A191, A201, 1
A14, 21, A34, A41, 3275, A61, A75, 1, A93, A101, 4, A123, 36, A143, A152, 1, A174, 1, A192, A201, 1
A13, 24, A32, A42, 2892, A61, A75, 3, A91, A101, 4, A124, 51, A143, A153, 1, A173, 1, A191, A201, 1
A12, 6, A32, A43, 484, A61, A74, 3, A94, A103, 3, A121, 28, A141, A152, 1, A172, 1, A191, A201, 1
A12, 48, A33, A49, 6681, A65, A73, 4, A93, A101, 4, A124, 38, A143, A153, 1, A173, 2, A192, A201, 1
A14, 4, A32, A42, 601, A61, A72, 1, A92, A101, 3, A121, 23, A143, A151, 1, A172, 2, A191, A201, 1
A14, 24, A32, A40, 1249, A61, A72, 4, A94, A101, 2, A121, 28, A143, A152, 1, A173, 1, A191, A201, 1
A14, 36, A33, A42, 7678, A63, A74, 2, A92, A101, 4, A123, 40, A143, A152, 2, A173, 1, A192, A201, 1
A13, 6, A34, A40, 1343, A61, A75, 1, A93, A101, 4, A121, 46, A143, A152, 2, A173, 2, A191, A202, 1
A11, 24, A34, A49, 1382, A62, A74, 4, A93, A101, 1, A121, 26, A143, A152, 2, A173, 1, A192, A201, 1
A14, 15, A32, A43, 1386, A65, A73, 4, A94, A101, 2, A121, 40, A143, A151, 1, A173, 1, A192, A201, 1
A12, 24, A34, A43, 1743, A61, A75, 4, A93, A101, 2, A122, 48, A143, A152, 2, A172, 1, A191, A201, 1
A14, 12, A32, A42, 1736, A61, A74, 3, A92, A101, 4, A121, 31, A143, A152, 1, A172, 1, A191, A201, 1
