@relation german
@attribute StatusAccount {A11, A12, A14, A13}
@attribute DurationMonth integer [4,  72]
@attribute CreditHistory {A34, A32, A33, A30, A31}
@attribute Purpose {A43, A46, A42, A40, A41, A49, A44, A45, A410, A48}
@attribute CreditAmount integer [250,  18424]
@attribute SavingsAccount {A65, A61, A63, A64, A62}
@attribute EmploymentSince {A75, A73, A74, A71, A72}
@attribute InstallmentRate integer [1,  4]
@attribute StatusAndSex {A93, A92, A91, A94}
@attribute Guarantors {A101, A103, A102}
@attribute ResidenceSince integer [1,  4]
@attribute Property {A121, A122, A124, A123}
@attribute Age integer [19,  75]
@attribute InstallmentPlans {A143, A141, A142}
@attribute Housing {A152, A153, A151}
@attribute NCredits integer [1,  4]
@attribute Job {A173, A172, A174, A171}
@attribute NPeopleMain integer [1,  2]
@attribute Telephone {A192, A191}
@attribute ForeignWorker {A201, A202}
@attribute Customer {1,2}
@data
A14, 10, A32, A40, 1364, A61, A73, 2, A92, A101, 4, A123, 64, A143, A152, 1, A173, 1, A192, A201, 1
A14, 12, A32, A43, 707, A61, A73, 4, A93, A101, 2, A121, 30, A141, A152, 2, A173, 1, A191, A201, 1
A14, 6, A30, A40, 1204, A62, A73, 4, A93, A101, 1, A124, 35, A141, A151, 1, A173, 1, A191, A202, 1
A12, 30, A32, A40, 2150, A61, A73, 4, A92, A103, 2, A124, 24, A141, A152, 1, A173, 1, A191, A201, 2
A14, 15, A32, A41, 3812, A62, A72, 1, A92, A101, 4, A123, 23, A143, A152, 1, A173, 1, A192, A201, 1
A14, 12, A34, A46, 2748, A61, A75, 2, A92, A101, 4, A124, 57, A141, A153, 3, A172, 1, A191, A201, 1
A12, 15, A32, A43, 802, A61, A75, 4, A93, A101, 3, A123, 37, A143, A152, 1, A173, 2, A191, A201, 2
A14, 12, A32, A49, 1076, A61, A73, 2, A94, A101, 2, A121, 26, A143, A152, 1, A173, 1, A192, A202, 1
A14, 48, A34, A49, 7629, A65, A75, 4, A91, A101, 2, A123, 46, A141, A152, 2, A174, 2, A191, A201, 1
A14, 10, A32, A40, 1287, A65, A75, 4, A93, A102, 2, A122, 45, A143, A152, 1, A172, 1, A191, A202, 1
A13, 24, A34, A40, 1344, A65, A74, 4, A93, A101, 2, A121, 37, A141, A152, 2, A172, 2, A191, A201, 2
A11, 12, A32, A43, 727, A62, A72, 4, A94, A101, 3, A124, 33, A143, A152, 1, A172, 1, A192, A201, 2
A11, 15, A32, A44, 1275, A65, A73, 4, A92, A101, 2, A123, 24, A143, A151, 1, A173, 1, A191, A201, 2
A13, 10, A32, A40, 3949, A61, A72, 1, A93, A103, 1, A122, 37, A143, A152, 1, A172, 2, A191, A201, 1
A12, 24, A32, A43, 3758, A63, A71, 1, A92, A101, 4, A124, 23, A143, A151, 1, A171, 1, A191, A201, 1
A14, 6, A32, A42, 1766, A61, A73, 1, A94, A101, 2, A122, 21, A143, A151, 1, A173, 1, A191, A201, 1
A11, 20, A32, A42, 2212, A65, A74, 4, A93, A101, 4, A123, 39, A143, A152, 1, A173, 1, A192, A201, 1
A12, 18, A32, A41, 12976, A61, A71, 3, A92, A101, 4, A124, 38, A143, A153, 1, A174, 1, A192, A201, 2
A14, 30, A33, A49, 4272, A62, A73, 2, A93, A101, 2, A122, 26, A143, A152, 2, A172, 1, A191, A201, 1
A14, 24, A34, A43, 1516, A64, A73, 4, A92, A101, 1, A121, 43, A143, A152, 2, A172, 1, A191, A201, 1
A11, 36, A32, A40, 1842, A61, A72, 4, A92, A101, 4, A123, 34, A143, A152, 1, A173, 1, A192, A201, 2
A11, 24, A32, A40, 4817, A61, A74, 2, A93, A102, 3, A122, 31, A143, A152, 1, A173, 1, A192, A201, 2
A12, 12, A32, A48, 754, A65, A75, 4, A93, A101, 4, A122, 38, A143, A152, 2, A173, 1, A191, A201, 1
A14, 48, A33, A43, 7238, A65, A75, 3, A93, A101, 3, A123, 32, A141, A152, 2, A173, 2, A191, A201, 1
A13, 24, A32, A43, 5152, A61, A74, 4, A93, A101, 2, A123, 25, A141, A152, 1, A173, 1, A191, A201, 1
A12, 27, A30, A49, 8318, A61, A75, 2, A92, A101, 4, A124, 42, A143, A153, 2, A174, 1, A192, A201, 2
A11, 24, A32, A42, 2996, A65, A73, 2, A94, A101, 4, A123, 20, A143, A152, 1, A173, 1, A191, A201, 2
A13, 6, A34, A40, 1323, A62, A75, 2, A91, A101, 4, A123, 28, A143, A152, 2, A173, 2, A192, A201, 1
A13, 9, A32, A43, 1126, A62, A75, 2, A91, A101, 4, A121, 49, A143, A152, 1, A173, 1, A191, A201, 1
A14, 15, A34, A46, 1532, A62, A73, 4, A92, A101, 3, A123, 31, A143, A152, 1, A173, 1, A191, A201, 1
A14, 24, A32, A43, 3105, A65, A72, 4, A93, A101, 2, A123, 25, A143, A152, 2, A173, 1, A191, A201, 1
A12, 18, A34, A42, 3612, A61, A75, 3, A92, A101, 4, A122, 37, A143, A152, 1, A173, 1, A192, A201, 1
A14, 24, A32, A43, 1552, A61, A74, 3, A93, A101, 1, A123, 32, A141, A152, 1, A173, 2, A191, A201, 1
A12, 24, A33, A49, 4712, A65, A73, 4, A93, A101, 2, A122, 37, A141, A152, 2, A174, 1, A192, A201, 1
A12, 12, A34, A40, 3124, A61, A72, 1, A93, A101, 3, A121, 49, A141, A152, 2, A172, 2, A191, A201, 1
A11, 12, A34, A43, 385, A61, A74, 4, A92, A101, 3, A121, 58, A143, A152, 4, A172, 1, A192, A201, 1
A12, 6, A31, A40, 931, A62, A72, 1, A92, A101, 1, A122, 32, A142, A152, 1, A172, 1, A191, A201, 2
A12, 21, A34, A49, 3652, A61, A74, 2, A93, A101, 3, A122, 27, A143, A152, 2, A173, 1, A191, A201, 1
A14, 18, A34, A40, 1530, A61, A73, 3, A93, A101, 2, A122, 32, A141, A152, 2, A173, 1, A191, A201, 2
A12, 24, A32, A40, 1355, A61, A72, 3, A92, A101, 4, A123, 25, A143, A152, 1, A172, 1, A192, A201, 2
A11, 42, A33, A43, 4370, A61, A74, 3, A93, A101, 2, A122, 26, A141, A152, 2, A173, 2, A192, A201, 2
A14, 21, A33, A49, 2580, A63, A72, 4, A93, A101, 2, A121, 41, A141, A152, 1, A172, 2, A191, A201, 2
A14, 24, A32, A43, 2284, A61, A74, 4, A93, A101, 2, A123, 28, A143, A152, 1, A173, 1, A192, A201, 1
A14, 18, A34, A43, 1800, A61, A73, 4, A93, A101, 2, A123, 24, A143, A152, 2, A173, 1, A191, A201, 1
A14, 21, A32, A41, 2476, A65, A75, 4, A93, A101, 4, A121, 46, A143, A152, 1, A174, 1, A192, A201, 1
A14, 30, A34, A43, 3077, A65, A75, 3, A93, A101, 2, A123, 40, A143, A152, 2, A173, 2, A192, A201, 1
A14, 27, A32, A40, 2570, A61, A73, 3, A92, A101, 3, A121, 21, A143, A151, 1, A173, 1, A191, A201, 2
A12, 48, A31, A49, 6416, A61, A75, 4, A92, A101, 3, A124, 59, A143, A151, 1, A173, 1, A191, A201, 2
A11, 18, A32, A40, 4380, A62, A73, 3, A93, A101, 4, A123, 35, A143, A152, 1, A172, 2, A192, A201, 1
A11, 6, A32, A42, 428, A61, A75, 2, A92, A101, 1, A122, 49, A141, A152, 1, A173, 1, A192, A201, 1
A11, 24, A32, A40, 1285, A65, A74, 4, A92, A101, 4, A124, 32, A143, A151, 1, A173, 1, A191, A201, 2
A11, 12, A32, A43, 2214, A61, A73, 4, A93, A101, 3, A122, 24, A143, A152, 1, A172, 1, A191, A201, 1
A14, 24, A32, A42, 3062, A63, A75, 4, A93, A101, 3, A124, 32, A143, A151, 1, A173, 1, A192, A201, 1
A12, 12, A32, A40, 7472, A65, A71, 1, A92, A101, 2, A121, 24, A143, A151, 1, A171, 1, A191, A201, 1
A11, 36, A32, A40, 9271, A61, A74, 2, A93, A101, 1, A123, 24, A143, A152, 1, A173, 1, A192, A201, 2
A12, 42, A31, A41, 9283, A61, A71, 1, A93, A101, 2, A124, 55, A141, A153, 1, A174, 1, A192, A201, 1
A12, 15, A30, A40, 1778, A61, A72, 2, A92, A101, 1, A121, 26, A143, A151, 2, A171, 1, A191, A201, 2
A11, 48, A32, A44, 3051, A61, A73, 3, A93, A101, 4, A123, 54, A143, A152, 1, A173, 1, A191, A201, 2
A11, 36, A32, A410, 15857, A61, A71, 2, A91, A102, 3, A123, 43, A143, A152, 1, A174, 1, A191, A201, 1
A11, 21, A34, A40, 1602, A61, A75, 4, A94, A101, 3, A123, 30, A143, A152, 2, A173, 1, A192, A201, 1
A11, 36, A32, A41, 8335, A65, A75, 3, A93, A101, 4, A124, 47, A143, A153, 1, A173, 1, A191, A201, 2
A14, 24, A33, A49, 2375, A63, A73, 4, A93, A101, 2, A123, 44, A143, A152, 2, A173, 2, A192, A201, 1
A14, 18, A32, A45, 1943, A61, A72, 4, A92, A101, 4, A121, 23, A143, A152, 1, A173, 1, A191, A201, 2
A11, 12, A32, A43, 709, A61, A75, 4, A93, A101, 4, A121, 57, A142, A152, 1, A172, 1, A191, A201, 2
A14, 10, A32, A42, 2210, A61, A73, 2, A93, A101, 2, A121, 25, A141, A151, 1, A172, 1, A191, A201, 2
A11, 12, A31, A40, 697, A61, A72, 4, A93, A101, 2, A123, 46, A141, A152, 2, A173, 1, A192, A201, 2
A11, 48, A32, A41, 10297, A61, A74, 4, A93, A101, 4, A124, 39, A142, A153, 3, A173, 2, A192, A201, 2
A12, 6, A32, A45, 454, A61, A72, 3, A94, A101, 1, A122, 22, A143, A152, 1, A172, 1, A191, A201, 1
A12, 30, A32, A43, 1715, A65, A73, 4, A92, A101, 1, A123, 26, A143, A152, 1, A173, 1, A191, A201, 1
A14, 15, A32, A43, 3568, A61, A75, 4, A92, A101, 2, A123, 54, A141, A151, 1, A174, 1, A192, A201, 1
A11, 11, A34, A40, 3939, A61, A73, 1, A93, A101, 2, A121, 40, A143, A152, 2, A172, 2, A191, A201, 1
A12, 15, A32, A45, 1514, A62, A73, 4, A93, A103, 2, A121, 22, A143, A152, 1, A173, 1, A191, A201, 1
A13, 24, A32, A43, 1258, A63, A73, 3, A92, A101, 3, A123, 57, A143, A152, 1, A172, 1, A191, A201, 1
A12, 18, A33, A49, 2427, A65, A75, 4, A93, A101, 2, A122, 42, A143, A152, 2, A173, 1, A191, A201, 1
A14, 24, A34, A42, 2028, A61, A74, 2, A93, A101, 2, A122, 30, A143, A152, 2, A172, 1, A191, A201, 1
A13, 42, A30, A49, 6289, A61, A72, 2, A91, A101, 1, A122, 33, A143, A152, 2, A173, 1, A191, A201, 1
A14, 12, A34, A46, 3565, A65, A72, 2, A93, A101, 1, A122, 37, A143, A152, 2, A172, 2, A191, A201, 1
A14, 15, A31, A43, 1569, A62, A75, 4, A93, A101, 4, A123, 34, A141, A152, 1, A172, 2, A191, A201, 1
A11, 36, A32, A42, 3959, A61, A71, 4, A93, A101, 3, A122, 30, A143, A152, 1, A174, 1, A192, A201, 1
A11, 30, A32, A41, 3857, A61, A73, 4, A91, A101, 4, A122, 40, A143, A152, 1, A174, 1, A192, A201, 1
