@relation german
@attribute StatusAccount {A11, A12, A14, A13}
@attribute DurationMonth integer [4,  72]
@attribute CreditHistory {A34, A32, A33, A30, A31}
@attribute Purpose {A43, A46, A42, A40, A41, A49, A44, A45, A410, A48}
@attribute CreditAmount integer [250,  18424]
@attribute SavingsAccount {A65, A61, A63, A64, A62}
@attribute EmploymentSince {A75, A73, A74, A71, A72}
@attribute InstallmentRate integer [1,  4]
@attribute StatusAndSex {A93, A92, A91, A94}
@attribute Guarantors {A101, A103, A102}
@attribute ResidenceSince integer [1,  4]
@attribute Property {A121, A122, A124, A123}
@attribute Age integer [19,  75]
@attribute InstallmentPlans {A143, A141, A142}
@attribute Housing {A152, A153, A151}
@attribute NCredits integer [1,  4]
@attribute Job {A173, A172, A174, A171}
@attribute NPeopleMain integer [1,  2]
@attribute Telephone {A192, A191}
@attribute ForeignWorker {A201, A202}
@attribute Customer {1,2}
@data
A14, 9, A32, A49, 1449, A61, A74, 3, A92, A101, 2, A123, 27, A143, A152, 2, A173, 1, A191, A201, 1
A12, 12, A34, A40, 958, A61, A74, 2, A93, A101, 3, A121, 47, A143, A152, 2, A172, 2, A191, A201, 1
A14, 24, A34, A45, 2058, A61, A73, 4, A91, A101, 2, A121, 33, A143, A152, 2, A173, 1, A192, A201, 1
A12, 48, A34, A42, 5096, A61, A73, 2, A92, A101, 3, A123, 30, A143, A152, 1, A174, 1, A192, A201, 2
A14, 24, A32, A41, 2670, A61, A75, 4, A93, A101, 4, A123, 35, A143, A152, 1, A174, 1, A192, A201, 1
A14, 18, A32, A49, 1950, A61, A74, 4, A93, A101, 1, A123, 34, A142, A152, 2, A173, 1, A192, A201, 1
A14, 24, A33, A41, 4679, A61, A74, 3, A93, A101, 3, A123, 35, A143, A152, 2, A172, 1, A192, A201, 1
A11, 6, A32, A46, 448, A61, A72, 4, A92, A101, 4, A122, 23, A143, A152, 1, A173, 1, A191, A201, 2
A12, 12, A34, A43, 3573, A61, A73, 1, A92, A101, 1, A121, 23, A143, A152, 1, A172, 1, A191, A201, 1
A14, 12, A32, A43, 3077, A61, A73, 2, A93, A101, 4, A123, 52, A143, A152, 1, A173, 1, A192, A201, 1
A14, 6, A32, A40, 3518, A61, A73, 2, A93, A103, 3, A122, 26, A143, A151, 1, A173, 1, A191, A201, 1
A11, 36, A32, A41, 5493, A61, A75, 2, A93, A101, 4, A124, 42, A143, A153, 1, A173, 2, A191, A201, 1
A11, 6, A34, A40, 609, A61, A74, 4, A92, A101, 3, A122, 37, A143, A152, 2, A173, 1, A191, A202, 1
A14, 6, A34, A43, 700, A65, A75, 4, A93, A101, 4, A124, 36, A143, A153, 2, A173, 1, A191, A201, 1
A12, 18, A32, A43, 1113, A61, A73, 4, A92, A103, 4, A121, 26, A143, A152, 1, A172, 2, A191, A201, 1
A12, 36, A32, A46, 2273, A61, A74, 3, A93, A101, 1, A123, 32, A143, A152, 2, A173, 2, A191, A201, 1
A11, 24, A33, A40, 1333, A61, A71, 4, A93, A101, 2, A121, 43, A143, A153, 2, A173, 2, A191, A201, 2
A12, 12, A32, A43, 1331, A61, A72, 2, A93, A101, 1, A123, 22, A142, A152, 1, A173, 1, A191, A201, 2
A14, 15, A34, A42, 2788, A61, A74, 2, A92, A102, 3, A123, 24, A141, A152, 2, A173, 1, A191, A201, 1
A14, 24, A32, A48, 937, A61, A72, 4, A94, A101, 3, A123, 27, A143, A152, 2, A172, 1, A191, A201, 1
A14, 12, A32, A40, 2133, A65, A75, 4, A92, A101, 4, A124, 52, A143, A153, 1, A174, 1, A192, A201, 1
A12, 24, A30, A49, 4241, A61, A73, 1, A93, A101, 4, A121, 36, A143, A152, 3, A172, 1, A192, A201, 2
A14, 24, A33, A49, 3863, A61, A73, 1, A93, A101, 2, A124, 32, A143, A153, 1, A173, 1, A191, A201, 1
A13, 10, A32, A42, 1275, A61, A72, 4, A92, A101, 2, A122, 23, A143, A152, 1, A173, 1, A191, A201, 1
A11, 24, A31, A42, 2828, A63, A73, 4, A93, A101, 4, A121, 22, A142, A152, 1, A173, 1, A192, A201, 1
A14, 9, A32, A46, 3832, A65, A75, 1, A93, A101, 4, A121, 64, A143, A152, 1, A172, 1, A191, A201, 1
A11, 24, A32, A43, 3660, A61, A73, 2, A92, A101, 4, A123, 28, A143, A152, 1, A173, 1, A191, A201, 1
A14, 12, A32, A43, 1493, A61, A72, 4, A92, A101, 3, A123, 34, A143, A152, 1, A173, 2, A191, A201, 1
A14, 24, A34, A41, 2346, A61, A74, 4, A93, A101, 3, A123, 35, A143, A152, 2, A173, 1, A192, A201, 1
A13, 6, A34, A46, 1047, A61, A73, 2, A92, A101, 4, A122, 50, A143, A152, 1, A172, 1, A191, A201, 1
A11, 12, A34, A40, 4843, A61, A75, 3, A93, A102, 4, A122, 43, A143, A151, 2, A173, 1, A192, A201, 2
A13, 15, A32, A46, 1905, A61, A75, 4, A93, A101, 4, A123, 40, A143, A151, 1, A174, 1, A192, A201, 1
A11, 48, A34, A41, 6331, A61, A75, 4, A93, A101, 4, A124, 46, A143, A153, 2, A173, 1, A192, A201, 2
A12, 60, A32, A40, 14027, A61, A74, 4, A93, A101, 2, A124, 27, A143, A152, 1, A174, 1, A192, A201, 2
A14, 18, A32, A43, 1505, A61, A73, 4, A93, A101, 2, A124, 32, A143, A153, 1, A174, 1, A192, A201, 1
A12, 20, A30, A41, 6148, A62, A75, 3, A94, A101, 4, A123, 31, A141, A152, 2, A173, 1, A192, A201, 1
A14, 15, A34, A43, 1316, A63, A73, 2, A94, A101, 2, A122, 47, A143, A152, 2, A172, 1, A191, A201, 1
A13, 24, A34, A49, 1275, A64, A73, 2, A91, A101, 4, A121, 36, A143, A152, 2, A173, 1, A192, A201, 1
A12, 36, A31, A44, 3990, A65, A72, 3, A92, A101, 2, A124, 29, A141, A152, 1, A171, 1, A191, A201, 1
A14, 21, A32, A43, 3160, A65, A75, 4, A93, A101, 3, A122, 41, A143, A152, 1, A173, 1, A192, A201, 1
A14, 10, A32, A41, 2901, A65, A72, 1, A92, A101, 4, A121, 31, A143, A151, 1, A173, 1, A191, A201, 1
A12, 12, A34, A42, 3617, A61, A75, 1, A93, A101, 4, A123, 28, A143, A151, 3, A173, 1, A192, A201, 1
A13, 12, A34, A40, 1480, A63, A71, 2, A93, A101, 4, A124, 66, A141, A153, 3, A171, 1, A191, A201, 1
A11, 24, A32, A40, 1371, A65, A73, 4, A92, A101, 4, A121, 25, A143, A151, 1, A173, 1, A191, A201, 2
A14, 22, A32, A43, 2675, A63, A75, 3, A93, A101, 4, A123, 40, A143, A152, 1, A173, 1, A191, A201, 1
A12, 48, A30, A410, 18424, A61, A73, 1, A92, A101, 2, A122, 32, A141, A152, 1, A174, 1, A192, A202, 2
A11, 24, A32, A42, 3345, A61, A75, 4, A93, A101, 2, A122, 39, A143, A151, 1, A174, 1, A192, A201, 2
A12, 30, A33, A43, 1919, A62, A72, 4, A93, A101, 3, A124, 30, A142, A152, 2, A174, 1, A191, A201, 2
A12, 60, A32, A46, 6288, A61, A73, 4, A93, A101, 4, A124, 42, A143, A153, 1, A173, 1, A191, A201, 2
A14, 24, A32, A43, 3621, A62, A75, 2, A93, A101, 4, A123, 31, A143, A152, 2, A173, 1, A191, A201, 2
A12, 30, A34, A42, 8386, A61, A74, 2, A93, A101, 2, A122, 49, A143, A152, 1, A173, 1, A191, A201, 2
