@relation german
@attribute StatusAccount {A11, A12, A14, A13}
@attribute DurationMonth integer [4,  72]
@attribute CreditHistory {A34, A32, A33, A30, A31}
@attribute Purpose {A43, A46, A42, A40, A41, A49, A44, A45, A410, A48}
@attribute CreditAmount integer [250,  18424]
@attribute SavingsAccount {A65, A61, A63, A64, A62}
@attribute EmploymentSince {A75, A73, A74, A71, A72}
@attribute InstallmentRate integer [1,  4]
@attribute StatusAndSex {A93, A92, A91, A94}
@attribute Guarantors {A101, A103, A102}
@attribute ResidenceSince integer [1,  4]
@attribute Property {A121, A122, A124, A123}
@attribute Age integer [19,  75]
@attribute InstallmentPlans {A143, A141, A142}
@attribute Housing {A152, A153, A151}
@attribute NCredits integer [1,  4]
@attribute Job {A173, A172, A174, A171}
@attribute NPeopleMain integer [1,  2]
@attribute Telephone {A192, A191}
@attribute ForeignWorker {A201, A202}
@attribute Customer {1,2}
@data
A14, 15, A32, A44, 874, A65, A72, 4, A92, A101, 1, A121, 24, A143, A152, 1, A173, 1, A191, A201, 1
A11, 9, A32, A40, 1422, A61, A72, 3, A93, A101, 2, A124, 27, A143, A153, 1, A174, 1, A192, A201, 2
A14, 24, A32, A41, 7814, A61, A74, 3, A93, A101, 3, A123, 38, A143, A152, 1, A174, 1, A192, A201, 1
A12, 30, A34, A40, 2181, A65, A75, 4, A93, A101, 4, A121, 36, A143, A152, 2, A173, 1, A191, A201, 1
A14, 36, A34, A40, 6614, A61, A75, 4, A93, A101, 4, A123, 34, A143, A152, 2, A174, 1, A192, A201, 1
A11, 12, A34, A40, 2171, A61, A73, 4, A93, A101, 4, A122, 38, A141, A152, 2, A172, 1, A191, A202, 1
A14, 20, A34, A40, 3485, A65, A72, 2, A91, A101, 4, A121, 44, A143, A152, 2, A173, 1, A192, A201, 1
A14, 24, A32, A43, 1278, A61, A75, 4, A93, A101, 1, A121, 36, A143, A152, 1, A174, 1, A192, A201, 1
A11, 12, A32, A43, 1107, A61, A73, 2, A93, A101, 2, A121, 20, A143, A151, 1, A174, 2, A192, A201, 1
A14, 10, A32, A41, 2848, A62, A73, 1, A93, A102, 2, A121, 32, A143, A152, 1, A173, 2, A191, A201, 1
A14, 48, A33, A43, 12749, A63, A74, 4, A93, A101, 1, A123, 37, A143, A152, 1, A174, 1, A192, A201, 1
A14, 24, A34, A41, 6842, A65, A73, 2, A93, A101, 4, A122, 46, A143, A152, 2, A174, 2, A192, A201, 1
A14, 12, A32, A40, 3527, A65, A72, 2, A93, A101, 3, A122, 45, A143, A152, 1, A174, 2, A192, A201, 1
A14, 10, A32, A40, 1546, A61, A73, 3, A93, A101, 2, A121, 31, A143, A152, 1, A172, 2, A191, A202, 1
A14, 4, A34, A40, 1455, A61, A74, 2, A93, A101, 1, A121, 42, A143, A152, 3, A172, 2, A191, A201, 1
A12, 48, A30, A40, 8358, A63, A72, 1, A92, A101, 1, A123, 30, A143, A152, 2, A173, 1, A191, A201, 1
A14, 12, A32, A40, 2859, A65, A71, 4, A93, A101, 4, A124, 38, A143, A152, 1, A174, 1, A192, A201, 1
A11, 24, A34, A43, 1231, A64, A75, 4, A92, A101, 4, A122, 57, A143, A151, 2, A174, 1, A192, A201, 1
A12, 24, A32, A42, 3069, A62, A75, 4, A93, A101, 4, A124, 30, A143, A153, 1, A173, 1, A191, A201, 1
A14, 30, A34, A43, 2831, A61, A73, 4, A92, A101, 2, A123, 33, A143, A152, 1, A173, 1, A192, A201, 1
