@relation german
@attribute StatusAccount {A11, A12, A14, A13}
@attribute DurationMonth integer [4,  72]
@attribute CreditHistory {A34, A32, A33, A30, A31}
@attribute Purpose {A43, A46, A42, A40, A41, A49, A44, A45, A410, A48}
@attribute CreditAmount integer [250,  18424]
@attribute SavingsAccount {A65, A61, A63, A64, A62}
@attribute EmploymentSince {A75, A73, A74, A71, A72}
@attribute InstallmentRate integer [1,  4]
@attribute StatusAndSex {A93, A92, A91, A94}
@attribute Guarantors {A101, A103, A102}
@attribute ResidenceSince integer [1,  4]
@attribute Property {A121, A122, A124, A123}
@attribute Age integer [19,  75]
@attribute InstallmentPlans {A143, A141, A142}
@attribute Housing {A152, A153, A151}
@attribute NCredits integer [1,  4]
@attribute Job {A173, A172, A174, A171}
@attribute NPeopleMain integer [1,  2]
@attribute Telephone {A192, A191}
@attribute ForeignWorker {A201, A202}
@attribute Customer {1,2}
@data
A14, 12, A34, A43, 976, A65, A75, 4, A93, A101, 4, A123, 35, A143, A152, 2, A173, 1, A191, A201, 1
A12, 6, A32, A43, 590, A61, A72, 3, A94, A101, 3, A121, 26, A143, A152, 1, A172, 1, A191, A202, 1
A12, 8, A32, A49, 907, A61, A72, 3, A94, A101, 2, A121, 26, A143, A152, 1, A173, 1, A192, A201, 1
A14, 6, A34, A43, 1554, A61, A74, 1, A92, A101, 2, A123, 24, A143, A151, 2, A173, 1, A192, A201, 1
A11, 8, A34, A40, 731, A61, A75, 4, A93, A101, 4, A121, 47, A143, A152, 2, A172, 1, A191, A201, 1
A14, 18, A34, A42, 3780, A61, A72, 3, A91, A101, 2, A123, 35, A143, A152, 2, A174, 1, A192, A201, 1
A12, 24, A32, A43, 5084, A65, A75, 2, A92, A101, 4, A123, 42, A143, A152, 1, A173, 1, A192, A201, 1
A11, 12, A30, A40, 1082, A61, A73, 4, A93, A101, 4, A123, 48, A141, A152, 2, A173, 1, A191, A201, 2
A14, 18, A32, A42, 3422, A61, A75, 4, A93, A101, 4, A122, 47, A141, A152, 3, A173, 2, A192, A201, 1
A14, 24, A34, A41, 4042, A65, A74, 3, A93, A101, 4, A122, 43, A143, A152, 2, A173, 1, A192, A201, 1
A14, 10, A32, A48, 894, A65, A74, 4, A92, A101, 3, A122, 40, A143, A152, 1, A173, 1, A192, A201, 1
A14, 15, A34, A42, 3343, A61, A73, 4, A93, A101, 2, A124, 28, A143, A153, 1, A173, 1, A192, A201, 1
A14, 24, A34, A41, 5804, A64, A73, 4, A93, A101, 2, A121, 27, A143, A152, 2, A173, 1, A191, A201, 1
A11, 18, A32, A43, 2389, A61, A72, 4, A92, A101, 1, A123, 27, A142, A152, 1, A173, 1, A191, A201, 1
A14, 36, A32, A49, 7409, A65, A75, 3, A93, A101, 2, A122, 37, A143, A152, 2, A173, 1, A191, A201, 1
A11, 12, A32, A42, 652, A61, A75, 4, A92, A101, 4, A122, 24, A143, A151, 1, A173, 1, A191, A201, 1
A14, 30, A34, A43, 6742, A65, A74, 2, A93, A101, 3, A122, 36, A143, A152, 2, A173, 1, A191, A201, 1
A14, 18, A34, A43, 1098, A61, A71, 4, A92, A101, 4, A123, 65, A143, A152, 2, A171, 1, A191, A201, 1
A14, 18, A34, A43, 1169, A65, A73, 4, A93, A101, 3, A122, 29, A143, A152, 2, A173, 1, A192, A201, 1
A11, 21, A32, A43, 2606, A61, A72, 4, A92, A101, 4, A122, 28, A143, A151, 1, A174, 1, A192, A201, 1
A14, 15, A32, A42, 2186, A65, A74, 1, A92, A101, 4, A121, 33, A141, A151, 1, A172, 1, A191, A201, 1
A14, 36, A34, A41, 10477, A65, A75, 2, A93, A101, 4, A124, 42, A143, A153, 2, A173, 1, A191, A201, 1
A11, 21, A32, A40, 3763, A65, A74, 2, A93, A102, 2, A121, 24, A143, A152, 1, A172, 1, A191, A202, 1
A14, 15, A33, A41, 3594, A61, A72, 1, A92, A101, 2, A122, 46, A143, A152, 2, A172, 1, A191, A201, 1
A14, 11, A32, A49, 2142, A64, A75, 1, A91, A101, 2, A121, 28, A143, A152, 1, A173, 1, A192, A201, 1
A11, 24, A31, A42, 6872, A61, A72, 2, A91, A101, 1, A122, 55, A141, A152, 1, A173, 1, A192, A201, 2
A14, 9, A34, A40, 1224, A61, A73, 3, A93, A101, 1, A121, 30, A143, A152, 2, A173, 1, A191, A201, 1
A11, 24, A31, A42, 3349, A63, A72, 4, A93, A101, 4, A124, 30, A143, A153, 1, A173, 2, A192, A201, 2
A11, 28, A32, A40, 4006, A61, A73, 3, A93, A101, 2, A123, 45, A143, A152, 1, A172, 1, A191, A201, 2
A14, 15, A32, A40, 3556, A65, A73, 3, A93, A101, 2, A124, 29, A143, A152, 1, A173, 1, A191, A201, 1
A14, 42, A32, A43, 7166, A65, A74, 2, A94, A101, 4, A122, 29, A143, A151, 1, A173, 1, A192, A201, 1
A11, 24, A31, A40, 1193, A61, A71, 1, A92, A102, 4, A124, 29, A143, A151, 2, A171, 1, A191, A201, 2
A11, 60, A32, A49, 7297, A61, A75, 4, A93, A102, 4, A124, 36, A143, A151, 1, A173, 1, A191, A201, 2
A14, 13, A32, A43, 1409, A62, A71, 2, A92, A101, 4, A121, 64, A143, A152, 1, A173, 1, A191, A201, 1
A11, 45, A32, A43, 1845, A61, A73, 4, A93, A101, 4, A124, 23, A143, A153, 1, A173, 1, A192, A201, 2
A12, 45, A34, A41, 4576, A62, A71, 3, A93, A101, 4, A123, 27, A143, A152, 1, A173, 1, A191, A201, 1
