@relation abalone
@attribute Sex {M, F, I}
@attribute Length real [0.075,  0.815]
@attribute Diameter real [0.055,  0.65]
@attribute Height real [0.0,  1.13]
@attribute Whole_weight real [0.0020,  2.8255]
@attribute Shucked_weight real [0.0010,  1.488]
@attribute Viscera_weight real [5.0E-4,  0.76]
@attribute Shell_weight real [0.0015,  1.005]
@attribute Rings {15, 7, 9, 10, 8, 20, 16, 19, 14, 11, 12, 18, 13, 5, 4, 6, 21, 17, 22, 1, 3, 26, 23, 29, 2, 27, 25, 24}
@data
F, 0.7, 0.575, 0.17, 1.31, 0.5095, 0.314, 0.42, 14
I, 0.415, 0.325, 0.1, 0.3215, 0.1535, 0.0595, 0.105, 10
F, 0.485, 0.365, 0.12, 0.5885, 0.27, 0.131, 0.175, 9
F, 0.49, 0.39, 0.135, 0.5785, 0.2465, 0.123, 0.2, 13
I, 0.29, 0.225, 0.07, 0.101, 0.036, 0.0235, 0.035, 8
I, 0.36, 0.275, 0.11, 0.2335, 0.095, 0.0525, 0.085, 10
F, 0.68, 0.55, 0.21, 1.7445, 0.5975, 0.305, 0.625, 17
F, 0.7, 0.585, 0.185, 1.8075, 0.7055, 0.3215, 0.475, 29
M, 0.59, 0.455, 0.145, 1.073, 0.475, 0.19, 0.285, 14
M, 0.175, 0.125, 0.04, 0.024, 0.0095, 0.0060, 0.0050, 4
M, 0.385, 0.3, 0.095, 0.24, 0.0885, 0.059, 0.085, 9
F, 0.435, 0.335, 0.11, 0.38, 0.1695, 0.086, 0.11, 9
F, 0.565, 0.45, 0.16, 0.795, 0.3605, 0.1555, 0.23, 12
I, 0.48, 0.37, 0.12, 0.514, 0.2075, 0.131, 0.155, 13
F, 0.545, 0.415, 0.15, 0.7335, 0.2795, 0.163, 0.2185, 11
I, 0.435, 0.33, 0.125, 0.406, 0.1685, 0.1055, 0.096, 12
I, 0.58, 0.445, 0.15, 0.8865, 0.383, 0.209, 0.255, 11
F, 0.63, 0.48, 0.175, 1.3675, 0.5015, 0.3035, 0.515, 17
I, 0.525, 0.41, 0.175, 0.874, 0.3585, 0.207, 0.205, 18
I, 0.575, 0.455, 0.18, 0.8525, 0.3015, 0.1825, 0.3, 13
M, 0.355, 0.26, 0.085, 0.1905, 0.081, 0.0485, 0.055, 6
M, 0.325, 0.24, 0.085, 0.173, 0.0795, 0.038, 0.05, 7
M, 0.45, 0.34, 0.13, 0.3715, 0.1605, 0.0795, 0.105, 9
I, 0.47, 0.35, 0.13, 0.466, 0.1845, 0.099, 0.145, 11
I, 0.65, 0.525, 0.18, 1.626, 0.597, 0.3445, 0.53, 18
F, 0.435, 0.325, 0.115, 0.3915, 0.154, 0.094, 0.12, 7
I, 0.165, 0.11, 0.02, 0.019, 0.0065, 0.0025, 0.0050, 4
M, 0.385, 0.285, 0.105, 0.2905, 0.1215, 0.0685, 0.0875, 12
F, 0.445, 0.33, 0.105, 0.4525, 0.18, 0.103, 0.123, 9
I, 0.325, 0.25, 0.08, 0.176, 0.0595, 0.0355, 0.063, 7
I, 0.28, 0.205, 0.055, 0.1135, 0.045, 0.0275, 0.0335, 7
M, 0.525, 0.425, 0.12, 0.8665, 0.2825, 0.176, 0.29, 18
M, 0.51, 0.39, 0.125, 0.6565, 0.262, 0.1835, 0.175, 10
F, 0.605, 0.46, 0.17, 1.122, 0.347, 0.3045, 0.315, 13
F, 0.53, 0.455, 0.165, 0.9805, 0.3155, 0.2815, 0.2965, 11
I, 0.485, 0.375, 0.14, 0.521, 0.2, 0.123, 0.17, 8
M, 0.55, 0.415, 0.175, 1.042, 0.3295, 0.2325, 0.2905, 15
M, 0.575, 0.45, 0.165, 0.9215, 0.3275, 0.225, 0.256, 12
M, 0.45, 0.335, 0.125, 0.349, 0.119, 0.1055, 0.115, 10
M, 0.425, 0.33, 0.13, 0.4405, 0.152, 0.0935, 0.155, 9
I, 0.37, 0.275, 0.1, 0.22, 0.094, 0.045, 0.065, 7
F, 0.49, 0.365, 0.13, 0.6835, 0.165, 0.1315, 0.205, 21
I, 0.4, 0.31, 0.1, 0.306, 0.13, 0.06, 0.094, 6
I, 0.445, 0.325, 0.1, 0.378, 0.1795, 0.1, 0.089, 7
M, 0.6, 0.475, 0.175, 1.3445, 0.549, 0.2875, 0.36, 11
I, 0.34, 0.25, 0.07, 0.2225, 0.104, 0.0425, 0.055, 7
I, 0.43, 0.325, 0.1, 0.3645, 0.1575, 0.0825, 0.105, 7
F, 0.445, 0.335, 0.11, 0.4355, 0.2025, 0.1095, 0.1195, 6
I, 0.455, 0.375, 0.12, 0.497, 0.2355, 0.1055, 0.1295, 6
F, 0.47, 0.365, 0.12, 0.582, 0.29, 0.092, 0.146, 8
M, 0.48, 0.365, 0.12, 0.6015, 0.312, 0.117, 0.14, 7
M, 0.49, 0.385, 0.125, 0.649, 0.32, 0.124, 0.1695, 8
M, 0.495, 0.4, 0.135, 0.61, 0.272, 0.1435, 0.144, 7
M, 0.525, 0.4, 0.14, 0.7325, 0.334, 0.1575, 0.17, 11
M, 0.57, 0.45, 0.155, 1.1935, 0.513, 0.21, 0.343, 10
F, 0.575, 0.46, 0.16, 1.103, 0.538, 0.221, 0.249, 9
M, 0.61, 0.47, 0.15, 1.1625, 0.565, 0.258, 0.3085, 11
F, 0.63, 0.495, 0.165, 1.3075, 0.599, 0.284, 0.315, 11
F, 0.645, 0.505, 0.165, 1.4325, 0.684, 0.308, 0.336, 8
F, 0.66, 0.505, 0.185, 1.528, 0.69, 0.3025, 0.441, 11
M, 0.68, 0.535, 0.185, 1.607, 0.7245, 0.3215, 0.498, 12
M, 0.69, 0.505, 0.2, 1.872, 0.893, 0.4015, 0.48, 10
F, 0.695, 0.535, 0.175, 1.8385, 0.8035, 0.396, 0.503, 10
M, 0.715, 0.565, 0.175, 1.9525, 0.7645, 0.4185, 0.4135, 10
I, 0.375, 0.275, 0.1, 0.2325, 0.1165, 0.042, 0.065, 6
M, 0.49, 0.465, 0.125, 0.5225, 0.235, 0.13, 0.141, 7
I, 0.52, 0.38, 0.125, 0.5545, 0.288, 0.1295, 0.167, 8
M, 0.545, 0.39, 0.135, 0.7835, 0.4225, 0.1815, 0.156, 7
F, 0.55, 0.43, 0.15, 0.84, 0.395, 0.195, 0.223, 8
M, 0.56, 0.43, 0.145, 0.8995, 0.464, 0.1775, 0.234, 9
M, 0.58, 0.455, 0.15, 1.114, 0.4765, 0.2155, 0.265, 8
M, 0.6, 0.455, 0.17, 1.1915, 0.696, 0.2395, 0.24, 8
M, 0.605, 0.475, 0.14, 1.1175, 0.555, 0.257, 0.274, 9
F, 0.75, 0.57, 0.21, 2.236, 1.109, 0.5195, 0.545, 11
I, 0.325, 0.225, 0.075, 0.139, 0.0565, 0.032, 0.09, 6
I, 0.35, 0.255, 0.09, 0.1785, 0.0855, 0.0305, 0.0525, 8
I, 0.365, 0.265, 0.085, 0.213, 0.0945, 0.049, 0.06, 7
I, 0.385, 0.3, 0.095, 0.302, 0.152, 0.0615, 0.0735, 7
I, 0.405, 0.285, 0.09, 0.2645, 0.1265, 0.0505, 0.075, 6
I, 0.425, 0.31, 0.09, 0.301, 0.1385, 0.065, 0.08, 7
I, 0.48, 0.355, 0.115, 0.4725, 0.2065, 0.112, 0.132, 8
I, 0.5, 0.395, 0.14, 0.6215, 0.2925, 0.1205, 0.195, 9
I, 0.545, 0.43, 0.15, 0.7285, 0.302, 0.1315, 0.2545, 10
M, 0.555, 0.44, 0.14, 0.8705, 0.407, 0.156, 0.255, 9
I, 0.56, 0.425, 0.145, 0.688, 0.3095, 0.1305, 0.2165, 9
M, 0.58, 0.455, 0.135, 0.7955, 0.405, 0.167, 0.204, 10
M, 0.585, 0.465, 0.155, 0.9145, 0.4555, 0.1965, 0.235, 9
M, 0.585, 0.47, 0.165, 1.409, 0.8, 0.229, 0.295, 10
F, 0.615, 0.475, 0.165, 1.023, 0.4905, 0.1955, 0.3035, 12
M, 0.625, 0.455, 0.17, 1.082, 0.4955, 0.2345, 0.315, 9
F, 0.63, 0.485, 0.17, 1.3205, 0.5945, 0.345, 0.345, 9
M, 0.655, 0.49, 0.175, 1.3585, 0.6395, 0.294, 0.365, 10
F, 0.745, 0.57, 0.215, 2.25, 1.1565, 0.446, 0.558, 9
I, 0.365, 0.265, 0.135, 0.2215, 0.105, 0.047, 0.0605, 7
I, 0.385, 0.3, 0.09, 0.247, 0.1225, 0.044, 0.0675, 5
I, 0.395, 0.295, 0.09, 0.3025, 0.143, 0.0665, 0.0765, 5
I, 0.44, 0.365, 0.11, 0.4465, 0.213, 0.089, 0.1135, 9
I, 0.515, 0.4, 0.125, 0.5625, 0.25, 0.1245, 0.17, 7
M, 0.585, 0.455, 0.15, 0.906, 0.4095, 0.23, 0.2335, 8
M, 0.635, 0.51, 0.185, 1.308, 0.544, 0.318, 0.377, 8
M, 0.65, 0.515, 0.175, 1.466, 0.677, 0.3045, 0.4, 10
M, 0.48, 0.355, 0.16, 0.464, 0.221, 0.106, 0.239, 8
I, 0.49, 0.375, 0.115, 0.4615, 0.204, 0.0945, 0.143, 8
I, 0.49, 0.4, 0.135, 0.624, 0.3035, 0.1285, 0.169, 8
I, 0.5, 0.4, 0.12, 0.616, 0.261, 0.143, 0.1935, 8
I, 0.51, 0.395, 0.13, 0.6025, 0.281, 0.143, 0.162, 7
I, 0.515, 0.36, 0.125, 0.4725, 0.1815, 0.125, 0.138, 9
I, 0.525, 0.38, 0.135, 0.615, 0.261, 0.159, 0.175, 8
I, 0.54, 0.42, 0.14, 0.6275, 0.2505, 0.1175, 0.235, 9
I, 0.555, 0.395, 0.13, 0.5585, 0.222, 0.1245, 0.17, 9
M, 0.57, 0.45, 0.14, 0.795, 0.3385, 0.148, 0.245, 9
I, 0.57, 0.445, 0.145, 0.7405, 0.306, 0.172, 0.1825, 12
I, 0.575, 0.45, 0.135, 0.807, 0.3615, 0.176, 0.254, 10
I, 0.58, 0.445, 0.125, 0.7095, 0.303, 0.1405, 0.235, 9
M, 0.59, 0.49, 0.165, 1.207, 0.559, 0.235, 0.309, 10
M, 0.6, 0.47, 0.16, 1.194, 0.5625, 0.3045, 0.2635, 10
M, 0.625, 0.475, 0.16, 1.0845, 0.5005, 0.2355, 0.3105, 10
M, 0.645, 0.51, 0.16, 1.33, 0.6665, 0.309, 0.317, 9
F, 0.66, 0.535, 0.175, 1.5175, 0.711, 0.3125, 0.415, 12
M, 0.66, 0.53, 0.195, 1.5505, 0.6505, 0.3295, 0.495, 10
M, 0.68, 0.52, 0.195, 1.4535, 0.592, 0.391, 0.4125, 10
F, 0.71, 0.54, 0.205, 1.5805, 0.802, 0.287, 0.435, 10
I, 0.465, 0.325, 0.14, 0.7615, 0.362, 0.1535, 0.209, 10
I, 0.485, 0.345, 0.16, 0.869, 0.3085, 0.185, 0.319, 9
M, 0.53, 0.41, 0.14, 0.7545, 0.3495, 0.1715, 0.2105, 8
F, 0.545, 0.385, 0.15, 1.1185, 0.5425, 0.2445, 0.2845, 9
F, 0.55, 0.38, 0.165, 1.205, 0.543, 0.294, 0.3345, 10
I, 0.585, 0.45, 0.15, 0.8915, 0.3975, 0.2035, 0.253, 8
M, 0.65, 0.485, 0.16, 1.7395, 0.5715, 0.2785, 0.3075, 10
M, 0.695, 0.53, 0.19, 1.726, 0.7625, 0.436, 0.455, 11
I, 0.415, 0.31, 0.1, 0.2805, 0.114, 0.0565, 0.0975, 6
I, 0.415, 0.31, 0.095, 0.311, 0.1125, 0.0625, 0.115, 8
I, 0.495, 0.38, 0.135, 0.5095, 0.2065, 0.1165, 0.165, 8
I, 0.53, 0.395, 0.13, 0.575, 0.247, 0.115, 0.183, 9
M, 0.565, 0.455, 0.155, 0.9355, 0.421, 0.183, 0.26, 11
F, 0.575, 0.465, 0.175, 1.099, 0.4735, 0.202, 0.35, 9
M, 0.58, 0.44, 0.15, 1.0465, 0.518, 0.2185, 0.2795, 10
M, 0.61, 0.48, 0.14, 1.031, 0.4375, 0.2615, 0.27, 8
M, 0.615, 0.47, 0.15, 1.0875, 0.4975, 0.283, 0.2685, 9
M, 0.625, 0.495, 0.155, 1.0485, 0.487, 0.212, 0.3215, 11
F, 0.635, 0.505, 0.155, 1.2895, 0.594, 0.314, 0.345, 11
M, 0.635, 0.5, 0.165, 1.273, 0.6535, 0.213, 0.365, 12
M, 0.64, 0.53, 0.165, 1.1895, 0.4765, 0.3, 0.35, 11
F, 0.64, 0.485, 0.185, 1.4195, 0.6735, 0.3465, 0.3255, 11
F, 0.645, 0.52, 0.21, 1.5535, 0.616, 0.3655, 0.474, 16
I, 0.65, 0.52, 0.15, 1.238, 0.5495, 0.296, 0.3305, 10
M, 0.66, 0.51, 0.175, 1.218, 0.5055, 0.303, 0.37, 11
M, 0.675, 0.515, 0.15, 1.312, 0.556, 0.2845, 0.4115, 11
F, 0.675, 0.51, 0.185, 1.473, 0.6295, 0.3025, 0.4245, 11
M, 0.69, 0.55, 0.18, 1.6915, 0.6655, 0.402, 0.5, 11
F, 0.7, 0.575, 0.205, 1.773, 0.605, 0.447, 0.538, 13
F, 0.725, 0.57, 0.205, 1.6195, 0.744, 0.315, 0.488, 11
F, 0.75, 0.55, 0.195, 1.8325, 0.83, 0.366, 0.44, 11
I, 0.355, 0.27, 0.105, 0.271, 0.1425, 0.0525, 0.0735, 9
M, 0.505, 0.385, 0.13, 0.6435, 0.3135, 0.149, 0.1515, 7
M, 0.525, 0.385, 0.1, 0.5115, 0.246, 0.1005, 0.1455, 8
F, 0.54, 0.385, 0.14, 0.7655, 0.3265, 0.116, 0.2365, 10
F, 0.54, 0.42, 0.13, 0.7505, 0.368, 0.1675, 0.1845, 9
F, 0.565, 0.44, 0.135, 0.83, 0.393, 0.1735, 0.238, 9
M, 0.72, 0.585, 0.22, 1.914, 0.9155, 0.448, 0.479, 11
F, 0.4, 0.31, 0.115, 0.3465, 0.1475, 0.0695, 0.115, 10
M, 0.585, 0.455, 0.14, 0.97, 0.462, 0.185, 0.295, 9
M, 0.56, 0.42, 0.195, 0.8085, 0.3025, 0.1795, 0.285, 14
F, 0.715, 0.565, 0.24, 2.1995, 0.7245, 0.465, 0.885, 17
I, 0.215, 0.15, 0.03, 0.0385, 0.0115, 0.0050, 0.01, 5
F, 0.595, 0.48, 0.2, 0.975, 0.358, 0.2035, 0.34, 15
M, 0.47, 0.37, 0.135, 0.547, 0.222, 0.1325, 0.17, 12
M, 0.615, 0.48, 0.19, 1.36, 0.5305, 0.2375, 0.47, 18
M, 0.58, 0.465, 0.175, 1.035, 0.401, 0.1865, 0.385, 17
F, 0.555, 0.455, 0.18, 0.958, 0.296, 0.195, 0.39, 14
F, 0.505, 0.4, 0.165, 0.729, 0.2675, 0.155, 0.25, 9
F, 0.47, 0.365, 0.12, 0.543, 0.2295, 0.1495, 0.15, 9
F, 0.585, 0.455, 0.165, 0.998, 0.345, 0.2495, 0.315, 12
M, 0.495, 0.415, 0.165, 0.7485, 0.264, 0.134, 0.285, 13
F, 0.58, 0.455, 0.16, 0.9215, 0.312, 0.196, 0.3, 17
M, 0.57, 0.45, 0.16, 0.8615, 0.3725, 0.2175, 0.255, 12
F, 0.6, 0.475, 0.18, 1.1805, 0.4345, 0.2475, 0.425, 19
I, 0.325, 0.27, 0.1, 0.185, 0.08, 0.0435, 0.065, 6
M, 0.35, 0.265, 0.11, 0.2965, 0.1365, 0.063, 0.085, 7
M, 0.595, 0.47, 0.145, 0.991, 0.4035, 0.1505, 0.34, 16
M, 0.575, 0.435, 0.15, 0.805, 0.293, 0.1625, 0.27, 17
M, 0.43, 0.345, 0.115, 0.3045, 0.0925, 0.055, 0.12, 11
M, 0.695, 0.55, 0.22, 1.5515, 0.566, 0.3835, 0.445, 13
M, 0.56, 0.455, 0.165, 0.86, 0.4015, 0.1695, 0.245, 11
F, 0.59, 0.47, 0.17, 0.9, 0.355, 0.1905, 0.25, 11
I, 0.255, 0.185, 0.07, 0.075, 0.028, 0.018, 0.025, 6
I, 0.17, 0.125, 0.055, 0.0235, 0.0090, 0.0055, 0.0080, 6
F, 0.63, 0.505, 0.165, 1.065, 0.4595, 0.216, 0.315, 12
M, 0.695, 0.57, 0.23, 1.885, 0.8665, 0.435, 0.5, 19
I, 0.42, 0.325, 0.115, 0.354, 0.1625, 0.064, 0.105, 8
I, 0.515, 0.375, 0.14, 0.6505, 0.2495, 0.141, 0.2215, 10
I, 0.445, 0.33, 0.1, 0.437, 0.163, 0.0755, 0.17, 13
I, 0.655, 0.515, 0.145, 1.25, 0.5265, 0.283, 0.315, 15
I, 0.625, 0.43, 0.175, 1.411, 0.572, 0.297, 0.395, 12
F, 0.475, 0.365, 0.13, 0.4805, 0.1905, 0.114, 0.1475, 12
M, 0.26, 0.19, 0.075, 0.0945, 0.0445, 0.02, 0.03, 6
F, 0.345, 0.255, 0.1, 0.197, 0.071, 0.051, 0.06, 9
I, 0.235, 0.17, 0.065, 0.0625, 0.023, 0.014, 0.022, 6
M, 0.445, 0.35, 0.14, 0.5905, 0.2025, 0.158, 0.19, 14
F, 0.52, 0.425, 0.145, 0.7, 0.207, 0.1905, 0.24, 13
F, 0.48, 0.39, 0.125, 0.6905, 0.219, 0.155, 0.2, 12
I, 0.425, 0.31, 0.105, 0.365, 0.159, 0.0825, 0.105, 6
F, 0.47, 0.375, 0.12, 0.6015, 0.2765, 0.1455, 0.135, 8
I, 0.505, 0.39, 0.185, 0.6125, 0.267, 0.142, 0.172, 7
M, 0.59, 0.48, 0.16, 1.262, 0.5685, 0.2725, 0.335, 9
I, 0.275, 0.195, 0.07, 0.0875, 0.0345, 0.022, 0.0255, 4
I, 0.295, 0.22, 0.07, 0.126, 0.0515, 0.0275, 0.035, 6
I, 0.31, 0.225, 0.075, 0.155, 0.065, 0.037, 0.0365, 6
I, 0.315, 0.235, 0.07, 0.149, 0.058, 0.0325, 0.047, 7
I, 0.39, 0.295, 0.1, 0.279, 0.1155, 0.059, 0.08, 7
I, 0.415, 0.325, 0.1, 0.3335, 0.1445, 0.0715, 0.095, 7
I, 0.44, 0.325, 0.1, 0.4165, 0.185, 0.0865, 0.11, 6
I, 0.44, 0.355, 0.12, 0.495, 0.231, 0.11, 0.125, 7
F, 0.625, 0.49, 0.175, 1.1075, 0.4485, 0.2165, 0.3595, 8
F, 0.635, 0.495, 0.195, 1.297, 0.556, 0.2985, 0.37, 11
M, 0.67, 0.52, 0.19, 1.6385, 0.8115, 0.369, 0.391, 9
M, 0.69, 0.54, 0.185, 1.71, 0.7725, 0.3855, 0.4325, 8
F, 0.695, 0.55, 0.155, 1.8495, 0.767, 0.442, 0.4175, 10
M, 0.695, 0.525, 0.175, 1.742, 0.696, 0.389, 0.505, 12
I, 0.425, 0.34, 0.1, 0.3515, 0.1625, 0.082, 0.094, 7
I, 0.52, 0.395, 0.135, 0.633, 0.2985, 0.1295, 0.175, 9
M, 0.545, 0.42, 0.145, 0.778, 0.3745, 0.1545, 0.205, 7
M, 0.545, 0.42, 0.12, 0.7865, 0.403, 0.185, 0.17, 7
M, 0.58, 0.455, 0.13, 0.852, 0.41, 0.1725, 0.225, 8
M, 0.62, 0.48, 0.15, 1.1015, 0.4965, 0.243, 0.305, 10
M, 0.63, 0.505, 0.15, 1.3165, 0.6325, 0.2465, 0.37, 11
M, 0.66, 0.515, 0.165, 1.4465, 0.694, 0.298, 0.3755, 10
M, 0.7, 0.525, 0.175, 1.7585, 0.8745, 0.3615, 0.47, 10
F, 0.74, 0.575, 0.22, 2.012, 0.8915, 0.5265, 0.471, 12
I, 0.41, 0.315, 0.1, 0.3, 0.124, 0.0575, 0.1, 8
M, 0.45, 0.325, 0.115, 0.4305, 0.2235, 0.0785, 0.1155, 8
M, 0.535, 0.43, 0.155, 0.7845, 0.3285, 0.169, 0.245, 10
I, 0.55, 0.465, 0.15, 0.936, 0.481, 0.174, 0.2435, 9
M, 0.585, 0.465, 0.165, 0.885, 0.4025, 0.1625, 0.274, 10
F, 0.585, 0.455, 0.13, 0.8755, 0.411, 0.2065, 0.225, 8
M, 0.63, 0.505, 0.175, 1.221, 0.555, 0.252, 0.34, 12
F, 0.675, 0.525, 0.17, 1.711, 0.8365, 0.352, 0.475, 9
I, 0.495, 0.375, 0.12, 0.589, 0.3075, 0.1215, 0.1405, 8
M, 0.535, 0.405, 0.14, 0.818, 0.402, 0.1715, 0.189, 7
F, 0.57, 0.425, 0.13, 0.782, 0.3695, 0.1745, 0.1965, 8
M, 0.595, 0.435, 0.16, 1.057, 0.4255, 0.224, 0.31, 9
M, 0.605, 0.475, 0.19, 1.1255, 0.59, 0.247, 0.26, 10
M, 0.625, 0.475, 0.175, 1.3405, 0.656, 0.283, 0.337, 10
I, 0.37, 0.28, 0.085, 0.198, 0.0805, 0.0455, 0.058, 5
I, 0.375, 0.28, 0.085, 0.2145, 0.0855, 0.0485, 0.072, 7
I, 0.4, 0.315, 0.09, 0.3245, 0.151, 0.073, 0.088, 8
I, 0.47, 0.385, 0.13, 0.587, 0.264, 0.117, 0.174, 8
I, 0.475, 0.375, 0.11, 0.494, 0.211, 0.109, 0.1545, 8
I, 0.495, 0.375, 0.12, 0.614, 0.2855, 0.1365, 0.161, 8
I, 0.52, 0.4, 0.11, 0.597, 0.2935, 0.1155, 0.16, 8
M, 0.53, 0.405, 0.15, 0.8315, 0.352, 0.187, 0.2525, 10
M, 0.58, 0.46, 0.15, 1.049, 0.5205, 0.1935, 0.305, 10
M, 0.59, 0.5, 0.15, 1.142, 0.485, 0.265, 0.345, 9
M, 0.6, 0.45, 0.195, 1.34, 0.617, 0.3255, 0.3605, 10
F, 0.63, 0.485, 0.185, 1.167, 0.548, 0.2485, 0.34, 10
M, 0.63, 0.51, 0.17, 1.1885, 0.4915, 0.3065, 0.348, 7
F, 0.665, 0.51, 0.175, 1.3805, 0.675, 0.2985, 0.325, 10
I, 0.43, 0.33, 0.1, 0.449, 0.254, 0.0825, 0.097, 6
F, 0.59, 0.44, 0.14, 1.007, 0.4775, 0.2105, 0.2925, 9
F, 0.595, 0.43, 0.21, 1.5245, 0.653, 0.396, 0.41, 11
F, 0.635, 0.51, 0.17, 1.2235, 0.532, 0.271, 0.354, 9
F, 0.635, 0.525, 0.18, 1.3695, 0.634, 0.318, 0.363, 11
M, 0.7, 0.545, 0.185, 1.6135, 0.75, 0.4035, 0.3685, 11
I, 0.375, 0.285, 0.09, 0.237, 0.106, 0.0395, 0.08, 8
I, 0.575, 0.445, 0.16, 0.9175, 0.45, 0.1935, 0.24, 9
F, 0.61, 0.495, 0.16, 1.089, 0.469, 0.198, 0.384, 11
M, 0.635, 0.5, 0.18, 1.154, 0.4405, 0.2315, 0.387, 9
F, 0.64, 0.485, 0.145, 1.1335, 0.5525, 0.2505, 0.3015, 11
F, 0.7, 0.555, 0.22, 1.666, 0.647, 0.4285, 0.455, 11
I, 0.23, 0.17, 0.05, 0.057, 0.026, 0.013, 0.016, 5
M, 0.51, 0.395, 0.125, 0.5805, 0.244, 0.1335, 0.188, 11
I, 0.44, 0.34, 0.1, 0.379, 0.1725, 0.0815, 0.101, 7
M, 0.585, 0.46, 0.15, 1.206, 0.581, 0.216, 0.323, 10
M, 0.67, 0.515, 0.165, 1.1735, 0.526, 0.285, 0.316, 11
M, 0.675, 0.505, 0.16, 1.532, 0.74, 0.357, 0.3815, 11
M, 0.585, 0.45, 0.15, 1.047, 0.4315, 0.276, 0.315, 14
