@relation abalone
@attribute Sex {M, F, I}
@attribute Length real [0.075,  0.815]
@attribute Diameter real [0.055,  0.65]
@attribute Height real [0.0,  1.13]
@attribute Whole_weight real [0.0020,  2.8255]
@attribute Shucked_weight real [0.0010,  1.488]
@attribute Viscera_weight real [5.0E-4,  0.76]
@attribute Shell_weight real [0.0015,  1.005]
@attribute Rings {15, 7, 9, 10, 8, 20, 16, 19, 14, 11, 12, 18, 13, 5, 4, 6, 21, 17, 22, 1, 3, 26, 23, 29, 2, 27, 25, 24}
@data
M, 0.565, 0.435, 0.185, 0.9815, 0.329, 0.136, 0.39, 13
M, 0.565, 0.455, 0.185, 0.9265, 0.354, 0.1575, 0.375, 16
M, 0.575, 0.47, 0.14, 0.8375, 0.3485, 0.1735, 0.24, 11
I, 0.36, 0.28, 0.105, 0.199, 0.0695, 0.045, 0.08, 9
I, 0.24, 0.185, 0.07, 0.0715, 0.026, 0.018, 0.025, 6
I, 0.22, 0.165, 0.055, 0.0545, 0.0215, 0.012, 0.02, 5
I, 0.175, 0.125, 0.05, 0.0235, 0.0080, 0.0035, 0.0080, 5
M, 0.575, 0.4, 0.155, 0.9325, 0.3605, 0.2445, 0.3, 17
M, 0.58, 0.46, 0.13, 0.921, 0.357, 0.181, 0.29, 13
F, 0.655, 0.51, 0.155, 1.2895, 0.5345, 0.2855, 0.41, 11
M, 0.655, 0.53, 0.175, 1.2635, 0.486, 0.2635, 0.415, 15
F, 0.58, 0.44, 0.18, 0.854, 0.3665, 0.1635, 0.245, 12
I, 0.56, 0.445, 0.155, 0.8735, 0.3005, 0.209, 0.275, 16
M, 0.21, 0.15, 0.05, 0.0385, 0.0155, 0.0085, 0.01, 3
F, 0.46, 0.355, 0.13, 0.458, 0.192, 0.1055, 0.13, 13
I, 0.65, 0.515, 0.16, 1.1625, 0.495, 0.203, 0.33, 17
I, 0.615, 0.49, 0.155, 0.9885, 0.4145, 0.195, 0.345, 13
I, 0.52, 0.4, 0.145, 0.66, 0.267, 0.1055, 0.22, 13
F, 0.41, 0.32, 0.115, 0.387, 0.165, 0.1005, 0.0985, 11
F, 0.59, 0.455, 0.155, 1.066, 0.382, 0.2275, 0.415, 20
I, 0.55, 0.425, 0.15, 0.806, 0.376, 0.171, 0.245, 14
M, 0.45, 0.335, 0.14, 0.4625, 0.164, 0.076, 0.15, 14
F, 0.37, 0.29, 0.115, 0.25, 0.111, 0.057, 0.075, 9
I, 0.605, 0.495, 0.145, 1.054, 0.369, 0.2255, 0.36, 12
F, 0.47, 0.355, 0.14, 0.433, 0.1525, 0.095, 0.152, 12
M, 0.31, 0.225, 0.075, 0.1295, 0.0455, 0.0335, 0.044, 9
M, 0.235, 0.17, 0.055, 0.0515, 0.018, 0.0105, 0.0195, 7
I, 0.475, 0.365, 0.115, 0.49, 0.223, 0.1235, 0.1335, 9
I, 0.46, 0.35, 0.12, 0.4885, 0.193, 0.105, 0.155, 11
I, 0.335, 0.245, 0.09, 0.1665, 0.0595, 0.04, 0.06, 6
M, 0.55, 0.425, 0.155, 0.9175, 0.2775, 0.243, 0.335, 13
F, 0.52, 0.395, 0.18, 0.64, 0.158, 0.11, 0.245, 22
F, 0.43, 0.325, 0.115, 0.3865, 0.1475, 0.1065, 0.11, 11
M, 0.525, 0.4, 0.13, 0.8295, 0.2405, 0.1825, 0.275, 11
M, 0.52, 0.4, 0.12, 0.823, 0.298, 0.1805, 0.265, 15
M, 0.535, 0.41, 0.135, 0.862, 0.2855, 0.1525, 0.32, 14
M, 0.445, 0.345, 0.09, 0.3795, 0.143, 0.074, 0.125, 10
M, 0.52, 0.385, 0.14, 0.6595, 0.2485, 0.2035, 0.16, 9
F, 0.58, 0.455, 0.165, 1.1365, 0.369, 0.3005, 0.275, 13
M, 0.455, 0.34, 0.135, 0.462, 0.1675, 0.158, 0.12, 9
M, 0.44, 0.335, 0.11, 0.394, 0.157, 0.096, 0.122, 9
F, 0.48, 0.4, 0.125, 0.759, 0.2125, 0.179, 0.24, 15
M, 0.525, 0.395, 0.13, 0.7635, 0.3375, 0.1425, 0.225, 8
M, 0.54, 0.405, 0.125, 0.891, 0.4815, 0.1915, 0.202, 9
M, 0.57, 0.455, 0.15, 0.952, 0.3895, 0.2155, 0.2745, 9
M, 0.6, 0.495, 0.175, 1.29, 0.606, 0.276, 0.3445, 11
F, 0.635, 0.5, 0.15, 1.376, 0.6495, 0.361, 0.31, 10
M, 0.655, 0.58, 0.205, 2.0805, 0.959, 0.3415, 0.601, 17
F, 0.675, 0.525, 0.155, 1.4785, 0.628, 0.3405, 0.42, 9
I, 0.465, 0.345, 0.11, 0.4415, 0.1755, 0.0905, 0.12, 7
M, 0.47, 0.365, 0.12, 0.612, 0.327, 0.15, 0.14, 8
F, 0.505, 0.39, 0.13, 0.674, 0.3165, 0.141, 0.1785, 9
I, 0.505, 0.39, 0.15, 0.685, 0.362, 0.131, 0.156, 8
M, 0.51, 0.41, 0.145, 0.796, 0.3865, 0.1815, 0.1955, 8
M, 0.515, 0.39, 0.155, 0.7125, 0.3695, 0.137, 0.155, 7
M, 0.57, 0.46, 0.17, 0.9035, 0.4075, 0.1935, 0.214, 7
F, 0.58, 0.46, 0.18, 1.0515, 0.4095, 0.2595, 0.276, 8
M, 0.605, 0.47, 0.165, 1.2315, 0.6025, 0.262, 0.2925, 11
F, 0.62, 0.51, 0.18, 1.3315, 0.594, 0.276, 0.388, 11
M, 0.65, 0.495, 0.16, 1.304, 0.57, 0.312, 0.3725, 9
F, 0.655, 0.51, 0.175, 1.6525, 0.8515, 0.3365, 0.403, 10
F, 0.66, 0.475, 0.18, 1.3695, 0.641, 0.294, 0.335, 6
M, 0.69, 0.525, 0.175, 1.7005, 0.8255, 0.362, 0.405, 8
I, 0.2, 0.155, 0.04, 0.0435, 0.0155, 0.0090, 0.0070, 4
I, 0.265, 0.195, 0.055, 0.084, 0.0365, 0.0175, 0.025, 7
I, 0.45, 0.33, 0.1, 0.411, 0.1945, 0.1, 0.098, 6
I, 0.46, 0.35, 0.115, 0.4155, 0.18, 0.098, 0.1175, 7
I, 0.47, 0.38, 0.125, 0.4845, 0.211, 0.1075, 0.142, 6
I, 0.5, 0.375, 0.14, 0.5495, 0.248, 0.112, 0.1585, 7
F, 0.505, 0.39, 0.125, 0.5445, 0.246, 0.15, 0.1405, 7
I, 0.51, 0.38, 0.115, 0.5155, 0.215, 0.1135, 0.166, 8
I, 0.525, 0.4, 0.14, 0.601, 0.2625, 0.1285, 0.1835, 9
I, 0.525, 0.395, 0.12, 0.608, 0.297, 0.1395, 0.1405, 8
I, 0.53, 0.4, 0.125, 0.617, 0.279, 0.127, 0.19, 8
F, 0.575, 0.47, 0.165, 0.869, 0.435, 0.197, 0.238, 9
F, 0.6, 0.475, 0.16, 1.0265, 0.485, 0.2495, 0.2565, 9
F, 0.655, 0.51, 0.175, 1.415, 0.5885, 0.3725, 0.364, 10
M, 0.7, 0.575, 0.19, 2.273, 1.095, 0.418, 0.638, 12
F, 0.705, 0.55, 0.17, 1.219, 0.6395, 0.236, 0.301, 9
F, 0.73, 0.575, 0.185, 1.8795, 0.931, 0.38, 0.4825, 12
I, 0.35, 0.27, 0.075, 0.215, 0.1, 0.036, 0.065, 6
I, 0.38, 0.275, 0.11, 0.256, 0.11, 0.0535, 0.0755, 6
I, 0.395, 0.27, 0.1, 0.2985, 0.1445, 0.061, 0.082, 5
I, 0.425, 0.325, 0.11, 0.3335, 0.173, 0.045, 0.1, 7
I, 0.45, 0.33, 0.105, 0.448, 0.208, 0.089, 0.12, 9
I, 0.455, 0.345, 0.105, 0.4005, 0.164, 0.0755, 0.126, 8
I, 0.47, 0.365, 0.1, 0.411, 0.175, 0.0855, 0.135, 8
I, 0.475, 0.38, 0.12, 0.441, 0.1785, 0.0885, 0.1505, 8
I, 0.48, 0.365, 0.1, 0.461, 0.2205, 0.0835, 0.135, 8
I, 0.505, 0.405, 0.13, 0.6015, 0.3015, 0.11, 0.18, 8
I, 0.505, 0.38, 0.12, 0.594, 0.2595, 0.1435, 0.18, 7
I, 0.555, 0.43, 0.14, 0.7665, 0.341, 0.165, 0.23, 9
I, 0.57, 0.45, 0.145, 0.751, 0.2825, 0.2195, 0.2215, 10
M, 0.58, 0.46, 0.155, 1.4395, 0.6715, 0.273, 0.2955, 10
I, 0.585, 0.475, 0.16, 1.0505, 0.48, 0.234, 0.285, 10
M, 0.6, 0.48, 0.155, 1.014, 0.451, 0.1885, 0.325, 11
F, 0.605, 0.47, 0.16, 1.0835, 0.5405, 0.2215, 0.275, 12
F, 0.62, 0.475, 0.16, 1.1295, 0.463, 0.2685, 0.33, 10
F, 0.625, 0.505, 0.175, 1.15, 0.5475, 0.256, 0.3045, 11
F, 0.635, 0.495, 0.175, 1.211, 0.707, 0.2725, 0.323, 9
M, 0.65, 0.525, 0.175, 1.5365, 0.6865, 0.3585, 0.405, 11
F, 0.65, 0.51, 0.17, 1.567, 0.7245, 0.349, 0.391, 10
F, 0.655, 0.52, 0.19, 1.4545, 0.6, 0.3865, 0.383, 10
F, 0.72, 0.575, 0.17, 1.9335, 0.913, 0.389, 0.51, 13
I, 0.46, 0.355, 0.11, 0.436, 0.1975, 0.096, 0.125, 8
I, 0.47, 0.355, 0.12, 0.3685, 0.126, 0.0835, 0.1365, 6
F, 0.505, 0.38, 0.135, 0.6855, 0.361, 0.1565, 0.161, 9
F, 0.545, 0.41, 0.14, 0.7405, 0.3565, 0.1775, 0.203, 9
M, 0.575, 0.46, 0.165, 0.9155, 0.4005, 0.2465, 0.2385, 8
M, 0.6, 0.465, 0.2, 1.259, 0.6405, 0.1985, 0.357, 9
M, 0.62, 0.48, 0.165, 1.0725, 0.4815, 0.235, 0.312, 9
F, 0.63, 0.5, 0.175, 1.1105, 0.467, 0.268, 0.329, 10
M, 0.65, 0.485, 0.14, 1.175, 0.475, 0.2435, 0.215, 8
M, 0.67, 0.5, 0.19, 1.519, 0.616, 0.388, 0.415, 10
F, 0.68, 0.5, 0.185, 1.741, 0.7665, 0.3255, 0.4685, 12
F, 0.7, 0.55, 0.17, 1.684, 0.7535, 0.3265, 0.32, 11
M, 0.725, 0.575, 0.24, 2.21, 1.351, 0.413, 0.5015, 13
I, 0.355, 0.27, 0.075, 0.1775, 0.079, 0.0315, 0.054, 6
I, 0.36, 0.265, 0.075, 0.1845, 0.083, 0.0365, 0.055, 7
I, 0.38, 0.285, 0.095, 0.243, 0.0895, 0.0665, 0.075, 7
I, 0.465, 0.37, 0.12, 0.4365, 0.188, 0.0815, 0.147, 9
I, 0.47, 0.355, 0.125, 0.499, 0.21, 0.0985, 0.155, 8
I, 0.485, 0.375, 0.13, 0.6025, 0.2935, 0.1285, 0.16, 7
I, 0.52, 0.41, 0.145, 0.646, 0.2965, 0.1595, 0.165, 9
I, 0.525, 0.39, 0.12, 0.664, 0.3115, 0.147, 0.178, 9
M, 0.565, 0.43, 0.15, 0.831, 0.4245, 0.1735, 0.219, 10
I, 0.57, 0.445, 0.155, 0.867, 0.3705, 0.1705, 0.28, 9
I, 0.575, 0.45, 0.125, 0.78, 0.3275, 0.188, 0.235, 9
I, 0.6, 0.48, 0.17, 0.9175, 0.38, 0.2225, 0.29, 8
F, 0.6, 0.48, 0.18, 1.0645, 0.4495, 0.2455, 0.325, 10
M, 0.6, 0.47, 0.165, 1.059, 0.504, 0.241, 0.275, 9
M, 0.605, 0.475, 0.145, 0.884, 0.3835, 0.1905, 0.27, 8
M, 0.61, 0.475, 0.155, 0.983, 0.4565, 0.228, 0.266, 10
M, 0.615, 0.47, 0.16, 1.0175, 0.473, 0.2395, 0.28, 10
F, 0.62, 0.54, 0.165, 1.139, 0.4995, 0.2435, 0.357, 11
I, 0.62, 0.49, 0.16, 1.066, 0.446, 0.246, 0.305, 11
M, 0.625, 0.49, 0.165, 1.1165, 0.4895, 0.2615, 0.3325, 11
I, 0.625, 0.485, 0.15, 1.044, 0.438, 0.2865, 0.278, 9
M, 0.63, 0.495, 0.175, 1.2695, 0.605, 0.271, 0.328, 11
M, 0.645, 0.5, 0.19, 1.5595, 0.741, 0.3715, 0.3845, 14
F, 0.645, 0.48, 0.19, 1.371, 0.6925, 0.2905, 0.35, 12
F, 0.655, 0.505, 0.195, 1.4405, 0.688, 0.3805, 0.363, 11
F, 0.67, 0.55, 0.155, 1.566, 0.858, 0.339, 0.354, 10
M, 0.71, 0.575, 0.215, 2.009, 0.9895, 0.4475, 0.502, 11
F, 0.73, 0.56, 0.19, 1.9425, 0.799, 0.5195, 0.5655, 11
M, 0.75, 0.595, 0.205, 2.2205, 1.083, 0.421, 0.63, 12
M, 0.77, 0.62, 0.195, 2.5155, 1.1155, 0.6415, 0.642, 12
I, 0.455, 0.335, 0.105, 0.422, 0.229, 0.0865, 0.1, 6
M, 0.605, 0.475, 0.15, 1.15, 0.575, 0.232, 0.297, 10
M, 0.65, 0.525, 0.19, 1.6125, 0.777, 0.3685, 0.3965, 11
F, 0.685, 0.535, 0.175, 1.5845, 0.7175, 0.3775, 0.4215, 9
F, 0.695, 0.55, 0.185, 1.679, 0.805, 0.4015, 0.3965, 10
M, 0.73, 0.575, 0.21, 2.069, 0.9285, 0.409, 0.643, 11
I, 0.485, 0.385, 0.13, 0.568, 0.2505, 0.178, 0.154, 7
M, 0.615, 0.47, 0.145, 1.0285, 0.4435, 0.2825, 0.285, 11
M, 0.625, 0.515, 0.17, 1.331, 0.5725, 0.3005, 0.361, 9
M, 0.665, 0.525, 0.18, 1.429, 0.6715, 0.29, 0.4, 12
F, 0.67, 0.53, 0.205, 1.4015, 0.643, 0.2465, 0.416, 12
I, 0.32, 0.24, 0.07, 0.133, 0.0585, 0.0255, 0.041, 6
I, 0.36, 0.27, 0.085, 0.196, 0.0905, 0.034, 0.053, 7
I, 0.375, 0.275, 0.085, 0.22, 0.109, 0.05, 0.0605, 7
M, 0.47, 0.365, 0.135, 0.522, 0.2395, 0.1525, 0.145, 10
M, 0.515, 0.4, 0.14, 0.6335, 0.288, 0.145, 0.168, 9
M, 0.5, 0.39, 0.135, 0.7815, 0.361, 0.1575, 0.2385, 9
F, 0.545, 0.43, 0.16, 0.844, 0.3945, 0.1855, 0.231, 9
M, 0.58, 0.45, 0.12, 0.8685, 0.418, 0.1475, 0.2605, 8
F, 0.58, 0.435, 0.15, 0.839, 0.3485, 0.207, 0.192, 7
F, 0.72, 0.575, 0.215, 2.1, 0.8565, 0.4825, 0.602, 12
F, 0.73, 0.555, 0.18, 1.6895, 0.6555, 0.1965, 0.4935, 10
I, 0.37, 0.29, 0.1, 0.25, 0.1025, 0.0505, 0.085, 10
M, 0.62, 0.49, 0.17, 1.2105, 0.5185, 0.2555, 0.335, 13
I, 0.385, 0.29, 0.09, 0.232, 0.0855, 0.0495, 0.08, 7
F, 0.5, 0.4, 0.125, 0.5765, 0.2395, 0.126, 0.185, 10
I, 0.4, 0.31, 0.1, 0.127, 0.106, 0.071, 0.085, 7
M, 0.32, 0.24, 0.08, 0.18, 0.08, 0.0385, 0.055, 6
F, 0.44, 0.33, 0.115, 0.4005, 0.143, 0.113, 0.12, 8
M, 0.46, 0.375, 0.135, 0.4935, 0.186, 0.0845, 0.17, 12
F, 0.49, 0.37, 0.14, 0.585, 0.243, 0.115, 0.195, 10
I, 0.405, 0.305, 0.105, 0.3625, 0.1565, 0.0705, 0.125, 10
F, 0.29, 0.225, 0.075, 0.14, 0.0515, 0.0235, 0.04, 5
F, 0.55, 0.465, 0.18, 1.2125, 0.3245, 0.205, 0.525, 27
F, 0.475, 0.38, 0.135, 0.486, 0.1735, 0.07, 0.185, 7
M, 0.655, 0.59, 0.2, 1.5455, 0.654, 0.3765, 0.415, 11
F, 0.635, 0.51, 0.175, 1.2125, 0.5735, 0.261, 0.36, 14
F, 0.62, 0.48, 0.23, 1.0935, 0.403, 0.245, 0.355, 14
M, 0.455, 0.355, 0.13, 0.515, 0.2, 0.1275, 0.175, 11
M, 0.59, 0.46, 0.155, 0.906, 0.327, 0.1485, 0.335, 15
F, 0.515, 0.42, 0.135, 0.6295, 0.2815, 0.127, 0.215, 9
F, 0.72, 0.56, 0.175, 1.7265, 0.637, 0.3415, 0.525, 17
F, 0.61, 0.485, 0.21, 1.3445, 0.535, 0.2205, 0.515, 20
F, 0.645, 0.525, 0.2, 1.449, 0.601, 0.2565, 0.505, 13
F, 0.43, 0.34, 0.11, 0.382, 0.154, 0.0955, 0.109, 8
I, 0.525, 0.43, 0.15, 0.7365, 0.3225, 0.161, 0.215, 11
F, 0.45, 0.345, 0.115, 0.496, 0.1905, 0.117, 0.14, 12
I, 0.47, 0.35, 0.135, 0.567, 0.2315, 0.1465, 0.1525, 11
M, 0.33, 0.25, 0.09, 0.197, 0.085, 0.041, 0.0605, 10
F, 0.53, 0.43, 0.17, 0.775, 0.35, 0.152, 0.235, 17
F, 0.505, 0.38, 0.145, 0.651, 0.2935, 0.19, 0.17, 12
F, 0.465, 0.35, 0.13, 0.494, 0.1945, 0.103, 0.155, 18
M, 0.26, 0.2, 0.065, 0.096, 0.044, 0.027, 0.03, 6
I, 0.565, 0.435, 0.155, 0.782, 0.2715, 0.168, 0.285, 14
M, 0.515, 0.4, 0.16, 0.8175, 0.2515, 0.156, 0.3, 23
F, 0.55, 0.435, 0.17, 0.884, 0.2875, 0.1645, 0.28, 14
M, 0.395, 0.305, 0.105, 0.282, 0.0975, 0.065, 0.096, 9
F, 0.49, 0.4, 0.145, 0.6635, 0.21, 0.1295, 0.2515, 13
F, 0.475, 0.38, 0.145, 0.57, 0.167, 0.118, 0.187, 11
I, 0.415, 0.315, 0.09, 0.3625, 0.175, 0.0835, 0.093, 6
M, 0.48, 0.37, 0.135, 0.6315, 0.3445, 0.1015, 0.161, 7
F, 0.6, 0.475, 0.135, 1.4405, 0.5885, 0.191, 0.3175, 9
M, 0.63, 0.5, 0.185, 1.362, 0.5785, 0.3125, 0.384, 10
I, 0.44, 0.345, 0.115, 0.545, 0.269, 0.111, 0.1305, 6
I, 0.475, 0.355, 0.105, 0.468, 0.201, 0.1115, 0.12, 8
M, 0.525, 0.425, 0.125, 0.812, 0.4035, 0.1705, 0.195, 8
M, 0.53, 0.41, 0.14, 0.681, 0.3095, 0.1415, 0.1835, 6
M, 0.575, 0.45, 0.155, 0.948, 0.429, 0.206, 0.259, 7
F, 0.595, 0.47, 0.155, 1.1775, 0.542, 0.269, 0.31, 9
F, 0.63, 0.495, 0.145, 1.147, 0.5455, 0.266, 0.2885, 9
F, 0.69, 0.545, 0.205, 1.933, 0.7855, 0.429, 0.498, 13
M, 0.77, 0.6, 0.215, 2.1945, 1.0515, 0.482, 0.584, 10
I, 0.515, 0.4, 0.125, 0.5925, 0.265, 0.1175, 0.168, 9
M, 0.625, 0.495, 0.185, 1.3835, 0.7105, 0.3005, 0.345, 11
M, 0.65, 0.515, 0.125, 1.1805, 0.5235, 0.283, 0.3275, 9
M, 0.67, 0.5, 0.2, 1.269, 0.576, 0.2985, 0.351, 11
F, 0.675, 0.55, 0.19, 1.551, 0.7105, 0.3685, 0.412, 13
I, 0.395, 0.32, 0.1, 0.3075, 0.149, 0.0535, 0.09, 8
M, 0.515, 0.41, 0.14, 0.7355, 0.3065, 0.137, 0.2, 7
I, 0.525, 0.4, 0.13, 0.6445, 0.345, 0.1285, 0.2, 8
I, 0.55, 0.425, 0.145, 0.89, 0.4325, 0.171, 0.236, 10
I, 0.55, 0.42, 0.155, 0.912, 0.495, 0.1805, 0.205, 9
I, 0.56, 0.44, 0.14, 0.825, 0.402, 0.139, 0.245, 10
M, 0.59, 0.47, 0.145, 0.9235, 0.4545, 0.173, 0.254, 9
F, 0.615, 0.46, 0.15, 1.0265, 0.4935, 0.201, 0.2745, 10
M, 0.64, 0.505, 0.155, 1.1955, 0.5565, 0.211, 0.346, 11
I, 0.24, 0.17, 0.05, 0.0545, 0.0205, 0.016, 0.0155, 5
I, 0.375, 0.265, 0.095, 0.196, 0.085, 0.042, 0.0585, 5
F, 0.525, 0.43, 0.135, 0.8435, 0.4325, 0.18, 0.1815, 9
F, 0.54, 0.415, 0.15, 0.8115, 0.3875, 0.1875, 0.2035, 9
F, 0.59, 0.455, 0.15, 0.976, 0.465, 0.2055, 0.2765, 10
M, 0.6, 0.475, 0.175, 1.11, 0.5105, 0.256, 0.285, 9
M, 0.625, 0.5, 0.13, 1.082, 0.5785, 0.2045, 0.25, 8
M, 0.74, 0.595, 0.19, 2.3235, 1.1495, 0.5115, 0.505, 11
I, 0.435, 0.335, 0.095, 0.298, 0.109, 0.058, 0.115, 7
I, 0.5, 0.39, 0.13, 0.5075, 0.2115, 0.104, 0.1755, 9
I, 0.51, 0.4, 0.125, 0.5935, 0.239, 0.13, 0.204, 8
F, 0.535, 0.445, 0.125, 0.8725, 0.417, 0.199, 0.24, 8
F, 0.575, 0.425, 0.15, 0.8765, 0.455, 0.18, 0.228, 8
F, 0.6, 0.48, 0.17, 1.056, 0.4575, 0.2435, 0.3135, 10
F, 0.6, 0.45, 0.15, 0.9625, 0.4375, 0.2225, 0.2775, 9
F, 0.605, 0.495, 0.17, 1.0915, 0.4365, 0.2715, 0.335, 13
M, 0.635, 0.515, 0.16, 1.2075, 0.5385, 0.282, 0.345, 11
F, 0.65, 0.565, 0.2, 1.6645, 0.753, 0.367, 0.43, 12
F, 0.66, 0.525, 0.16, 1.277, 0.4975, 0.319, 0.394, 13
I, 0.67, 0.485, 0.175, 1.2565, 0.5355, 0.322, 0.386, 9
M, 0.735, 0.59, 0.205, 2.087, 0.909, 0.474, 0.625, 12
M, 0.485, 0.365, 0.155, 1.029, 0.4235, 0.2285, 0.313, 8
I, 0.5, 0.37, 0.115, 0.5745, 0.306, 0.112, 0.141, 7
I, 0.595, 0.43, 0.165, 0.9845, 0.4525, 0.207, 0.2725, 8
F, 0.67, 0.515, 0.17, 1.4265, 0.6605, 0.3395, 0.37, 11
I, 0.39, 0.3, 0.1, 0.2665, 0.1105, 0.059, 0.084, 7
I, 0.39, 0.28, 0.09, 0.215, 0.0845, 0.034, 0.079, 8
I, 0.44, 0.32, 0.105, 0.3875, 0.1755, 0.074, 0.12, 9
I, 0.45, 0.34, 0.125, 0.4045, 0.171, 0.07, 0.1345, 8
M, 0.57, 0.45, 0.145, 0.95, 0.4005, 0.2235, 0.2845, 10
F, 0.58, 0.435, 0.155, 0.8785, 0.425, 0.1685, 0.2425, 10
F, 0.68, 0.56, 0.195, 1.664, 0.58, 0.3855, 0.545, 11
F, 0.53, 0.395, 0.115, 0.5685, 0.249, 0.1375, 0.161, 9
M, 0.58, 0.43, 0.125, 0.9115, 0.446, 0.2075, 0.121, 10
M, 0.595, 0.455, 0.145, 0.942, 0.43, 0.182, 0.277, 11
M, 0.6, 0.465, 0.18, 1.193, 0.5145, 0.315, 0.3055, 8
I, 0.3, 0.22, 0.065, 0.1235, 0.059, 0.026, 0.0315, 5
I, 0.37, 0.275, 0.1, 0.2815, 0.1505, 0.0505, 0.068, 5
F, 0.685, 0.53, 0.17, 1.5105, 0.7385, 0.3525, 0.3725, 10
M, 0.535, 0.42, 0.125, 0.764, 0.312, 0.1505, 0.265, 11
M, 0.51, 0.4, 0.14, 0.6905, 0.259, 0.151, 0.23, 10
F, 0.665, 0.5, 0.175, 1.742, 0.595, 0.3025, 0.725, 21
F, 0.64, 0.475, 0.19, 1.151, 0.4365, 0.281, 0.3805, 13
F, 0.64, 0.54, 0.175, 1.571, 0.627, 0.271, 0.475, 18
I, 0.345, 0.285, 0.1, 0.2225, 0.0865, 0.058, 0.075, 8
F, 0.69, 0.555, 0.205, 1.8165, 0.7785, 0.4395, 0.515, 19
M, 0.595, 0.5, 0.165, 1.06, 0.402, 0.28, 0.275, 11
M, 0.48, 0.38, 0.135, 0.528, 0.2, 0.1395, 0.16, 14
M, 0.46, 0.355, 0.11, 0.415, 0.215, 0.082, 0.13, 12
F, 0.59, 0.475, 0.155, 0.9715, 0.371, 0.235, 0.28, 11
F, 0.605, 0.475, 0.145, 1.0185, 0.4695, 0.225, 0.27, 15
F, 0.51, 0.395, 0.12, 0.6175, 0.262, 0.122, 0.193, 12
M, 0.645, 0.5, 0.19, 1.229, 0.524, 0.278, 0.395, 17
I, 0.41, 0.3, 0.115, 0.2595, 0.097, 0.0515, 0.08, 10
