@relation abalone
@attribute Sex {M, F, I}
@attribute Length real [0.075,  0.815]
@attribute Diameter real [0.055,  0.65]
@attribute Height real [0.0,  1.13]
@attribute Whole_weight real [0.0020,  2.8255]
@attribute Shucked_weight real [0.0010,  1.488]
@attribute Viscera_weight real [5.0E-4,  0.76]
@attribute Shell_weight real [0.0015,  1.005]
@attribute Rings {15, 7, 9, 10, 8, 20, 16, 19, 14, 11, 12, 18, 13, 5, 4, 6, 21, 17, 22, 1, 3, 26, 23, 29, 2, 27, 25, 24}
@data
M, 0.555, 0.445, 0.135, 0.836, 0.336, 0.1625, 0.275, 13
I, 0.3, 0.23, 0.08, 0.1275, 0.0435, 0.0265, 0.04, 8
F, 0.595, 0.455, 0.155, 1.0605, 0.5135, 0.2165, 0.3, 12
M, 0.56, 0.45, 0.175, 1.011, 0.3835, 0.2065, 0.37, 15
F, 0.635, 0.505, 0.17, 1.415, 0.605, 0.297, 0.365, 15
I, 0.275, 0.205, 0.075, 0.1105, 0.045, 0.0285, 0.035, 6
M, 0.49, 0.395, 0.14, 0.549, 0.2215, 0.1275, 0.15, 11
F, 0.405, 0.305, 0.095, 0.3485, 0.1455, 0.0895, 0.1, 9
I, 0.165, 0.12, 0.03, 0.0215, 0.0070, 0.0050, 0.0050, 3
M, 0.56, 0.44, 0.14, 0.971, 0.443, 0.2045, 0.265, 14
M, 0.63, 0.485, 0.175, 1.3, 0.4335, 0.2945, 0.46, 23
M, 0.45, 0.35, 0.1, 0.3675, 0.1465, 0.1015, 0.12, 10
M, 0.335, 0.265, 0.105, 0.222, 0.0935, 0.056, 0.075, 7
M, 0.62, 0.475, 0.185, 1.325, 0.6045, 0.325, 0.33, 13
I, 0.39, 0.31, 0.1, 0.302, 0.116, 0.064, 0.115, 11
M, 0.585, 0.455, 0.15, 0.987, 0.4355, 0.2075, 0.31, 11
M, 0.57, 0.44, 0.095, 0.827, 0.3395, 0.2215, 0.235, 8
M, 0.59, 0.5, 0.165, 1.1045, 0.4565, 0.2425, 0.34, 15
F, 0.63, 0.5, 0.17, 1.3135, 0.5595, 0.267, 0.4, 20
I, 0.49, 0.38, 0.12, 0.529, 0.2165, 0.139, 0.155, 11
I, 0.26, 0.2, 0.07, 0.092, 0.037, 0.02, 0.03, 6
M, 0.565, 0.455, 0.17, 0.9065, 0.342, 0.156, 0.32, 18
M, 0.545, 0.42, 0.14, 0.7505, 0.2475, 0.13, 0.255, 22
M, 0.5, 0.41, 0.15, 0.662, 0.2815, 0.137, 0.22, 11
I, 0.415, 0.31, 0.11, 0.2965, 0.123, 0.057, 0.0995, 10
M, 0.585, 0.455, 0.225, 1.055, 0.3815, 0.221, 0.365, 15
M, 0.56, 0.435, 0.18, 0.889, 0.36, 0.204, 0.25, 11
F, 0.49, 0.38, 0.145, 0.6725, 0.249, 0.181, 0.21, 10
F, 0.275, 0.195, 0.07, 0.08, 0.031, 0.0215, 0.025, 5
M, 0.155, 0.11, 0.04, 0.0155, 0.0065, 0.0030, 0.0050, 3
I, 0.52, 0.405, 0.14, 0.5775, 0.2, 0.145, 0.179, 11
M, 0.42, 0.325, 0.115, 0.2885, 0.1, 0.057, 0.1135, 15
I, 0.555, 0.425, 0.18, 0.875, 0.3695, 0.2005, 0.255, 11
I, 0.485, 0.355, 0.13, 0.581, 0.245, 0.132, 0.168, 12
I, 0.45, 0.35, 0.14, 0.474, 0.21, 0.109, 0.1275, 16
I, 0.61, 0.475, 0.15, 0.9665, 0.4145, 0.2, 0.345, 10
F, 0.405, 0.31, 0.12, 0.3095, 0.138, 0.058, 0.095, 13
F, 0.39, 0.3, 0.1, 0.265, 0.1075, 0.06, 0.0865, 13
I, 0.47, 0.345, 0.115, 0.4885, 0.2005, 0.108, 0.166, 11
F, 0.44, 0.345, 0.17, 0.4085, 0.15, 0.0825, 0.1515, 12
M, 0.415, 0.345, 0.135, 0.3865, 0.128, 0.07, 0.148, 13
I, 0.485, 0.38, 0.14, 0.673, 0.2175, 0.13, 0.195, 18
I, 0.465, 0.36, 0.105, 0.498, 0.214, 0.116, 0.14, 15
F, 0.43, 0.34, 0.12, 0.391, 0.1555, 0.095, 0.1405, 7
F, 0.59, 0.45, 0.16, 0.9, 0.358, 0.156, 0.315, 19
F, 0.585, 0.475, 0.185, 0.9585, 0.4145, 0.1615, 0.33, 11
F, 0.415, 0.34, 0.13, 0.3675, 0.146, 0.0885, 0.12, 10
F, 0.395, 0.295, 0.095, 0.2245, 0.078, 0.054, 0.08, 10
I, 0.37, 0.275, 0.1, 0.2295, 0.0885, 0.0465, 0.07, 7
F, 0.535, 0.4, 0.15, 0.8045, 0.3345, 0.2125, 0.21, 13
M, 0.59, 0.44, 0.15, 0.9555, 0.366, 0.2425, 0.295, 11
F, 0.345, 0.26, 0.09, 0.207, 0.0775, 0.0435, 0.0765, 10
M, 0.355, 0.265, 0.085, 0.201, 0.069, 0.053, 0.0695, 8
M, 0.35, 0.255, 0.08, 0.1915, 0.08, 0.0385, 0.063, 9
I, 0.275, 0.2, 0.065, 0.1035, 0.0475, 0.0205, 0.03, 7
F, 0.48, 0.375, 0.105, 0.525, 0.2185, 0.1195, 0.155, 12
F, 0.52, 0.405, 0.14, 0.8175, 0.2795, 0.183, 0.26, 17
M, 0.515, 0.435, 0.145, 0.8815, 0.292, 0.206, 0.255, 10
M, 0.52, 0.42, 0.16, 0.745, 0.255, 0.157, 0.2885, 11
M, 0.505, 0.405, 0.14, 0.875, 0.2665, 0.174, 0.285, 12
I, 0.475, 0.365, 0.125, 0.5465, 0.229, 0.1185, 0.172, 9
M, 0.5, 0.4, 0.125, 0.5975, 0.27, 0.1275, 0.166, 9
M, 0.565, 0.45, 0.155, 1.0595, 0.4735, 0.24, 0.265, 10
M, 0.59, 0.475, 0.165, 1.077, 0.4545, 0.244, 0.3095, 9
F, 0.615, 0.52, 0.15, 1.3435, 0.629, 0.2605, 0.345, 10
M, 0.63, 0.505, 0.165, 1.26, 0.4525, 0.2755, 0.406, 14
M, 0.73, 0.595, 0.23, 2.8255, 1.1465, 0.419, 0.897, 17
I, 0.205, 0.14, 0.05, 0.046, 0.0165, 0.012, 0.0135, 6
I, 0.24, 0.175, 0.055, 0.0705, 0.025, 0.014, 0.021, 5
I, 0.255, 0.18, 0.055, 0.083, 0.031, 0.0215, 0.02, 4
I, 0.295, 0.23, 0.08, 0.1625, 0.065, 0.05, 0.0385, 5
I, 0.305, 0.22, 0.07, 0.141, 0.062, 0.031, 0.037, 5
I, 0.315, 0.235, 0.075, 0.1485, 0.0585, 0.0375, 0.0425, 6
I, 0.37, 0.29, 0.095, 0.249, 0.1045, 0.058, 0.067, 6
I, 0.42, 0.315, 0.1, 0.3435, 0.157, 0.0795, 0.09, 6
I, 0.455, 0.355, 0.125, 0.5325, 0.225, 0.126, 0.1465, 7
M, 0.535, 0.435, 0.14, 0.874, 0.3735, 0.229, 0.2195, 8
F, 0.57, 0.455, 0.15, 1.107, 0.54, 0.255, 0.27, 8
F, 0.605, 0.49, 0.15, 1.1345, 0.5265, 0.2645, 0.295, 9
F, 0.625, 0.475, 0.175, 1.1435, 0.4755, 0.2475, 0.349, 10
M, 0.635, 0.525, 0.185, 1.4065, 0.684, 0.3, 0.3745, 10
F, 0.655, 0.46, 0.16, 1.494, 0.6895, 0.331, 0.1825, 9
I, 0.185, 0.13, 0.045, 0.029, 0.012, 0.0075, 0.0095, 4
I, 0.4, 0.32, 0.095, 0.348, 0.194, 0.053, 0.087, 6
I, 0.42, 0.3, 0.105, 0.316, 0.1255, 0.07, 0.1035, 7
I, 0.44, 0.33, 0.11, 0.3705, 0.1545, 0.084, 0.12, 7
I, 0.45, 0.33, 0.105, 0.3715, 0.1865, 0.0785, 0.0975, 7
I, 0.45, 0.33, 0.11, 0.3685, 0.16, 0.0885, 0.102, 6
M, 0.545, 0.41, 0.12, 0.793, 0.434, 0.1405, 0.19, 9
M, 0.56, 0.415, 0.145, 0.852, 0.43, 0.1885, 0.205, 8
M, 0.575, 0.455, 0.135, 0.907, 0.4245, 0.197, 0.26, 9
M, 0.585, 0.46, 0.145, 0.9335, 0.478, 0.1825, 0.235, 9
F, 0.605, 0.47, 0.165, 1.1775, 0.611, 0.2275, 0.292, 9
F, 0.62, 0.48, 0.16, 1.1125, 0.5635, 0.2445, 0.281, 8
F, 0.645, 0.48, 0.17, 1.1345, 0.528, 0.254, 0.305, 10
M, 0.665, 0.525, 0.16, 1.363, 0.629, 0.279, 0.34, 8
M, 0.695, 0.56, 0.185, 1.74, 0.885, 0.3715, 0.4375, 10
M, 0.745, 0.565, 0.215, 1.931, 0.896, 0.4585, 0.5, 11
F, 0.78, 0.63, 0.215, 2.657, 1.488, 0.4985, 0.586, 11
I, 0.305, 0.215, 0.065, 0.1075, 0.044, 0.0205, 0.038, 5
I, 0.345, 0.255, 0.095, 0.1945, 0.0925, 0.037, 0.055, 6
I, 0.375, 0.275, 0.095, 0.2465, 0.11, 0.0415, 0.0775, 6
I, 0.395, 0.305, 0.105, 0.284, 0.1135, 0.0595, 0.0945, 8
I, 0.41, 0.335, 0.11, 0.33, 0.157, 0.0705, 0.17, 7
I, 0.47, 0.355, 0.12, 0.393, 0.167, 0.0885, 0.115, 8
I, 0.5, 0.38, 0.135, 0.594, 0.2945, 0.104, 0.1565, 9
M, 0.5, 0.42, 0.135, 0.6765, 0.302, 0.1415, 0.2065, 9
I, 0.5, 0.41, 0.14, 0.6615, 0.2585, 0.1625, 0.196, 9
I, 0.53, 0.42, 0.155, 0.81, 0.4725, 0.111, 0.192, 10
I, 0.54, 0.42, 0.14, 0.7265, 0.3205, 0.1445, 0.229, 9
F, 0.55, 0.405, 0.125, 0.651, 0.2965, 0.137, 0.2, 9
I, 0.555, 0.425, 0.145, 0.7905, 0.3485, 0.1765, 0.225, 9
F, 0.565, 0.45, 0.145, 0.8495, 0.4215, 0.1685, 0.225, 8
I, 0.57, 0.44, 0.13, 0.7665, 0.347, 0.1785, 0.202, 10
M, 0.57, 0.435, 0.125, 0.8965, 0.383, 0.1835, 0.275, 9
M, 0.585, 0.46, 0.165, 1.1135, 0.5825, 0.2345, 0.274, 10
I, 0.59, 0.445, 0.135, 0.7715, 0.328, 0.1745, 0.23, 9
M, 0.605, 0.49, 0.14, 0.9755, 0.419, 0.206, 0.315, 10
M, 0.615, 0.48, 0.175, 1.118, 0.446, 0.3195, 0.3, 9
M, 0.62, 0.51, 0.175, 1.2815, 0.5715, 0.2385, 0.39, 10
M, 0.63, 0.495, 0.16, 1.093, 0.497, 0.221, 0.315, 12
M, 0.645, 0.51, 0.16, 1.1835, 0.556, 0.2385, 0.345, 11
F, 0.67, 0.53, 0.225, 1.5615, 0.63, 0.487, 0.3725, 11
F, 0.67, 0.505, 0.175, 1.0145, 0.4375, 0.271, 0.3745, 10
F, 0.725, 0.6, 0.2, 1.737, 0.697, 0.3585, 0.595, 11
I, 0.405, 0.29, 0.09, 0.2825, 0.112, 0.075, 0.0815, 7
M, 0.415, 0.315, 0.115, 0.3895, 0.2015, 0.065, 0.103, 9
M, 0.44, 0.32, 0.12, 0.4565, 0.2435, 0.092, 0.1025, 8
I, 0.455, 0.335, 0.135, 0.501, 0.274, 0.0995, 0.1065, 7
M, 0.485, 0.39, 0.085, 0.6435, 0.2945, 0.103, 0.198, 8
F, 0.605, 0.485, 0.165, 0.9515, 0.4535, 0.193, 0.2765, 11
F, 0.645, 0.515, 0.175, 1.546, 0.7035, 0.365, 0.415, 10
F, 0.65, 0.5, 0.16, 1.3825, 0.702, 0.304, 0.3195, 9
F, 0.655, 0.54, 0.215, 1.5555, 0.695, 0.296, 0.444, 11
M, 0.69, 0.525, 0.2, 1.7825, 0.9165, 0.3325, 0.461, 12
M, 0.7, 0.555, 0.2, 1.858, 0.73, 0.3665, 0.595, 11
I, 0.39, 0.285, 0.1, 0.281, 0.1275, 0.062, 0.077, 7
I, 0.41, 0.3, 0.09, 0.304, 0.129, 0.071, 0.0955, 8
I, 0.45, 0.335, 0.11, 0.4195, 0.181, 0.085, 0.1345, 7
M, 0.56, 0.425, 0.135, 0.849, 0.3265, 0.221, 0.2645, 10
I, 0.565, 0.42, 0.155, 0.743, 0.31, 0.186, 0.231, 9
F, 0.565, 0.44, 0.15, 0.863, 0.435, 0.149, 0.27, 9
M, 0.565, 0.44, 0.125, 0.802, 0.3595, 0.1825, 0.215, 9
F, 0.57, 0.45, 0.135, 0.7805, 0.3345, 0.185, 0.21, 8
I, 0.57, 0.435, 0.17, 0.848, 0.4, 0.166, 0.25, 9
I, 0.59, 0.45, 0.145, 1.022, 0.428, 0.268, 0.265, 10
I, 0.59, 0.46, 0.145, 0.9015, 0.419, 0.1785, 0.26, 11
F, 0.6, 0.46, 0.155, 0.9735, 0.427, 0.2045, 0.3, 8
F, 0.605, 0.48, 0.14, 0.991, 0.4735, 0.2345, 0.24, 8
I, 0.61, 0.465, 0.125, 0.9225, 0.436, 0.19, 0.26, 9
F, 0.635, 0.49, 0.175, 1.2435, 0.5805, 0.313, 0.305, 10
F, 0.65, 0.495, 0.155, 1.337, 0.615, 0.3195, 0.335, 9
M, 0.665, 0.525, 0.175, 1.443, 0.6635, 0.3845, 0.353, 11
M, 0.67, 0.52, 0.165, 1.39, 0.711, 0.2865, 0.3, 11
F, 0.67, 0.54, 0.195, 1.619, 0.74, 0.3305, 0.465, 11
F, 0.685, 0.565, 0.175, 1.638, 0.7775, 0.375, 0.438, 11
F, 0.7, 0.535, 0.175, 1.773, 0.6805, 0.48, 0.512, 15
F, 0.72, 0.525, 0.18, 1.445, 0.631, 0.3215, 0.435, 7
M, 0.775, 0.63, 0.25, 2.7795, 1.3485, 0.76, 0.578, 12
M, 0.445, 0.32, 0.12, 0.414, 0.199, 0.09, 0.117, 7
I, 0.455, 0.325, 0.135, 0.82, 0.4005, 0.1715, 0.211, 8
I, 0.455, 0.345, 0.11, 0.434, 0.207, 0.0855, 0.1215, 8
F, 0.545, 0.415, 0.2, 1.358, 0.567, 0.318, 0.403, 10
M, 0.57, 0.455, 0.175, 1.02, 0.4805, 0.2145, 0.29, 9
M, 0.625, 0.495, 0.175, 1.254, 0.5815, 0.286, 0.3185, 9
F, 0.64, 0.475, 0.14, 1.0725, 0.4895, 0.2295, 0.31, 8
F, 0.705, 0.545, 0.18, 1.5395, 0.6075, 0.3675, 0.4645, 13
I, 0.365, 0.27, 0.075, 0.2215, 0.095, 0.0445, 0.07, 6
I, 0.435, 0.335, 0.1, 0.3245, 0.135, 0.0785, 0.098, 7
I, 0.435, 0.33, 0.11, 0.38, 0.1515, 0.0945, 0.11, 7
I, 0.515, 0.415, 0.135, 0.7125, 0.285, 0.152, 0.245, 10
I, 0.53, 0.405, 0.12, 0.632, 0.2715, 0.148, 0.1875, 9
I, 0.55, 0.45, 0.13, 0.804, 0.3375, 0.1405, 0.23, 6
F, 0.58, 0.45, 0.195, 0.8265, 0.4035, 0.173, 0.225, 9
M, 0.62, 0.485, 0.155, 1.0295, 0.425, 0.2315, 0.335, 12
F, 0.645, 0.51, 0.18, 1.6195, 0.7815, 0.322, 0.4675, 12
M, 0.645, 0.49, 0.175, 1.32, 0.6525, 0.2375, 0.3385, 11
M, 0.665, 0.515, 0.2, 1.2695, 0.5115, 0.2675, 0.436, 12
F, 0.705, 0.535, 0.22, 1.866, 0.929, 0.3835, 0.4395, 10
I, 0.435, 0.325, 0.12, 0.346, 0.159, 0.084, 0.095, 7
I, 0.475, 0.365, 0.12, 0.5185, 0.268, 0.1095, 0.1365, 8
M, 0.505, 0.385, 0.115, 0.4825, 0.21, 0.1035, 0.1535, 10
I, 0.255, 0.19, 0.06, 0.086, 0.04, 0.0185, 0.025, 5
I, 0.28, 0.215, 0.08, 0.132, 0.072, 0.022, 0.033, 5
I, 0.32, 0.255, 0.085, 0.1745, 0.072, 0.033, 0.057, 8
I, 0.395, 0.295, 0.1, 0.293, 0.14, 0.062, 0.082, 7
I, 0.415, 0.305, 0.12, 0.336, 0.165, 0.076, 0.0805, 7
I, 0.445, 0.32, 0.12, 0.378, 0.152, 0.0825, 0.12, 8
M, 0.45, 0.35, 0.13, 0.4655, 0.2075, 0.1045, 0.135, 8
F, 0.475, 0.38, 0.14, 0.689, 0.3165, 0.1315, 0.1955, 7
I, 0.48, 0.35, 0.135, 0.5465, 0.2735, 0.0995, 0.158, 8
F, 0.6, 0.47, 0.19, 1.1345, 0.492, 0.2595, 0.3375, 10
M, 0.775, 0.57, 0.22, 2.032, 0.735, 0.4755, 0.6585, 17
F, 0.59, 0.455, 0.175, 0.966, 0.391, 0.2455, 0.31, 10
M, 0.415, 0.31, 0.09, 0.3245, 0.1305, 0.0735, 0.115, 8
I, 0.28, 0.2, 0.075, 0.1225, 0.0545, 0.0115, 0.035, 5
F, 0.71, 0.565, 0.195, 1.817, 0.785, 0.492, 0.49, 11
M, 0.375, 0.305, 0.09, 0.3245, 0.1395, 0.0565, 0.095, 5
F, 0.645, 0.5, 0.17, 1.1845, 0.4805, 0.274, 0.355, 13
M, 0.55, 0.43, 0.16, 0.9295, 0.317, 0.1735, 0.355, 13
M, 0.495, 0.4, 0.155, 0.8085, 0.2345, 0.1155, 0.35, 6
F, 0.485, 0.375, 0.145, 0.5885, 0.2385, 0.1155, 0.19, 13
I, 0.355, 0.28, 0.11, 0.2235, 0.0815, 0.0525, 0.08, 7
F, 0.56, 0.435, 0.185, 1.106, 0.422, 0.2435, 0.33, 15
M, 0.585, 0.465, 0.19, 1.171, 0.3905, 0.2355, 0.4, 17
M, 0.465, 0.36, 0.13, 0.5265, 0.2105, 0.1185, 0.165, 10
F, 0.57, 0.46, 0.17, 1.1, 0.4125, 0.2205, 0.38, 14
M, 0.65, 0.495, 0.18, 1.793, 0.8005, 0.339, 0.53, 14
F, 0.59, 0.465, 0.16, 1.1005, 0.506, 0.2525, 0.295, 13
M, 0.51, 0.405, 0.13, 0.7175, 0.3725, 0.158, 0.17, 9
M, 0.475, 0.36, 0.12, 0.578, 0.2825, 0.12, 0.17, 8
M, 0.59, 0.49, 0.135, 1.008, 0.422, 0.2245, 0.285, 11
I, 0.42, 0.345, 0.115, 0.3435, 0.1515, 0.0795, 0.115, 9
M, 0.67, 0.55, 0.17, 1.247, 0.472, 0.2455, 0.4, 21
F, 0.71, 0.565, 0.195, 1.7265, 0.638, 0.3365, 0.565, 17
M, 0.525, 0.43, 0.165, 0.8645, 0.376, 0.1945, 0.2515, 16
M, 0.575, 0.47, 0.15, 1.1415, 0.4515, 0.204, 0.4, 13
M, 0.65, 0.545, 0.16, 1.2425, 0.487, 0.296, 0.48, 15
M, 0.37, 0.29, 0.09, 0.241, 0.11, 0.045, 0.069, 10
F, 0.64, 0.5, 0.15, 1.0705, 0.371, 0.2705, 0.36, 8
M, 0.31, 0.235, 0.06, 0.12, 0.0415, 0.033, 0.04, 11
F, 0.66, 0.515, 0.18, 1.523, 0.54, 0.3365, 0.555, 16
I, 0.635, 0.5, 0.18, 1.319, 0.5485, 0.292, 0.49, 16
M, 0.465, 0.355, 0.125, 0.5255, 0.2025, 0.135, 0.145, 13
M, 0.5, 0.38, 0.135, 0.5835, 0.2295, 0.1265, 0.18, 12
M, 0.425, 0.325, 0.12, 0.3755, 0.142, 0.1065, 0.105, 9
M, 0.605, 0.49, 0.145, 1.3, 0.517, 0.3285, 0.31, 14
M, 0.645, 0.485, 0.155, 1.489, 0.5915, 0.312, 0.38, 18
M, 0.52, 0.4, 0.165, 0.8565, 0.2745, 0.201, 0.21, 12
F, 0.54, 0.415, 0.175, 0.8975, 0.275, 0.241, 0.275, 14
M, 0.44, 0.325, 0.115, 0.39, 0.163, 0.087, 0.113, 7
M, 0.45, 0.36, 0.16, 0.567, 0.174, 0.1245, 0.225, 12
M, 0.495, 0.4, 0.14, 0.7775, 0.2015, 0.18, 0.25, 15
I, 0.34, 0.255, 0.075, 0.18, 0.0745, 0.04, 0.0525, 6
M, 0.58, 0.46, 0.18, 1.145, 0.48, 0.277, 0.325, 11
I, 0.45, 0.35, 0.125, 0.4775, 0.2235, 0.089, 0.118, 6
I, 0.475, 0.385, 0.11, 0.5735, 0.311, 0.1025, 0.136, 7
M, 0.5, 0.375, 0.145, 0.6215, 0.274, 0.166, 0.1485, 7
M, 0.525, 0.415, 0.135, 0.7945, 0.394, 0.189, 0.202, 7
F, 0.58, 0.445, 0.145, 0.888, 0.41, 0.1815, 0.2425, 8
M, 0.61, 0.48, 0.15, 1.1495, 0.564, 0.274, 0.264, 8
F, 0.625, 0.49, 0.165, 1.127, 0.477, 0.2365, 0.3185, 9
M, 0.645, 0.5, 0.175, 1.5105, 0.6735, 0.3755, 0.3775, 12
I, 0.43, 0.32, 0.1, 0.3465, 0.1635, 0.08, 0.09, 7
I, 0.44, 0.34, 0.1, 0.407, 0.209, 0.0735, 0.103, 7
M, 0.49, 0.38, 0.11, 0.554, 0.2935, 0.1005, 0.15, 8
I, 0.51, 0.395, 0.155, 0.5395, 0.2465, 0.1085, 0.167, 8
F, 0.585, 0.45, 0.15, 0.938, 0.467, 0.203, 0.225, 7
M, 0.59, 0.47, 0.15, 0.861, 0.413, 0.164, 0.249, 8
F, 0.595, 0.465, 0.15, 1.1005, 0.5415, 0.166, 0.265, 8
F, 0.615, 0.475, 0.17, 1.055, 0.543, 0.246, 0.2345, 9
M, 0.615, 0.45, 0.15, 1.198, 0.707, 0.2095, 0.2505, 7
F, 0.615, 0.47, 0.155, 1.084, 0.5885, 0.209, 0.246, 9
M, 0.725, 0.55, 0.2, 1.51, 0.8735, 0.4265, 0.5085, 9
I, 0.34, 0.245, 0.085, 0.2015, 0.1005, 0.038, 0.053, 6
I, 0.355, 0.255, 0.08, 0.187, 0.078, 0.0505, 0.058, 7
I, 0.385, 0.3, 0.125, 0.343, 0.1705, 0.0735, 0.081, 7
I, 0.405, 0.305, 0.1, 0.268, 0.1145, 0.053, 0.085, 7
I, 0.505, 0.38, 0.135, 0.5385, 0.2645, 0.095, 0.165, 9
M, 0.59, 0.475, 0.14, 0.977, 0.4625, 0.2025, 0.275, 10
F, 0.63, 0.475, 0.155, 1.0005, 0.452, 0.252, 0.265, 10
M, 0.65, 0.52, 0.155, 1.368, 0.6185, 0.288, 0.365, 9
I, 0.255, 0.195, 0.055, 0.0725, 0.0285, 0.017, 0.021, 4
I, 0.36, 0.27, 0.09, 0.232, 0.12, 0.0435, 0.056, 8
I, 0.375, 0.285, 0.09, 0.2545, 0.119, 0.0595, 0.0675, 6
I, 0.46, 0.365, 0.115, 0.511, 0.2365, 0.118, 0.123, 7
M, 0.52, 0.4, 0.105, 0.872, 0.4515, 0.1615, 0.1985, 9
M, 0.6, 0.45, 0.16, 1.142, 0.539, 0.225, 0.307, 10
F, 0.655, 0.515, 0.17, 1.527, 0.8485, 0.2635, 0.331, 11
F, 0.72, 0.565, 0.18, 1.719, 0.8465, 0.407, 0.3875, 11
I, 0.325, 0.25, 0.075, 0.1585, 0.075, 0.0305, 0.0455, 6
I, 0.505, 0.4, 0.125, 0.5605, 0.2255, 0.1435, 0.17, 8
M, 0.505, 0.365, 0.115, 0.521, 0.25, 0.096, 0.15, 8
I, 0.55, 0.425, 0.13, 0.664, 0.2695, 0.163, 0.21, 8
F, 0.58, 0.45, 0.15, 0.92, 0.393, 0.212, 0.2895, 9
M, 0.595, 0.47, 0.155, 1.2015, 0.492, 0.3865, 0.265, 10
M, 0.625, 0.49, 0.12, 0.8765, 0.456, 0.18, 0.233, 10
M, 0.635, 0.52, 0.175, 1.292, 0.6, 0.269, 0.367, 11
M, 0.635, 0.485, 0.18, 1.1795, 0.4785, 0.2775, 0.355, 10
M, 0.715, 0.55, 0.175, 1.825, 0.938, 0.3805, 0.44, 11
M, 0.61, 0.475, 0.175, 1.024, 0.409, 0.261, 0.322, 9
M, 0.575, 0.47, 0.15, 0.9785, 0.4505, 0.196, 0.276, 9
M, 0.65, 0.505, 0.17, 1.5595, 0.695, 0.3515, 0.395, 11
M, 0.65, 0.51, 0.175, 1.3165, 0.6345, 0.2605, 0.364, 12
M, 0.675, 0.52, 0.145, 1.3645, 0.557, 0.3405, 0.385, 11
I, 0.225, 0.17, 0.05, 0.0515, 0.019, 0.012, 0.017, 4
M, 0.525, 0.4, 0.13, 0.622, 0.2655, 0.147, 0.184, 9
M, 0.53, 0.415, 0.12, 0.706, 0.3355, 0.1635, 0.1345, 9
F, 0.55, 0.43, 0.15, 0.655, 0.2635, 0.122, 0.221, 8
I, 0.41, 0.325, 0.105, 0.361, 0.1605, 0.0665, 0.103, 8
I, 0.415, 0.32, 0.115, 0.3045, 0.1215, 0.0735, 0.094, 7
M, 0.465, 0.405, 0.135, 0.7775, 0.436, 0.1715, 0.1455, 10
F, 0.63, 0.49, 0.17, 1.2155, 0.4625, 0.2045, 0.3105, 10
F, 0.485, 0.39, 0.1, 0.5565, 0.2215, 0.1155, 0.185, 9
M, 0.465, 0.36, 0.105, 0.488, 0.188, 0.0845, 0.19, 10
M, 0.55, 0.425, 0.16, 0.97, 0.2885, 0.139, 0.48, 20
M, 0.535, 0.44, 0.165, 0.875, 0.279, 0.18, 0.3, 10
I, 0.275, 0.2, 0.065, 0.1165, 0.0565, 0.013, 0.035, 7
M, 0.565, 0.44, 0.115, 0.9185, 0.404, 0.1785, 0.29, 11
M, 0.45, 0.335, 0.14, 0.478, 0.1865, 0.115, 0.16, 11
I, 0.32, 0.25, 0.08, 0.1565, 0.057, 0.034, 0.06, 9
M, 0.425, 0.34, 0.12, 0.388, 0.149, 0.087, 0.125, 10
