@relation abalone
@attribute Sex {M, F, I}
@attribute Length real [0.075,  0.815]
@attribute Diameter real [0.055,  0.65]
@attribute Height real [0.0,  1.13]
@attribute Whole_weight real [0.0020,  2.8255]
@attribute Shucked_weight real [0.0010,  1.488]
@attribute Viscera_weight real [5.0E-4,  0.76]
@attribute Shell_weight real [0.0015,  1.005]
@attribute Rings {15, 7, 9, 10, 8, 20, 16, 19, 14, 11, 12, 18, 13, 5, 4, 6, 21, 17, 22, 1, 3, 26, 23, 29, 2, 27, 25, 24}
@data
F, 0.605, 0.485, 0.165, 1.0105, 0.435, 0.209, 0.3, 19
M, 0.31, 0.22, 0.085, 0.146, 0.061, 0.0365, 0.045, 6
M, 0.27, 0.195, 0.08, 0.1, 0.0385, 0.0195, 0.03, 6
M, 0.325, 0.23, 0.09, 0.147, 0.06, 0.034, 0.045, 4
I, 0.365, 0.26, 0.115, 0.218, 0.0935, 0.0445, 0.07, 9
I, 0.47, 0.37, 0.12, 0.4705, 0.1845, 0.1055, 0.155, 12
M, 0.255, 0.195, 0.065, 0.08, 0.0315, 0.018, 0.027, 8
F, 0.66, 0.5, 0.165, 1.1905, 0.4585, 0.298, 0.37, 12
F, 0.66, 0.53, 0.17, 1.326, 0.519, 0.2625, 0.44, 13
I, 0.515, 0.4, 0.12, 0.659, 0.2705, 0.179, 0.17, 13
F, 0.625, 0.49, 0.175, 1.233, 0.5565, 0.247, 0.365, 11
I, 0.46, 0.355, 0.14, 0.4935, 0.216, 0.133, 0.115, 13
F, 0.66, 0.52, 0.18, 1.514, 0.526, 0.2975, 0.42, 19
F, 0.385, 0.315, 0.11, 0.286, 0.1225, 0.0635, 0.0835, 10
M, 0.325, 0.24, 0.075, 0.155, 0.0475, 0.0355, 0.06, 9
M, 0.345, 0.255, 0.08, 0.169, 0.06, 0.0425, 0.054, 10
M, 0.34, 0.265, 0.085, 0.1835, 0.077, 0.046, 0.065, 10
I, 0.47, 0.36, 0.13, 0.5225, 0.198, 0.1065, 0.165, 9
M, 0.355, 0.265, 0.09, 0.168, 0.05, 0.041, 0.063, 8
M, 0.38, 0.235, 0.1, 0.258, 0.1055, 0.054, 0.08, 7
F, 0.51, 0.4, 0.13, 0.5735, 0.219, 0.1365, 0.195, 13
I, 0.445, 0.33, 0.12, 0.347, 0.12, 0.084, 0.105, 11
F, 0.38, 0.305, 0.105, 0.281, 0.1045, 0.0615, 0.09, 12
M, 0.54, 0.415, 0.145, 0.74, 0.2635, 0.168, 0.245, 12
F, 0.45, 0.38, 0.165, 0.8165, 0.25, 0.1915, 0.265, 23
M, 0.5, 0.375, 0.15, 0.636, 0.2535, 0.145, 0.19, 10
M, 0.415, 0.325, 0.14, 0.417, 0.1535, 0.1015, 0.144, 10
I, 0.16, 0.11, 0.025, 0.018, 0.0065, 0.0055, 0.0050, 3
F, 0.49, 0.36, 0.11, 0.5005, 0.161, 0.107, 0.195, 17
M, 0.505, 0.4, 0.125, 0.77, 0.2735, 0.159, 0.255, 13
F, 0.52, 0.4, 0.12, 0.6515, 0.261, 0.2015, 0.165, 15
F, 0.535, 0.42, 0.15, 0.7365, 0.2785, 0.186, 0.215, 14
M, 0.53, 0.415, 0.13, 0.8425, 0.275, 0.1945, 0.265, 20
F, 0.66, 0.52, 0.2, 1.676, 0.673, 0.4805, 0.45, 17
M, 0.535, 0.42, 0.13, 0.8055, 0.301, 0.181, 0.28, 14
F, 0.59, 0.445, 0.13, 1.1325, 0.3825, 0.234, 0.32, 13
F, 0.47, 0.36, 0.145, 0.537, 0.1725, 0.1375, 0.195, 15
F, 0.515, 0.39, 0.13, 0.5755, 0.1975, 0.13, 0.1845, 9
F, 0.44, 0.34, 0.13, 0.4195, 0.153, 0.1155, 0.13, 10
I, 0.325, 0.25, 0.08, 0.1735, 0.0765, 0.0345, 0.049, 7
I, 0.335, 0.25, 0.08, 0.183, 0.0735, 0.04, 0.0575, 6
I, 0.35, 0.27, 0.09, 0.2055, 0.075, 0.0575, 0.062, 6
I, 0.365, 0.275, 0.135, 0.24, 0.108, 0.0445, 0.0735, 7
I, 0.395, 0.29, 0.095, 0.304, 0.127, 0.084, 0.077, 6
I, 0.45, 0.35, 0.13, 0.547, 0.245, 0.1405, 0.1405, 8
F, 0.495, 0.41, 0.125, 0.7555, 0.3355, 0.129, 0.214, 9
M, 0.555, 0.435, 0.145, 0.9685, 0.4985, 0.168, 0.2385, 9
F, 0.595, 0.48, 0.15, 1.11, 0.498, 0.228, 0.33, 10
F, 0.595, 0.48, 0.16, 1.2095, 0.5225, 0.296, 0.32, 8
F, 0.68, 0.56, 0.195, 1.7775, 0.861, 0.322, 0.415, 11
I, 0.415, 0.33, 0.09, 0.3595, 0.17, 0.081, 0.09, 6
I, 0.425, 0.34, 0.1, 0.382, 0.164, 0.096, 0.1, 6
I, 0.43, 0.325, 0.09, 0.425, 0.217, 0.087, 0.095, 7
I, 0.445, 0.35, 0.13, 0.4195, 0.1695, 0.0945, 0.1195, 7
I, 0.465, 0.37, 0.115, 0.534, 0.261, 0.098, 0.143, 7
M, 0.48, 0.375, 0.115, 0.6765, 0.3205, 0.1065, 0.17, 6
M, 0.48, 0.36, 0.1, 0.439, 0.194, 0.099, 0.115, 8
M, 0.53, 0.405, 0.125, 0.6515, 0.2715, 0.1605, 0.186, 7
F, 0.595, 0.45, 0.15, 1.114, 0.5865, 0.2205, 0.25, 11
F, 0.595, 0.46, 0.14, 1.0045, 0.4655, 0.2095, 0.2515, 9
F, 0.625, 0.5, 0.165, 1.288, 0.573, 0.3035, 0.315, 9
F, 0.64, 0.5, 0.175, 1.394, 0.4935, 0.291, 0.4, 10
M, 0.645, 0.52, 0.175, 1.636, 0.779, 0.342, 0.432, 11
M, 0.71, 0.565, 0.205, 2.198, 1.012, 0.5225, 0.5475, 11
I, 0.25, 0.18, 0.065, 0.0685, 0.0245, 0.0155, 0.0225, 5
I, 0.34, 0.265, 0.08, 0.2015, 0.09, 0.0475, 0.055, 5
I, 0.445, 0.345, 0.105, 0.409, 0.1675, 0.1015, 0.117, 7
I, 0.475, 0.35, 0.11, 0.4565, 0.206, 0.099, 0.13, 6
I, 0.54, 0.42, 0.14, 0.6665, 0.3125, 0.138, 0.1895, 10
F, 0.575, 0.45, 0.16, 1.068, 0.556, 0.214, 0.2575, 10
M, 0.58, 0.45, 0.14, 0.9615, 0.486, 0.1815, 0.253, 9
F, 0.58, 0.45, 0.155, 0.93, 0.385, 0.246, 0.265, 9
M, 0.61, 0.47, 0.165, 1.052, 0.498, 0.242, 0.267, 9
F, 0.635, 0.495, 0.015, 1.1565, 0.5115, 0.308, 0.2885, 9
F, 0.67, 0.505, 0.205, 1.3645, 0.6075, 0.3025, 0.353, 9
F, 0.71, 0.56, 0.18, 1.652, 0.735, 0.381, 0.4525, 11
M, 0.715, 0.535, 0.19, 1.6755, 0.889, 0.313, 0.42, 10
M, 0.725, 0.505, 0.185, 1.978, 1.026, 0.4255, 0.4505, 12
F, 0.755, 0.625, 0.21, 2.505, 1.1965, 0.513, 0.6785, 11
I, 0.185, 0.375, 0.12, 0.4645, 0.196, 0.1045, 0.15, 6
I, 0.33, 0.205, 0.095, 0.1595, 0.077, 0.032, 0.0435, 5
I, 0.335, 0.245, 0.09, 0.2015, 0.096, 0.0405, 0.048, 7
I, 0.34, 0.25, 0.09, 0.179, 0.0775, 0.033, 0.055, 6
I, 0.385, 0.28, 0.09, 0.228, 0.1025, 0.042, 0.0655, 5
I, 0.39, 0.3, 0.095, 0.3265, 0.1665, 0.0575, 0.089, 7
I, 0.395, 0.295, 0.095, 0.2725, 0.115, 0.0625, 0.085, 8
I, 0.4, 0.29, 0.1, 0.2675, 0.1205, 0.0605, 0.0765, 5
I, 0.44, 0.34, 0.12, 0.438, 0.2115, 0.083, 0.12, 9
F, 0.46, 0.365, 0.125, 0.4785, 0.206, 0.1045, 0.141, 8
I, 0.505, 0.395, 0.105, 0.551, 0.248, 0.103, 0.171, 8
I, 0.525, 0.4, 0.125, 0.6965, 0.369, 0.1385, 0.164, 9
I, 0.535, 0.415, 0.15, 0.5765, 0.3595, 0.135, 0.225, 8
M, 0.55, 0.43, 0.15, 0.8745, 0.413, 0.1905, 0.248, 9
I, 0.55, 0.425, 0.135, 0.7305, 0.3325, 0.1545, 0.215, 9
I, 0.56, 0.425, 0.135, 0.8205, 0.3715, 0.185, 0.236, 9
M, 0.57, 0.435, 0.17, 0.873, 0.382, 0.183, 0.2705, 10
F, 0.575, 0.48, 0.165, 1.078, 0.511, 0.2095, 0.306, 9
F, 0.595, 0.465, 0.15, 0.98, 0.4115, 0.196, 0.2255, 10
M, 0.6, 0.475, 0.17, 1.1315, 0.508, 0.272, 0.309, 10
M, 0.61, 0.46, 0.16, 1.0, 0.494, 0.197, 0.275, 10
M, 0.615, 0.47, 0.165, 1.128, 0.4465, 0.2195, 0.34, 10
M, 0.615, 0.5, 0.17, 1.054, 0.4845, 0.228, 0.295, 10
I, 0.63, 0.505, 0.18, 1.272, 0.6025, 0.295, 0.315, 11
F, 0.65, 0.505, 0.165, 1.16, 0.4785, 0.274, 0.349, 11
F, 0.65, 0.59, 0.22, 1.662, 0.77, 0.378, 0.435, 11
M, 0.655, 0.535, 0.205, 1.6445, 0.7305, 0.3595, 0.46, 13
M, 0.705, 0.555, 0.215, 2.141, 1.0465, 0.383, 0.528, 11
I, 0.41, 0.32, 0.095, 0.2905, 0.141, 0.063, 0.073, 5
I, 0.43, 0.34, 0.105, 0.4405, 0.2385, 0.0745, 0.1075, 6
I, 0.53, 0.43, 0.13, 0.7045, 0.346, 0.1415, 0.189, 9
F, 0.56, 0.43, 0.15, 0.8745, 0.453, 0.161, 0.22, 8
M, 0.57, 0.445, 0.15, 0.9875, 0.504, 0.207, 0.249, 8
F, 0.58, 0.435, 0.14, 0.953, 0.475, 0.2165, 0.2095, 9
M, 0.63, 0.48, 0.15, 1.271, 0.6605, 0.2425, 0.31, 11
F, 0.64, 0.515, 0.205, 1.5335, 0.6635, 0.3345, 0.4025, 9
M, 0.66, 0.505, 0.165, 1.374, 0.589, 0.351, 0.345, 10
M, 0.72, 0.565, 0.2, 2.1055, 1.017, 0.363, 0.494, 12
I, 0.21, 0.17, 0.045, 0.0475, 0.019, 0.011, 0.013, 5
I, 0.46, 0.355, 0.11, 0.4255, 0.2015, 0.081, 0.13, 7
I, 0.515, 0.39, 0.125, 0.5705, 0.238, 0.1265, 0.185, 8
M, 0.525, 0.415, 0.145, 0.845, 0.3525, 0.1635, 0.2875, 8
I, 0.53, 0.43, 0.135, 0.6255, 0.245, 0.1455, 0.2135, 10
I, 0.535, 0.4, 0.13, 0.657, 0.2835, 0.162, 0.175, 7
I, 0.545, 0.375, 0.12, 0.543, 0.2375, 0.1155, 0.1725, 8
I, 0.55, 0.425, 0.15, 0.7665, 0.339, 0.176, 0.21, 8
M, 0.575, 0.47, 0.185, 0.985, 0.3745, 0.2175, 0.355, 10
M, 0.575, 0.445, 0.16, 0.839, 0.4005, 0.198, 0.239, 9
M, 0.61, 0.47, 0.16, 1.022, 0.449, 0.2345, 0.2945, 9
I, 0.62, 0.485, 0.18, 1.154, 0.4935, 0.256, 0.315, 12
F, 0.62, 0.48, 0.175, 1.0405, 0.464, 0.2225, 0.3, 9
I, 0.625, 0.47, 0.155, 1.1955, 0.643, 0.2055, 0.3145, 12
M, 0.63, 0.505, 0.17, 1.0915, 0.4615, 0.266, 0.3, 9
F, 0.635, 0.49, 0.17, 1.2615, 0.5385, 0.2665, 0.38, 9
M, 0.645, 0.505, 0.15, 1.1605, 0.519, 0.2615, 0.335, 10
M, 0.665, 0.52, 0.175, 1.3725, 0.606, 0.32, 0.395, 12
M, 0.67, 0.505, 0.16, 1.2585, 0.6255, 0.311, 0.308, 12
M, 0.685, 0.52, 0.15, 1.3735, 0.7185, 0.293, 0.32, 11
F, 0.705, 0.545, 0.17, 1.58, 0.6435, 0.4565, 0.265, 11
F, 0.75, 0.565, 0.215, 1.938, 0.7735, 0.4825, 0.575, 11
F, 0.49, 0.355, 0.16, 0.8795, 0.3485, 0.215, 0.2825, 8
F, 0.615, 0.455, 0.145, 1.1155, 0.5045, 0.238, 0.315, 10
F, 0.665, 0.515, 0.185, 1.3405, 0.5595, 0.293, 0.4375, 11
I, 0.34, 0.26, 0.085, 0.1885, 0.0815, 0.0335, 0.06, 6
I, 0.475, 0.34, 0.105, 0.4535, 0.203, 0.08, 0.1465, 9
I, 0.545, 0.43, 0.14, 0.687, 0.2615, 0.1405, 0.25, 9
M, 0.555, 0.455, 0.135, 0.837, 0.382, 0.171, 0.235, 9
F, 0.6, 0.47, 0.135, 0.97, 0.4655, 0.1955, 0.264, 11
M, 0.6, 0.475, 0.15, 0.99, 0.386, 0.2195, 0.3105, 10
F, 0.6, 0.465, 0.16, 1.133, 0.466, 0.2885, 0.298, 11
F, 0.615, 0.495, 0.16, 1.255, 0.5815, 0.3195, 0.3225, 12
M, 0.655, 0.52, 0.17, 1.1445, 0.53, 0.223, 0.348, 9
M, 0.685, 0.535, 0.155, 1.3845, 0.6615, 0.2145, 0.4075, 10
M, 0.695, 0.545, 0.185, 1.5715, 0.6645, 0.3835, 0.4505, 13
I, 0.28, 0.21, 0.075, 0.1195, 0.053, 0.0265, 0.03, 6
I, 0.335, 0.25, 0.08, 0.1695, 0.0695, 0.044, 0.0495, 6
M, 0.505, 0.395, 0.135, 0.5915, 0.288, 0.1315, 0.185, 12
M, 0.545, 0.44, 0.14, 0.8395, 0.356, 0.1905, 0.2385, 11
F, 0.56, 0.41, 0.16, 0.8215, 0.342, 0.184, 0.253, 9
F, 0.625, 0.515, 0.18, 1.3485, 0.5255, 0.252, 0.3925, 14
F, 0.4, 0.305, 0.16, 0.368, 0.173, 0.0705, 0.105, 7
I, 0.44, 0.305, 0.115, 0.379, 0.162, 0.091, 0.11, 9
M, 0.415, 0.3, 0.1, 0.3355, 0.1545, 0.0685, 0.095, 7
M, 0.375, 0.29, 0.1, 0.276, 0.1175, 0.0565, 0.085, 9
I, 0.455, 0.355, 0.08, 0.452, 0.2165, 0.0995, 0.125, 9
F, 0.415, 0.325, 0.115, 0.3455, 0.1405, 0.0765, 0.11, 9
M, 0.445, 0.355, 0.11, 0.4415, 0.1805, 0.1035, 0.1505, 10
M, 0.62, 0.495, 0.175, 1.806, 0.643, 0.3285, 0.725, 17
I, 0.165, 0.115, 0.015, 0.0145, 0.0055, 0.0030, 0.0050, 4
M, 0.595, 0.465, 0.125, 0.799, 0.3245, 0.2, 0.23, 10
F, 0.595, 0.47, 0.25, 1.283, 0.462, 0.2475, 0.445, 14
F, 0.625, 0.42, 0.165, 1.0595, 0.358, 0.165, 0.445, 21
M, 0.495, 0.385, 0.135, 0.6335, 0.2, 0.1225, 0.26, 14
M, 0.58, 0.47, 0.165, 0.927, 0.3215, 0.1985, 0.315, 11
I, 0.275, 0.22, 0.08, 0.1365, 0.0565, 0.0285, 0.042, 6
F, 0.455, 0.35, 0.14, 0.5725, 0.1965, 0.1325, 0.175, 10
F, 0.535, 0.46, 0.145, 0.7875, 0.3395, 0.2005, 0.2, 8
F, 0.57, 0.45, 0.165, 0.903, 0.3305, 0.1845, 0.295, 14
M, 0.6, 0.48, 0.175, 1.229, 0.4125, 0.2735, 0.415, 13
F, 0.435, 0.32, 0.12, 0.3785, 0.152, 0.0915, 0.125, 11
M, 0.51, 0.395, 0.145, 0.6185, 0.216, 0.1385, 0.24, 12
I, 0.59, 0.45, 0.16, 0.893, 0.2745, 0.2185, 0.345, 14
F, 0.6, 0.475, 0.18, 1.162, 0.511, 0.2675, 0.32, 18
F, 0.58, 0.455, 0.12, 0.94, 0.399, 0.257, 0.265, 11
M, 0.47, 0.375, 0.13, 0.5795, 0.2145, 0.164, 0.195, 13
F, 0.435, 0.35, 0.11, 0.384, 0.143, 0.1005, 0.125, 13
M, 0.49, 0.395, 0.135, 0.5545, 0.213, 0.0925, 0.215, 14
I, 0.395, 0.325, 0.105, 0.306, 0.111, 0.0735, 0.095, 8
F, 0.415, 0.305, 0.105, 0.3605, 0.12, 0.082, 0.1, 10
M, 0.475, 0.395, 0.135, 0.592, 0.2465, 0.1645, 0.2, 13
F, 0.525, 0.425, 0.145, 0.7995, 0.3345, 0.209, 0.24, 15
F, 0.56, 0.43, 0.125, 0.8025, 0.313, 0.1715, 0.263, 13
M, 0.505, 0.4, 0.13, 0.764, 0.3035, 0.189, 0.2175, 11
M, 0.59, 0.475, 0.16, 0.9455, 0.3815, 0.184, 0.27, 19
F, 0.6, 0.47, 0.2, 1.031, 0.392, 0.2035, 0.29, 15
F, 0.72, 0.595, 0.225, 1.969, 0.8045, 0.423, 0.66, 16
I, 0.415, 0.325, 0.115, 0.3285, 0.1405, 0.051, 0.106, 12
M, 0.31, 0.245, 0.095, 0.15, 0.0525, 0.034, 0.048, 7
I, 0.42, 0.305, 0.11, 0.28, 0.094, 0.0785, 0.0955, 9
F, 0.53, 0.385, 0.125, 0.6695, 0.289, 0.151, 0.18, 10
M, 0.34, 0.255, 0.095, 0.213, 0.081, 0.034, 0.07, 9
F, 0.635, 0.5, 0.18, 1.312, 0.529, 0.2485, 0.485, 18
F, 0.61, 0.485, 0.165, 1.087, 0.4255, 0.232, 0.38, 11
F, 0.52, 0.4, 0.13, 0.6245, 0.215, 0.2065, 0.17, 15
F, 0.33, 0.26, 0.08, 0.2, 0.0625, 0.05, 0.07, 9
I, 0.285, 0.21, 0.07, 0.109, 0.044, 0.0265, 0.033, 5
I, 0.475, 0.365, 0.12, 0.53, 0.2505, 0.0975, 0.1625, 10
M, 0.545, 0.45, 0.15, 0.8795, 0.387, 0.15, 0.2625, 11
M, 0.595, 0.49, 0.185, 1.185, 0.482, 0.2015, 0.361, 10
F, 0.6, 0.5, 0.155, 1.332, 0.6235, 0.2835, 0.35, 8
F, 0.625, 0.49, 0.155, 1.33, 0.6675, 0.259, 0.33, 10
F, 0.69, 0.55, 0.18, 1.659, 0.8715, 0.2655, 0.4395, 9
I, 0.225, 0.17, 0.07, 0.0565, 0.024, 0.013, 0.016, 4
I, 0.28, 0.22, 0.08, 0.1315, 0.066, 0.024, 0.03, 5
I, 0.44, 0.335, 0.11, 0.3885, 0.175, 0.0835, 0.111, 7
F, 0.53, 0.405, 0.15, 0.889, 0.4055, 0.2275, 0.215, 8
F, 0.57, 0.445, 0.15, 0.995, 0.504, 0.185, 0.2505, 9
F, 0.6, 0.46, 0.15, 1.235, 0.6025, 0.274, 0.29, 8
I, 0.49, 0.375, 0.125, 0.5445, 0.279, 0.115, 0.13, 8
I, 0.55, 0.42, 0.13, 0.636, 0.294, 0.144, 0.1755, 8
M, 0.6, 0.49, 0.21, 1.9875, 1.005, 0.419, 0.491, 10
M, 0.63, 0.51, 0.175, 1.3415, 0.6575, 0.262, 0.375, 10
M, 0.63, 0.465, 0.15, 1.027, 0.537, 0.188, 0.176, 8
M, 0.7, 0.55, 0.2, 1.523, 0.693, 0.306, 0.4405, 13
F, 0.725, 0.53, 0.19, 1.7315, 0.83, 0.398, 0.405, 11
I, 0.25, 0.175, 0.06, 0.0635, 0.0275, 0.0080, 0.02, 4
I, 0.36, 0.26, 0.08, 0.1795, 0.074, 0.0315, 0.06, 5
I, 0.375, 0.275, 0.095, 0.2295, 0.095, 0.0545, 0.066, 7
I, 0.405, 0.305, 0.1, 0.271, 0.0965, 0.061, 0.091, 7
I, 0.42, 0.325, 0.115, 0.314, 0.1295, 0.0635, 0.1, 8
I, 0.445, 0.36, 0.11, 0.4235, 0.182, 0.0765, 0.14, 9
I, 0.46, 0.345, 0.105, 0.415, 0.187, 0.087, 0.11, 8
I, 0.475, 0.355, 0.115, 0.5195, 0.279, 0.088, 0.1325, 7
I, 0.485, 0.365, 0.14, 0.4475, 0.1895, 0.0925, 0.2305, 8
I, 0.49, 0.365, 0.125, 0.5585, 0.252, 0.126, 0.1615, 10
I, 0.56, 0.435, 0.135, 0.72, 0.329, 0.103, 0.251, 11
F, 0.575, 0.435, 0.155, 0.8975, 0.4115, 0.2325, 0.23, 9
F, 0.58, 0.425, 0.15, 0.844, 0.3645, 0.185, 0.2705, 9
I, 0.585, 0.42, 0.145, 0.6735, 0.2895, 0.1345, 0.22, 9
M, 0.595, 0.475, 0.14, 1.0305, 0.4925, 0.217, 0.278, 10
M, 0.6, 0.45, 0.145, 0.877, 0.4325, 0.155, 0.24, 9
M, 0.625, 0.5, 0.14, 1.096, 0.5445, 0.2165, 0.295, 10
M, 0.63, 0.525, 0.195, 1.3135, 0.4935, 0.2565, 0.465, 10
I, 0.33, 0.225, 0.075, 0.187, 0.0945, 0.0395, 0.0425, 7
I, 0.455, 0.35, 0.105, 0.4445, 0.213, 0.107, 0.1115, 7
F, 0.54, 0.42, 0.14, 0.8035, 0.38, 0.1805, 0.21, 9
M, 0.59, 0.47, 0.155, 1.1735, 0.6245, 0.233, 0.2595, 9
F, 0.645, 0.49, 0.16, 1.144, 0.5015, 0.289, 0.319, 8
F, 0.72, 0.55, 0.18, 1.52, 0.637, 0.325, 0.435, 10
M, 0.52, 0.465, 0.15, 0.9505, 0.456, 0.199, 0.255, 8
I, 0.55, 0.435, 0.165, 0.804, 0.34, 0.194, 0.244, 8
I, 0.59, 0.475, 0.145, 0.9745, 0.4675, 0.207, 0.259, 10
M, 0.6, 0.465, 0.165, 1.0475, 0.465, 0.2345, 0.315, 11
I, 0.61, 0.49, 0.16, 1.1545, 0.5865, 0.2385, 0.2915, 11
F, 0.615, 0.515, 0.135, 1.1215, 0.545, 0.2305, 0.29, 9
M, 0.62, 0.475, 0.195, 1.3585, 0.5935, 0.3365, 0.3745, 10
M, 0.625, 0.495, 0.175, 1.2075, 0.531, 0.281, 0.3525, 11
F, 0.635, 0.5, 0.19, 1.29, 0.593, 0.3045, 0.352, 8
F, 0.645, 0.485, 0.15, 1.151, 0.5935, 0.2315, 0.293, 12
M, 0.49, 0.355, 0.155, 0.981, 0.465, 0.2015, 0.2505, 8
M, 0.61, 0.485, 0.17, 1.281, 0.597, 0.3035, 0.33, 9
F, 0.655, 0.505, 0.175, 1.2905, 0.6205, 0.2965, 0.326, 10
I, 0.435, 0.325, 0.105, 0.335, 0.136, 0.065, 0.115, 8
I, 0.495, 0.33, 0.1, 0.44, 0.177, 0.095, 0.15, 7
M, 0.575, 0.445, 0.14, 0.737, 0.325, 0.1405, 0.237, 10
M, 0.585, 0.45, 0.175, 1.1275, 0.4925, 0.262, 0.335, 11
I, 0.62, 0.475, 0.16, 0.907, 0.371, 0.167, 0.3075, 11
M, 0.63, 0.495, 0.18, 1.31, 0.495, 0.295, 0.4695, 10
I, 0.355, 0.27, 0.075, 0.204, 0.3045, 0.046, 0.0595, 7
M, 0.495, 0.38, 0.12, 0.474, 0.197, 0.1065, 0.1545, 10
F, 0.52, 0.43, 0.15, 0.728, 0.302, 0.1575, 0.235, 11
I, 0.425, 0.325, 0.105, 0.3975, 0.1815, 0.081, 0.1175, 7
M, 0.56, 0.42, 0.15, 0.8755, 0.44, 0.1965, 0.2315, 8
